,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,NL
13143,17,40,8,10,3,0,3,10,2,1.0,4,12,0.0,2,0,1.0,0.0,0
13144,1,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0
13145,243,742,56,158,22,6,2,53,1,0.5,61,83,0.0,2,20,0.0,24.0,1
13146,511,1489,202,341,68,13,61,211,17,12.0,170,473,21.0,22,0,11.0,25.0,1
13147,8,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
13148,777,1420,164,336,45,14,8,112,38,20.0,139,218,9.0,8,22,13.0,18.0,1
13149,8,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
13150,283,565,60,115,18,6,0,48,1,1.0,64,114,0.0,0,49,0.0,0.0,0
13151,24,4,0,1,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,1
13152,10,31,3,4,0,0,0,0,0,0.0,1,5,0.0,0,0,0.0,1.0,1
13153,362,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
13154,1386,5574,853,1653,315,41,115,580,196,71.0,504,684,16.0,74,15,38.0,115.0,0
13155,214,4,0,0,0,0,0,0,0,0.0,0,3,0.0,0,0,0.0,0.0,1
13156,154,239,70,60,14,3,1,17,21,7.0,17,25,0.0,0,7,0.0,0.0,1
13157,34,2,0,0,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,0
13158,5,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
13159,454,2,2,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
13160,10,10,1,5,3,0,0,2,0,0.0,1,2,0.0,0,0,0.0,0.0,0
13161,235,282,13,32,5,0,0,12,0,0.0,14,140,0.0,3,9,1.0,5.0,0
13162,998,3125,362,779,151,30,34,310,38,29.0,274,455,22.0,18,34,27.0,50.0,1
13163,14,38,8,8,1,0,0,3,0,0.0,3,6,0.0,0,1,0.0,0.0,0
13164,89,155,19,33,7,1,3,15,2,1.0,21,28,2.0,0,0,1.0,1.0,0
13165,85,92,5,13,3,0,0,4,0,0.0,3,37,0.0,1,2,0.0,0.0,0
13166,29,59,5,12,2,0,0,7,0,0.0,1,9,0.0,0,2,3.0,0.0,1
13167,2,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0
13168,652,1634,166,408,61,7,33,180,8,10.0,201,254,16.0,23,31,16.0,41.0,1
13169,39,1,0,0,0,0,0,0,0,0.0,1,1,0.0,0,0,0.0,0.0,1
13170,734,2033,228,476,91,4,65,230,10,5.0,196,567,26.0,42,12,7.0,39.0,1
13171,49,30,4,9,2,0,0,4,0,0.0,5,6,0.0,0,2,0.0,1.0,1
13172,1028,3695,604,989,157,68,29,281,134,55.0,541,447,0.0,6,50,0.0,73.0,0
13173,48,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
13174,460,578,53,102,15,0,0,53,1,1.0,52,125,0.0,2,50,2.0,14.0,1
13175,846,2773,340,703,124,28,23,248,45,28.0,313,541,45.0,50,45,16.0,60.0,1
13176,9,3,0,0,0,0,0,0,4,0.0,0,0,0.0,0,0,0.0,0.0,1
13177,1032,4086,549,1224,179,41,13,501,70,55.5,284,184,0.0,5,160,0.0,0.0,1
13178,10,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
13179,32,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
13180,321,59,2,3,0,0,0,2,0,0.0,3,37,0.0,0,5,0.0,1.0,0
13181,119,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
13182,485,20,1,2,0,0,1,1,0,0.0,0,8,0.0,0,2,0.0,0.0,1
13183,12,4,0,0,0,0,0,0,0,0.0,1,1,0.0,0,0,0.0,0.0,0
13184,47,138,14,25,3,4,0,7,0,0.0,12,36,0.0,0,1,0.0,0.0,0
13185,173,3,0,2,0,0,0,0,0,0.0,0,1,0.0,0,1,0.0,0.0,1
13186,35,16,1,2,0,0,0,0,0,0.0,0,4,0.0,0,0,0.0,0.0,1
13187,253,338,23,29,4,0,0,8,1,0.0,23,212,0.0,2,38,1.0,1.0,1
13188,216,170,9,15,3,1,1,12,0,0.0,15,93,0.0,3,22,1.0,0.0,1
13189,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
13190,209,339,33,72,4,0,1,39,0,0.0,19,72,0.0,0,23,1.0,7.0,1
13191,18,28,4,6,0,1,0,0,0,0.0,4,9,1.0,0,0,0.0,0.0,1
13192,372,941,129,261,23,18,11,72,75,20.0,60,186,1.0,11,7,3.0,16.0,1
13193,10,25,4,3,0,0,1,3,0,0.0,2,2,0.0,0,1,0.0,0.0,0
13194,1200,4494,739,1391,268,105,77,707,45,40.0,463,352,0.0,12,37,0.0,0.0,0
13195,230,338,24,58,15,1,2,31,1,1.0,15,63,0.0,2,10,0.0,0.0,1
13196,220,10,0,0,0,0,0,0,0,0.0,0,4,0.0,0,1,0.0,0.0,1
13197,13,4,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
13198,388,804,73,194,28,8,6,89,11,10.0,101,122,13.0,4,7,9.0,23.0,1
13199,340,219,9,22,2,0,0,7,0,0.0,11,92,0.0,1,22,0.0,2.0,1
13200,5,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
13201,5,1,0,1,0,0,0,0,0,0.0,2,0,0.0,0,0,0.0,0.0,1
13202,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
13203,470,3,0,1,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
13204,12,25,2,5,0,0,0,0,0,0.0,3,2,0.0,0,0,0.0,0.0,0
13205,216,704,83,160,34,11,9,75,3,4.0,47,107,0.0,1,14,0.0,0.0,0
13206,29,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
13207,399,1473,223,395,95,13,88,262,42,13.0,131,489,9.0,14,2,6.0,29.0,1
13208,13,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
13209,366,749,54,120,14,6,7,57,0,2.0,47,270,0.0,4,42,4.0,14.0,0
13210,373,242,23,50,7,1,1,11,1,1.0,28,93,0.0,0,26,0.0,1.0,1
13211,180,121,9,18,3,0,1,6,0,0.0,5,52,0.0,0,6,0.0,4.0,1
13212,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
13213,62,78,11,16,2,1,2,6,1,0.0,6,29,0.0,0,0,0.0,1.0,1
13214,10,10,1,0,0,0,0,0,0,0.0,0,3,0.0,0,0,0.0,0.0,1
13215,4,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
13216,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
13217,6,9,1,2,1,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,0
13218,314,947,93,211,39,7,1,89,6,3.0,109,54,0.0,1,24,0.0,12.0,0
13219,7,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
13220,48,58,1,8,1,0,0,5,0,0.0,0,29,0.0,0,8,1.0,1.0,1
13221,1583,5418,898,1401,256,38,335,1000,221,99.0,816,1352,131.0,38,1,53.0,64.0,1
13222,707,1859,194,434,87,7,31,211,14,15.0,155,330,15.0,14,26,13.0,41.0,1
13223,145,141,6,10,2,0,0,3,0,0.0,13,95,0.0,1,22,0.0,2.0,1
13224,9,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,1,0.0,0.0,0
13225,169,520,60,130,15,1,1,29,9,6.0,28,38,0.0,4,18,2.0,14.0,1
13226,47,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
13227,86,8,0,0,0,0,0,0,0,0.0,0,4,0.0,0,0,0.0,0.0,1
13228,9,9,4,3,0,0,1,1,2,0.0,1,0,0.0,0,0,0.0,0.0,0
13229,53,20,3,4,0,0,0,2,0,0.0,3,9,0.0,0,0,0.0,0.0,1
13230,71,192,33,43,10,0,4,24,0,0.0,4,24,0.0,1,8,0.0,0.0,0
13231,11,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
13232,47,167,15,38,9,4,0,13,3,3.0,4,9,0.0,2,2,0.0,0.0,0
13233,31,45,9,9,0,0,1,3,2,1.0,3,11,0.0,0,1,2.0,1.0,0
13234,206,363,19,54,8,0,3,19,0,0.0,20,126,0.0,1,50,0.0,6.0,1
13235,42,17,3,3,0,0,0,1,0,0.0,3,7,0.0,0,2,0.0,0.0,1
13236,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
13237,668,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
13238,6,12,1,3,2,0,0,2,0,0.0,2,2,0.0,0,0,1.0,0.0,0
13239,9,6,0,1,0,0,0,0,0,0.0,0,3,0.0,0,0,0.0,0.0,0
13240,971,2824,305,633,84,27,36,284,12,10.0,361,453,4.0,11,55,15.0,55.0,1
13241,253,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
13242,1146,4211,575,1238,219,43,24,464,50,25.0,280,226,0.0,16,122,0.0,66.0,1
13243,3,1,0,0,0,0,0,0,0,0.0,1,1,0.0,1,0,0.0,0.0,0
13244,60,4,0,1,0,0,0,2,0,0.0,2,2,0.0,0,0,0.0,0.0,0
13245,409,1196,148,290,49,10,19,122,7,3.0,121,192,0.0,1,28,0.0,21.0,1
13246,4,4,0,0,0,0,0,0,0,0.0,0,3,0.0,0,0,0.0,0.0,1
13247,204,272,16,43,3,2,0,16,0,0.0,16,58,0.0,0,19,0.0,6.0,1
13248,109,66,4,5,0,0,0,3,1,0.0,2,29,0.0,0,5,0.0,0.0,1
13249,239,6,0,0,0,0,0,0,0,0.0,0,4,0.0,0,1,0.0,0.0,1
13250,102,102,7,8,1,1,0,2,0,0.0,7,25,0.0,0,18,1.0,1.0,1
13251,529,1353,209,320,37,28,14,100,72,26.0,129,224,4.0,8,6,4.0,39.0,0
13252,5,3,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
13253,23,2,0,0,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,1
13254,28,22,8,5,0,1,0,2,0,0.0,2,6,0.0,1,0,1.0,0.0,0
13255,6,8,0,3,1,0,0,0,0,0.0,1,0,0.0,0,0,0.0,0.0,1
13256,142,50,3,10,0,0,0,3,0,0.0,2,12,0.0,0,7,0.0,1.0,1
13257,121,15,5,3,1,0,1,1,0,0.0,0,5,0.0,0,1,0.0,0.0,0
13258,506,4,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1.0,1
13259,26,47,4,8,1,0,1,3,0,0.0,3,9,1.0,1,0,0.0,0.0,0
13260,517,1577,214,442,64,25,4,177,24,25.0,171,116,0.0,3,49,0.0,0.0,0
13261,1,3,0,1,1,0,0,2,0,0.0,0,2,0.0,0,0,0.0,0.0,1
13262,22,23,1,5,1,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,1
13263,1112,3997,506,1055,157,30,228,743,2,7.0,301,957,34.0,22,6,37.0,118.0,1
13264,84,127,14,29,4,1,0,6,0,1.0,3,14,0.0,0,1,0.0,0.0,1
13265,3,3,2,1,0,0,1,2,0,0.0,0,1,0.0,0,0,0.0,0.0,0
13266,197,125,14,22,3,1,1,7,0,0.0,6,32,0.0,1,5,0.0,4.0,0
13267,911,2834,444,687,106,20,92,283,161,34.0,277,972,6.0,19,22,15.0,20.0,1
13268,945,2591,323,602,109,12,104,348,74,28.0,260,626,38.0,10,19,19.0,36.0,1
13269,5,5,0,0,0,0,0,0,0,0.0,0,4,0.0,0,0,0.0,0.0,0
13270,45,35,2,6,0,0,0,3,0,0.0,1,19,0.0,0,1,0.0,0.0,1
13271,7,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
13272,26,12,0,1,0,0,0,0,0,0.0,1,10,0.0,0,1,0.0,0.0,1
13273,143,199,12,33,7,0,1,12,0,0.0,6,76,0.0,1,23,2.0,2.0,1
13274,118,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
13275,118,260,31,61,7,3,1,32,5,1.0,25,26,0.0,0,3,0.0,0.0,0
13276,11,3,1,2,1,0,0,0,0,0.0,0,1,0.0,0,1,0.0,0.0,0
13277,111,134,3,15,0,1,0,8,1,1.0,9,74,0.0,0,21,0.0,2.0,1
13278,420,1220,106,313,48,12,1,80,7,3.5,34,79,0.0,1,24,0.0,29.0,1
13279,59,66,8,19,2,0,1,13,3,0.0,9,4,0.0,0,1,0.0,0.0,0
13280,124,524,58,125,17,3,3,36,3,5.0,37,50,0.0,3,4,0.0,10.0,0
13281,272,16,0,1,0,0,0,0,0,0.0,0,5,0.0,0,2,0.0,0.0,1
13282,16,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
13283,336,328,17,60,2,1,0,10,0,1.0,11,54,0.0,0,22,3.0,5.0,1
13284,6,9,0,0,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,1
13285,79,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
13286,77,176,14,44,7,2,0,16,1,0.0,16,24,0.0,2,4,0.0,0.0,1
13287,828,2326,351,640,118,9,51,265,49,16.0,191,308,9.0,22,23,11.0,48.0,1
13288,40,23,1,4,2,0,0,2,0,0.0,0,11,0.0,0,3,0.0,0.0,1
13289,29,47,1,3,0,0,0,0,0,0.0,2,27,0.0,0,2,0.0,1.0,1
13290,640,2242,319,591,100,9,98,327,23,14.0,238,605,9.0,34,9,17.0,56.0,1
13291,295,661,57,150,29,1,5,60,5,3.0,99,97,9.0,7,9,9.0,21.0,0
13292,1,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1.0,0
13293,4,6,0,1,0,1,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,1
13294,1,1,0,1,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
13295,22,13,1,3,1,0,0,1,0,0.0,1,4,0.0,0,0,0.0,1.0,0
13296,38,22,0,2,0,0,0,2,0,0.0,3,5,0.0,0,2,0.0,1.0,1
13297,226,597,47,133,21,0,10,66,3,0.0,26,108,2.0,6,18,7.0,19.0,0
13298,530,1548,177,362,56,7,59,214,9,6.0,172,313,18.0,7,9,15.0,33.0,1
13299,1421,5085,469,1268,210,44,49,541,19,28.0,288,456,0.0,7,92,1.0,158.0,0
13300,33,30,4,7,1,0,0,0,1,2.0,3,4,0.0,1,0,0.0,3.0,0
13301,40,3,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
13302,1435,5176,714,1446,288,114,84,818,53,26.5,718,433,0.0,10,85,0.0,64.0,1
13303,486,1237,122,326,50,14,2,96,12,6.0,95,57,0.0,5,25,0.0,3.0,1
13304,39,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0
13305,108,206,21,45,4,1,1,12,4,1.0,23,23,1.0,1,3,2.0,5.0,1
13306,122,404,69,116,14,4,6,36,4,2.0,40,22,0.0,1,8,0.0,10.0,1
13307,962,2840,347,820,152,32,29,388,30,27.0,240,119,0.0,11,39,0.0,24.0,1
13308,476,1127,156,305,50,22,10,97,32,10.0,94,253,5.0,7,31,13.0,23.0,1
13309,74,52,6,11,1,1,0,6,0,0.0,3,7,0.0,0,0,0.0,0.0,0
13310,351,529,36,76,9,1,0,22,0,0.0,30,160,0.0,0,50,3.0,14.0,1
13311,312,851,94,192,30,5,13,87,2,0.0,109,140,9.0,1,7,6.0,24.0,0
13312,152,208,14,43,3,0,0,15,1,0.5,9,35,0.0,0,6,0.0,1.0,1
13313,116,259,9,59,5,0,2,18,0,2.0,19,45,3.0,1,2,1.0,6.0,1
13314,605,1833,203,422,52,9,1,162,18,11.0,216,206,0.0,1,38,0.0,32.0,0
13315,162,495,64,153,28,8,5,69,6,7.0,48,55,0.0,3,18,0.0,0.0,1
13316,4,3,0,0,0,0,0,1,0,0.0,1,3,0.0,0,0,0.0,0.0,0
13317,25,18,0,1,0,0,0,1,0,0.0,2,8,0.0,0,1,0.0,0.0,0
13318,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
13319,7,3,0,0,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,0
13320,137,360,37,67,11,0,5,28,0,0.0,18,92,0.0,6,11,2.0,6.0,0
13321,45,150,16,40,8,2,5,12,1,0.0,18,11,0.0,3,1,0.0,4.0,0
13322,559,48,1,4,0,0,0,1,0,0.0,0,28,0.0,0,3,0.0,0.0,1
13323,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
13324,3,4,1,1,0,0,1,2,0,0.0,0,1,0.0,0,0,0.0,0.0,1
13325,698,1371,199,350,63,4,54,218,15,13.0,188,244,17.0,19,3,12.0,35.0,1
13326,840,3001,414,905,166,34,18,361,44,35.0,166,88,0.0,36,115,0.0,0.0,1
13327,16,29,6,8,1,1,0,3,0,0.0,5,6,0.0,0,0,0.0,0.0,0
13328,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
13329,1962,6021,621,1493,243,36,95,624,20,37.0,699,963,31.0,22,118,38.0,159.0,1
13330,168,302,33,63,13,1,2,22,0,0.0,20,92,0.0,0,16,0.0,4.0,0
13331,63,66,8,14,2,0,0,1,0,0.0,1,22,0.0,0,2,0.0,0.0,1
13332,453,440,27,76,7,0,1,24,1,1.0,24,101,0.0,3,70,0.0,4.0,1
13333,2313,8258,1062,2326,440,42,188,1153,141,84.0,640,839,81.0,33,71,104.0,169.0,1
13334,9,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
13335,52,9,0,1,0,0,0,1,0,0.0,1,5,0.0,0,1,0.0,0.0,1
13336,236,357,28,63,13,1,1,28,0,0.0,31,90,0.0,1,35,1.0,8.0,1
13337,113,276,31,61,17,2,7,35,0,0.0,23,94,0.0,1,0,0.0,2.0,1
13338,117,117,3,17,5,0,0,9,0,0.0,8,44,0.0,1,6,0.0,1.0,0
13339,146,268,23,61,11,1,2,22,1,0.0,25,21,0.0,3,10,0.0,15.0,1
13340,3,7,1,1,1,0,0,0,0,0.0,0,1,0.0,0,0,0.0,1.0,1
13341,58,224,25,64,5,3,2,25,3,4.0,18,10,0.0,1,6,0.0,0.0,0
13342,4,4,1,1,0,0,0,2,0,0.0,2,1,0.0,0,0,0.0,1.0,1
13343,466,562,42,102,22,1,4,55,4,0.0,34,143,0.0,2,54,5.0,15.0,1
13344,58,46,5,8,1,0,1,4,0,0.0,4,15,0.0,2,3,0.0,1.0,1
13345,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
13346,62,21,1,5,0,1,0,0,0,0.0,0,9,0.0,0,0,0.0,0.0,1
13347,1031,3104,308,754,109,10,24,239,11,24.0,207,219,20.0,10,46,18.0,85.0,1
13348,45,101,15,25,3,0,0,5,6,2.0,4,12,1.0,0,2,1.0,2.0,0
13349,17,27,4,11,1,0,0,7,0,0.0,1,4,0.0,1,0,0.0,0.0,0
13350,11,11,0,1,0,0,0,1,0,0.0,2,7,0.0,0,0,0.0,0.0,1
13351,661,102,6,9,0,0,0,6,1,0.0,7,50,0.0,1,10,1.0,1.0,1
13352,785,1354,64,195,15,1,0,64,1,0.0,60,365,0.0,6,136,3.0,29.0,1
13353,128,281,38,72,24,2,4,37,0,3.0,19,88,0.0,3,4,1.0,3.0,1
13354,31,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
13355,252,572,63,135,23,2,12,78,4,3.0,55,102,3.0,3,8,9.0,10.0,1
13356,2651,9929,1420,3089,362,96,117,780,509,117.0,646,1079,181.0,55,50,48.0,92.0,1
13357,1394,4814,515,1243,264,6,114,619,19,10.0,329,623,21.0,96,24,56.0,124.0,1
13358,117,25,1,2,0,0,0,0,0,0.0,1,13,0.0,0,4,0.0,1.0,1
13359,862,2526,305,597,125,13,69,340,10,18.0,227,656,12.0,6,26,25.0,53.0,1
13360,33,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
13361,231,358,18,54,3,0,1,18,0,1.0,24,131,0.0,1,38,0.0,4.0,1
13362,318,1095,130,266,55,7,23,127,16,7.0,116,276,30.0,2,7,9.0,14.0,1
13363,518,1892,325,573,87,28,7,170,69,33.5,212,133,0.0,11,47,0.0,0.0,1
13364,24,65,2,9,1,0,0,6,3,0.0,4,7,0.0,0,6,0.0,0.0,0
13365,25,28,6,4,1,0,1,3,0,0.0,2,12,0.0,0,0,0.0,1.0,1
13366,168,3,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
13367,43,13,0,0,0,0,0,0,0,0.0,1,6,0.0,0,0,0.0,0.0,1
13368,49,106,14,26,3,0,2,11,1,3.0,10,13,1.0,0,2,0.0,1.0,1
13369,316,5,0,0,0,0,0,0,0,0.0,0,4,0.0,0,0,0.0,0.0,1
13370,5,1,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
13371,15,10,0,0,0,0,0,0,0,0.0,1,4,0.0,0,0,0.0,0.0,1
13372,1,4,0,2,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
13373,73,5,0,0,0,0,0,0,0,0.0,0,3,0.0,0,1,0.0,0.0,1
13374,308,1050,127,300,58,8,5,107,22,24.0,44,73,0.0,0,18,0.0,0.0,0
13375,39,87,9,15,4,1,3,11,0,2.0,15,27,0.0,0,0,0.0,1.0,1
13376,1,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
13377,17,42,0,4,1,0,0,0,1,0.5,5,6,0.0,0,0,0.0,0.0,1
13378,183,287,38,78,15,2,0,34,0,0.0,29,55,0.0,1,8,0.0,0.0,1
13379,1218,1830,220,464,101,9,42,250,16,9.0,259,425,14.0,12,12,18.0,35.0,1
13380,1454,5188,759,1540,325,5,215,909,53,25.0,522,613,61.0,74,5,59.0,142.0,1
13381,682,2118,265,584,124,14,23,224,18,9.0,183,342,11.0,8,11,18.0,55.0,1
13382,272,736,62,172,23,1,6,57,6,6.0,60,73,8.0,3,9,5.0,17.0,1
13383,1,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0
13384,135,200,18,34,6,3,0,10,0,0.0,7,28,0.0,1,9,0.0,2.0,1
13385,410,229,27,48,9,0,1,15,1,0.0,15,54,0.0,1,29,1.0,4.0,1
13386,336,591,43,134,27,3,3,54,0,0.0,19,113,0.0,2,12,0.0,20.0,1
13387,1001,2750,212,635,86,3,14,238,10,6.0,324,233,0.0,3,59,0.0,79.0,0
13388,10,13,1,3,0,0,0,3,1,0.5,0,0,0.0,0,3,0.0,0.0,1
13389,191,547,85,140,27,4,8,54,10,4.0,46,154,0.0,1,2,1.0,12.0,0
13390,665,245,10,46,10,0,0,13,0,0.0,4,57,0.0,0,36,1.0,2.0,1
13391,9,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
13392,9,2,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0.0,0.0,1
13393,1527,5369,805,1338,307,11,245,803,13,15.0,817,1373,42.0,56,13,53.0,131.0,1
13394,509,1414,108,305,49,7,20,124,4,4.0,118,322,16.0,11,19,15.0,47.0,1
13395,72,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
13396,928,2581,285,624,87,24,73,344,20,14.0,299,647,18.0,21,9,14.0,65.0,1
13397,116,62,4,6,0,0,0,2,0,0.0,3,27,0.0,3,5,1.0,1.0,1
13398,87,157,8,28,6,0,4,13,0,0.0,12,97,0.0,0,12,1.0,1.0,1
13399,363,589,80,136,31,3,12,61,7,6.0,65,133,2.0,5,6,2.0,8.0,1
13400,5,13,0,1,0,0,0,0,0,0.0,0,3,0.0,0,0,0.0,1.0,1
13401,47,84,9,9,1,0,3,9,0,0.0,12,29,2.0,0,1,1.0,1.0,0
13402,7,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
13403,139,4,1,1,1,0,0,0,0,0.0,1,2,0.0,0,1,0.0,0.0,1
13404,509,1592,208,438,81,15,17,126,47,30.0,129,254,1.0,20,18,6.0,43.0,1
13405,74,177,10,40,3,0,6,20,0,1.0,15,33,3.0,0,1,2.0,5.0,1
13406,9,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
13407,1202,3911,454,1101,190,25,47,512,16,20.0,375,559,22.0,24,15,37.0,113.0,1
13408,9,9,4,1,1,0,0,1,0,0.0,0,4,0.0,0,0,0.0,0.0,0
13409,1005,3788,473,1021,191,29,104,598,69,56.5,286,377,0.0,6,56,0.0,90.0,1
13410,136,327,35,71,14,2,7,42,0,0.0,37,71,1.0,4,9,5.0,20.0,0
13411,15,3,1,1,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0
13412,672,1369,197,382,74,7,19,163,39,12.0,102,195,5.0,12,31,10.0,40.0,1
13413,26,52,3,9,2,0,1,3,0,0.0,5,24,0.0,2,0,0.0,1.0,1
13414,75,127,2,13,1,0,0,5,0,0.0,1,54,0.0,0,14,0.0,5.0,1
13415,258,824,81,217,43,16,4,95,13,7.0,58,64,0.0,3,23,0.0,0.0,1
13416,168,16,0,1,0,0,0,0,0,0.0,0,3,0.0,0,4,0.0,0.0,1
13417,28,2,0,0,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,1
13418,99,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
13419,122,433,50,107,15,5,1,19,4,6.0,16,29,0.0,3,7,1.0,8.0,1
13420,207,241,24,42,6,2,4,29,1,0.0,24,90,0.0,2,21,0.0,2.0,0
13421,43,7,0,0,0,0,0,0,0,0.0,0,5,0.0,0,1,0.0,0.0,0
13422,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
13423,242,5,0,0,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,1
13424,83,112,15,33,6,2,2,11,0,1.0,8,18,1.0,1,1,1.0,4.0,0
13425,251,2,0,1,1,0,0,1,0,0.0,0,0,0.0,0,0,0.0,0.0,1
13426,135,244,19,59,12,1,4,33,1,1.0,34,27,5.0,0,2,7.0,2.0,1
13427,172,229,24,40,4,1,1,16,0,0.0,14,27,0.0,0,10,0.0,5.0,1
13428,639,59,3,9,1,1,0,5,0,1.0,2,12,0.0,0,3,0.0,0.0,1
13429,15,30,4,8,0,0,0,2,2,0.0,4,3,0.0,0,0,0.0,0.0,1
13430,132,26,1,1,0,0,0,0,0,0.0,1,12,0.0,0,1,0.0,0.0,0
13431,27,21,2,6,1,0,1,2,0,0.0,1,6,0.0,0,1,0.0,1.0,1
13432,1,3,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
13433,168,2,0,0,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,1
13434,10,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
13435,396,885,98,231,39,5,21,105,2,2.0,82,93,9.0,2,7,6.0,27.0,1
13436,361,261,14,40,6,0,2,22,1,1.0,16,105,0.0,0,33,1.0,4.0,1
