retroID,GS,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR
parkd101,0,0,1,0,1,0,0,0,0,0,0
parrl001,1715,45607,9647,980,94,133,192,0,1043,655,0
parsd101,0,0,443,75,11,8,7,0,0,0,0
partr101,0,0,1318,157,27,28,23,0,0,0,0
pasej101,0,0,87,14,1,3,1,0,0,0,0
paslk101,42,1071,196,20,3,0,3,0,29,7,0
pattb101,0,0,4,3,0,1,1,0,0,0,0
patth101,0,0,0,0,0,0,0,0,0,0,0
pattt101,0,15,4,2,0,1,0,1,1,1,0
paulj001,207,5758,1430,113,16,20,15,0,157,55,0
paulr001,476,12975,3383,273,35,24,36,0,320,132,0
pavld101,236,6369,1593,123,30,20,31,76,175,58,3
pawet101,0,0,0,0,0,0,1,0,0,0,0
peacj101,0,0,1863,220,36,37,29,0,0,0,0
pecob001,0,3,0,0,0,0,0,0,0,0,0
pedel101,0,0,26,5,0,1,0,0,0,0,0
pedrj001,6,170,32,4,1,0,0,0,7,2,0
pellk001,2,99,25,0,0,0,1,0,2,0,0
penaa002,52,1408,384,39,3,5,7,0,37,19,0
penab002,364,10163,2911,162,16,27,25,0,281,108,0
penaf001,45,1416,400,18,2,1,3,0,20,6,0
penat001,1779,47916,11212,1045,117,156,105,0,1224,656,0
perea002,0,6,1,0,0,0,0,0,0,0,0
perec003,177,4698,1330,133,12,10,16,0,90,56,0
peree002,400,10918,2789,201,26,34,24,0,265,110,0
perem003,0,6,2,0,0,0,0,0,0,0,0
perem005,22,555,175,18,0,0,0,0,12,5,0
peren001,0,0,0,0,0,0,0,0,0,0,0
perer003,260,6839,2463,154,16,16,16,0,96,61,0
peres002,856,22281,6216,499,36,43,29,0,341,186,0
perkc101,0,0,3539,912,101,88,75,0,0,0,0
peteb103,0,0,0,0,0,0,0,0,0,0,0
peteh101,49,1342,244,36,7,7,4,0,15,17,0
petej102,0,0,234,48,17,3,6,0,0,0,0
petrb001,143,3845,918,58,16,13,22,0,104,25,0
petrg001,427,11452,2744,210,39,38,95,0,353,167,0
pevem001,11,279,58,7,1,0,1,0,16,4,0
pfeib101,2,66,8,2,1,1,3,0,2,2,0
pfisg101,0,0,0,0,0,0,0,0,0,0,0
phegj001,226,5964,1674,151,15,13,32,0,109,54,0
phelb101,0,0,2251,291,69,43,46,0,0,0,0
phelj001,6,171,38,3,0,0,0,0,8,2,0
phile102,0,0,989,129,23,23,14,0,0,0,0
philj003,234,6343,1589,93,10,12,9,0,179,47,0
philk001,23,630,168,14,4,1,2,0,26,9,0
philp001,50,1475,350,31,4,4,5,0,26,12,0
piazm001,1607,40665,10844,733,124,88,102,0,1400,423,0
piciv101,0,0,2846,631,101,56,73,0,0,0,0
picku101,0,0,1,0,1,0,0,0,0,0,0
piera001,1832,49006,12600,823,68,101,102,0,1081,350,0
pignj101,205,5665,1361,105,15,22,18,72,60,49,5
pinam001,187,5050,1583,113,11,14,6,0,81,47,0
pintj001,44,1156,285,12,7,1,4,0,26,5,0
plase101,6,180,30,2,0,0,1,8,2,0,0
plawk001,192,5295,1667,98,9,5,5,0,142,43,0
plumb101,247,6966,1283,92,23,16,18,0,146,44,0
pocob001,342,9191,1938,221,39,21,53,0,387,134,0
polah101,0,0,191,13,9,2,2,0,0,0,0
portd001,1430,37825,6756,754,134,104,132,0,902,553,0
portj101,66,1790,339,38,4,7,22,17,30,21,1
posaj001,1450,38631,10016,696,90,81,142,0,984,387,0
poseb001,865,22660,6704,463,39,47,24,0,440,218,0
powel001,89,2443,649,36,11,7,3,0,44,29,0
powep102,1,72,18,3,1,1,1,0,4,3,0
pramj101,0,0,658,71,20,9,20,0,0,0,0
pratt001,415,11839,3111,158,23,33,38,0,256,94,0
pricj102,156,4136,1064,55,17,10,13,38,98,31,0
print001,332,9600,2267,214,19,25,26,0,228,118,0
pruej101,0,0,19,2,0,1,0,0,0,0,0
pruir101,48,1495,256,30,4,6,3,0,67,17,0
pujol001,250,6734,1450,151,21,11,63,0,262,76,0
putme101,5,240,44,4,0,0,2,0,5,2,0
pybuj101,0,3,0,0,0,0,0,0,0,0,0
pytlf101,0,0,2958,395,29,64,25,0,0,0,0
quinh001,393,10323,2835,244,30,36,21,0,192,95,0
quirg001,90,2534,575,46,6,7,10,0,65,23,0
quirj001,398,10943,2344,235,48,26,36,0,322,174,0
rabbj001,31,827,184,14,7,2,2,0,39,8,0
rabem001,72,1972,425,32,6,6,6,0,42,16,0
raded101,638,17454,3391,285,63,41,49,0,443,195,0
ramim003,30,808,210,12,3,2,2,0,36,8,0
ramoj001,5,123,23,1,0,0,1,0,3,0,0
ramor001,66,1889,390,50,9,3,5,0,71,39,0
ramow001,708,18816,5572,395,37,24,41,0,266,123,0
randd101,37,1042,237,19,6,5,4,3,10,4,0
randl101,0,18,1,1,0,0,0,0,3,1,0
ranem101,112,3143,686,67,14,8,28,42,72,27,3
ransj101,22,606,131,16,3,1,0,0,36,6,0
rarib101,0,0,390,101,10,8,5,0,0,0,0
ratlp101,76,1935,384,29,7,6,3,2,34,13,0
rayff001,90,2489,525,53,7,5,7,0,76,28,0
readr002,1,33,12,1,0,0,1,0,1,0,0
realj001,483,12739,3711,262,30,32,36,0,185,91,0
reboj001,0,3,0,0,0,0,0,0,1,0,0
recka001,144,4014,1157,70,13,11,11,0,96,33,0
redmj101,0,0,39,5,1,3,2,0,0,0,0
redmm001,606,16085,3999,312,18,53,23,0,382,177,0
reecb101,3,93,16,2,1,1,2,0,3,0,0
reedj001,850,23063,5455,415,73,59,54,0,727,301,0
regot101,0,0,92,24,3,3,1,0,0,0,0
reibf101,0,0,70,7,2,1,2,0,0,0,0
reisb102,0,0,1,0,1,0,0,0,0,0,0
renst101,0,0,535,93,23,16,16,0,0,0,0
retzk101,189,4945,935,97,18,13,17,48,78,48,6
reyeg001,74,2131,473,75,15,7,15,0,48,50,0
reyej002,0,15,7,0,0,0,0,0,0,0,0
reynr002,104,2857,628,57,16,8,5,0,126,47,0
reynt101,0,10,1,0,0,0,1,0,1,0,0
riced101,270,6850,5353,537,75,72,65,57,65,36,6
riceh101,0,0,0,0,0,0,0,0,0,0,0
ricel101,0,0,119,8,3,1,1,0,0,0,0
richk001,1,45,13,0,0,0,0,0,2,0,0
richp101,0,0,2103,302,31,49,25,0,0,0,0
rickd102,35,1029,236,15,3,0,5,7,28,13,0
riddj101,0,0,230,51,5,12,5,0,0,0,0
riebh101,0,0,155,14,1,3,6,0,0,0,0
riggs001,52,1415,384,11,8,1,4,0,29,4,0
rinkb101,0,0,0,0,0,0,0,0,0,0,0
rivem003,142,3893,1065,90,14,7,17,0,112,37,0
river003,405,10818,3430,260,32,30,36,0,218,126,0
roarm101,140,3869,863,62,12,7,15,35,39,32,5
robed102,101,2768,543,56,13,3,14,0,71,43,0
robej103,45,1200,215,20,6,6,3,17,19,8,2
robia101,0,0,2259,271,25,31,36,0,0,0,0
robib102,31,741,188,16,8,3,2,0,19,14,0
robic002,1,30,8,0,0,0,0,0,0,0,0
robls101,5,210,43,1,0,0,2,0,1,0,0
rodgb102,815,22146,4750,472,63,74,66,262,283,215,27
rodre003,2,51,20,1,0,0,0,0,3,0,0
rodre101,658,17396,3713,360,45,37,59,31,334,235,0
rodrg001,26,730,189,17,4,1,4,0,12,5,0
rodri001,2349,61044,14864,1227,142,158,127,0,786,661,0
rodrr002,2,57,15,1,0,0,0,0,1,0,0
rojac101,0,38,7,2,0,0,1,2,1,0,0
romaj101,771,19888,4415,343,47,51,77,190,296,157,23
romem001,13,448,144,12,2,0,2,0,17,4,0
romia001,0,1,0,0,0,0,1,0,0,0,0
romia002,214,5833,1885,142,10,9,15,0,125,34,0
ronam001,3,99,29,0,0,0,1,0,0,0,0
roofp101,689,17823,4151,356,63,48,57,106,330,203,9
rosaa002,8,269,82,8,0,1,1,0,12,4,0
rosab101,0,0,3845,511,36,92,28,0,0,0,0
rosal101,1,16,2,0,1,0,0,0,5,0,0
rosam001,0,33,7,0,1,0,0,0,1,0,0
rosaw001,313,8257,2031,212,30,13,45,0,157,61,0
roseb102,22,664,129,11,2,3,4,6,11,7,1
rosej101,1349,35799,9291,675,107,111,111,427,406,297,29
rosem001,12,362,94,5,2,2,1,0,19,4,0
roskj001,0,12,5,0,0,0,0,0,0,0,0
rossd001,669,17975,5124,422,54,46,51,0,370,197,0
rossj101,0,0,192,21,4,3,0,0,0,0,0
rothj101,0,0,0,0,0,0,0,0,0,0,0
rottv001,0,18,8,0,0,0,0,0,0,0,0
rowlc101,0,0,5,1,0,0,0,0,0,0,0
rowlr001,54,1510,346,23,9,5,6,0,41,17,0
roysw101,0,27,5,0,0,0,0,0,0,0,0
roznv101,106,2995,652,67,9,11,13,39,48,36,3
rubes101,7,221,43,6,0,3,0,2,4,2,0
rudok101,208,5658,1169,124,27,18,16,2,112,80,0
ruelm101,0,0,5296,1125,115,135,57,0,0,0,0
ruizc001,991,26836,7668,589,53,67,48,0,612,230,0
ruizc102,0,3,0,0,0,0,0,0,0,0,0
ruppc001,287,7642,2192,167,19,18,26,0,136,62,0
russj002,150,4338,972,85,23,14,30,0,201,67,0
ruszh101,0,0,82,22,2,2,3,0,0,0,0
ryand001,22,603,159,11,0,0,2,0,11,8,0
ryanm101,570,15003,3473,325,34,45,40,110,234,181,14
rybam101,0,0,33,3,0,0,0,0,0,0,0
saboa101,0,0,11,2,1,0,0,0,0,0,0
sackf101,0,0,46,9,1,0,1,0,0,0,0
sadem101,240,6860,1544,140,26,14,31,0,216,97,0
sadoe101,141,3816,914,72,9,11,10,33,45,35,2
sakal001,0,3,0,0,0,0,0,0,0,1,0
salam001,295,7973,1659,148,23,23,38,0,229,111,0
salkb101,0,0,972,128,24,19,19,0,0,0,0
saltj001,698,18686,5049,295,60,34,56,0,536,150,0
sammc001,16,516,134,6,0,0,3,0,12,6,0
sanbg101,0,0,67,14,0,1,3,0,0,0,0
sancg002,209,5550,1970,129,22,10,40,0,84,48,0
sanch002,150,4189,1162,86,15,11,18,0,124,41,0
sanco001,18,578,95,5,4,2,1,0,29,3,0
sanct001,33,883,249,20,5,0,3,0,25,5,0
sandc101,12,321,61,2,3,3,4,0,8,1,0
sandm101,0,0,547,80,7,8,20,0,0,0,0
sandp001,12,340,97,8,0,1,2,0,8,4,0
sangm101,1062,28507,5996,540,94,74,89,25,504,314,5
santb001,1796,47776,10816,960,151,130,157,0,998,530,0
santc002,314,8350,2241,173,21,12,25,0,207,70,0
santn001,229,6264,1409,166,30,24,27,0,226,93,0
santo001,86,2390,592,29,5,4,5,0,48,16,0
sardd001,46,1264,378,25,1,6,4,0,25,8,0
sarnb101,290,7982,1680,154,16,33,21,43,55,47,1
sassm001,193,5165,1389,101,25,9,14,0,230,85,0
satrt101,272,7134,1655,133,23,22,33,79,137,78,1
sawac101,319,8462,1960,180,26,30,37,95,150,74,5
sax-d001,14,394,96,1,2,1,1,0,19,2,0
schab101,0,0,3,1,0,0,0,0,0,0,0
schaj104,160,4611,888,86,11,14,15,67,53,46,2
schar103,0,0,3487,847,75,118,40,0,0,0,0
schaw101,0,0,3672,902,129,107,90,0,0,0,0
scheb101,0,0,1444,166,27,24,31,0,0,0,0
scheb102,0,0,0,0,0,0,0,0,0,0,0
schib101,0,0,3,0,0,0,0,0,0,0,0
schln101,0,0,310,24,9,7,7,0,0,0,0
schmb101,369,9954,2161,166,28,21,19,95,134,69,6
schmd101,11,325,53,4,0,0,2,0,7,3,0
schmk001,3,90,23,3,0,0,1,0,0,0,0
schmw102,0,0,1764,533,44,52,14,0,0,0,0
schnb001,903,24009,5987,438,39,72,38,0,405,228,0
schrb001,288,7610,1543,136,14,19,14,0,236,76,0
schuj103,0,0,201,16,8,3,2,0,0,0,0
schuj106,0,0,355,87,20,15,13,0,0,0,0
schwk001,15,429,119,7,4,1,2,0,14,3,0
sciom001,1278,33700,8335,737,114,97,82,0,952,500,0
scotd001,124,3365,704,74,18,10,31,0,82,44,0
seark101,0,0,243,31,7,5,6,0,0,0,0
see-l001,0,9,1,0,0,0,0,0,0,0,0
seilr101,18,443,62,8,4,2,2,0,27,4,0
semia101,216,5635,5030,598,133,80,89,39,56,48,9
servs002,700,18629,4769,383,48,53,53,0,556,207,0
sevcj101,3,110,32,5,0,1,0,2,6,2,0
seveh101,0,0,3282,721,63,75,41,0,0,0,0
sevep001,70,1988,690,43,2,4,6,0,36,20,0
sewel101,0,0,5444,1084,150,138,91,0,0,0,0
shanb101,110,2857,432,55,8,9,8,23,22,29,8
shanm101,2,101,24,1,0,1,0,5,0,0,0
shead001,196,5205,1266,114,14,20,12,0,167,60,0
sheam102,0,0,1412,254,41,33,20,0,0,0,0
sheeb101,0,0,292,25,3,5,4,0,0,0,0
sheej102,0,0,5,0,1,0,0,0,0,0,0
sheel001,2,63,10,1,1,0,0,0,2,0,0
shelc001,0,48,10,0,0,0,3,0,0,0,0
shels001,0,25,7,0,0,0,0,0,2,0,0
shepj102,204,5307,907,116,19,15,21,29,38,41,4
shepr101,0,0,5,2,0,0,0,0,0,0,0
shern102,148,3952,1025,70,12,14,13,47,55,34,1
shing101,0,0,28,18,7,2,5,0,0,0,0
shoor101,2,57,8,0,0,0,0,2,2,0,0
shopk001,458,12493,3099,211,34,27,33,0,234,99,0
shopt101,2,69,13,4,0,0,1,0,2,1,0
shorc102,1,0,0,0,0,0,0,0,0,0,0
siddj001,39,1159,267,30,5,4,7,0,38,20,0
siemo101,0,0,116,21,13,3,6,0,0,0,0
silvc101,33,1054,698,74,12,14,8,9,13,9,0
silvk101,0,0,200,29,6,6,4,0,0,0,0
simmt001,1687,45278,8906,915,130,104,182,3,1188,611,0
simsd101,559,15146,3762,319,58,49,59,96,297,160,14
sinam001,72,2204,436,67,2,5,7,0,71,37,0
siscc001,47,1276,373,27,1,5,2,0,34,13,0
sizet101,1,39,10,0,0,0,0,0,0,0,0
skagd101,171,4543,809,81,11,10,10,0,113,55,0
skifb101,0,0,54,9,1,2,2,0,0,0,0
skinj001,449,11979,2425,170,32,26,22,0,252,128,0
skipk001,0,6,2,0,0,0,0,0,0,0,0
slaud001,1083,28944,6158,477,87,71,92,0,843,346,0
slocr101,3,183,42,2,1,0,0,0,5,2,0
smalr001,0,0,0,0,0,0,0,0,0,0,0
smite106,0,0,2117,502,78,64,72,0,0,0,0
smith106,585,15559,3116,320,49,57,74,167,215,124,17
smith108,484,12734,2810,247,33,43,28,117,156,112,18
smitk002,117,3147,942,48,4,6,7,0,99,16,0
smitn101,3,72,17,1,0,1,1,1,2,0,0
smitp105,0,0,0,0,0,0,0,0,0,0,0
smitr102,67,1802,381,32,5,3,2,0,44,29,0
smitr105,0,0,1,0,0,0,0,0,0,0,0
smitv101,0,0,52,9,3,0,1,0,0,0,0
snydb003,0,3,1,0,0,0,0,0,0,0,0
snydc002,646,16977,4565,366,12,33,50,0,351,144,0
snydf101,0,0,2486,692,51,64,31,0,0,0,0
solaj002,28,777,190,18,1,3,2,0,25,4,0
solia001,4,85,35,0,1,0,1,0,3,0,0
sotog001,711,18765,5504,363,47,42,24,0,458,166,0
speht001,161,4946,1235,100,20,16,12,0,155,64,0
spenr101,0,0,2138,275,40,33,25,0,0,0,0
spilh001,3,226,33,5,0,0,1,0,10,1,0
spinh101,0,0,222,28,5,10,7,0,0,0,0
spoha101,0,0,2182,347,74,30,36,0,0,0,0
spotj101,0,0,2,0,0,0,0,0,0,0,0
sprae001,8,282,70,3,3,0,1,0,7,1,0
sprij101,0,0,84,15,0,2,0,0,0,0,0
squim001,0,6,1,0,0,0,0,0,0,0,0
stalj001,15,457,150,10,1,1,1,0,12,3,0
stanc002,0,18,7,0,0,0,0,0,0,0,0
stanm002,633,16880,3884,233,49,30,90,0,534,165,0
stano101,0,0,399,114,19,12,9,0,0,0,0
starc102,0,0,28,6,1,2,0,0,0,0,0
starm001,3,87,25,1,0,0,1,0,6,1,0
stasm001,81,2294,822,40,4,5,11,0,43,16,0
stavn001,0,1,1,0,0,0,0,0,0,0,0
stcle101,13,327,596,68,15,15,17,0,7,0,0
steaj001,651,17608,3712,446,63,64,31,0,500,295,0
stefj001,54,1426,331,35,8,2,4,0,57,23,0
steib102,0,0,0,0,0,0,0,0,0,0,0
steir102,0,0,76,14,1,5,5,0,0,0,0
steit001,1297,34009,7505,615,92,73,83,0,765,436,0
stelr101,23,701,130,8,1,1,3,0,16,7,0
stepj101,0,0,85,13,3,1,1,0,0,0,0
stepj102,217,6227,1406,116,21,14,34,33,136,56,2
stepr001,10,285,59,6,0,0,1,0,18,4,0
stepw101,0,0,51,12,1,3,2,0,0,0,0
stewa001,1,44,10,1,0,0,0,0,1,1,0
stewc001,349,9576,2915,240,36,20,41,0,222,88,0
stewg101,0,0,1,0,0,0,0,0,0,0,0
stewj102,0,3,2,0,0,0,0,0,3,0,0
stimc101,10,252,46,9,1,1,0,0,16,6,0
stinb101,466,12898,2415,226,44,36,33,1,407,165,0
stink001,563,15473,3734,262,67,34,35,0,421,166,0
stoka102,0,0,110,47,9,6,5,0,0,0,0
storh101,0,0,31,3,0,0,1,0,0,0,0
stpim001,2,51,12,1,0,0,0,0,0,0,0
streg101,0,0,1,1,0,0,0,0,0,0,0
strew101,4,111,21,1,1,1,0,0,1,1,0
strim001,1,30,10,1,0,1,0,0,1,0,0
styll101,0,0,130,27,12,1,1,0,0,0,0
suark101,211,5722,1350,121,24,19,14,24,102,82,2
sucrj001,180,4898,1551,104,6,12,17,0,76,35,0
sudab101,60,1683,340,30,4,2,10,0,49,11,0
sukec101,0,0,1041,190,33,29,26,0,0,0,0
sullb103,0,0,1845,216,59,37,24,0,0,0,0
sullh101,234,6175,1314,92,21,17,17,78,99,43,6
sullj103,61,1779,401,37,4,4,4,21,31,22,3
sullm001,114,2972,663,52,7,9,16,0,71,40,0
sullt102,0,0,1,0,0,0,1,0,0,0,0
summc001,0,3,0,0,0,0,0,0,0,0,0
sundj001,1775,47701,9767,1007,81,145,130,0,1012,708,0
surhb001,648,17509,3617,331,47,46,56,0,458,199,0
susaa001,66,1827,465,45,5,5,6,0,52,18,0
suscg102,0,0,370,50,11,8,18,0,0,0,0
sutcb101,0,0,8,0,2,0,0,0,0,0,0
sutkg001,3,108,19,5,3,0,1,0,5,4,0
suzuk001,1256,33543,8994,516,59,53,56,0,739,231,0
sweej102,0,0,34,17,3,2,2,0,0,0,0
sweem002,167,4629,1111,73,14,22,16,0,94,54,0
sweer101,193,5317,1181,93,15,15,19,0,120,75,0
swifb102,0,0,3601,477,64,75,63,0,0,0,0
swihb001,100,2718,791,52,3,5,20,0,59,22,0
swiss101,412,10928,2274,203,46,24,26,0,278,132,0
tackj001,107,2897,586,59,5,7,14,0,69,39,0
taltt101,6,366,91,6,2,0,0,6,13,4,3
tamaj101,49,1376,278,18,8,10,3,0,65,12,0
tankl101,0,0,1,0,0,0,0,0,0,0,0
tappe101,102,2755,554,67,7,10,5,21,52,37,0
tartt001,0,24,9,0,0,0,0,0,0,0,0
tateb101,0,0,1534,306,50,43,19,0,0,0,0
tatuc001,80,2170,566,43,7,3,2,0,52,14,0
tatuj001,1,54,14,3,0,0,0,0,3,4,0
taube001,727,19698,4941,340,65,47,62,0,609,186,0
taylb003,0,33,10,1,0,0,0,0,1,1,0
taylb105,0,3,1,0,0,0,0,0,0,0,0
taylc102,79,2272,450,36,10,5,10,5,53,15,0
taylh102,82,2406,474,65,9,11,16,36,65,43,3
tayls102,321,8687,1721,140,27,17,26,96,169,68,5
taylz101,0,0,2880,752,86,83,72,0,0,0,0
teagt001,139,3908,963,76,12,6,12,0,83,37,0
tebbb101,0,0,4667,666,119,87,64,0,0,0,0
tejaw001,14,357,77,9,0,1,3,0,13,4,0
telit001,24,724,189,11,3,1,0,0,26,3,0
tenag101,759,20038,3945,441,63,65,73,3,515,290,2
testn101,0,3,0,0,1,0,0,0,1,0,0
tettm001,792,20854,3978,346,39,36,64,0,581,236,0
thacm101,84,2394,499,69,9,11,12,26,45,39,0
thigc001,19,526,139,14,0,3,1,0,11,5,0
tholj001,375,9904,2687,171,17,15,80,0,208,65,0
thomd001,3,99,28,3,0,0,3,0,7,1,0
thomg102,0,30,11,1,0,0,0,2,0,0,0
thomk101,0,0,3,1,2,0,0,0,0,0,0
thomp101,0,0,80,15,5,0,0,0,0,0,0
thomr103,0,0,5,0,0,0,0,0,0,0,0
thomt106,126,3375,618,68,10,14,15,34,37,34,0
thomv101,182,5158,1128,92,15,22,19,34,48,49,7
thoro101,0,16,4,0,0,1,0,0,1,0,0
tillb101,639,17374,4230,253,55,40,52,179,371,116,8
tingr001,193,5145,1104,127,14,12,22,0,123,82,0
tiptj101,51,1306,1250,208,24,32,20,10,17,16,1
tisct101,34,1071,216,18,2,5,3,2,17,11,0
todda101,0,0,3006,411,81,59,28,0,0,0,0
tonim001,2,51,13,1,0,0,2,0,1,0,0
torbj101,449,11785,2998,214,32,31,31,43,219,123,6
torew001,18,489,124,10,0,0,1,0,12,3,0
torrj101,837,22309,4850,428,56,57,87,235,322,225,12
torrl001,31,932,260,15,2,1,3,0,14,5,0
torrr102,0,0,17,4,1,0,2,0,0,0,0
torrs002,5,181,42,2,0,1,1,0,5,1,0
torry001,774,20832,5451,368,36,48,37,0,454,191,0
tovac101,0,3,1,0,0,0,0,0,0,0,0
towlj001,124,3300,836,56,9,5,7,0,72,22,0
tragw101,0,0,339,115,24,11,14,0,0,0,0
tream001,383,10261,2858,157,32,20,15,0,247,87,0
tremc001,11,306,68,4,1,0,1,0,15,4,0
tresm101,0,0,3961,575,78,72,81,0,0,0,0
treva001,599,16470,3850,398,89,42,47,0,494,261,0
trevj001,1,51,15,0,0,0,0,0,0,0,0
triag101,906,23598,5123,448,72,70,138,220,245,215,18
trouq101,0,0,22,3,0,0,0,0,0,0,0
tucke001,30,828,191,13,3,0,2,0,23,10,0
tupmm001,0,3,0,0,0,0,0,0,0,0,0
turnc001,109,2913,666,57,4,5,7,0,89,23,0
turne101,0,0,101,11,3,3,2,0,0,0,0
turns002,18,532,165,10,2,1,1,0,11,3,0
turnt102,0,0,810,121,27,16,25,0,0,0,0
ueckb101,217,5875,1279,130,27,18,47,92,115,57,14
ulism101,0,0,4,1,2,0,0,0,0,0,0
unsea101,0,0,361,53,14,9,5,0,0,0,0
urbal101,0,0,71,35,5,1,2,0,0,0,0
valeb102,0,3,0,0,0,0,0,0,0,0,0
valej004,324,9177,2203,163,21,14,29,0,179,75,0
valey001,2,84,24,2,0,0,1,0,2,1,0
valld001,801,21003,4898,407,44,56,57,0,474,267,0
vallh101,3,99,20,1,0,0,0,0,4,1,0
vangd001,128,3477,786,41,8,6,5,0,125,27,0
varij001,1372,36498,10166,541,69,72,105,0,992,301,0
varnp101,48,1372,293,26,4,2,7,0,45,23,0
vazqc001,250,6816,2205,131,18,12,39,0,80,57,0
velaf101,8,254,63,3,1,0,1,2,8,2,0
veltp101,0,0,27,2,0,0,1,0,0,0,0
vicke101,0,0,107,27,8,6,0,0,0,0,0
villh001,110,2723,608,55,11,5,12,0,82,35,0
vilom001,7,217,60,7,0,0,1,0,8,3,0
virgo001,608,16324,3582,360,52,46,46,0,654,227,0
virgo101,15,498,98,9,1,1,7,12,10,2,0
vogts001,310,8243,2371,124,20,12,24,0,180,64,0
wagnh102,0,0,2423,271,53,36,46,0,0,0,0
wakad001,9,275,47,2,0,2,4,0,2,2,0
walbm001,565,15230,3303,248,34,25,42,0,420,188,0
walkh101,0,0,1,0,0,0,0,0,0,0,0
walkj103,0,0,49,12,2,0,1,0,0,0,0
walkr101,164,4444,1976,204,39,32,20,39,39,39,1
wallc001,15,428,132,9,3,1,1,0,5,3,0
walll101,0,3,0,0,0,0,0,0,0,0,0
waltd001,75,2001,467,46,8,6,6,0,74,31,0
waltd101,0,12,3,0,0,0,0,0,0,1,0
waltf101,0,0,108,35,1,2,3,0,0,0,0
waltr102,0,0,1047,300,27,40,18,0,0,0,0
warrb102,0,0,1167,213,40,31,17,0,0,0,0
warwb101,0,0,52,10,3,0,1,0,0,0,0
wasel101,0,0,3,0,0,0,0,0,0,0,0
waszb001,12,354,66,2,0,1,4,0,3,1,0
wathd001,1,42,14,0,0,0,0,0,1,0,0
wathj001,495,13361,2224,194,44,23,15,0,313,152,0
watkd101,33,1010,241,18,5,2,13,21,20,13,0
watln101,0,0,37,7,1,2,0,0,0,0,0
watsb001,2,96,28,2,1,0,4,0,5,1,0
websl001,380,10708,2648,189,15,24,28,0,356,123,0
wedge001,5,132,25,3,0,1,1,0,5,1,0
wehnj001,0,12,4,0,0,0,0,0,0,0,0
weigr101,0,0,179,28,5,8,6,0,0,0,0
welcm101,0,0,3,1,0,1,0,0,0,0,0
wendl101,0,0,41,11,4,0,1,0,0,0,0
wernd101,85,2349,481,40,11,9,5,0,89,20,0
wertd101,2,75,17,1,0,0,1,0,2,0,0
westd101,0,0,305,36,8,4,6,0,0,0,0
westw101,220,5732,3639,415,62,82,61,30,49,42,4
wheam101,0,0,432,155,26,12,11,0,0,0,0
wheed101,0,0,210,36,6,4,2,0,0,0,0
whisp101,0,3,0,1,1,0,0,0,0,0,0
whitc101,25,700,140,6,2,0,2,8,6,4,0
whitd101,35,962,202,15,0,4,6,0,22,8,0
white002,1050,28202,6091,497,59,67,71,0,691,347,0
white004,142,4116,1217,104,14,11,15,0,112,47,0
whits103,734,19189,4738,506,84,83,52,137,199,174,19
whits104,0,0,0,5,0,0,0,0,0,0,0
widgc001,506,13244,3205,238,52,28,45,0,426,134,0
wiegt001,4,126,36,3,0,0,5,0,10,2,0
wietm001,965,25685,7199,411,56,68,26,0,429,203,0
wilbd101,16,379,818,81,20,15,24,4,5,4,1
wilkr001,553,15123,3608,374,31,42,48,0,386,240,0
willd109,0,0,571,82,16,9,7,0,0,0,0
wille101,423,11183,2109,192,38,30,71,0,288,135,0
wille102,0,0,1,0,0,0,0,0,0,0,0
willg002,92,2627,565,48,12,4,7,0,80,26,0
willj001,199,5385,1067,99,14,19,16,0,155,62,0
willj004,7,206,48,1,1,0,4,0,9,1,0
willj005,7,209,58,6,0,0,1,0,5,1,0
wilsa102,0,0,215,84,8,4,6,0,0,0,0
wilsb002,280,7540,2196,137,13,17,14,0,184,62,0
wilsc003,20,651,130,13,2,1,4,0,12,3,0
wilsd001,1178,31091,8109,470,45,65,42,0,624,314,0
wilsj105,0,0,4916,931,136,153,88,0,0,0,0
wilsm103,0,0,3,2,1,0,0,0,0,0,0
wilsn101,2,90,23,0,1,0,1,0,2,0,0
wilsr102,454,12250,2884,236,33,41,45,86,116,98,8
wilst003,120,3299,776,49,9,8,10,0,111,28,0
wilsv001,245,7164,1674,173,18,19,15,0,135,90,0
winer001,9,318,68,12,1,2,1,0,17,4,0
winge101,0,0,8,1,0,0,0,0,0,0,0
wingi101,0,0,1716,536,79,53,36,0,0,0,0
wirtk101,0,0,87,16,2,2,5,0,0,0,0
wiseh101,0,0,9,2,0,0,0,0,0,0,0
withf101,0,0,188,57,9,11,5,0,0,0,0
wockj001,216,5957,1212,119,39,17,27,0,188,82,0
wolfl101,0,3,2,0,0,0,0,0,0,0,0
woltt001,180,4730,1467,115,12,10,16,0,79,37,0
womas101,0,0,3,1,0,0,1,0,0,0,0
woodl101,0,0,1335,303,26,25,25,0,0,0,0
woots001,29,849,169,16,0,0,9,0,24,11,0
wronr001,47,1360,296,32,8,3,4,0,25,13,0
wyneb001,1164,31563,6281,583,75,88,61,0,708,478,0
wynna001,33,901,257,26,1,3,3,0,15,7,0
yankg101,0,0,29,6,0,0,0,0,0,0,0
yaryy101,0,0,143,40,10,2,0,0,0,0,0
yeags001,1051,28276,6110,674,88,75,78,0,595,365,0
yella101,0,0,4,1,1,0,0,0,0,0,0
yewct101,0,9,4,1,1,0,0,0,1,0,0
