retroID,POS,GS,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR
klinj102,C,0,0,2,0,0,0,0,0,0,0,0
klume101,C,0,0,15,1,2,0,3,0,0,0,0
klume101,C,0,0,16,1,0,0,0,0,0,0,0
klutc101,C,0,0,163,27,4,4,3,0,0,0,0
klutc101,C,0,0,176,43,6,5,1,0,0,0,0
klutc101,C,0,0,199,40,5,5,2,0,0,0,0
klutc101,C,0,0,177,24,4,4,1,0,0,0,0
klutc101,C,0,0,247,55,4,7,4,0,0,0,0
klutc101,C,0,0,200,29,5,5,2,0,0,0,0
klutc101,C,0,0,165,14,6,2,5,0,0,0,0
klutc101,C,0,0,6,0,1,0,0,0,0,0,0
klutc101,C,0,0,3,2,0,0,0,0,0,0,0
klutc101,C,0,0,195,32,5,5,3,0,0,0,0
klutc101,C,0,0,64,11,1,1,0,0,0,0,0
klutc101,C,0,0,298,54,8,8,4,0,0,0,0
kmakj001,C,37,949,172,23,0,4,4,0,27,15,0
kmakj001,C,16,434,93,8,0,0,1,0,11,5,0
knapa001,C,51,1345,408,22,4,4,3,0,33,8,0
knapa001,C,42,1178,404,21,8,2,6,0,32,7,0
knica001,C,1,27,2,0,0,0,0,0,2,0,0
knica001,C,16,489,112,15,3,2,2,0,14,7,0
knica001,C,0,9,2,0,0,0,0,0,0,0,0
knica001,C,1,39,11,2,0,0,0,0,0,0,0
knica001,C,42,1088,231,13,8,1,4,0,46,11,0
knica001,C,15,483,108,11,0,1,3,0,20,9,0
knica001,C,0,15,2,0,0,0,0,0,0,0,0
knoej001,C,1,46,8,1,0,0,0,0,0,0,0
knoej001,C,0,36,11,0,0,0,1,0,2,0,0
knoej001,C,0,6,2,0,0,0,0,0,0,0,0
knorr001,C,34,930,247,21,2,2,5,0,34,10,0
knorr001,C,0,12,6,1,0,0,0,0,0,0,0
knorr001,C,26,679,204,14,0,1,0,0,12,9,0
knorr001,C,5,141,33,3,0,0,1,0,1,3,0
knorr001,C,11,279,64,2,1,0,1,0,7,4,0
knorr001,C,15,357,82,7,1,2,4,0,14,3,0
knorr001,C,28,769,168,20,0,4,0,0,28,11,0
knorr001,C,1,30,12,1,0,0,0,0,1,1,0
knorr001,C,41,1057,243,22,8,2,8,0,40,10,0
knorr001,C,7,192,54,3,0,0,1,0,8,0,0
knorr001,C,24,648,168,5,2,0,2,0,28,6,0
knoxc101,C,0,0,23,10,3,2,2,0,0,0,0
koban101,C,2,63,14,0,0,0,0,1,0,0,0
koban101,C,1,33,4,1,0,0,0,2,0,0,1
koban101,C,0,0,8,2,0,0,2,0,0,0,0
koegp101,C,0,36,9,1,1,0,0,0,2,0,0
koegp101,C,4,126,20,3,0,2,3,0,4,1,0
kolbg101,C,5,129,29,4,0,0,3,3,2,0,0
kolbg101,C,0,15,6,0,0,0,0,1,0,0,0
kolbg101,C,0,3,2,0,0,0,0,0,1,0,0
kolbg101,C,2,101,17,3,0,1,0,0,1,1,0
kopsg101,C,0,0,2,0,0,0,0,0,0,0,0
korcs101,C,16,433,103,8,3,3,1,3,8,2,1
korcs101,C,2,51,5,1,1,0,0,0,3,0,0
korcs101,C,8,242,46,7,0,2,2,0,0,3,0
korcs101,C,12,364,68,9,2,2,3,8,8,6,1
kottg001,C,0,24,5,0,0,0,0,0,0,0,0
kottg001,C,29,786,212,14,4,0,3,0,25,9,0
kottg001,C,24,580,162,7,0,0,1,0,21,5,0
kottg001,C,25,651,164,8,4,0,2,0,17,3,0
kottg001,C,31,759,171,8,0,0,2,0,18,3,0
kottg001,C,25,731,196,8,1,1,8,0,26,5,0
kottg001,C,1,36,10,0,0,0,1,0,1,0,0
kottg001,C,1,33,8,0,0,0,0,0,1,0,0
kottg001,C,6,177,61,3,0,1,0,0,7,1,0
kottg001,C,60,1625,434,20,4,4,4,0,44,8,0
kracj101,C,0,0,1,0,0,0,0,0,0,0,0
krate001,C,0,6,2,0,0,0,0,0,0,0,0
krate001,C,1,30,10,0,0,0,1,0,1,0,0
krate001,C,54,1435,414,26,1,5,1,0,33,9,0
krate001,C,9,249,64,7,1,0,0,0,4,4,0
krate001,C,54,1475,508,23,3,3,4,0,31,13,0
krate001,C,8,232,56,9,0,0,0,0,3,4,0
krate001,C,2,57,14,1,0,1,0,0,0,1,0
krate001,C,1,36,12,1,0,0,0,0,2,0,0
krate001,C,18,501,141,9,0,1,1,0,13,5,0
krate001,C,15,417,109,8,1,1,2,0,5,4,0
krate001,C,5,174,47,1,0,1,0,0,5,1,0
krate001,C,38,1030,339,26,1,3,3,0,18,15,0
kravd101,C,14,388,93,8,6,1,5,2,2,2,0
kravd101,C,26,731,103,16,4,3,4,9,8,7,1
kravd101,C,6,222,45,9,0,1,0,2,5,1,0
kravd101,C,0,3,1,0,0,0,0,0,0,0,0
kravd101,C,45,1162,216,16,7,3,5,17,23,4,0
kravd101,C,36,1067,198,19,3,3,4,8,23,8,0
kreim101,C,0,0,8,1,0,0,0,0,0,0,0
kreim101,C,0,0,104,13,1,3,0,0,0,0,0
kremj001,C,21,520,107,10,1,2,2,0,24,5,0
kreuc001,C,24,743,197,16,3,1,0,0,17,10,0
kreuc001,C,26,718,181,12,2,4,1,0,22,11,0
kreuc001,C,52,1377,278,22,4,1,3,0,26,20,0
kreuc001,C,0,18,5,0,0,0,0,0,0,0,0
kreuc001,C,19,529,151,12,4,3,3,0,13,7,0
kreuc001,C,6,150,31,3,0,0,0,0,5,0,0
kreuc001,C,64,1771,483,35,3,1,7,0,21,19,0
kreuc001,C,8,237,57,3,1,0,0,0,5,2,0
kreuc001,C,15,378,93,8,1,0,9,0,12,5,0
kreuc001,C,71,1941,424,35,7,4,5,0,49,24,0
kreuc001,C,8,243,39,4,1,0,1,0,6,3,0
kreuc001,C,50,1427,271,22,5,6,4,0,26,23,0
kreuc001,C,85,2302,460,44,3,8,6,0,68,36,0
kreuc001,C,58,1579,486,29,0,4,5,0,27,16,0
kreuc001,C,61,1654,431,29,3,1,4,0,31,24,0
kreuc001,C,58,1583,453,26,4,4,21,0,64,14,0
kreuc001,C,3,69,14,1,2,0,0,0,4,1,0
kreuc001,C,99,2691,517,69,7,10,4,0,57,45,0
kruee101,C,0,0,305,88,15,2,11,0,0,0,0
kruee101,C,0,0,165,46,9,4,3,0,0,0,0
kruee101,C,0,0,179,39,7,4,3,0,0,0,0
kruee101,C,0,0,75,12,5,3,2,0,0,0,0
krugc101,C,46,1247,273,27,6,5,6,9,20,14,2
krugc101,C,8,210,55,5,0,2,0,2,4,3,0
krugc101,C,5,132,28,2,2,0,1,5,2,2,0
kusna101,C,19,609,130,13,3,2,2,0,13,6,0
kusna101,C,54,1437,362,33,10,3,12,0,36,15,0
kusna101,C,3,126,32,3,2,0,1,0,5,2,0
kusna101,C,10,277,41,4,3,2,1,0,8,4,0
kusna101,C,2,60,12,4,1,0,1,0,5,1,0
kusna101,C,4,111,19,4,1,0,0,0,2,4,0
kutcr001,C,0,8,1,0,0,0,0,0,0,0,0
lachr101,C,15,416,82,5,3,0,1,4,12,2,0
lachr101,C,54,1569,361,27,8,3,3,21,44,8,1
lachr101,C,0,51,10,1,0,1,1,1,0,0,0
lafop001,C,3,72,16,1,0,0,1,0,5,0,0
lafop001,C,14,399,74,3,0,1,0,0,6,4,0
lafop001,C,7,170,49,1,1,0,0,0,5,0,0
lafrr101,C,1,69,15,0,0,0,0,0,0,0,0
lairg001,C,22,639,182,12,3,1,3,0,16,4,0
lairg001,C,11,297,61,5,3,2,1,0,8,3,0
lairg001,C,86,2259,523,35,8,7,6,0,53,21,0
lairg001,C,12,333,65,8,1,2,1,0,4,3,0
lairg001,C,114,2962,675,75,12,13,9,0,59,39,0
lairg001,C,1,13,3,0,0,0,0,0,0,0,0
lairg001,C,76,2012,516,52,5,5,5,0,58,30,0
lairg001,C,123,3271,844,78,3,7,9,0,59,42,0
lairg001,C,41,1133,339,28,2,4,7,0,30,11,0
lairg001,C,49,1287,393,22,4,2,2,0,42,10,0
lairg001,C,46,1191,275,19,5,6,6,0,17,14,0
lairg001,C,65,1735,392,30,6,5,5,0,25,21,0
lairg001,C,33,883,241,16,0,6,1,0,16,9,0
lakea101,C,0,0,73,4,0,0,3,0,0,0,0
lakea101,C,0,0,55,8,0,2,1,0,0,0,0
lakea101,C,2,54,10,0,0,0,0,0,0,0,0
lakea101,C,0,0,12,2,0,1,1,0,0,0,0
lakea101,C,0,0,226,31,10,4,8,0,0,0,0
lakea101,C,0,0,80,5,3,1,4,0,0,0,0
lakea101,C,0,0,57,7,2,2,0,0,0,0,0
laket001,C,11,382,102,8,1,1,4,0,13,2,0
laket001,C,0,6,1,0,0,0,0,0,0,0,0
laket001,C,1,27,5,0,0,0,1,0,0,0,0
laket001,C,8,253,76,6,1,2,0,0,15,2,0
laket001,C,0,9,2,0,0,0,1,0,0,0,0
laket001,C,4,117,28,0,1,0,0,0,6,1,0
laket001,C,1,27,9,0,0,0,0,0,1,0,0
laket001,C,31,896,233,21,4,0,5,0,22,7,0
laket001,C,42,1135,265,27,7,1,4,0,41,14,0
laket001,C,4,99,24,1,0,1,0,0,9,1,0
laket001,C,42,1205,265,19,5,6,4,0,23,11,0
laket001,C,26,691,136,18,2,2,9,0,28,6,0
lakes001,C,50,1304,253,21,1,2,1,0,26,19,0
lakes001,C,45,1209,277,25,2,1,5,0,34,16,0
lakes001,C,14,377,71,8,2,1,0,0,14,4,0
lakes001,C,47,1167,262,33,3,3,0,0,27,26,0
lakes001,C,24,585,115,19,1,1,2,0,7,11,0
lakes001,C,33,949,182,25,1,1,3,0,16,20,0
lakes001,C,10,288,51,8,1,1,1,0,8,5,0
lakes001,C,4,145,30,3,0,2,0,0,8,3,0
lakes001,C,15,415,72,13,4,0,0,0,9,10,0
lakes001,C,14,384,75,6,2,1,0,0,5,9,0
lakes001,C,21,599,115,22,0,3,2,0,21,17,0
lakes001,C,38,910,168,27,3,1,2,0,10,12,0
lallb001,C,0,6,2,0,0,0,0,0,0,0,0
lallb001,C,3,80,20,0,0,0,0,0,4,0,0
lamar101,C,0,0,537,49,13,11,8,0,0,0,0
lamar101,C,0,0,556,62,9,6,3,0,0,0,0
lamar101,C,0,0,1,0,0,0,0,0,0,0,0
lamar101,C,0,0,222,37,7,6,2,0,0,0,0
lamar101,C,0,0,421,59,11,7,11,0,0,0,0
lambm001,C,1,21,10,1,0,0,1,0,3,0,0
lamog101,C,0,6,1,0,0,0,0,0,0,0,0
lamog101,C,12,336,87,8,0,0,3,0,7,5,0
lamog101,C,1,58,14,3,1,0,0,0,4,1,0
lamog101,C,4,123,38,2,2,0,2,0,1,1,0
lamog101,C,29,896,204,21,6,0,3,0,23,15,0
lampt001,C,79,2134,553,42,5,7,7,0,39,18,0
lampt001,C,54,1447,331,19,5,5,4,0,30,13,0
lampt001,C,5,149,30,3,0,0,0,0,4,2,0
lampt001,C,49,1304,292,27,5,5,5,0,29,25,0
lampt001,C,25,636,138,13,2,2,1,0,17,8,0
lampt001,C,1,27,3,0,0,0,0,0,0,0,0
lampt001,C,56,1512,375,23,2,2,3,0,26,10,0
lampt001,C,15,433,91,10,3,1,2,0,13,9,0
lampt001,C,8,240,49,5,0,0,1,0,10,3,0
lampt001,C,6,229,59,5,0,1,1,0,2,4,0
lampt001,C,56,1648,413,37,5,6,6,0,55,22,0
lampt001,C,44,1202,342,27,3,4,0,0,16,17,0
lampt001,C,40,1200,242,24,6,2,1,0,28,13,0
landh101,C,0,0,56,7,0,0,0,0,0,0,0
landh101,C,88,2346,576,45,5,5,4,16,23,24,3
landh101,C,18,523,126,9,2,2,1,2,7,5,1
landh101,C,34,976,227,16,2,3,2,6,20,5,1
landh101,C,0,0,23,2,0,0,0,0,0,0,0
landh101,C,12,356,87,3,3,0,3,4,12,3,0
landh101,C,56,1530,346,23,13,5,4,13,30,13,1
landh101,C,26,727,123,15,2,1,1,4,2,6,1
landh101,C,0,3,1,0,0,0,0,0,0,0,0
landh101,C,29,796,160,17,4,3,2,11,14,9,2
landh101,C,90,2406,483,55,14,9,10,10,31,11,4
landh101,C,50,1381,289,34,6,5,4,11,23,18,3
landh101,C,56,1550,339,29,5,3,4,15,16,14,0
landh101,C,0,0,15,2,0,0,0,0,0,0,0
landh101,C,20,550,86,14,0,3,1,2,2,5,2
landh101,C,0,0,179,13,3,4,2,0,0,0,0
lapap101,C,0,0,36,10,2,0,1,0,0,0,0
laruj001,C,44,1236,289,16,2,1,2,0,13,8,0
laruj001,C,14,451,96,6,0,2,2,0,3,3,0
laruj001,C,106,2790,648,59,8,8,15,0,38,16,0
laruj001,C,100,2718,626,56,4,5,20,0,34,28,0
laruj001,C,26,762,174,13,1,0,1,0,10,5,0
laruj001,C,31,771,190,22,2,3,1,0,12,5,0
laruj001,C,109,2863,649,46,11,8,6,0,47,17,0
laruj001,C,55,1423,311,24,5,3,2,0,26,14,0
laruj001,C,57,1537,374,38,2,9,3,0,23,13,0
laruj001,C,27,722,179,15,2,0,2,0,13,10,0
laruj001,C,104,2744,646,52,5,2,6,0,51,25,0
laruj001,C,95,2523,569,75,6,8,15,0,27,42,0
lau-c101,C,49,1283,258,15,5,2,5,10,28,8,0
lau-c101,C,13,371,94,11,0,2,4,7,5,6,0
lau-c101,C,24,653,114,7,4,2,1,2,9,5,0
lau-c101,C,19,560,120,10,2,3,2,8,4,11,0
lau-c101,C,1,33,11,1,0,1,0,0,0,0,0
lau-c101,C,3,69,17,0,0,0,0,0,0,0,0
lau-c101,C,40,1168,269,15,1,1,11,9,30,5,0
lau-c101,C,13,357,90,6,1,2,1,2,6,1,1
lau-c101,C,32,787,179,12,2,0,1,10,21,4,2
lau-c101,C,32,786,165,9,2,1,1,5,8,4,1
lau-c101,C,42,1046,243,13,2,2,5,10,16,4,0
lau-c101,C,8,198,48,5,2,1,0,1,2,1,1
laudt001,C,76,2106,517,28,7,2,10,0,66,21,0
laudt001,C,53,1338,233,19,8,3,2,0,30,15,0
laudt001,C,90,2357,454,41,12,5,2,0,76,34,0
laudt001,C,10,277,49,5,0,0,1,0,6,2,0
laudt001,C,57,1445,299,13,5,3,4,0,31,12,0
laudt001,C,50,1308,259,22,4,5,2,0,52,16,0
laudt001,C,75,1960,362,38,9,2,0,0,32,31,0
laudt001,C,57,1502,328,16,3,3,2,0,46,20,0
laudt001,C,102,2678,621,35,5,8,8,0,76,25,0
lavam001,C,87,2253,478,36,5,6,3,0,68,36,0
lavam001,C,99,2593,584,70,5,11,2,0,68,56,0
lavam001,C,30,804,202,20,1,1,1,0,14,16,0
lavam001,C,105,2813,565,55,8,6,4,0,88,48,0
lavam001,C,87,2301,421,62,3,6,4,0,71,44,0
lavam001,C,1,27,12,0,0,0,1,0,1,0,0
lavam001,C,29,779,164,28,0,2,4,0,8,24,0
lavam001,C,11,288,48,5,0,3,0,0,5,2,0
lavam001,C,2,75,20,2,0,0,0,0,0,1,0
lavam001,C,59,1568,306,24,3,3,4,0,65,14,0
lavam001,C,100,2558,565,46,1,4,5,0,90,39,0
lavam001,C,93,2488,468,47,6,8,1,0,49,34,0
lavam001,C,44,1150,305,21,3,3,5,0,39,16,0
lavar001,C,4,105,31,1,1,0,0,0,1,1,0
lavar001,C,17,476,134,5,1,0,0,0,6,3,0
lavar001,C,8,201,55,3,1,1,1,0,3,2,0
lavar001,C,25,657,183,11,2,0,0,0,28,3,0
lavar001,C,2,80,22,3,0,0,0,0,0,1,0
lavar001,C,18,492,131,8,1,4,6,0,25,6,0
lawlt001,C,0,3,1,1,0,0,0,0,0,1,0
lawrj101,C,0,9,3,0,1,0,0,0,3,0,0
lazoj101,C,0,0,1,0,0,0,0,0,0,0,0
lecrm001,C,9,264,60,1,2,0,0,0,20,1,0
lecrm001,C,48,1232,317,16,4,8,4,0,22,9,0
lecrm001,C,4,105,22,0,1,0,1,0,8,0,0
lecrm001,C,0,27,6,1,0,0,0,0,1,1,0
lecrm001,C,16,433,114,4,4,0,1,0,15,1,0
lecrm001,C,20,474,95,4,2,0,2,0,14,4,0
lecrm001,C,3,81,20,1,0,0,2,0,0,0,0
lecrm001,C,0,3,0,0,0,0,0,0,0,0,0
lee-c101,C,0,0,4,3,0,0,0,0,0,0,0
lee-c101,C,0,0,2,0,0,0,0,0,0,0,0
lee-c101,C,0,0,51,24,2,3,3,0,0,0,0
lee-c101,C,0,0,85,17,4,0,4,0,0,0,0
leesg101,C,0,0,32,7,2,1,1,0,0,0,0
lefej001,C,0,15,2,0,0,0,0,0,1,0,0
lefej001,C,0,9,3,0,0,1,0,0,1,0,0
lefej001,C,0,9,5,0,0,0,0,0,3,0,0
legel101,C,0,0,4,0,0,0,0,0,0,0,0
legel101,C,0,0,58,16,7,1,4,0,0,0,0
legel101,C,0,0,36,7,1,0,0,0,0,0,0
lembs101,C,0,0,9,0,0,0,0,0,0,0,0
lembs101,C,0,0,16,3,0,1,0,0,0,0,0
leons001,C,9,250,73,5,1,1,3,0,6,1,0
leons001,C,33,918,258,28,1,4,2,0,10,10,0
leons001,C,67,1801,561,35,1,6,7,0,20,14,0
leons001,C,0,3,2,0,0,0,0,0,0,0,0
leons001,C,78,2057,776,37,1,4,13,0,26,9,0
leons001,C,17,471,154,9,1,1,1,0,3,5,0
leons001,C,77,2098,767,42,6,2,7,0,31,18,0
leovj101,C,0,0,0,0,0,0,1,0,0,0,0
leppd101,C,55,1432,281,20,5,4,8,17,19,3,0
leppd101,C,41,1055,243,23,3,2,8,7,24,6,0
leppd101,C,15,412,80,11,3,1,4,4,4,3,1
leppd101,C,39,930,191,14,2,2,4,5,16,7,1
leriw101,C,0,0,271,69,5,13,2,0,0,0,0
leriw101,C,0,0,239,61,7,12,1,0,0,0,0
lerus001,C,3,69,21,0,0,0,0,0,0,0,0
lerus001,C,1,45,7,0,0,0,0,0,2,0,0
levij001,C,9,246,59,3,1,1,1,0,6,1,0
levij001,C,9,263,59,5,1,0,1,0,7,2,0
levij001,C,40,1199,296,19,2,1,4,0,34,12,0
levij001,C,5,169,33,5,0,1,0,0,8,3,0
levij001,C,16,467,109,7,1,4,1,0,13,7,0
levij001,C,8,262,83,2,0,0,1,0,7,1,0
levij001,C,7,199,53,3,0,0,0,0,5,1,0
levij001,C,57,1635,373,26,1,5,5,0,37,14,0
lewib101,C,0,0,44,4,0,0,1,0,0,0,0
lewib101,C,0,0,49,9,2,1,2,0,0,0,0
lewib101,C,0,0,0,0,0,0,0,0,0,0,0
leyrj001,C,1,24,10,0,0,0,0,0,2,0,0
leyrj001,C,50,1320,363,19,2,2,7,0,30,12,0
leyrj001,C,10,222,55,4,1,0,4,0,2,3,0
leyrj001,C,20,490,139,11,2,1,1,0,10,2,0
leyrj001,C,2,57,10,1,0,0,0,0,1,0,0
leyrj001,C,55,1469,361,40,0,4,9,0,37,30,0
leyrj001,C,3,111,31,1,0,0,0,0,4,1,0
leyrj001,C,10,261,56,5,1,0,1,0,11,6,0
leyrj001,C,3,77,24,0,0,0,0,0,1,0,0
leyrj001,C,13,365,89,12,1,1,2,0,15,10,0
leyrj001,C,33,911,202,10,0,1,6,0,16,5,0
leyrj001,C,42,1171,286,18,2,2,5,0,43,10,0
leyrj001,C,2,48,13,0,0,0,0,0,2,0,0
leyrj001,C,0,3,0,0,0,0,0,0,0,0,0
leyrj001,C,21,515,150,16,1,0,6,0,26,5,0
lickj101,C,0,3,1,0,0,0,0,0,0,0,0
liddd001,C,0,3,1,0,0,0,0,0,0,0,0
liebm001,C,17,501,136,11,3,3,0,0,14,5,0
liebm001,C,56,1452,428,33,4,2,4,0,29,18,0
liebm001,C,123,3312,859,43,6,7,6,0,74,20,0
liebm001,C,13,350,95,10,1,1,7,0,15,4,0
liebm001,C,119,3177,934,73,12,8,12,0,75,40,0
liebm001,C,126,3382,840,56,6,8,7,0,51,28,0
liebm001,C,113,2996,808,44,6,5,7,0,63,17,0
liebm001,C,138,3574,881,62,3,12,11,0,66,31,0
liebm001,C,129,3431,868,44,9,2,11,0,84,19,0
liebm001,C,78,2118,607,41,8,5,5,0,33,18,0
liebm001,C,33,851,243,9,2,3,0,0,9,5,0
liebm001,C,21,555,122,4,4,0,2,0,14,2,0
liebm001,C,41,1099,284,20,3,4,0,0,21,12,0
liebm001,C,102,2688,724,40,5,4,2,0,44,29,0
lindw101,C,0,0,5,0,0,0,0,0,0,0,0
lindb001,C,5,159,28,4,0,1,0,0,2,4,0
lindc102,C,0,15,2,0,0,0,1,0,0,0,0
lindd001,C,1,27,8,0,0,0,1,0,0,0,0
lindd001,C,0,9,3,0,0,0,0,0,0,0,0
lindd001,C,0,15,3,0,0,0,0,0,0,0,0
lintb101,C,0,0,6,3,0,0,0,0,0,0,0
lipsb101,C,0,6,3,0,0,0,0,0,0,0,0
lis-j101,C,0,12,0,0,0,0,0,0,0,0,0
littd101,C,8,243,51,8,1,1,1,0,8,4,0
littd101,C,0,6,0,0,0,0,0,0,0,0,0
littd101,C,62,1608,366,43,6,7,6,0,65,30,0
littg001,C,0,9,2,0,0,0,0,0,0,0,0
littg001,C,0,6,3,0,0,0,0,0,1,0,0
livim101,C,0,0,263,31,8,5,6,0,0,0,0
livim101,C,0,0,135,10,3,2,1,0,0,0,0
livim101,C,0,0,239,25,5,3,4,0,0,0,0
livim101,C,0,0,275,36,4,8,4,0,0,0,0
livim101,C,0,0,263,27,3,2,1,0,0,0,0
livim101,C,0,0,2,0,1,0,0,0,0,0,0
livim101,C,0,0,3,1,1,0,0,0,0,0,0
livim101,C,0,0,3,2,0,1,0,0,0,0,0
livim101,C,0,0,114,13,0,0,3,0,0,0,0
livim101,C,0,0,268,49,4,5,4,0,0,0,0
livim101,C,0,0,27,1,0,0,0,0,0,0,0
livim101,C,0,0,60,5,1,0,1,0,0,0,0
livim101,C,0,0,76,9,2,0,1,0,0,0,0
lobaj001,C,5,132,52,2,1,0,0,0,2,1,0
lobaj001,C,43,1128,386,20,6,5,3,0,33,8,0
lobaj001,C,9,264,90,3,1,0,0,0,7,3,0
lobaj001,C,38,1042,299,20,2,3,4,0,23,8,0
lobaj001,C,76,2141,643,40,3,6,2,0,63,10,0
lobaj001,C,32,833,293,16,1,1,6,0,18,7,0
lobaj001,C,50,1401,448,28,4,3,0,0,42,8,0
lobaj001,C,14,390,133,8,1,0,0,0,12,3,0
lobaj001,C,58,1616,497,46,2,3,1,0,27,13,0
lodup001,C,117,3081,802,59,11,4,9,0,84,27,0
lodup001,C,120,3240,1014,100,15,14,6,0,83,57,0
lodup001,C,47,1239,330,23,1,5,5,0,39,15,0
lodup001,C,78,2075,513,42,3,4,7,0,54,21,0
lodup001,C,19,483,114,6,0,0,1,0,13,2,0
lodup001,C,2,72,18,2,0,1,1,0,2,2,0
lodup001,C,118,3100,817,61,8,8,4,0,89,29,0
lodup001,C,27,744,178,21,2,3,0,0,20,10,0
lodup001,C,14,405,114,13,1,0,0,0,8,9,0
lodup001,C,6,143,49,1,2,0,0,0,5,0,0
lodup001,C,112,2922,754,34,9,5,2,0,72,22,0
lodup001,C,136,3552,965,76,8,9,12,0,93,42,0
lodup001,C,91,2404,643,53,6,8,4,0,48,31,0
lolls101,C,106,2982,623,51,5,14,4,11,37,27,1
lolls101,C,0,0,470,51,3,2,3,0,0,0,0
lolls101,C,112,2974,597,63,9,8,5,23,29,26,5
lolls101,C,111,3039,555,54,3,12,3,17,26,31,0
lolls101,C,0,0,36,4,1,1,0,0,0,0,0
lolls101,C,93,2480,464,48,1,6,3,13,27,22,0
lolls101,C,0,0,44,3,0,0,1,0,0,0,0
lolls101,C,123,3224,679,40,5,6,4,24,17,20,3
lolls101,C,0,0,279,39,4,3,2,0,0,0,0
lolls101,C,59,1549,298,23,3,0,2,10,26,11,0
lolls101,C,0,0,361,48,2,8,6,0,0,0,0
lolls101,C,90,2460,454,45,1,5,5,17,23,21,1
lolls101,C,84,2210,395,38,3,8,3,10,10,21,0
lolls101,C,0,0,367,48,8,9,3,0,0,0,0
lolls101,C,130,3300,664,62,4,12,3,12,23,18,6
lolls101,C,18,475,94,9,2,2,4,6,5,5,1
lolls101,C,0,0,590,53,7,4,1,0,0,0,0
lolls101,C,0,0,89,9,1,1,1,0,0,0,0
lomas001,C,0,15,7,2,0,0,0,0,0,2,0
lombe101,C,0,0,425,49,8,8,9,0,0,0,0
lombe101,C,0,0,218,23,4,5,3,0,0,0,0
lombe101,C,0,0,333,58,11,3,13,0,0,0,0
lombe101,C,0,0,251,41,6,3,9,0,0,0,0
lombe101,C,0,0,350,47,13,11,9,0,0,0,0
lombe101,C,0,0,86,11,2,2,1,0,0,0,0
lombe101,C,0,0,298,49,6,4,10,0,0,0,0
lombe101,C,0,0,383,61,5,8,8,0,0,0,0
lombe101,C,0,0,397,46,5,5,7,0,0,0,0
lombe101,C,0,0,272,36,7,7,4,0,0,0,0
lombe101,C,0,0,288,76,14,6,17,0,0,0,0
lombe101,C,0,0,536,63,10,7,15,0,0,0,0
lombe101,C,0,0,496,70,10,9,16,0,0,0,0
lombe101,C,0,0,512,73,9,8,9,0,0,0,0
lombe101,C,0,0,223,52,8,3,9,0,0,0,0
lombe101,C,0,0,296,36,10,8,6,0,0,0,0
lombe101,C,0,0,330,54,15,10,7,0,0,0,0
lombp001,C,0,21,7,1,0,0,0,0,1,1,0
lombp001,C,11,333,92,5,2,1,1,0,17,1,0
lombp001,C,1,45,10,2,1,0,0,0,2,0,0
longd101,C,0,5,0,1,0,0,1,0,0,0,0
longj103,C,0,0,1,0,0,0,0,0,0,0,0
lonnj101,C,3,116,24,2,0,1,1,0,1,1,0
lonnj101,C,12,369,78,7,1,3,1,4,6,4,0
lonnj101,C,50,1393,305,16,1,3,1,9,14,7,0
lonnj101,C,33,873,171,4,3,0,4,10,14,4,1
lookb101,C,29,848,202,20,1,5,3,12,19,8,1
lopas101,C,0,0,6,0,0,0,0,0,0,0,0
lopas101,C,0,0,274,21,4,6,1,0,0,0,0
lopas101,C,0,0,236,19,7,2,5,0,0,0,0
lopas101,C,75,1972,418,28,6,6,11,15,25,10,1
lopas101,C,66,1799,336,26,4,1,4,10,12,7,1
lopas101,C,60,1650,332,37,2,9,9,10,14,15,0
lopas101,C,102,2730,573,24,11,10,1,9,39,10,0
lopas101,C,7,196,43,0,0,1,1,1,6,0,0
lopas101,C,0,0,17,1,0,1,0,0,0,0,0
lopas101,C,0,0,344,27,5,2,4,0,0,0,0
lopas101,C,2,48,17,0,1,0,1,2,0,0,0
lopas101,C,0,0,176,13,5,3,1,0,0,0,0
lopas101,C,104,2713,634,36,8,9,8,19,53,18,1
lopea102,C,0,0,424,72,7,11,5,0,0,0,0
lopea102,C,0,0,240,42,3,4,3,0,0,0,0
lopea102,C,0,0,456,82,13,10,5,0,0,0,0
lopea102,C,0,0,472,65,11,8,7,0,0,0,0
lopea102,C,0,0,378,66,4,9,1,0,0,0,0
lopea102,C,0,0,465,66,9,9,5,0,0,0,0
lopea102,C,0,0,390,69,11,6,6,0,0,0,0
lopea102,C,0,0,9,0,0,0,0,0,0,0,0
lopea102,C,0,0,144,28,0,1,0,0,0,0,0
lopea102,C,0,0,326,38,3,7,4,0,0,0,0
lopea102,C,0,0,327,53,2,14,3,0,0,0,0
lopea102,C,0,0,224,29,2,7,1,0,0,0,0
lopea102,C,0,0,119,33,2,4,1,0,0,0,0
lopea102,C,0,0,173,30,3,4,0,0,0,0,0
lopea102,C,0,0,449,84,5,14,2,0,0,0,0
lopea102,C,0,0,372,52,7,6,10,0,0,0,0
lopea102,C,0,0,447,107,14,9,1,0,0,0,0
lopea102,C,0,0,345,54,8,5,0,0,0,0,0
lopea102,C,0,0,542,62,11,4,9,0,0,0,0
lopea102,C,0,0,342,83,7,5,3,0,0,0,0
lopej001,C,107,2853,792,56,6,7,9,0,72,33,0
lopej001,C,92,2443,635,54,10,8,5,0,54,33,0
