retroID,POS,GS,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR
cochm101,C,0,0,476,67,6,8,6,0,0,0,0
cochm101,C,0,0,659,77,13,9,9,0,0,0,0
cochm101,C,0,0,504,50,6,6,6,0,0,0,0
cochm101,C,0,0,654,69,5,11,7,0,0,0,0
cochm101,C,0,0,502,90,15,9,8,0,0,0,0
cochm101,C,0,0,645,71,25,8,8,0,0,0,0
cochm101,C,0,0,159,13,3,1,4,0,0,0,0
cochm101,C,0,0,419,79,8,9,12,0,0,0,0
cochm101,C,0,0,108,13,0,1,0,0,0,0,0
cochm101,C,0,0,652,94,5,15,11,0,0,0,0
cochm101,C,0,0,560,63,9,9,6,0,0,0,0
cochm101,C,0,0,517,69,7,7,3,0,0,0,0
cochm101,C,0,0,559,85,9,11,8,0,0,0,0
cokej101,C,9,215,59,1,1,0,4,3,9,1,0
cokej101,C,73,1917,394,43,8,5,7,22,55,22,5
cokej101,C,16,444,145,7,1,2,4,8,14,5,0
cokej101,C,2,51,11,0,0,0,2,1,0,0,0
cokej101,C,8,246,63,10,0,0,2,1,4,7,0
cokej101,C,0,15,4,0,0,0,1,0,2,0,0
cokej101,C,22,631,146,14,4,4,1,12,12,6,2
cokej101,C,30,804,205,25,5,2,1,15,16,15,0
colbc001,C,7,191,51,3,1,0,0,0,2,2,0
colbc001,C,22,651,140,13,1,4,6,0,16,9,0
colbm101,C,26,678,121,12,4,4,1,0,22,15,0
colbm101,C,39,1050,203,19,7,1,1,0,27,16,0
colbg001,C,0,3,0,0,0,0,0,0,0,0,0
colec105,C,37,962,187,22,1,2,5,17,20,9,1
colec105,C,66,1839,418,54,15,9,11,23,29,29,5
colec105,C,5,123,24,2,1,0,0,3,6,2,0
colec105,C,5,205,38,4,1,1,1,3,6,1,1
colia001,C,1,27,8,0,0,0,0,0,0,0,0
collp101,C,0,0,401,74,14,14,6,0,0,0,0
collp101,C,0,0,182,30,5,1,2,0,0,0,0
collp101,C,0,0,161,31,4,4,3,0,0,0,0
collp101,C,0,0,14,2,0,0,1,0,0,0,0
collp101,C,0,0,129,19,3,4,1,0,0,0,0
collp101,C,0,0,105,19,5,3,2,0,0,0,0
collp101,C,0,0,52,10,2,0,1,0,0,0,0
collp101,C,0,0,20,6,2,0,0,0,0,0,0
collp101,C,0,0,8,2,0,0,0,0,0,0,0
collp101,C,0,0,267,56,8,1,4,0,0,0,0
collr102,C,0,0,133,23,8,3,5,0,0,0,0
collr102,C,0,0,5,1,0,0,0,0,0,0,0
comew101,C,0,6,2,0,0,0,0,2,0,0,0
comew101,C,0,3,0,0,0,0,0,0,0,0,0
compm101,C,38,978,265,13,4,1,5,0,23,11,0
congh001,C,60,1605,480,30,7,5,1,0,47,15,0
congh001,C,48,1350,322,27,6,5,1,0,53,12,0
congh001,C,9,240,63,3,3,0,0,0,7,2,0
congh001,C,70,1912,599,37,7,1,1,0,57,18,0
congh001,C,6,165,48,4,1,0,0,0,6,2,0
congh001,C,56,1544,472,22,4,5,1,0,42,1,0
congh001,C,38,975,300,16,3,1,2,0,35,8,0
conng101,C,0,0,13,1,0,0,2,0,0,0,0
conne101,C,0,0,87,18,2,1,3,0,0,0,0
conne101,C,0,0,7,1,1,0,0,0,0,0,0
conne101,C,0,0,233,55,13,0,1,0,0,0,0
conne101,C,0,0,39,12,0,1,1,0,0,0,0
conrb101,C,0,0,3,0,0,0,0,0,0,0,0
conrb101,C,0,0,57,6,0,2,2,0,0,0,0
conrb101,C,0,0,60,9,2,2,2,0,0,0,0
conrb101,C,0,0,11,0,0,0,1,0,0,0,0
conrb101,C,0,0,324,40,11,6,5,0,0,0,0
conrb101,C,0,0,135,19,5,3,2,0,0,0,0
contw001,C,91,2464,782,86,13,7,7,0,61,23,0
contw001,C,123,3329,1013,71,11,9,9,0,52,27,0
contw001,C,41,1169,389,31,6,0,6,0,22,13,0
coopw102,C,21,608,88,11,4,1,1,2,5,3,0
coopw102,C,1,33,6,0,0,0,0,0,0,0,0
coopw102,C,12,336,56,4,1,0,2,9,5,0,0
coopw102,C,0,0,386,47,12,9,5,0,0,0,0
coopw102,C,0,0,27,1,1,0,1,0,0,0,0
coopw102,C,0,0,165,6,3,1,0,0,0,0,0
coopw102,C,0,0,307,21,7,3,4,0,0,0,0
coopw102,C,0,0,148,18,3,2,4,0,0,0,0
coopw102,C,0,0,367,57,8,9,8,0,0,0,0
coopw102,C,0,0,316,43,8,3,11,0,0,0,0
coopw102,C,0,0,519,62,17,6,8,0,0,0,0
coopw102,C,0,0,62,7,2,0,1,0,0,0,0
coopw102,C,0,0,504,49,14,5,9,0,0,0,0
coopw102,C,0,0,19,4,0,0,0,0,0,0,0
coopw102,C,0,0,442,40,10,7,4,0,0,0,0
coopw102,C,12,305,62,5,3,0,1,4,2,1,0
coopw102,C,0,0,277,38,9,3,3,0,0,0,0
coopw102,C,0,0,561,51,13,8,5,0,0,0,0
coopw102,C,0,0,417,55,8,8,5,0,0,0,0
coopw102,C,0,0,247,39,10,11,3,0,0,0,0
coopw102,C,43,1104,190,31,5,4,4,6,10,8,0
coraj001,C,0,6,3,0,0,0,0,0,1,0,0
corpc001,C,51,1348,356,17,6,3,2,0,31,10,0
corpc001,C,22,557,164,23,2,3,2,0,14,7,0
corpc001,C,48,1295,359,25,3,4,1,0,25,7,0
corpc001,C,30,833,219,11,3,2,3,0,20,7,0
corpc001,C,0,6,2,1,0,0,0,0,0,0,0
corpc001,C,46,1234,371,30,6,5,2,0,43,9,0
corrp102,C,22,618,130,6,2,1,5,0,16,5,0
corrp102,C,25,564,133,7,2,3,3,12,10,3,0
corrp102,C,1,27,6,2,0,0,0,0,0,1,0
corrp102,C,35,987,245,21,2,3,2,0,20,9,0
corrp102,C,19,436,101,8,1,0,0,5,11,3,0
corrp102,C,27,759,145,4,3,3,5,0,13,2,0
corrp102,C,53,1452,358,24,7,2,2,9,26,11,1
corrp102,C,24,592,133,23,4,2,2,3,4,13,1
corrp102,C,30,804,167,11,3,3,1,0,8,8,0
corrv101,C,58,1556,319,36,7,1,11,0,55,22,0
corrv101,C,46,1118,247,38,8,2,10,0,57,22,0
corrv101,C,1,27,9,1,0,0,0,0,0,0,0
corrv101,C,97,2510,413,63,13,2,16,0,70,27,0
corrv101,C,57,1497,282,40,4,4,13,0,39,11,0
corrv101,C,4,150,33,1,3,0,1,0,11,1,0
corrv101,C,28,848,180,18,4,0,4,0,21,13,0
corrv101,C,38,1071,221,19,2,1,4,0,40,10,0
costc001,C,22,633,164,6,0,1,3,0,15,5,0
costc001,C,25,728,157,12,0,3,2,0,15,6,0
costc001,C,14,423,116,5,0,0,0,0,7,0,0
costc001,C,46,1303,328,12,4,0,4,0,25,6,0
costc001,C,69,1838,488,23,3,6,1,0,44,13,0
cotah001,C,77,2045,475,38,4,4,8,0,34,13,0
cotah001,C,1,30,11,0,0,0,0,0,0,0,0
cotah001,C,4,121,33,1,0,1,0,0,1,1,0
cotah001,C,13,399,101,4,1,1,0,0,4,1,0
cotah001,C,29,727,179,16,0,1,5,0,18,9,0
cotah001,C,2,69,18,0,0,0,0,0,1,1,0
cotah001,C,5,123,30,2,0,0,0,0,7,1,0
courc101,C,51,1423,288,35,2,6,6,12,22,22,0
courc101,C,0,0,3,1,1,0,0,0,0,0,0
courc101,C,0,0,487,69,2,7,9,0,0,0,0
courc101,C,0,0,436,47,10,7,4,0,0,0,0
courc101,C,43,1146,246,23,7,2,3,7,23,14,1
courc101,C,66,1750,290,35,7,7,3,20,22,17,1
courc101,C,105,2813,539,53,6,8,9,10,36,36,2
courc101,C,48,1232,213,11,3,2,5,10,28,2,2
courc101,C,122,3260,682,64,7,17,9,30,54,32,5
courc101,C,10,334,71,8,0,1,3,3,4,2,0
courc101,C,10,285,49,4,0,2,2,1,3,1,1
courc101,C,61,1591,252,29,5,4,4,15,22,17,4
cousd101,C,0,0,0,0,0,0,0,0,0,0,0
cousd101,C,0,0,0,0,0,0,0,0,0,0,0
cousd101,C,0,0,1,0,1,0,0,0,0,0,0
cox-d002,C,3,155,48,4,2,1,0,0,2,1,0
cox-l101,C,86,2283,408,49,9,6,2,0,82,38,0
cox-l101,C,15,446,90,9,1,0,1,0,14,1,0
cox-l101,C,5,129,33,2,0,0,2,0,7,0,0
cox-l101,C,30,781,138,26,5,2,6,0,26,19,0
cox-l101,C,87,2207,412,45,3,5,6,0,51,30,0
cox-l101,C,1,64,10,0,0,0,1,0,1,0,0
cox-l101,C,0,3,1,0,0,0,0,0,0,0,0
cox-l101,C,2,42,9,2,0,1,0,0,3,2,0
cox-l101,C,40,995,178,26,7,3,2,0,27,15,0
crand102,C,0,0,311,41,12,7,3,0,0,0,0
crand102,C,0,0,566,62,9,13,6,0,0,0,0
crand102,C,92,2537,414,59,6,11,4,11,37,23,3
crand102,C,39,986,304,15,3,2,0,12,16,8,1
crand102,C,124,3369,611,67,10,8,7,9,21,24,3
crand102,C,87,2459,448,44,2,9,3,6,9,7,2
crand102,C,57,1530,402,30,3,7,1,6,21,12,1
crand102,C,67,1829,413,38,4,2,4,17,31,21,0
crand102,C,0,0,287,39,6,5,2,0,0,0,0
crand102,C,120,3229,659,64,7,6,3,13,31,29,6
crand102,C,133,3502,665,79,8,11,6,15,26,23,7
crand102,C,139,3743,764,70,10,9,11,31,33,27,6
crand102,C,40,1178,248,23,1,4,3,14,9,12,1
crand102,C,142,3815,783,71,5,15,2,22,28,32,5
crand102,C,88,2335,460,54,3,7,5,14,25,21,4
crand102,C,5,130,17,3,0,0,0,4,2,1,0
crisd102,C,2,72,13,0,0,0,0,0,2,0,0
cromh101,C,0,0,105,18,2,1,3,0,0,0,0
cromh101,C,0,0,3,1,0,0,0,0,0,0,0
cronb101,C,0,0,2,0,0,1,0,0,0,0,0
cronb101,C,0,0,11,2,0,0,0,0,0,0,0
cronb101,C,0,0,122,21,9,5,2,0,0,0,0
cronb101,C,0,0,203,31,4,5,5,0,0,0,0
crouj101,C,0,0,19,3,0,0,0,0,0,0,0
crouj101,C,0,0,14,6,0,0,0,0,0,0,0
crouj101,C,0,0,18,3,0,1,1,0,0,0,0
crouj101,C,0,0,15,2,2,0,0,0,0,0,0
croub101,C,0,0,104,36,7,5,1,0,0,0,0
croub101,C,0,0,164,34,3,1,2,0,0,0,0
croub101,C,0,0,196,61,11,3,3,0,0,0,0
croub101,C,0,0,298,97,23,9,9,0,0,0,0
croub101,C,0,0,155,31,4,3,1,0,0,0,0
croub101,C,0,0,111,29,3,5,3,0,0,0,0
croub101,C,0,0,202,79,8,10,3,0,0,0,0
croub101,C,0,0,66,18,4,1,0,0,0,0,0
crowd101,C,1,51,9,1,0,0,1,0,4,1,0
crumg101,C,0,0,16,4,0,1,0,0,0,0,0
cruzt002,C,8,297,90,6,0,1,1,0,2,2,0
cruzt002,C,35,975,275,15,1,1,4,0,18,6,0
cruzt002,C,30,861,251,16,0,1,1,0,17,3,0
cruzt002,C,0,27,9,0,0,0,1,0,0,0,0
cruzt002,C,6,162,58,3,0,0,0,0,1,0,0
cruzt002,C,28,880,255,23,2,3,3,0,18,8,0
cruzt002,C,27,801,234,14,1,1,2,0,12,6,0
culpb102,C,0,0,1,0,1,0,0,0,0,0,0
culpb102,C,0,0,1,0,0,0,0,0,0,0,0
culpb102,C,0,0,21,2,1,0,1,0,0,0,0
cummj101,C,0,0,64,10,2,1,1,0,0,0,0
cummj101,C,0,0,16,7,1,1,0,0,0,0,0
cummj101,C,0,0,1,0,0,0,0,0,0,0,0
cummj101,C,0,0,4,0,2,0,0,0,0,0,0
cummj101,C,0,0,5,0,1,0,0,0,0,0,0
dahlb101,C,0,0,0,0,0,0,0,0,0,0,0
dalem001,C,1,84,16,1,0,0,1,0,1,0,0
dalem001,C,11,337,68,4,1,0,0,0,9,3,0
dalem001,C,3,81,22,2,0,2,1,0,4,2,0
dalem001,C,1,57,10,0,0,0,0,0,3,1,0
dalem001,C,0,3,0,0,0,0,0,0,0,0,0
dalep101,C,59,1595,285,35,4,6,7,14,32,15,0
dalep101,C,43,1275,228,14,2,1,4,9,14,5,0
dalep101,C,49,1463,289,20,0,5,2,7,10,10,0
dalep101,C,57,1545,263,33,3,3,6,9,35,13,2
dalep101,C,41,1184,245,28,1,5,6,6,5,10,2
dalep101,C,18,492,88,10,1,1,0,3,6,2,3
dalep101,C,10,335,75,4,0,0,0,2,4,1,0
dalrc101,C,95,2641,615,48,5,5,9,24,33,29,1
dalrc101,C,107,2817,551,86,14,10,12,30,36,45,9
dalrc101,C,32,946,172,25,7,3,4,7,20,12,3
dalrc101,C,80,2188,558,59,4,7,6,10,22,30,0
dalrc101,C,85,2338,657,70,5,10,12,24,34,36,2
dalrc101,C,110,2973,737,61,7,11,10,38,31,31,4
dalrc101,C,135,3497,881,90,19,16,8,34,56,50,5
dalrc101,C,71,1915,463,34,5,3,11,11,31,20,1
dalrc101,C,107,2885,635,61,9,11,16,37,38,28,5
dalrc101,C,23,624,116,17,0,2,2,3,10,12,0
dalrc101,C,10,267,78,8,0,0,1,0,5,7,0
dalrc101,C,14,414,94,7,3,1,0,0,4,6,0
dalyt102,C,0,0,88,18,2,0,1,0,0,0,0
dalyt102,C,0,0,55,10,3,2,1,0,0,0,0
dalyt102,C,0,0,171,48,6,10,2,0,0,0,0
dannh101,C,0,0,2,0,0,0,0,0,0,0,0
dannh101,C,0,0,634,91,15,13,7,0,0,0,0
dannh101,C,0,0,449,50,8,7,7,0,0,0,0
dannh101,C,0,0,153,22,4,6,1,0,0,0,0
dannh101,C,0,0,459,55,11,7,3,0,0,0,0
dannh101,C,0,0,332,57,7,7,3,0,0,0,0
dannh101,C,0,0,70,10,1,2,0,0,0,0,0
dannh101,C,0,0,78,13,1,1,0,0,0,0,0
dannh101,C,0,0,550,80,6,13,8,0,0,0,0
dannh101,C,0,0,530,77,4,8,3,0,0,0,0
danni101,C,0,0,8,3,1,0,2,0,0,0,0
dantf101,C,0,0,11,0,2,0,0,0,0,0,0
dantf101,C,0,0,141,16,12,0,1,0,0,0,0
dappc101,C,0,0,20,3,0,1,0,0,0,0,0
darnt001,C,64,1708,556,25,3,6,1,0,29,14,0
darnt001,C,4,117,43,1,1,0,0,0,7,1,0
darnt001,C,103,2727,829,38,9,2,12,0,58,14,0
darnt001,C,30,775,214,10,0,0,3,0,19,5,0
darnt001,C,88,2314,759,44,4,9,2,0,55,11,0
darnt001,C,70,1847,608,36,1,4,4,0,61,17,0
datzj001,C,1,57,17,1,0,0,0,0,0,1,0
dauld001,C,44,1160,244,21,4,6,4,0,52,20,0
dauld001,C,143,3834,981,67,9,19,12,0,89,45,0
dauld001,C,106,2896,627,56,11,8,5,0,78,39,0
dauld001,C,33,894,200,12,2,4,1,0,33,9,0
dauld001,C,80,2151,493,33,8,5,2,0,84,18,0
dauld001,C,36,984,195,15,5,1,3,0,37,9,0
dauld001,C,68,1768,435,42,3,3,7,0,61,22,0
dauld001,C,1,30,8,0,0,0,0,0,2,0,0
dauld001,C,27,716,160,15,1,1,3,0,25,10,0
dauld001,C,93,2444,631,45,4,5,9,0,74,27,0
dauld001,C,137,3602,760,69,11,8,12,0,88,49,0
dauld001,C,123,3345,683,70,8,10,6,0,78,42,0
davib003,C,55,1616,416,23,1,5,5,0,23,18,0
davib003,C,122,3230,845,60,9,14,8,0,70,39,0
davib003,C,0,7,2,0,0,0,0,0,0,0,0
davib003,C,71,1885,471,29,7,7,4,0,45,20,0
davib003,C,34,911,236,17,1,2,3,0,20,7,0
davib003,C,11,291,71,5,0,3,1,0,2,2,0
davib003,C,44,1191,329,17,3,1,5,0,32,12,0
davib003,C,66,1763,421,24,4,9,8,0,32,17,0
davib101,C,29,745,114,11,2,1,2,0,16,9,0
davib101,C,5,108,32,0,2,0,1,0,3,1,0
davib101,C,31,790,136,19,4,2,0,0,12,16,0
davib101,C,26,714,120,19,5,1,3,0,18,11,0
davib101,C,1,18,2,0,0,0,0,0,2,0,0
davib101,C,41,1050,195,18,3,4,3,0,24,11,0
davib101,C,68,1861,317,28,6,6,2,0,45,20,0
davib101,C,10,298,43,5,2,0,0,0,11,5,0
davib004,C,32,834,215,16,4,0,1,0,19,7,0
david001,C,0,3,0,0,0,0,0,0,0,0,0
david001,C,1,39,6,1,0,0,0,0,1,1,0
davij001,C,120,3207,598,89,11,11,10,0,95,57,0
davij001,C,61,1619,364,40,6,1,6,0,37,26,0
davij001,C,68,1751,383,32,2,1,7,0,56,23,0
davij001,C,2,53,13,2,0,0,0,0,2,1,0
davij001,C,141,3773,885,105,8,14,15,0,98,89,0
davij001,C,129,3372,694,84,8,7,14,0,119,62,0
davij001,C,119,3042,749,79,9,11,12,0,117,51,0
davij001,C,53,1423,274,44,9,4,3,0,39,29,0
davij001,C,141,3736,811,89,15,9,10,0,121,58,0
davij001,C,2,66,19,1,0,0,0,0,3,0,0
davij001,C,140,3646,730,75,13,7,21,0,128,49,0
davis101,C,0,0,260,40,0,1,5,0,0,0,0
davis101,C,0,0,408,54,6,15,2,0,0,0,0
davis101,C,0,0,300,40,7,3,1,0,0,0,0
davis101,C,0,0,43,7,2,1,3,0,0,0,0
davis101,C,0,0,459,42,6,7,2,0,0,0,0
davis101,C,0,0,198,47,10,7,4,0,0,0,0
davis101,C,0,0,97,16,0,3,2,0,0,0,0
davis101,C,0,0,420,78,3,10,5,0,0,0,0
davis101,C,0,0,76,10,3,3,0,0,0,0,0
davis101,C,0,0,217,27,5,5,2,0,0,0,0
davis101,C,0,0,390,59,7,7,3,0,0,0,0
davis101,C,0,0,395,69,8,9,10,0,0,0,0
davis101,C,0,0,26,4,1,0,0,0,0,0,0
davis101,C,0,0,288,61,12,11,2,0,0,0,0
davis101,C,0,0,149,46,4,7,5,0,0,0,0
davis101,C,0,0,6,0,2,0,0,0,0,0,0
davis101,C,0,0,335,34,3,2,4,0,0,0,0
davis101,C,0,0,307,50,5,6,4,0,0,0,0
davit004,C,0,9,3,1,0,0,0,0,0,0,0
davit004,C,1,9,6,0,0,0,0,0,2,0,0
davit003,C,1,33,9,1,1,0,0,0,2,1,0
debeh101,C,0,0,273,65,10,8,5,0,0,0,0
debeh101,C,0,0,377,56,10,5,4,0,0,0,0
debeh101,C,0,0,309,50,7,4,8,0,0,0,0
debeh101,C,0,0,394,57,3,8,4,0,0,0,0
debeh101,C,0,0,304,36,3,3,4,0,0,0,0
debeh101,C,0,0,309,64,11,5,9,0,0,0,0
debeh101,C,0,0,180,22,5,3,2,0,0,0,0
debeh101,C,0,0,160,14,4,2,7,0,0,0,0
debeh101,C,0,0,339,59,5,8,2,0,0,0,0
decks001,C,15,366,73,4,1,0,5,0,9,4,0
decks001,C,65,1735,385,41,7,5,7,0,49,28,0
decks001,C,14,372,75,11,1,2,1,0,12,7,0
decks001,C,38,1038,296,24,5,3,3,0,26,12,0
decks001,C,4,100,28,2,1,0,0,0,4,1,0
decks001,C,26,702,183,12,0,4,5,0,23,9,0
decks001,C,7,200,51,6,0,0,0,0,3,2,0
decks001,C,14,356,94,4,0,1,1,0,2,2,0
deidj101,C,0,22,7,1,0,0,0,0,0,1,0
dekob101,C,0,0,1,0,0,0,0,0,0,0,0
delab102,C,0,0,32,8,3,3,0,0,0,0,0
delab102,C,0,0,372,29,12,6,6,0,0,0,0
delab102,C,0,0,363,35,8,5,6,0,0,0,0
delab102,C,0,0,24,2,2,0,0,0,0,0,0
delga001,C,1,63,16,0,2,1,0,0,3,0,0
delgc001,C,0,9,2,0,0,0,0,0,0,0,0
delgc001,C,0,6,1,0,0,0,0,0,0,0,0
dempr001,C,1,90,13,1,0,0,1,0,4,0,0
dempr001,C,33,944,213,27,2,3,4,0,34,17,0
dempr001,C,84,2235,416,52,11,10,2,0,30,41,0
dempr001,C,25,712,152,22,4,0,1,0,6,16,0
dempr001,C,101,2767,659,53,7,9,2,0,68,34,0
dempr001,C,38,1138,265,35,5,4,3,0,26,25,0
dempr001,C,48,1266,293,18,5,3,3,0,35,18,0
dempr001,C,3,93,9,0,2,0,0,0,3,0,0
dempr001,C,112,3047,615,81,7,13,5,0,48,45,0
dempr001,C,46,1352,333,29,4,4,2,0,47,19,0
dempr001,C,71,1993,384,35,1,6,4,0,30,24,0
dempr001,C,113,3024,575,49,8,5,2,0,79,30,0
dempr001,C,12,348,76,8,2,0,0,0,11,4,0
dempr001,C,44,1226,246,23,2,4,5,0,29,12,0
dempr001,C,7,201,39,5,0,0,0,0,4,4,0
dempr001,C,104,2723,453,43,4,5,4,0,59,23,0
dempr001,C,4,111,30,4,2,0,0,0,4,2,0
dempr001,C,53,1409,263,34,4,8,3,0,23,27,0
dempr001,C,130,3437,636,79,11,14,7,0,62,55,0
dempr001,C,109,2969,591,65,2,7,1,0,60,35,0
dempr001,C,1,48,12,0,1,0,0,0,2,0,0
dempr001,C,95,2634,531,54,8,8,5,0,53,45,0
dempr001,C,101,2832,491,46,5,8,5,0,47,27,0
dempr001,C,0,32,5,0,1,0,0,0,1,0,0
dempr001,C,8,339,67,5,1,0,2,0,5,4,0
denno101,C,0,0,213,36,2,6,5,0,0,0,0
depaj001,C,0,3,1,0,0,0,0,0,0,0,0
depht101,C,0,0,47,5,1,0,0,0,0,0,0
desag101,C,0,0,7,3,0,0,0,0,0,0,0
desag101,C,0,0,180,16,5,0,0,0,0,0,0
desag101,C,0,0,8,3,0,1,1,0,0,0,0
desag101,C,0,0,325,27,3,8,2,0,0,0,0
desag101,C,0,0,423,52,7,7,4,0,0,0,0
desag101,C,0,0,251,28,5,4,2,0,0,0,0
desag101,C,0,0,491,44,4,4,3,0,0,0,0
desag101,C,0,0,75,5,2,0,0,0,0,0,0
desag101,C,0,0,109,13,2,0,0,0,0,0,0
desag101,C,0,0,300,32,1,5,1,0,0,0,0
desag101,C,0,0,207,23,1,3,3,0,0,0,0
desag101,C,0,0,310,48,2,5,1,0,0,0,0
desag101,C,0,0,151,31,2,4,2,0,0,0,0
devac001,C,4,138,38,1,0,0,1,0,5,1,0
devac001,C,0,39,14,0,0,0,0,0,3,0,0
devim101,C,0,0,35,7,3,0,1,0,0,0,0
devim101,C,0,0,19,2,1,0,2,0,0,0,0
devlj101,C,0,0,1,1,0,0,1,0,0,0,0
devoa101,C,0,0,50,11,2,0,2,0,0,0,0
devoa101,C,0,0,115,27,7,0,2,0,0,0,0
devoa101,C,0,0,181,48,5,3,7,0,0,0,0
devoa101,C,0,0,48,9,3,1,1,0,0,0,0
dewij001,C,10,243,49,5,2,1,0,0,4,5,0
diazb001,C,47,1212,301,32,4,8,3,0,32,16,0
diazb001,C,125,3348,903,97,14,7,10,0,108,63,0
diazb001,C,43,1209,247,27,7,0,3,0,21,14,0
diazb001,C,135,3651,850,80,10,7,10,0,122,57,0
diazb001,C,52,1432,317,35,4,4,6,0,43,15,0
diazb001,C,0,12,5,0,0,0,0,0,0,0,0
diazb001,C,81,2144,468,44,5,9,8,0,56,38,0
diazb001,C,35,954,237,14,4,1,2,0,29,7,0
diazb001,C,11,296,63,6,3,1,1,0,10,3,0
diazb001,C,22,527,114,9,1,1,2,0,19,7,0
diazb001,C,39,1029,183,18,6,4,5,0,23,14,0
diazb001,C,130,3400,747,70,7,6,9,0,103,59,0
diazb001,C,20,518,127,10,4,2,0,0,19,9,0
diazb001,C,129,3358,732,83,13,10,12,0,101,55,0
diazc002,C,0,40,13,3,0,0,0,0,1,1,0
diaze002,C,126,3344,959,93,8,11,7,0,84,51,0
diaze002,C,37,999,264,19,3,6,3,0,22,5,0
diaze002,C,14,392,101,9,3,0,0,0,10,6,0
diaze002,C,1,63,18,3,1,0,0,0,6,2,0
diaze002,C,0,3,0,0,0,0,0,0,0,0,0
diaze002,C,30,897,189,21,1,1,4,0,11,8,0
diaze002,C,0,12,4,0,0,0,0,0,0,0,0
diaze002,C,108,2935,751,81,10,8,5,0,72,39,0
diaze002,C,69,1877,579,48,4,4,4,0,34,19,0
diaze002,C,97,2500,640,75,8,4,8,0,82,36,0
diaze002,C,95,2526,650,50,8,9,4,0,49,23,0
diaze005,C,1,27,7,4,0,0,0,0,0,1,0
diaze005,C,59,1648,501,41,9,6,0,0,29,11,0
diaze005,C,44,1222,356,37,4,4,3,0,19,8,0
diazm001,C,2,104,27,1,0,0,1,0,2,1,0
diazm001,C,0,6,0,0,0,0,0,0,0,0,0
diazm001,C,0,21,5,0,0,0,1,0,2,0,0
diazm001,C,0,3,1,1,0,0,0,0,0,0,0
diazr001,C,1,24,5,1,0,1,0,0,0,1,0
diazr001,C,33,849,188,23,2,1,7,0,27,9,0
dickb101,C,0,0,692,80,7,11,5,0,0,0,0
dickb101,C,0,0,639,53,9,6,7,0,0,0,0
dickb101,C,0,0,201,29,3,4,0,0,0,0,0
dickb101,C,0,0,322,44,9,7,1,0,0,0,0
dickb101,C,0,0,422,45,3,11,2,0,0,0,0
dickb101,C,0,0,518,74,8,7,7,0,0,0,0
dickb101,C,0,0,425,55,3,9,5,0,0,0,0
dickb101,C,0,0,499,61,14,10,6,0,0,0,0
dickb101,C,0,0,6,2,0,0,1,0,0,0,0
dickb101,C,0,0,536,62,3,7,8,0,0,0,0
dickb101,C,0,0,721,82,6,15,10,0,0,0,0
dickb101,C,0,0,670,78,3,6,0,0,0,0,0
dickb101,C,0,0,476,95,12,13,4,0,0,0,0
dickb101,C,0,0,571,57,7,8,6,0,0,0,0
dickb101,C,0,0,322,37,2,5,2,0,0,0,0
dickb101,C,0,0,418,51,11,5,5,0,0,0,0
dickb101,C,0,0,527,49,8,13,7,0,0,0,0
dickg101,C,0,0,7,0,0,0,1,0,0,0,0
dickg101,C,0,0,90,11,9,5,1,0,0,0,0
dickg101,C,0,0,285,35,5,5,8,0,0,0,0
dickg101,C,0,0,25,6,3,1,2,0,0,0,0
dickg101,C,0,0,97,14,0,3,2,0,0,0,0
dickg101,C,0,0,56,5,0,1,1,0,0,0,0
didib101,C,43,1185,230,24,0,2,8,0,16,4,0
didib101,C,6,159,38,5,0,3,2,0,4,2,0
didib101,C,108,2819,633,52,4,3,27,29,52,22,0
didib101,C,10,273,50,11,0,1,4,0,11,3,0
didib101,C,48,1287,297,25,4,3,10,0,42,14,0
didib101,C,5,132,28,2,1,0,0,0,7,2,0
dietd101,C,137,3657,820,58,14,9,25,0,92,21,0
dietd101,C,80,2167,497,37,13,10,16,33,59,20,0
dietd101,C,69,1852,432,31,13,5,14,23,27,19,1
dietd101,C,3,109,22,3,0,0,1,4,3,3,0
dietd101,C,15,453,104,12,0,1,3,0,6,7,0
dietd101,C,34,897,206,19,4,1,3,16,18,11,0
dietd101,C,127,3426,712,37,14,4,20,0,54,15,0
dietd101,C,12,321,67,5,3,0,4,0,14,2,0
difem001,C,50,1327,344,28,5,5,8,0,23,17,0
difem001,C,6,162,42,3,0,1,0,0,4,2,0
difem001,C,51,1306,313,32,3,5,2,0,23,9,0
difem001,C,9,252,71,3,2,0,0,0,7,1,0
difem001,C,57,1490,351,35,8,6,10,0,35,17,0
difem001,C,5,150,39,2,1,1,0,0,1,1,0
difem001,C,54,1409,304,35,2,1,2,0,37,16,0
difem001,C,7,179,53,3,1,1,1,0,1,3,0
difem001,C,46,1159,293,29,6,4,2,0,28,16,0
difem001,C,2,54,15,1,0,0,0,0,3,1,0
difem001,C,81,2066,586,64,6,10,12,0,62,34,0
difem001,C,0,19,6,0,0,0,0,0,0,0,0
difem001,C,11,320,83,7,2,0,2,0,6,1,0
difem001,C,75,2013,483,52,4,8,13,0,49,32,0
difem001,C,4,177,40,6,0,1,0,0,1,1,0
dillp101,C,0,0,291,72,18,6,5,0,0,0,0
dillp101,C,0,0,111,35,5,6,9,0,0,0,0
dillp101,C,0,0,170,53,11,8,5,0,0,0,0
distb001,C,0,18,2,0,0,0,1,0,1,0,0
