retroID,yearID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
trujm001,1985,4,4,27,7,1,0,1,252,112,45,7,23,19,0.32,4.82,1,1,3,0,379,7,55,1,2,12
tudoj001,1985,21,8,36,36,14,10,0,825,209,59,14,49,169,0.209,1.93,4,4,5,0,1062,0,68,4,3,20
tunnl001,1985,4,10,24,23,0,0,0,397,126,59,11,57,74,0.251,4.01,4,3,1,0,565,1,70,3,2,10
valef001,1985,17,10,35,35,14,5,0,817,211,74,14,101,208,0.214,2.45,5,10,1,1,1109,0,92,13,8,21
vande001,1985,2,1,76,0,0,0,3,203,71,28,4,31,34,0.274,3.72,5,4,1,0,296,22,30,2,3,10
violf001,1985,18,14,36,36,9,0,0,752,262,114,26,68,135,0.268,4.09,3,6,2,2,1059,0,136,5,5,17
vonod001,1985,3,2,26,0,0,0,0,130,47,14,3,20,12,0.288,2.91,6,0,0,0,196,9,20,9,4,3
vuckp001,1985,6,10,22,22,1,0,0,338,134,69,16,48,55,0.298,5.51,2,3,7,0,511,0,74,5,1,10
waddt001,1985,8,6,49,9,1,0,9,338,104,61,20,39,53,0.246,4.87,8,1,1,0,471,28,61,5,4,5
waitr001,1985,3,2,24,0,0,0,1,141,67,34,3,20,24,0.34,6.51,5,1,0,0,220,8,37,2,1,6
walkb001,1985,2,3,9,9,1,1,0,176,60,24,3,18,40,0.265,3.68,2,2,0,3,248,0,27,3,1,3
waltg001,1985,0,2,15,0,0,0,3,66,12,5,0,8,18,0.158,2.05,1,0,0,0,86,7,6,1,1,2
wardc002,1985,0,0,6,2,0,0,0,37,10,6,0,7,8,0.233,4.38,0,0,0,0,52,0,6,1,1,0
wardc001,1985,1,3,35,0,0,0,1,147,49,30,9,28,47,0.266,5.51,0,1,1,1,218,13,32,4,1,4
wardc001,1985,7,6,15,12,0,0,0,198,78,49,11,34,37,0.297,6.68,0,2,1,0,305,0,51,2,5,3
warrm001,1985,1,4,16,6,0,0,0,147,52,36,13,38,48,0.261,6.61,0,3,4,1,243,2,42,0,2,3
wegmb001,1985,2,0,3,3,0,0,0,53,17,7,3,3,6,0.246,3.57,0,0,0,1,73,0,8,0,1,4
wehrd001,1985,2,2,23,0,0,0,2,118,35,15,4,10,32,0.241,3.43,0,0,3,0,159,4,15,1,0,6
welcb001,1985,14,4,23,23,8,3,0,502,141,43,16,35,96,0.225,2.31,2,7,6,4,675,0,49,6,2,6
welsc001,1985,2,5,25,6,0,0,0,229,101,35,11,25,31,0.316,4.13,3,5,4,0,351,4,40,1,1,7
whitl003,1985,0,0,5,0,0,0,1,22,12,9,4,2,4,0.353,11.05,0,1,0,0,36,2,9,0,0,0
white001,1985,10,8,30,30,2,2,0,476,201,86,19,43,89,0.309,4.88,0,1,2,0,705,0,100,3,7,14
wilcm001,1985,1,3,8,8,0,0,0,117,51,21,6,14,20,0.315,4.85,2,2,0,0,177,0,24,1,0,5
wilkb001,1985,0,2,2,2,0,0,0,18,8,9,2,6,5,0.333,13.5,1,0,0,0,30,0,9,0,0,1
willc001,1985,1,0,11,0,0,0,1,41,21,14,3,5,6,0.344,9.22,0,1,0,0,69,6,18,1,2,0
willf001,1985,2,4,49,0,0,0,0,219,65,34,5,35,54,0.242,4.19,7,3,6,1,318,15,39,4,4,5
willm001,1985,2,1,6,3,0,0,0,78,20,7,3,10,22,0.211,2.42,0,2,0,0,106,1,7,1,0,4
willf002,1985,5,11,24,18,1,0,1,369,122,82,18,68,67,0.266,6,3,9,3,1,541,2,85,4,8,8
winnj001,1985,3,6,30,7,0,0,0,227,77,44,4,31,22,0.266,5.23,2,5,2,2,326,10,45,2,1,11
wittm001,1985,15,9,35,35,6,1,0,750,228,99,22,98,180,0.243,3.56,6,11,4,1,1049,0,115,4,5,26
wojne001,1985,2,4,15,7,0,0,0,126,53,27,6,19,18,0.312,5.79,0,1,3,2,198,1,35,3,3,5
woodb001,1985,1,0,5,2,0,0,0,80,17,5,0,9,16,0.168,1.69,0,0,2,0,113,3,8,1,0,0
worrt001,1985,3,0,17,0,0,0,5,65,17,7,2,7,17,0.215,2.91,2,2,0,0,88,11,7,0,2,2
wrigr001,1985,0,0,5,0,0,0,0,23,5,4,0,5,7,0.185,4.7,1,0,0,0,32,1,4,0,0,1
yettr001,1985,0,0,1,1,0,0,0,1,1,1,0,2,0,0.333,27,0,1,0,0,5,0,1,0,0,0
youmf001,1985,4,3,14,12,0,0,0,231,57,21,3,49,54,0.206,2.45,1,5,1,0,331,2,27,2,2,6
younc001,1985,0,4,19,7,0,0,0,138,57,37,15,22,19,0.3,7.24,0,1,1,0,214,5,38,0,1,4
younm001,1985,12,19,37,35,5,2,1,655,242,119,23,76,136,0.282,4.91,3,6,7,2,951,2,135,7,3,19
zachp001,1985,0,0,10,0,0,0,0,38,14,6,1,11,8,0.28,4.26,1,1,0,0,61,1,7,0,0,1
zahng001,1985,2,2,7,7,1,1,0,111,44,18,5,14,14,0.299,4.38,0,1,0,0,164,0,19,2,1,5
aased001,1986,6,7,66,0,0,0,34,245,71,27,6,28,67,0.234,2.98,2,4,0,0,337,58,29,3,2,7
ackej001,1986,2,4,23,5,0,0,0,180,63,29,6,22,32,0.281,4.35,3,3,2,1,259,6,34,6,5,6
ackej001,1986,3,8,21,14,0,0,0,285,100,40,7,26,37,0.274,3.79,3,2,1,0,402,3,47,6,4,8
agosj001,1986,0,2,9,0,0,0,0,14,6,4,0,4,3,0.3,7.71,0,0,0,0,24,1,5,0,0,0
agosj001,1986,1,2,17,1,0,0,1,61,43,20,1,14,9,0.448,8.85,0,1,2,0,115,3,25,2,0,5
aguir001,1986,10,7,28,20,2,0,0,425,145,61,15,36,104,0.263,3.88,1,5,7,3,605,2,70,6,5,8
akerd001,1986,0,0,2,0,0,0,0,16,7,4,2,3,5,0.304,6.75,1,2,0,0,26,2,5,0,0,0
alexd001,1986,5,4,17,17,3,0,0,333,120,55,18,20,65,0.273,4.46,1,1,4,0,470,0,56,3,3,6
alexd001,1986,6,6,17,17,2,0,0,352,135,50,9,17,74,0.287,3.84,1,1,0,0,496,0,58,8,1,11
allen001,1986,7,2,22,17,2,2,0,339,101,48,8,38,57,0.244,3.82,1,4,2,0,466,1,50,5,7,5
andea001,1986,3,6,21,10,1,0,0,253,106,52,11,30,51,0.316,5.55,3,2,1,2,371,3,54,2,3,10
andel001,1986,0,0,10,0,0,0,0,38,19,6,0,3,9,0.388,4.26,0,0,0,0,55,1,8,2,1,2
andel001,1986,2,1,38,0,0,0,1,194,64,20,2,23,33,0.276,2.78,10,1,1,0,268,7,22,8,4,7
ander001,1986,2,1,15,5,0,0,1,149,45,15,3,11,21,0.245,2.72,3,1,0,1,201,4,17,2,4,3
anduj001,1986,12,7,28,26,7,1,1,466,139,66,23,56,72,0.239,3.82,1,2,4,4,647,2,70,1,4,12
aquil001,1986,1,1,7,0,0,0,0,34,14,8,2,3,5,0.304,6.35,1,1,0,0,50,3,8,0,1,0
armsm001,1986,0,1,7,1,0,0,0,26,13,9,4,5,8,0.351,9.35,1,0,0,0,42,4,9,0,0,0
arnot001,1986,0,2,11,0,0,0,0,76,25,10,0,11,7,0.278,3.55,3,0,0,0,104,3,15,3,0,9
arnsb001,1986,0,0,2,1,0,0,0,24,13,3,1,1,3,0.342,3.38,0,0,0,0,39,1,3,0,0,1
arrof001,1986,0,0,1,0,0,0,0,0,0,0,0,3,0,0.305625,5.55125,0,0,0,0,3,0,0,0,0,0
assep001,1986,7,3,61,0,0,0,7,205,61,19,5,26,56,0.241,2.5,4,2,0,3,287,27,23,7,1,7
athek001,1986,1,2,13,0,0,0,0,46,18,10,2,11,8,0.295,5.87,1,0,0,0,75,5,10,1,2,0
athek001,1986,5,8,47,0,0,0,10,245,82,34,9,35,59,0.264,3.75,3,2,1,0,356,31,37,5,4,6
bails001,1986,10,10,62,10,0,0,7,338,123,62,12,43,60,0.276,4.95,5,4,1,2,500,22,70,7,4,10
baird001,1986,2,3,31,0,0,0,4,135,37,15,5,18,40,0.224,3,0,2,0,0,189,17,15,3,3,1
ballj001,1986,2,4,36,0,0,0,5,161,58,32,7,28,42,0.275,5.37,4,2,2,4,248,16,37,4,3,0
banks001,1986,8,9,24,17,0,0,0,363,121,62,14,37,94,0.259,4.61,7,1,3,0,517,2,66,5,5,7
bannf001,1986,10,14,28,27,6,1,0,496,162,65,17,48,92,0.259,3.54,0,5,2,0,688,0,81,7,5,16
bargg001,1986,0,2,22,0,0,0,0,82,36,17,3,10,12,0.33,5.6,1,2,3,0,126,10,19,2,2,4
beatj001,1986,0,6,9,7,0,0,0,121,57,27,7,14,24,0.341,6.02,2,1,3,0,188,0,28,2,2,4
beckj001,1986,0,0,15,0,0,0,0,55,28,14,5,6,13,0.35,6.87,0,0,0,0,86,4,16,0,0,2
bedrs001,1986,8,6,68,0,0,0,29,271,79,34,12,34,82,0.232,3.39,10,5,0,2,381,56,39,3,3,4
belle001,1986,1,2,4,4,0,0,0,70,23,13,4,14,18,0.258,5.01,0,0,0,0,105,0,14,1,1,3
bereb001,1986,2,2,14,7,0,0,0,119,47,28,5,22,30,0.299,6.35,0,4,1,0,184,2,30,1,3,4
berej001,1986,2,3,46,4,0,0,4,220,64,22,4,44,72,0.242,2.7,3,4,2,2,314,17,23,2,1,5
bestk001,1986,2,3,26,0,0,0,1,107,35,16,3,21,23,0.255,4.04,2,2,1,1,163,15,19,2,2,1
bielm001,1986,6,11,31,27,0,0,0,446,149,77,10,83,83,0.262,4.66,3,7,2,5,667,0,87,7,6,7
birkm001,1986,1,1,7,4,0,0,0,66,24,11,0,12,13,0.282,4.5,0,1,0,0,97,2,12,0,0,4
birtt001,1986,0,0,2,0,0,0,0,6,2,5,1,4,1,0.286,22.5,1,0,0,0,12,2,5,1,0,0
bittj001,1986,1,1,3,3,0,0,0,44,16,9,2,7,8,0.271,5.52,1,2,1,2,68,0,10,1,0,0
blacb001,1986,5,10,56,4,0,0,9,363,100,43,14,43,68,0.225,3.2,5,2,7,2,503,26,49,4,4,9
bluev001,1986,10,10,28,28,0,0,0,470,137,57,19,77,100,0.239,3.27,3,5,0,1,663,0,65,7,6,10
blylb001,1986,17,14,36,36,16,3,0,815,262,121,50,58,215,0.25,4.01,4,4,10,0,1126,0,134,5,4,19
bockr001,1986,0,0,5,0,0,0,0,21,7,2,1,6,4,0.241,2.57,1,0,0,0,36,1,5,1,0,0
boddm001,1986,14,12,33,33,7,0,0,655,214,114,30,74,175,0.255,4.7,4,7,11,0,934,0,125,3,6,11
boevj001,1986,0,1,11,0,0,0,0,65,19,4,2,11,8,0.232,1.66,0,1,0,0,93,4,5,0,0,2
bookg001,1986,1,0,9,0,0,0,0,33,10,2,0,4,7,0.233,1.64,2,0,0,0,47,4,5,0,0,1
bordr001,1986,6,4,52,1,0,0,3,321,105,53,13,41,83,0.254,4.46,5,1,4,0,464,22,56,2,3,7
bosic001,1986,0,4,10,4,0,0,0,104,41,27,9,13,29,0.293,7.01,0,2,0,1,154,3,27,1,0,3
boydo001,1986,16,10,30,30,10,0,0,643,222,90,32,45,129,0.265,3.78,1,3,2,0,893,0,99,3,6,15
browc001,1986,0,1,6,0,0,0,0,36,15,4,0,2,4,0.319,3,2,0,0,0,53,2,6,3,1,1
browk001,1986,1,0,1,1,0,0,0,15,6,2,0,0,4,0.316,3.6,0,0,0,0,19,0,2,0,0,0
browm003,1986,4,4,15,10,0,0,0,172,72,34,10,25,32,0.316,5.34,1,3,1,0,260,2,35,3,3,6
browm003,1986,0,2,6,2,0,0,0,47,19,13,4,11,9,0.302,7.47,0,1,0,1,74,0,14,0,0,1
browt001,1986,14,13,39,39,4,2,0,730,225,103,26,70,147,0.245,3.81,6,3,1,0,1016,0,123,14,12,16
brydt001,1986,2,1,16,0,0,0,0,103,38,25,4,21,25,0.29,6.55,0,2,2,0,159,7,25,1,4,4
burkt001,1986,9,7,68,2,0,0,4,304,103,33,7,46,82,0.261,2.93,13,4,4,0,451,25,37,6,2,7
burrr001,1986,4,5,23,10,0,0,0,246,92,51,13,32,34,0.287,5.6,4,0,4,0,361,5,52,4,0,9
burtd001,1986,0,0,3,0,0,0,0,6,7,7,1,3,1,0.538,31.5,1,0,0,0,16,1,7,0,0,0
butcj001,1986,0,3,16,10,1,0,0,210,82,49,11,24,29,0.296,6.3,1,4,1,0,308,1,50,1,3,12
butcj001,1986,1,5,13,8,1,1,0,152,86,39,6,13,16,0.381,6.93,0,2,3,0,246,4,43,1,3,7
butes001,1986,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,4,1,0,0,0,0
calhj001,1986,1,0,20,0,0,0,0,80,28,11,3,12,14,0.264,3.71,1,2,0,0,119,7,16,1,0,2
camae001,1986,2,4,51,0,0,0,20,172,60,26,1,31,36,0.269,4.08,6,3,2,1,267,37,26,5,6,2
campb001,1986,3,6,34,0,0,0,3,167,46,24,5,21,37,0.23,3.88,5,1,1,0,229,19,26,4,3,6
candj001,1986,10,2,16,16,1,1,0,275,68,26,4,26,81,0.206,2.55,2,2,3,1,365,0,30,3,3,4
candt001,1986,16,12,36,34,17,3,0,757,234,100,18,106,167,0.246,3.57,0,12,8,4,1078,1,112,3,9,26
carls001,1986,4,8,16,16,0,0,0,249,102,57,15,45,62,0.297,6.18,4,3,0,0,393,0,70,2,3,10
carls001,1986,1,3,6,6,0,0,0,90,36,17,4,16,18,0.303,5.1,0,2,1,1,140,0,20,4,0,1
carls001,1986,4,3,10,10,0,0,0,190,58,26,6,25,40,0.252,3.69,0,2,0,1,259,0,30,2,2,11
carmd001,1986,10,5,50,14,2,1,1,403,113,48,11,52,98,0.234,3.22,11,6,3,2,545,13,50,5,3,9
caryc001,1986,1,2,22,0,0,0,0,95,33,12,3,15,21,0.273,3.41,4,1,0,1,140,6,18,2,2,3
caudb001,1986,2,4,40,0,0,0,2,109,36,25,6,17,32,0.254,6.19,1,0,2,1,163,20,25,2,0,0
ceruj001,1986,9,4,34,20,2,1,1,436,150,67,25,47,89,0.268,4.15,2,8,1,0,616,3,73,4,5,14
chadr001,1986,0,5,7,7,0,0,0,82,39,22,5,15,9,0.336,7.24,0,1,1,0,133,0,26,1,0,2
chilr001,1986,0,0,2,0,0,0,0,8,4,2,0,1,1,0.364,6.75,0,0,0,0,12,0,3,0,0,1
clanj001,1986,14,14,34,34,6,3,0,658,202,96,24,63,126,0.243,3.94,0,4,4,0,913,0,100,5,9,13
clarb001,1986,0,0,5,0,0,0,0,24,8,4,0,2,5,0.276,4.5,0,0,0,0,31,2,4,0,0,2
clars001,1986,0,1,10,0,0,0,0,38,18,13,4,10,9,0.375,9.24,1,0,0,2,62,6,13,3,1,2
cleam001,1986,5,5,59,0,0,0,16,221,53,18,4,36,85,0.201,2.2,2,8,1,2,306,52,23,1,4,5
clemp001,1986,0,4,65,0,0,0,2,183,53,19,1,32,31,0.251,2.8,6,2,2,0,256,19,20,7,4,8
clemr001,1986,24,4,33,33,10,1,0,762,179,70,21,67,238,0.195,2.48,0,11,4,3,997,0,77,4,6,14
clutb001,1986,0,1,20,0,0,0,0,170,68,27,8,16,38,0.296,4.29,2,2,2,0,250,7,32,1,1,3
cocaj001,1986,0,1,17,2,0,0,0,134,40,22,1,38,22,0.248,4.43,0,5,2,0,205,2,29,3,1,9
codic001,1986,5,8,16,16,1,0,0,275,91,41,15,38,43,0.25,4.03,2,4,2,0,406,0,54,1,1,4
coned001,1986,0,0,11,0,0,0,0,68,29,14,2,13,21,0.309,5.56,1,3,1,0,108,5,14,0,0,0
conrt001,1986,5,11,25,21,1,0,0,346,122,67,15,56,79,0.275,5.23,7,7,3,0,513,2,72,0,10,11
cookm001,1986,0,2,5,1,0,0,0,27,13,9,3,7,6,0.333,9,1,0,0,0,46,1,12,0,0,1
corbd001,1986,4,2,46,0,0,0,10,236,66,32,11,22,36,0.231,3.66,2,2,1,0,312,32,36,1,2,15
corre001,1986,12,14,32,32,4,2,0,607,167,95,15,126,189,0.223,4.23,2,19,3,2,886,0,102,4,3,9
cowlj001,1986,11,11,27,27,4,0,0,487,133,70,20,83,132,0.223,3.88,1,4,3,0,692,0,81,6,4,8
cox-d001,1986,12,13,32,32,8,0,0,660,189,71,14,60,108,0.234,2.9,6,3,2,4,881,0,85,8,3,19
craws001,1986,0,2,40,0,0,0,4,172,69,25,5,19,32,0.308,3.92,7,2,0,0,248,15,29,3,2,9
darlr001,1986,15,6,34,34,4,2,0,711,203,74,21,81,184,0.234,2.81,2,7,3,3,967,0,84,10,6,18
darwd001,1986,6,8,27,14,5,1,0,391,120,51,13,35,80,0.246,3.52,1,5,3,0,537,4,62,5,6,12
darwd001,1986,5,2,12,8,1,0,0,163,50,14,3,9,40,0.239,2.32,0,2,0,1,222,2,19,1,3,3
davij002,1986,4,5,19,19,1,0,0,316,115,55,9,51,54,0.28,4.7,0,4,1,1,468,0,64,3,2,9
davim001,1986,5,7,67,2,0,0,4,253,63,28,6,34,90,0.212,2.99,7,3,1,0,342,20,33,5,5,4
davir001,1986,2,6,36,0,0,0,2,116,55,39,7,29,30,0.34,9.08,8,4,4,0,198,28,42,2,1,3
davir001,1986,0,2,17,0,0,0,0,60,31,17,3,3,10,0.356,7.65,0,0,0,1,91,5,18,0,1,1
davis001,1986,9,12,25,25,2,0,0,462,166,62,16,49,96,0.275,3.62,2,5,0,0,657,0,70,3,2,15
davis002,1986,0,0,3,0,0,0,0,11,8,7,2,5,5,0.471,17.18,1,1,0,0,22,0,7,0,0,1
dawlb001,1986,0,7,46,0,0,0,2,293,91,36,10,28,66,0.247,3.32,3,5,1,0,405,23,38,5,3,4
daylk001,1986,0,3,31,0,0,0,5,116,42,14,1,11,33,0.275,3.26,3,0,1,0,170,13,19,4,1,3
dedmj001,1986,6,6,57,0,0,0,3,299,90,33,8,39,58,0.242,2.98,5,3,4,2,424,22,43,7,2,9
delej001,1986,1,3,9,1,0,0,1,49,17,15,2,17,11,0.266,8.27,3,1,1,0,83,5,16,1,0,1
delej001,1986,4,5,13,13,1,0,0,237,49,26,7,42,68,0.179,2.96,0,6,4,0,325,0,30,4,1,3
dennj001,1986,11,10,27,27,2,1,0,514,179,80,15,56,115,0.272,4.2,9,2,4,1,731,0,89,9,4,18
deshj001,1986,12,5,26,26,1,1,0,432,124,52,16,59,128,0.234,3.25,2,0,2,7,599,0,58,4,3,4
diazc001,1986,0,0,19,0,0,0,0,76,33,12,2,7,18,0.317,4.26,2,2,0,0,113,9,14,1,1,3
dipif001,1986,1,3,31,0,0,0,3,121,27,16,5,16,27,0.189,3.57,1,0,2,0,167,14,18,5,1,1
dipif001,1986,2,4,30,0,0,0,0,120,47,23,6,14,43,0.297,5.18,5,3,0,0,178,12,27,4,2,3
dixok001,1986,11,13,35,33,2,0,0,607,194,103,33,83,170,0.249,4.58,6,7,1,3,874,1,111,5,6,14
dotsr001,1986,10,17,34,34,3,1,0,591,226,120,24,69,110,0.289,5.48,2,10,2,0,861,0,125,4,4,20
downk001,1986,4,4,14,14,1,0,0,265,78,27,5,30,64,0.236,2.75,7,3,3,2,372,0,29,4,4,6
dozit001,1986,0,0,4,0,0,0,0,19,6,4,1,5,4,0.261,5.68,1,1,0,1,30,4,6,0,2,1
drabd001,1986,7,8,27,21,0,0,0,395,126,60,13,50,76,0.251,4.1,1,2,3,0,561,2,64,5,2,5
dravd001,1986,9,11,26,26,3,1,0,484,149,55,17,54,87,0.246,3.07,7,0,1,1,677,0,68,12,5,9
earlb001,1986,0,0,3,0,0,0,0,9,0,0,0,2,2,0,0,0,0,0,0,11,2,0,0,0,0
eastj001,1986,0,2,13,0,0,0,0,53,27,15,3,12,9,0.365,7.64,0,2,0,0,89,4,16,1,2,4
ecked001,1986,6,11,33,32,1,0,0,603,226,102,21,43,137,0.285,4.57,3,2,3,5,862,0,109,13,10,6
eichm001,1986,14,6,69,0,0,0,10,471,105,30,8,45,166,0.192,1.72,14,2,7,1,612,38,32,9,2,12
fanss001,1986,0,3,5,5,0,0,0,72,20,10,2,15,13,0.247,3.75,0,0,0,0,99,0,12,2,1,4
farrs001,1986,8,4,56,0,0,0,8,328,90,38,10,39,83,0.228,3.13,8,4,4,1,443,33,39,3,2,10
ferns001,1986,16,6,32,31,2,1,1,613,161,80,13,91,200,0.216,3.52,1,6,2,0,855,1,82,9,7,10
filsp001,1986,0,0,4,0,0,0,0,19,13,4,1,2,4,0.406,5.68,0,0,1,0,35,2,4,0,0,0
filsp001,1986,0,1,3,1,0,0,0,35,14,8,4,5,4,0.286,6.17,0,1,0,0,54,2,9,0,0,1
finlc001,1986,3,1,25,0,0,0,0,139,40,17,2,23,37,0.235,3.3,1,2,1,0,198,7,17,4,0,1
fires001,1986,2,0,10,1,0,0,0,63,28,10,1,4,10,0.333,4.29,0,1,1,0,89,2,11,0,0,4
fisct001,1986,0,0,9,0,0,0,0,51,18,8,4,8,7,0.286,4.24,2,0,0,1,73,5,8,1,1,4
fishb001,1986,9,5,62,0,0,0,6,290,105,53,14,37,67,0.277,4.93,2,2,1,0,424,26,61,5,2,13
flanm001,1986,7,11,29,28,2,0,0,516,179,81,15,66,96,0.27,4.24,4,8,1,1,747,0,95,10,6,21
fontr001,1986,3,5,42,0,0,0,2,168,57,24,5,21,24,0.266,3.86,3,4,0,1,241,11,30,6,0,5
fontr001,1986,0,0,15,0,0,0,0,49,27,18,3,4,10,0.36,9.92,0,2,2,0,81,7,19,0,0,2
forsb001,1986,14,10,33,33,3,0,0,690,211,83,19,68,104,0.247,3.25,11,7,2,0,939,0,91,5,9,28
forsk001,1986,0,1,10,0,0,0,1,51,24,18,4,10,13,0.343,9.53,0,0,2,0,85,4,21,1,2,2
forst001,1986,4,1,41,0,0,0,5,123,47,16,2,17,28,0.297,3.51,1,0,3,0,182,17,18,3,1,4
franj001,1986,6,6,74,0,0,0,29,303,90,33,7,44,84,0.243,2.94,12,4,2,2,429,52,40,8,3,8
frasw001,1986,0,0,1,1,0,0,0,13,6,4,0,1,2,0.353,8.31,0,0,0,0,20,0,4,1,1,0
frazg001,1986,2,4,35,0,0,0,0,155,63,31,5,34,41,0.31,5.4,4,3,1,0,243,12,36,2,3,2
frazg001,1986,1,1,15,0,0,0,6,80,23,13,2,16,25,0.232,4.39,1,1,0,0,119,10,13,1,3,1
freem001,1986,2,0,3,3,0,0,0,48,6,4,0,10,8,0.12,2.25,0,1,0,0,61,0,4,0,1,2
funkt001,1986,0,0,8,0,0,0,0,25,10,6,1,6,2,0.286,6.48,0,0,0,0,41,2,6,0,0,0
galvb001,1986,0,1,10,0,0,0,0,62,19,9,3,12,11,0.241,3.92,2,0,0,2,91,2,10,0,0,0
garbg001,1986,5,5,61,0,0,0,24,234,76,22,3,20,56,0.26,2.54,7,4,1,0,319,48,23,5,1,11
gardw001,1986,0,0,1,0,0,0,0,3,1,1,0,0,1,0.333,9,0,0,0,0,4,0,1,0,1,0
garrs001,1986,13,9,53,18,2,0,10,521,144,60,17,74,125,0.231,3.11,11,9,2,1,717,27,65,10,7,20
gibsb001,1986,1,2,11,1,0,0,0,80,23,14,3,23,11,0.232,4.73,1,3,0,0,123,5,18,0,1,1
goodd001,1986,17,6,33,33,12,2,0,750,197,79,17,80,200,0.215,2.84,3,4,4,4,1020,0,92,10,8,13
gordd001,1986,0,1,14,0,0,0,1,65,28,17,1,8,13,0.311,7.06,1,0,1,0,102,6,20,1,2,0
gormt001,1986,0,1,8,0,0,0,0,35,21,10,0,5,8,0.382,7.71,1,4,0,0,61,1,10,0,1,0
gossr001,1986,5,7,45,0,0,0,21,194,69,32,8,20,63,0.273,4.45,0,4,2,0,281,38,36,2,4,5
gottj001,1986,0,0,9,2,0,0,1,39,16,11,0,13,9,0.314,7.62,2,1,0,1,66,3,12,1,1,2
granm001,1986,0,1,4,1,0,0,0,30,6,4,0,5,5,0.176,3.6,0,0,0,1,39,3,4,0,0,1
grosg001,1986,0,0,1,0,0,0,0,2,1,0,0,1,2,0.333,0,0,0,0,0,4,1,0,0,0,0
grosk001,1986,12,12,37,36,7,2,0,725,240,108,28,94,154,0.26,4.02,2,2,8,1,1040,0,115,8,5,12
guanc001,1986,5,2,52,0,0,0,4,234,65,29,11,29,63,0.225,3.35,3,2,3,1,326,24,32,3,2,4
gubim001,1986,12,6,35,24,3,2,0,542,155,73,8,84,118,0.233,3.64,2,15,5,0,765,2,77,4,8,12
guetl001,1986,0,4,41,4,1,0,0,228,108,62,7,30,38,0.347,7.34,3,2,4,0,353,8,67,3,5,15
guidr001,1986,9,12,30,30,5,0,0,577,202,85,28,38,140,0.265,3.98,2,3,1,0,809,0,94,5,4,10
gullb001,1986,15,12,37,37,6,2,0,734,245,92,24,60,121,0.264,3.38,10,3,2,0,1014,0,103,12,13,16
gumpd001,1986,2,0,38,0,0,0,2,179,60,29,4,28,45,0.267,4.37,7,3,1,0,259,12,32,4,1,5
guzmj001,1986,9,15,29,29,2,0,0,517,199,87,23,60,87,0.293,4.54,2,3,6,0,757,0,101,7,4,19
haasm001,1986,7,2,12,12,1,0,0,217,58,22,4,19,40,0.218,2.74,1,0,1,0,290,0,23,2,2,4
habyj001,1986,1,3,6,5,0,0,0,79,24,13,3,18,14,0.25,4.44,2,1,0,0,117,1,17,2,1,3
halld001,1986,1,2,5,4,1,0,1,71,24,12,3,10,21,0.267,4.56,0,0,0,0,101,1,12,1,0,3
harga001,1986,0,1,5,1,0,0,0,39,18,9,1,7,4,0.34,6.23,2,0,1,0,61,2,9,0,0,3
harrg001,1986,10,8,73,0,0,0,20,334,103,35,12,42,95,0.251,2.83,6,2,1,1,462,63,40,3,6,15
haveb001,1986,3,3,46,0,0,0,1,213,64,36,7,29,57,0.248,4.56,1,6,0,0,294,19,37,6,1,7
hawka001,1986,10,8,37,35,3,1,0,628,218,100,24,75,117,0.268,4.3,7,6,5,2,905,0,111,7,6,12
haywr001,1986,0,2,3,3,0,0,0,30,16,10,1,4,6,0.34,9,0,5,0,1,51,0,12,0,0,1
heatn001,1986,3,6,12,12,2,0,0,223,73,35,8,34,24,0.254,4.24,4,2,1,0,324,0,42,2,0,8
heatn001,1986,4,9,21,17,3,0,1,373,128,55,18,47,66,0.273,3.98,4,2,1,0,526,2,60,4,5,13
henkt001,1986,9,5,63,0,0,0,27,274,63,34,6,32,118,0.191,3.35,4,3,1,1,370,51,39,2,6,3
henrd001,1986,1,0,19,0,0,0,0,58,14,10,1,22,17,0.209,4.66,0,7,1,1,93,4,11,1,2,1
hensc001,1986,0,0,11,0,0,0,1,22,5,2,2,2,6,0.179,2.45,0,0,0,1,30,2,2,0,0,0
hernm001,1986,2,3,9,4,0,0,0,83,33,12,2,12,9,0.306,3.9,3,1,0,0,125,1,15,4,1,1
hernw001,1986,8,7,64,0,0,0,24,266,87,35,13,21,77,0.251,3.55,1,2,5,1,376,53,35,1,3,4
herso001,1986,14,14,35,35,8,1,0,694,213,99,13,86,153,0.243,3.85,11,12,5,3,988,0,112,14,6,16
heskj001,1986,6,5,15,15,0,0,0,248,92,46,11,31,67,0.283,5.01,4,4,2,3,362,0,46,2,2,4
higut001,1986,20,11,34,34,15,4,0,745,226,77,26,74,207,0.241,2.79,5,3,3,0,1031,0,84,7,11,13
hoffg002,1986,6,2,32,8,1,0,0,252,92,36,6,29,47,0.288,3.86,7,5,2,1,357,6,37,4,3,10
holla001,1986,1,0,25,1,0,0,0,122,44,23,5,9,37,0.268,5.09,2,0,0,0,177,10,29,1,3,1
holtb001,1986,2,3,12,3,0,0,0,73,28,12,1,6,24,0.292,4.44,2,1,1,0,106,4,13,2,1,2
honer001,1986,11,9,32,28,0,0,0,513,164,63,9,45,100,0.249,3.32,4,4,3,1,713,2,71,6,1,7
