retroID,yearID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
rolaj101,1971,1,3,31,0,0,0,1,136,34,16,4,19,30,0.214,3.18,3,3,5,1,190,7,18,3,4,0
romov101,1971,1,7,45,2,0,0,5,216,52,27,5,37,48,0.202,3.38,6,3,0,2,302,16,27,5,3,0
rookj101,1971,2,7,20,7,1,1,0,162,59,32,2,24,31,0.284,5.33,1,4,1,0,240,3,35,3,4,0
rosed102,1971,0,0,1,0,0,0,0,6,2,0,0,0,1,0.286,0,0,0,0,0,7,0,0,0,0,0
rossg102,1971,1,3,13,0,0,0,0,73,27,8,0,11,13,0.3,2.96,2,2,1,1,109,6,10,5,2,0
ryann001,1971,10,14,30,26,3,0,0,456,125,67,8,116,137,0.219,3.97,4,6,15,1,705,1,78,3,0,0
sader101,1971,7,7,34,20,5,2,0,490,139,53,10,44,120,0.229,2.92,5,0,4,0,664,3,56,4,4,0
sandk101,1971,7,12,83,0,0,0,31,409,111,29,9,34,80,0.227,1.91,10,0,4,0,539,77,35,10,1,0
santa101,1971,0,2,18,3,0,0,0,115,43,16,4,11,21,0.285,3.76,1,2,0,1,165,3,19,1,2,0
santa101,1971,0,2,19,5,0,0,2,149,51,21,2,19,21,0.27,3.81,2,1,1,0,212,4,21,3,0,0
schef102,1971,11,6,69,1,1,0,20,339,91,34,11,49,46,0.226,2.71,7,2,5,0,464,40,38,6,2,0
seavt001,1971,20,10,36,35,21,4,0,859,210,56,18,61,289,0.206,1.76,2,5,4,1,1103,1,61,11,6,0
seelc101,1971,0,0,5,0,0,0,0,12,6,6,2,7,1,0.375,13.5,0,0,1,0,24,0,6,0,0,0
segud101,1971,10,8,26,21,5,0,0,439,122,51,13,63,81,0.229,3.14,4,2,4,1,608,0,59,8,1,0
selmd101,1971,0,2,17,0,0,0,1,74,21,9,2,8,15,0.231,3.28,0,2,2,0,102,9,9,1,0,0
sevea101,1971,2,5,59,0,0,0,8,210,77,27,4,30,31,0.292,3.47,10,6,2,1,308,30,30,9,3,0
shawd102,1971,7,2,45,0,0,0,2,153,45,15,1,31,19,0.237,2.65,6,3,1,0,227,18,19,2,3,0
shelj101,1971,3,11,40,15,3,1,0,360,123,47,10,49,47,0.267,3.53,5,2,3,1,524,11,56,7,5,0
shorc102,1971,7,14,31,26,5,2,1,519,182,74,22,63,95,0.274,3.85,2,6,3,0,745,3,85,13,1,0
siebs101,1971,16,10,32,32,12,4,0,706,220,76,20,60,131,0.245,2.91,5,4,3,0,975,0,84,7,7,0
simpw101,1971,4,7,22,21,1,0,0,352,106,62,9,77,61,0.244,4.76,5,9,3,0,528,1,66,10,3,0
singb101,1971,10,17,31,31,8,1,0,610,195,94,19,71,144,0.252,4.16,1,3,4,0,863,0,103,6,8,0
slatj001,1971,10,8,26,23,5,4,0,443,140,62,16,71,63,0.253,3.78,9,5,1,2,631,0,67,4,2,0
spins101,1971,1,0,5,3,1,0,0,88,22,12,2,13,26,0.21,3.68,0,1,1,0,121,0,12,2,0,0
splip001,1971,8,9,22,22,6,3,0,433,129,43,4,35,80,0.243,2.68,1,1,4,0,583,0,49,8,6,0
sprae101,1971,1,0,7,0,0,0,0,33,8,0,0,1,7,0.195,0,0,1,0,0,43,1,2,0,1,0
stepe101,1971,1,0,16,0,0,0,1,61,24,10,1,11,11,0.316,4.43,0,1,0,0,90,5,10,1,2,0
stonb101,1971,17,16,39,38,19,3,0,884,243,103,20,146,251,0.225,3.15,11,10,5,2,1243,1,112,11,3,0
stong102,1971,6,8,27,24,4,2,0,518,186,69,19,35,110,0.274,3.6,4,2,6,1,737,0,80,12,4,0
stons101,1971,5,9,24,19,2,2,0,332,110,51,9,55,63,0.259,4.15,4,2,3,1,485,1,56,3,0,0
stotm101,1971,16,12,35,35,19,7,0,809,234,86,16,69,132,0.233,2.87,6,5,4,0,1091,0,100,9,6,0
stram101,1971,0,0,6,0,0,0,0,38,10,4,1,8,7,0.217,2.84,0,1,0,0,55,3,4,1,0,0
strij104,1971,1,0,24,0,0,0,1,94,20,5,2,18,21,0.183,1.44,2,3,2,0,133,8,14,1,3,0
stroj102,1971,7,5,27,15,2,0,1,342,124,55,16,31,56,0.281,4.34,2,0,4,0,483,8,63,2,4,0
suttd001,1971,17,12,38,37,12,4,1,796,231,75,10,55,194,0.238,2.54,5,5,5,0,1059,1,85,18,9,0
tatuk101,1971,2,4,36,1,0,0,9,161,50,25,3,25,21,0.255,4.19,7,3,8,0,235,22,27,3,3,0
taylc101,1971,3,1,43,1,0,0,3,214,72,28,7,25,46,0.267,3.53,5,3,1,1,303,11,32,3,4,0
taylr101,1971,2,2,45,0,0,0,2,207,71,28,7,11,32,0.269,3.65,6,0,1,0,281,25,28,4,1,0
thomm102,1971,1,6,16,12,0,0,0,200,53,36,3,54,41,0.222,4.86,2,6,3,0,301,0,39,4,1,0
tianl101,1971,1,7,21,10,1,0,0,217,73,39,8,32,59,0.259,4.85,1,4,1,0,321,4,42,3,3,0
timmt101,1971,7,6,52,2,0,0,4,252,82,36,6,37,51,0.262,3.86,3,2,3,0,362,23,36,8,1,0
tompr101,1971,0,2,35,0,0,0,3,119,31,18,3,21,20,0.214,4.08,3,0,3,1,171,22,18,1,1,0
torrm001,1971,1,2,9,6,0,0,0,108,41,24,2,30,8,0.304,6,3,2,1,0,172,0,27,5,1,0
torrm001,1971,0,0,1,0,0,0,0,9,4,0,0,1,2,0.308,0,0,0,0,0,14,1,0,0,0,0
twitw101,1971,1,0,6,1,0,0,0,48,8,0,1,10,15,0.145,0,0,0,1,0,69,2,4,2,1,0
upshc101,1971,11,6,49,0,0,0,17,246,95,32,5,28,56,0.292,3.51,12,2,2,1,364,41,33,6,3,0
vancs101,1971,2,1,10,3,0,0,0,78,38,20,1,9,11,0.355,6.92,0,3,0,0,121,3,21,3,2,0
vealb101,1971,6,0,37,0,0,0,2,139,59,36,5,24,40,0.314,6.99,2,3,0,0,218,12,38,4,2,0
walkl101,1971,10,8,28,24,4,2,0,479,157,63,9,53,86,0.262,3.55,2,5,2,0,666,1,69,6,6,0
waslg101,1971,0,1,24,0,0,0,1,107,28,13,2,16,17,0.214,3.28,2,1,1,0,151,8,15,2,1,0
watte101,1971,3,1,35,0,0,0,11,119,39,8,1,8,26,0.26,1.82,1,5,0,0,162,26,12,3,1,0
weavf101,1971,0,1,21,0,0,0,0,82,33,22,3,18,12,0.32,7.24,6,1,1,0,128,8,22,3,3,0
whilj101,1971,0,2,7,0,0,0,1,24,10,5,0,2,6,0.323,5.63,0,0,0,0,35,2,5,2,0,0
wilcm001,1971,2,2,18,3,0,0,1,130,43,16,2,17,21,0.269,3.32,2,1,2,1,187,4,22,6,2,0
wilhh101,1971,0,0,3,0,0,0,0,7,6,4,2,1,1,0.5,15.43,0,0,0,0,13,0,5,0,0,0
wilhh101,1971,0,1,9,0,0,0,3,53,6,2,1,4,15,0.111,1.02,0,0,0,0,59,7,2,0,1,0
willc101,1971,5,6,31,9,1,0,0,271,92,48,7,41,53,0.267,4.78,8,1,2,0,398,8,53,4,6,0
wills102,1971,4,5,46,1,0,0,4,234,63,36,7,44,47,0.22,4.15,7,4,8,1,344,18,44,2,4,0
wills102,1971,3,0,10,0,0,0,0,38,13,2,0,2,8,0.265,1.42,1,1,2,0,55,4,2,1,1,0
willj102,1971,0,1,2,1,0,0,0,12,8,4,0,1,3,0.4,9,0,1,0,0,21,1,4,0,0,0
wilsb101,1971,4,6,38,0,0,0,7,176,39,20,4,22,40,0.188,3.07,4,5,1,0,237,26,20,4,2,0
wilsd102,1971,16,10,35,34,18,3,0,804,195,73,15,79,180,0.202,2.45,3,5,7,0,1067,0,80,10,8,0
wiser101,1971,17,14,38,37,17,4,0,817,261,87,20,70,155,0.254,2.88,5,7,4,0,1123,0,110,11,10,0
woodw103,1971,22,13,44,42,22,7,1,1002,272,71,21,62,210,0.222,1.91,2,6,7,0,1316,2,95,18,5,0
wrigc102,1971,16,17,37,37,10,2,0,830,225,92,17,82,135,0.226,2.99,10,7,3,0,1107,0,105,13,12,0
wrigk101,1971,3,6,21,12,1,1,1,234,66,32,6,47,56,0.23,3.69,0,3,3,0,344,3,34,7,0,0
wynnb102,1971,0,0,3,0,0,0,0,11,6,2,0,2,6,0.375,4.91,0,0,0,0,18,0,2,0,0,0
yorkj101,1971,5,5,53,0,0,0,3,280,70,30,7,44,103,0.203,2.89,7,4,3,0,399,21,32,5,3,0
younl101,1971,0,0,1,0,0,0,0,0,0,0,0,0,0,0.352112,7.86125,0,0,0,0,0,0,0,0,0,0
zachc101,1971,3,10,23,12,1,1,0,269,114,53,3,26,48,0.316,5.32,7,3,4,0,399,4,58,3,5,0
zeppb101,1971,1,1,16,4,0,0,2,95,41,18,2,17,15,0.328,5.12,3,1,3,0,150,4,20,2,3,0
abert101,1972,3,4,45,0,0,0,5,175,44,11,2,19,28,0.21,1.7,3,0,3,0,239,25,15,5,2,0
acosc101,1972,3,0,26,0,0,0,5,104,25,6,2,17,28,0.21,1.56,3,1,0,0,138,17,6,2,0,0
acose101,1972,3,6,46,2,0,0,0,267,105,44,7,30,53,0.302,4.45,7,5,3,1,394,20,49,8,5,0
akerj102,1972,0,0,4,0,0,0,0,18,5,2,0,3,1,0.238,3,0,1,1,0,26,4,2,1,0,0
akerj102,1972,6,6,48,0,0,0,17,201,65,22,4,23,36,0.259,2.96,5,1,5,0,289,39,31,7,3,0
alexd001,1972,6,8,35,9,2,2,2,319,78,29,5,30,49,0.203,2.45,8,7,1,1,423,16,36,5,2,0
allel101,1972,3,7,42,6,0,0,5,256,76,33,7,55,53,0.24,3.48,5,8,3,0,382,22,38,6,1,0
angen101,1972,2,1,21,0,0,0,2,48,13,4,1,12,16,0.228,2.25,1,2,1,0,70,5,4,0,0,0
arlis101,1972,10,21,38,37,12,3,0,750,217,100,19,122,159,0.237,3.6,15,15,9,1,1072,1,115,15,10,0
bahns101,1972,21,16,43,41,5,1,0,757,263,101,22,73,157,0.268,3.6,1,8,6,0,1075,1,107,8,8,0
barbs102,1972,0,0,5,0,0,0,0,47,18,10,1,6,6,0.29,5.74,0,2,1,1,71,4,10,1,1,0
barbs102,1972,4,4,34,3,0,0,2,174,37,13,4,30,34,0.188,2.02,11,1,1,0,236,17,16,7,1,0
barer101,1972,0,1,14,0,0,0,1,50,18,1,0,6,5,0.281,0.54,2,0,0,0,71,5,2,1,0,0
barrj101,1972,8,10,44,18,8,2,2,537,166,57,16,41,86,0.246,2.87,8,1,3,1,732,13,66,9,5,0
beenf101,1972,1,3,29,1,0,0,3,173,55,15,3,24,37,0.256,2.34,5,3,1,0,242,11,21,1,1,0
bellj101,1972,5,1,25,3,0,0,0,212,50,13,1,33,20,0.209,1.66,4,3,3,0,281,6,15,4,2,0
bibbj001,1972,1,3,6,6,0,0,0,121,29,15,4,19,28,0.206,3.35,4,2,1,0,166,0,18,4,1,0
billj101,1972,12,12,36,31,8,4,1,653,197,77,18,64,137,0.241,3.18,8,8,7,0,901,2,83,8,3,0
blasw101,1972,0,0,10,0,0,0,0,25,4,8,1,8,9,0.148,8.64,0,1,2,0,40,3,9,2,1,0
blasw101,1972,0,1,12,1,0,0,0,51,14,8,5,11,7,0.25,4.24,1,2,1,0,72,4,8,4,0,0
blass101,1972,19,8,33,32,11,2,0,749,227,69,18,84,117,0.246,2.49,8,6,4,1,1024,0,80,10,2,0
blats101,1972,0,0,1,0,0,0,0,12,2,0,0,0,4,0.143,0,0,0,0,0,14,1,0,0,0,0
bluev001,1972,6,10,25,23,5,4,0,453,117,47,11,48,111,0.215,2.8,3,2,1,0,606,0,55,7,6,0
blylb001,1972,17,17,39,38,11,3,0,862,247,87,22,69,228,0.233,2.73,7,7,10,1,1158,1,93,14,6,0
bolib101,1972,0,1,21,0,0,0,5,92,24,10,3,11,27,0.209,2.93,1,0,1,0,128,14,11,1,0,0
bonhb101,1972,1,1,19,4,0,0,4,173,56,20,4,25,49,0.26,3.12,2,2,1,0,245,8,22,4,0,0
borbp101,1972,8,3,62,2,0,0,11,366,115,43,5,32,48,0.254,3.17,11,3,3,0,501,26,45,7,6,0
bosmd101,1972,8,10,29,29,1,1,0,520,183,70,11,48,105,0.273,3.63,6,2,6,0,737,0,87,10,3,0
bradt102,1972,15,14,40,40,11,2,0,780,225,86,19,65,209,0.231,2.98,4,7,2,1,1056,0,94,13,2,0
branb102,1972,7,7,42,6,0,0,2,313,106,40,9,46,67,0.268,3.45,8,3,6,1,454,17,49,5,2,0
bretk101,1972,7,12,26,22,2,1,0,399,121,67,13,49,74,0.242,4.53,9,3,1,0,559,3,76,7,3,0
brewj102,1972,8,7,51,0,0,0,17,235,41,11,6,25,69,0.157,1.26,11,1,2,0,303,41,16,11,4,0
briln101,1972,14,11,28,27,9,2,0,587,185,67,14,43,120,0.249,3.08,8,2,1,0,802,1,83,8,8,0
brobp101,1972,5,12,39,25,3,2,1,529,153,84,14,85,133,0.237,4.29,3,14,13,0,760,4,93,5,12,0
bryar101,1972,14,7,35,28,11,4,0,642,176,69,20,77,107,0.224,2.9,5,8,2,2,879,1,81,8,8,0
burgt001,1972,6,2,51,0,0,0,9,166,67,26,0,33,18,0.313,4.23,6,0,1,0,260,30,32,8,4,0
busbs101,1972,3,1,5,5,3,0,0,120,28,7,1,8,31,0.2,1.58,0,0,0,0,153,0,9,2,3,0
butlb101,1972,0,0,6,2,0,0,0,35,9,2,1,10,6,0.22,1.54,0,0,0,0,52,1,3,1,0,0
cainl101,1972,0,3,5,5,0,0,0,71,18,10,2,16,16,0.209,3.8,0,0,0,0,103,0,12,0,1,0
caldm001,1972,7,11,42,20,4,2,2,491,183,73,10,49,102,0.282,4.01,14,5,4,0,714,10,92,9,4,0
caprb101,1972,3,2,14,6,0,0,0,159,50,27,7,27,45,0.253,4.58,1,1,0,0,227,2,27,1,1,0
carls001,1972,27,10,41,41,30,8,0,1039,257,76,17,87,310,0.206,1.97,8,8,1,2,1351,0,84,9,9,0
carrd104,1972,4,8,25,14,2,0,1,270,108,58,10,42,42,0.296,5.8,4,8,5,0,417,3,66,4,1,0
carrc103,1972,6,4,65,0,0,0,37,288,89,24,5,32,51,0.256,2.25,9,2,1,0,392,54,27,6,6,0
chamb101,1972,4,14,30,22,2,0,0,398,155,75,11,54,54,0.301,5.09,8,7,1,0,584,1,80,10,4,0
clarr104,1972,4,9,26,15,2,0,1,329,105,55,10,55,61,0.261,4.51,2,7,2,0,478,2,59,9,9,0
cleml101,1972,0,1,3,1,0,0,0,16,8,6,1,5,2,0.364,10.13,0,1,1,0,28,2,7,0,0,0
clevr101,1972,14,15,33,33,11,3,0,692,229,101,21,60,153,0.258,3.94,12,3,5,2,971,0,120,10,7,0
clont101,1972,0,2,17,0,0,0,0,78,29,15,2,19,11,0.293,5.19,3,0,1,0,122,4,17,1,2,0
closa101,1972,0,0,2,0,0,0,0,7,2,3,1,4,2,0.25,11.57,0,0,0,0,12,0,3,0,0,0
colbv101,1972,1,7,22,11,1,1,0,224,74,38,8,38,36,0.267,4.58,5,6,7,0,330,2,42,4,4,0
colbj101,1972,7,7,39,12,4,1,0,443,135,51,14,43,97,0.245,3.11,7,5,2,0,608,7,53,8,4,0
colej102,1972,19,14,40,39,9,3,0,840,216,87,23,110,222,0.214,2.8,7,9,9,0,1145,0,99,13,4,0
compc101,1972,0,0,1,0,0,0,0,6,2,2,0,2,0,0.286,9,0,0,0,0,9,0,2,0,0,0
corbr101,1972,8,9,31,19,5,3,0,485,135,47,12,53,83,0.23,2.62,3,2,6,0,657,5,56,8,3,0
corkm101,1972,6,9,47,9,2,1,6,420,125,55,14,62,108,0.24,3.54,9,5,4,2,603,18,61,10,6,0
cosgm101,1972,0,1,7,1,0,0,1,41,16,7,2,3,7,0.286,4.61,0,1,0,0,60,3,8,0,1,0
cox-c101,1972,3,5,35,4,0,0,4,196,73,32,7,26,27,0.277,4.41,7,2,1,0,296,12,41,3,2,0
cox-c101,1972,0,1,5,1,0,0,0,35,13,6,0,3,4,0.289,4.63,1,0,2,0,52,1,6,1,1,0
cuelm101,1972,18,12,35,35,17,4,0,745,197,71,21,71,132,0.22,2.57,4,3,0,0,989,0,78,18,4,0
culpr101,1972,5,8,16,16,4,1,0,315,104,52,8,53,52,0.26,4.46,3,2,3,1,467,0,60,6,5,0
culvg101,1972,6,2,45,0,0,0,2,292,73,33,7,43,82,0.212,3.05,3,2,5,0,401,16,33,6,3,0
cumbj101,1972,0,4,9,6,0,0,0,75,38,24,6,7,8,0.336,8.64,0,1,0,1,124,1,29,3,1,0
cumbj101,1972,1,1,14,1,0,0,0,65,23,16,6,7,7,0.291,6.65,0,1,0,0,91,3,17,3,2,0
curtj001,1972,11,8,26,21,8,3,0,463,161,64,8,50,106,0.271,3.73,6,6,0,0,652,2,69,6,2,0
dalcb101,1972,6,6,35,16,1,0,2,397,135,50,7,29,75,0.265,3.4,6,5,1,2,551,8,54,8,3,0
deckj101,1972,1,0,5,1,0,0,0,38,9,3,1,4,7,0.188,2.13,0,0,0,0,52,1,3,0,0,0
dierl101,1972,15,8,31,31,12,5,0,644,209,81,14,51,115,0.256,3.4,0,3,5,1,887,0,87,7,7,0
dobsp101,1972,16,18,38,36,13,3,0,805,220,79,13,69,161,0.224,2.65,7,6,4,0,1065,1,89,9,3,0
downa101,1972,9,9,31,30,7,4,0,608,196,67,13,67,117,0.254,2.98,2,2,7,1,868,1,81,15,7,0
downd101,1972,1,1,4,4,1,1,0,69,25,7,1,3,5,0.294,2.74,0,2,1,1,89,0,7,0,0,0
doylp101,1972,0,0,2,0,0,0,0,7,2,0,0,3,4,0.25,0,0,0,0,1,12,1,0,1,0,0
drabm101,1972,1,1,30,0,0,0,2,83,29,8,4,14,22,0.259,2.6,4,2,1,0,128,15,13,1,0,0
drabm101,1972,0,0,7,0,0,0,0,22,6,2,0,2,4,0.24,2.45,0,1,0,0,27,3,2,0,0,0
dragd101,1972,12,17,34,33,11,2,0,718,230,80,22,51,135,0.254,3.01,4,5,6,0,974,1,88,7,3,0
dukej101,1972,0,0,3,0,0,0,0,7,1,1,0,5,0,0.167,3.86,1,1,0,0,13,2,2,1,1,0
duket101,1972,0,1,7,0,0,0,1,33,11,2,1,0,8,0.262,1.64,0,1,1,0,43,3,3,0,0,0
dunns101,1972,6,4,16,16,1,0,0,315,98,38,16,43,52,0.248,3.26,8,2,0,1,441,0,39,2,1,0
durhd101,1972,2,7,10,8,1,0,0,143,42,23,1,22,35,0.24,4.34,5,2,0,0,207,0,28,6,4,0
ellid101,1972,15,7,25,25,4,1,0,490,156,49,6,33,96,0.253,2.7,4,2,3,0,663,0,60,5,5,0
farme101,1972,2,5,46,1,0,0,7,184,51,30,10,27,33,0.231,4.4,6,2,1,0,257,28,32,7,1,0
fingr001,1972,11,9,65,0,0,0,21,334,85,31,8,32,113,0.212,2.51,7,2,1,1,437,41,35,2,1,0
fishe102,1972,4,5,43,1,0,0,4,244,73,34,6,31,32,0.247,3.76,3,0,0,0,337,28,35,6,5,0
fishe102,1972,0,1,6,4,0,0,0,67,31,11,1,9,10,0.348,4.43,0,1,0,0,102,0,13,3,1,0
fitza101,1972,2,5,38,2,0,0,3,303,99,42,10,28,51,0.252,3.74,5,6,1,0,427,11,46,4,1,0
folkr101,1972,1,0,9,0,0,0,0,40,12,5,0,5,7,0.24,3.38,0,1,0,0,56,4,5,1,0,0
foorj101,1972,1,0,7,0,0,0,0,11,6,6,1,6,2,0.353,14.73,1,1,0,0,23,1,6,0,0,0
forsk001,1972,6,8,30,24,1,0,0,469,163,68,19,62,113,0.273,3.91,1,9,0,0,671,3,75,8,3,0
forst001,1972,6,5,62,0,0,0,29,300,75,25,0,44,104,0.208,2.25,3,5,3,0,419,45,31,7,5,0
fosta101,1972,0,1,8,0,0,0,0,38,12,7,3,6,11,0.245,4.97,0,1,2,0,58,1,8,1,0,0
fraik101,1972,1,0,4,0,0,0,0,9,3,1,1,1,1,0.25,3,0,1,0,0,13,0,1,0,0,0
freej104,1972,2,2,6,6,1,0,0,108,40,24,5,22,18,0.278,6,1,4,0,0,167,0,26,1,0,0
frisd101,1972,5,8,39,0,0,0,9,202,63,25,8,20,46,0.243,3.34,5,6,0,0,284,31,31,4,1,0
frymw101,1972,4,10,23,17,3,2,1,359,131,58,15,39,69,0.279,4.36,9,2,2,2,518,4,64,4,3,0
frymw101,1972,10,3,16,14,6,1,0,341,93,26,6,31,72,0.22,2.06,3,5,7,0,468,0,31,7,1,0
garbg001,1972,0,0,4,0,0,0,0,19,7,5,3,3,3,0.269,7.11,0,0,0,0,29,1,5,0,0,0
garcr102,1972,0,0,3,0,0,0,0,15,4,1,0,3,3,0.211,1.8,2,0,0,0,22,0,1,0,0,0
gardr101,1972,8,5,20,14,1,0,0,291,91,33,9,28,58,0.243,3.06,3,5,0,0,408,3,43,5,1,0
garmm101,1972,0,1,3,1,0,0,0,10,4,4,1,2,1,0.286,10.8,0,0,0,0,16,1,4,0,0,0
gebhb101,1972,0,1,13,0,0,0,1,63,36,20,3,13,13,0.371,8.57,2,1,2,0,116,4,29,2,2,0
geddj101,1972,0,0,5,1,0,0,0,31,12,8,1,10,3,0.293,6.97,0,0,1,0,52,3,9,0,0,0
gentg101,1972,7,10,32,26,3,0,0,492,153,73,20,75,120,0.25,4.01,5,6,6,0,712,3,82,11,8,0
gibbj102,1972,0,0,2,0,0,0,0,1,3,2,1,1,1,0.75,54,1,1,0,0,5,1,2,0,0,0
gibbj102,1972,0,0,9,0,0,0,0,22,13,8,2,5,4,0.394,9.82,2,0,1,1,41,4,9,2,0,0
gibsb101,1972,19,11,34,34,23,4,0,834,226,76,14,88,208,0.224,2.46,11,10,3,2,1119,0,83,10,7,0
gilbj103,1972,0,1,22,0,0,0,0,99,41,31,3,18,25,0.306,8.45,3,4,0,0,154,6,31,1,1,0
gilbb101,1972,0,0,2,0,0,0,0,15,10,9,1,4,2,0.476,16.2,0,0,0,0,27,0,9,0,2,0
giusd101,1972,7,4,54,0,0,0,22,224,59,16,3,20,54,0.219,1.93,6,3,0,0,295,44,18,3,3,0
gladf102,1972,5,6,42,0,0,0,14,146,38,15,1,12,18,0.222,2.77,5,3,2,0,190,32,16,3,2,0
gogob101,1972,4,11,36,21,2,1,2,452,136,71,9,58,95,0.239,4.24,9,7,6,0,640,6,74,5,3,0
goltd101,1972,3,3,15,11,2,0,1,273,75,27,5,26,38,0.224,2.67,3,1,0,1,368,2,30,5,2,0
gossr001,1972,7,1,36,1,0,0,2,240,72,38,2,44,57,0.247,4.28,3,7,4,0,352,7,44,10,2,0
gowel101,1972,0,1,2,1,0,0,0,21,3,1,0,2,7,0.143,1.29,0,0,0,0,24,0,1,0,1,0
granw101,1972,4,6,63,0,0,0,19,269,83,30,7,28,45,0.243,3.01,6,0,2,0,378,40,42,5,1,0
greib101,1972,5,16,34,22,2,1,2,376,143,78,18,47,91,0.287,5.6,4,2,8,2,568,6,86,7,7,0
grift101,1972,5,4,39,5,1,1,3,283,92,34,7,38,83,0.258,3.24,5,5,3,0,409,10,39,9,2,0
grimr101,1972,14,8,30,28,4,1,1,593,194,67,18,50,79,0.26,3.05,8,3,0,0,813,2,73,14,4,0
grzej101,1972,1,0,30,0,0,0,0,105,46,22,1,17,15,0.326,5.66,8,3,3,0,165,16,24,4,0,0
gulld101,1972,9,10,31,16,2,0,2,404,127,59,15,43,96,0.25,3.94,5,1,1,1,559,6,61,5,1,0
gural001,1972,0,0,7,0,0,0,0,37,11,5,3,3,13,0.25,3.65,1,1,0,0,49,2,5,2,0,0
guzms101,1972,0,0,1,0,0,0,0,3,1,1,1,0,0,0.25,9,0,0,0,0,4,1,1,0,0,0
hallt101,1972,10,1,47,7,1,1,8,373,77,36,13,56,134,0.173,2.61,1,1,2,0,509,20,43,5,2,0
hamid101,1972,6,6,25,14,1,0,0,304,94,33,7,31,55,0.249,2.93,2,0,1,0,419,3,34,5,4,0
hamis101,1972,1,0,22,0,0,0,0,51,24,9,1,8,13,0.333,4.76,3,1,1,0,84,12,9,1,2,0
handr101,1972,10,14,30,28,2,1,0,512,139,63,12,103,109,0.226,3.32,8,2,3,0,744,1,66,15,8,0
handb101,1972,11,8,32,28,6,3,0,567,168,63,12,47,96,0.237,3,7,1,2,1,770,3,73,8,4,0
hardj101,1972,5,2,26,9,1,0,2,239,93,39,11,24,25,0.287,4.41,4,4,2,0,356,4,47,3,3,0
hargs101,1972,0,3,12,1,0,0,0,60,23,13,1,15,10,0.291,5.85,2,1,0,0,97,2,16,0,3,0
harrr102,1972,3,4,39,2,0,0,4,282,68,24,2,34,62,0.209,2.3,9,8,4,0,372,14,24,8,1,0
hedlm101,1972,5,7,29,16,1,0,0,339,119,60,10,41,52,0.275,4.78,1,2,4,1,488,4,67,7,3,0
hennp102,1972,5,3,38,1,0,0,6,202,54,20,8,18,44,0.226,2.67,4,4,2,0,267,23,20,4,4,0
hernr102,1972,5,0,53,0,0,0,14,210,50,13,3,22,47,0.194,1.67,2,1,3,0,285,31,14,1,1,0
higgd101,1972,1,2,15,1,0,0,1,68,19,10,0,22,20,0.226,3.97,0,2,0,0,107,7,14,1,0,0
hilgt101,1972,3,1,19,5,1,0,0,141,51,14,4,21,25,0.283,2.68,7,1,2,0,207,6,16,2,2,0
hillj101,1972,1,2,24,3,1,0,3,133,39,10,4,13,26,0.232,2.03,2,2,3,0,186,8,13,2,0,0
hintr101,1972,1,0,7,3,0,0,0,50,20,9,2,8,13,0.299,4.86,2,4,0,0,79,2,11,2,2,0
hintr101,1972,0,1,5,0,0,0,0,34,7,3,1,10,4,0.171,2.38,1,0,0,0,52,0,10,0,1,0
hoerj101,1972,0,2,15,0,0,0,3,65,21,5,2,5,12,0.259,2.08,5,1,1,0,92,8,6,1,4,0
hoerj101,1972,1,3,25,0,0,0,2,70,34,17,4,8,19,0.351,6.56,2,2,1,1,111,12,18,2,3,0
holdf101,1972,0,1,2,2,0,0,0,21,13,10,0,2,5,0.419,12.86,0,1,0,0,34,0,10,0,1,0
holtk101,1972,19,11,39,37,16,4,0,796,232,74,23,52,134,0.236,2.51,6,4,4,0,1058,0,83,13,8,0
hootb001,1972,11,14,33,31,9,3,0,655,201,68,13,81,132,0.246,2.8,7,8,1,0,916,1,78,13,4,0
horlj101,1972,3,4,32,6,0,0,1,252,74,28,3,20,58,0.236,3,4,4,4,0,339,6,33,2,0,0
hougc001,1972,0,0,2,0,0,0,0,8,2,1,0,2,4,0.2,3.38,0,0,1,0,13,2,1,0,0,0
houst101,1972,0,0,8,0,0,0,2,28,7,3,1,6,7,0.226,2.89,0,0,1,0,38,5,3,0,0,0
hraba101,1972,1,0,5,0,0,0,0,21,2,0,0,3,9,0.087,0,0,1,0,0,27,2,0,0,1,0
hudsc101,1972,1,0,12,0,0,0,0,37,10,7,0,7,4,0.233,5.11,0,0,1,0,54,6,8,3,0,0
huntj101,1972,21,7,38,37,16,5,0,886,200,67,21,70,191,0.189,2.04,6,3,3,0,1148,1,74,15,4,0
jackg101,1972,1,1,32,0,0,0,8,123,33,12,1,9,34,0.217,2.63,0,0,0,0,161,23,14,0,0,0
jackm101,1972,1,2,7,3,0,0,0,59,24,14,0,14,15,0.32,6.41,1,1,0,0,92,0,14,2,1,0
janej101,1972,0,1,4,1,0,0,0,38,11,4,0,7,7,0.229,2.84,0,1,0,0,58,0,5,2,1,0
jarvp101,1972,11,7,37,6,0,0,2,296,94,45,7,44,56,0.26,4.1,7,5,0,1,423,17,50,13,5,0
jastl101,1972,1,1,5,1,0,0,0,37,12,7,4,8,6,0.267,5.11,0,1,0,0,53,1,7,0,0,0
