retroID,BAOpp,ERA,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
faulj101,0.4167,29.4167,10,8,43,10,3,0,3,382,146,53,6,47,34,0,1,4,1,567,20,68,0,0,0
fausb101,0.29,5.91,0,0,2,0,0,0,0,32,13,7,0,7,3,0,1,2,0,54,0,8,0,0,0
fearv101,0.29,7.88,0,0,4,0,0,0,0,24,9,7,1,3,4,0,2,1,0,36,1,7,0,0,0
fedde001,0.3157,6.4767,6,7,35,26,0,0,0,431,161,86,24,63,102,5,1,3,1,627,3,86,7,4,23
fedet001,0.5,9,0,0,1,0,0,0,0,3,3,1,1,0,0,0,0,0,0,6,1,1,0,0,0
feier001,0.3414,7.342,2,12,33,20,1,0,0,357,170,97,22,47,72,3,7,5,2,557,3,97,3,4,7
feldh101,0.2933,6.145,35,35,143,78,22,6,3,1998,671,281,45,300,254,0,12,8,0,2936,28,335,0,0,0
felds001,0.2694,4.398,78,84,342,204,5,3,0,4159,1441,682,161,439,882,24,50,63,9,5936,45,753,30,52,143
felim001,0.2492,5.518,17,9,203,1,0,0,0,675,210,124,37,98,300,2,16,6,3,982,47,131,1,10,10
felin001,0.2194,3.5291,21,19,357,7,1,0,107,1168,288,151,45,154,363,11,16,14,1,1582,203,159,9,6,36
felip002,0.2592,3.9756,22,21,484,0,0,0,4,1151,363,142,30,165,350,28,12,22,3,1667,80,157,14,12,47
fellb101,0.2294,3.3822,266,162,570,484,279,44,21,11481,3271,1384,224,1764,2581,6,75,60,13,16180,52,1557,0,0,0
feltt101,0.254,13.155,0,16,55,10,0,0,3,415,123,85,21,87,108,9,2,5,2,616,21,95,5,6,6
fennh101,0.45,7.71,0,0,2,1,0,0,0,21,14,6,0,3,1,0,0,0,0,34,1,6,0,0,0
feres101,0.28,4.14,5,13,53,9,2,0,0,471,176,73,5,59,51,0,4,3,0,697,19,91,0,0,0
ferga101,0.3258,7.7258,61,85,256,166,62,2,10,3720,1453,675,68,480,396,0,14,45,5,5570,52,772,0,0,0
fergb102,0.35,9,0,3,9,2,0,0,1,48,24,16,3,10,9,0,0,2,0,82,6,17,0,0,0
fergc001,0.232,4.165,8,4,75,5,0,0,2,281,82,43,15,39,113,3,2,9,1,406,12,47,1,3,6
fermr001,0.5,13.5,0,0,1,0,0,0,0,4,4,2,0,1,0,0,1,0,0,9,1,2,0,0,0
ferna001,0.2574,3.792,107,87,263,261,33,10,0,5281,1693,731,190,552,1252,29,38,35,2,7370,1,804,60,49,141
fernj002,0.387,15.352,4,7,37,17,0,0,0,326,126,61,10,48,61,3,7,7,0,494,10,70,4,4,5
fernj003,0.2108,2.6025,38,17,76,76,0,0,0,1414,357,135,31,140,589,12,16,13,3,1888,0,150,10,13,31
fernj005,0.3095,11.64,0,0,17,0,0,0,0,42,16,14,3,9,8,1,0,1,0,68,1,15,0,1,0
fernj006,0.205,5.4,0,1,13,0,0,0,0,35,9,7,2,6,16,0,2,4,0,54,5,7,0,0,1
ferno001,0.2885,5.025,19,26,76,67,3,0,0,1161,439,212,43,136,208,11,9,12,4,1709,3,229,21,12,43
ferns001,0.2199,3.7738,114,96,307,300,25,9,1,5600,1421,696,191,715,1743,33,22,41,19,7668,2,749,62,57,73
ferra001,0.267,6.75,0,0,4,0,0,0,0,12,4,3,1,5,1,1,1,1,0,21,1,3,0,0,1
ferrb101,0.2855,3.685,0,2,7,3,0,0,0,64,28,11,3,12,6,1,2,0,0,101,1,15,1,0,2
ferrb102,0.26,5.14,1,2,3,2,0,0,0,21,7,4,0,5,0,0,1,0,0,33,1,5,0,0,0
ferrd101,0.31,6.255,65,30,144,103,67,12,8,2640,914,356,42,314,296,0,11,25,2,3753,24,392,0,0,0
ferrd102,0.2622,5.8044,19,36,183,50,12,2,5,1520,449,225,39,295,350,13,17,7,0,2205,49,249,0,0,0
ferrj001,0.331,6.55,0,0,20,0,0,0,0,62,29,15,5,9,12,1,0,0,0,99,6,15,0,2,1
ferrt001,0.273,7.94,0,0,2,0,0,0,0,17,6,5,0,2,5,0,0,0,0,24,1,5,0,0,1
ferrt101,0.2617,3.7833,40,40,323,7,4,1,56,2022,654,260,44,227,245,0,9,1,2,2834,210,306,0,0,0
ferrw101,0.2918,5.9553,193,128,374,323,227,17,13,7869,2845,1177,132,1040,985,0,35,23,6,11568,43,1382,0,0,0
festm001,0.296,3.9,0,2,28,1,0,0,0,92,33,16,5,14,25,1,3,3,0,141,10,17,1,2,1
fettl101,0.2783,3.3817,41,40,109,97,51,14,1,2073,658,242,24,248,194,0,7,11,1,2905,9,283,0,0,0
fettm001,0.2578,4.28,31,41,620,6,0,0,100,2150,699,307,62,351,518,39,57,31,4,3140,292,360,31,28,81
fickc001,0.3575,4.85,0,1,20,0,0,0,0,74,27,12,4,18,17,4,4,2,1,116,3,14,3,2,4
fickj101,0.15,3.38,0,0,4,0,0,0,0,16,3,2,0,3,2,0,0,1,0,24,1,2,0,0,0
fidrm101,0.2794,4.758,29,19,58,56,34,5,0,1237,397,142,23,99,170,9,10,6,0,1695,2,163,22,10,43
fiebc101,0.27,1.69,1,0,3,0,0,0,0,16,6,1,0,3,1,0,0,0,0,25,2,1,0,0,0
fielj002,0.2373,3.9557,17,12,288,0,0,0,13,829,231,114,30,91,312,14,2,5,1,1135,86,121,3,8,12
fielj003,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0
fieln001,0.3383,9.6433,4,5,89,0,0,0,3,263,92,50,13,47,72,7,6,3,0,396,35,54,2,3,7
fienc001,0.3007,6.919,17,18,303,0,0,0,1,867,286,142,47,61,251,12,5,1,0,1198,66,147,11,13,14
fierm001,0.25,3.7409,69,59,205,186,2,2,0,3248,1039,483,171,320,953,7,59,45,2,4550,8,515,21,28,63
fifed101,0.3435,10.855,3,2,14,7,1,0,0,169,64,34,2,33,21,0,6,4,0,264,2,37,2,1,4
fifes001,0.2797,4.1867,4,6,18,16,0,0,0,273,101,37,12,33,70,2,10,8,0,400,0,41,7,2,6
figaa001,0.299,6.1275,5,8,52,9,0,0,1,343,129,64,21,34,83,4,7,2,1,506,17,73,6,5,11
figue101,0.2814,4.2856,80,67,200,179,63,12,1,3929,1299,511,90,443,571,16,25,19,5,5523,9,571,47,43,114
figun001,0.2726,4.95,20,35,145,65,1,1,1,1497,525,252,66,203,337,21,22,26,0,2207,18,273,33,18,33
figup001,0.298,6.44,2,1,34,0,0,0,0,101,32,16,5,21,20,1,2,2,0,149,8,20,0,1,7
fikaj001,0.238,4.155,7,10,121,0,0,0,0,409,129,68,24,63,116,14,7,7,1,600,27,80,7,3,15
fileb001,0.3407,8.9933,6,4,89,0,0,0,0,334,110,52,10,43,55,10,3,9,0,473,27,54,4,5,20
filet001,0.2643,4.2733,22,17,67,51,2,1,0,922,314,145,29,107,115,9,11,5,1,1299,2,155,13,8,36
filld101,0.3167,5.01,40,62,178,96,48,6,5,2772,1029,383,32,253,224,0,6,9,1,3958,53,471,0,0,0
fillh001,0.2815,6.16,4,4,29,16,0,0,0,314,106,59,17,44,72,0,4,5,1,453,4,61,0,7,12
fillm101,0.66,27,0,0,1,0,0,0,0,1,2,1,0,0,0,0,1,0,0,3,0,1,0,0,0
filsp001,0.2919,5.12,15,18,148,34,1,0,4,1175,398,182,51,150,187,13,5,8,7,1714,43,198,15,10,14
fincj101,0.289,4.87,0,3,15,7,0,0,0,172,65,31,5,25,25,3,2,1,0,253,5,31,1,1,7
finet101,0.31,6.8,1,3,23,7,1,0,0,218,94,55,6,44,16,0,1,1,0,349,3,62,0,0,0
fingr001,0.2541,4.3147,114,118,944,37,4,2,341,5104,1474,549,123,492,1299,109,40,39,7,6942,709,615,78,64,75
finkh101,0.28,6.21,10,20,67,30,10,0,4,853,322,165,24,123,73,0,4,2,2,1275,22,188,0,0,0
finlc001,0.2554,3.9283,200,173,524,467,63,15,0,9592,3069,1366,304,1332,2610,36,130,76,22,13638,24,1517,104,85,305
finls001,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,1,0,4,1,0,0,0,1
finnb001,0.234,3.9933,16,18,67,44,1,0,0,782,229,119,43,134,230,4,8,5,2,1121,4,132,8,9,26
finng001,0.304,5.94,0,4,8,8,0,0,0,109,45,24,4,15,17,0,0,3,0,167,0,27,0,1,5
fiort001,0.263,5.628,12,6,87,2,0,0,0,455,136,74,18,76,94,7,7,11,0,661,29,79,6,5,12
fires001,0.3178,3.2667,3,1,31,5,0,0,0,215,93,27,3,19,27,2,2,1,1,308,10,31,1,1,11
fiscb101,0.3246,6.1262,45,58,281,78,16,2,13,2494,936,401,86,210,313,29,20,12,2,3563,95,439,0,0,0
fiscc101,0.32,7.126,46,50,191,105,31,3,11,2469,900,423,53,372,376,0,20,11,6,3678,45,473,0,0,0
fisch101,0.275,4.245,30,39,168,77,14,5,7,1640,587,257,60,174,369,17,24,17,1,2367,27,310,0,0,0
fiscj001,0.4,11.03,0,1,6,2,0,0,0,51,28,18,4,5,8,0,3,0,0,83,0,19,2,2,1
fiscr101,0.272,4.836,16,34,108,41,7,1,4,1148,416,217,20,222,136,0,6,9,0,1754,29,242,0,0,0
fisct001,0.286,4.24,0,0,9,0,0,0,0,51,18,8,4,8,7,2,0,0,1,73,5,8,1,1,4
fishb001,0.2863,5.1586,36,34,222,65,7,4,23,1920,638,312,70,252,370,21,12,11,8,2758,61,341,26,21,47
fishc001,0.2603,4.87,2,5,74,0,0,0,0,296,97,52,8,55,86,5,9,3,0,436,30,55,4,2,10
fishc101,0.565,11.66,0,1,4,0,0,0,0,23,13,10,0,8,1,0,0,0,0,41,2,10,0,0,0
fishd101,0.19,2,1,0,2,1,1,1,0,54,12,4,0,7,4,0,0,2,0,74,1,4,0,0,0
fishe102,0.2417,3.5772,85,70,690,63,7,2,81,4616,1398,583,149,438,812,38,53,27,1,6340,344,659,15,14,9
fishf101,0.66,108,0,0,1,0,0,0,0,1,2,4,0,2,1,0,0,0,0,5,0,4,0,0,0
fishh101,0.26,6.87,1,2,8,3,0,0,0,55,17,14,4,13,5,0,1,2,0,83,4,14,0,0,0
fishj101,0.2645,4.0973,86,139,400,265,62,9,9,5927,2061,891,193,605,1017,39,56,52,4,8452,65,1024,0,0,0
fishm101,0.38,6.75,0,0,1,0,0,0,0,8,5,2,1,2,1,0,0,0,0,15,0,2,0,0,0
fishr101,0.23,2.45,24,16,59,42,22,6,2,1126,330,103,10,88,97,0,2,9,1,1528,11,141,0,0,0
fisht101,0.18,0,0,0,2,0,0,0,0,10,2,0,0,2,1,0,0,0,0,13,1,0,0,0,0
fistd001,0.2616,3.7364,83,92,242,226,8,2,1,4267,1456,588,140,332,970,14,39,72,5,5976,6,655,27,34,141
fitza101,0.2645,3.8382,77,59,288,159,36,11,7,3831,1284,518,83,433,458,47,62,11,3,5385,49,573,55,38,105
fitzb001,0.344,8.53,0,0,6,0,0,0,0,19,11,6,2,2,3,0,0,1,0,36,3,8,0,1,0
fitzf101,0.2705,4.1565,217,146,513,426,186,29,13,9671,3335,1257,186,846,870,0,58,33,3,13570,64,1505,0,0,0
fitzj104,0.11,3,0,0,1,1,0,0,0,9,1,1,1,1,3,0,0,0,0,10,0,1,0,0,0
fitzp101,0.31,4.5,0,0,1,0,0,0,0,12,5,2,0,3,1,0,0,0,0,19,0,2,0,0,0
flahj002,0.225,4.14,19,19,67,66,0,0,0,1106,266,131,49,124,433,6,12,19,0,1481,0,136,5,6,31
flahr001,0.429,18,0,0,1,0,0,0,0,3,3,2,1,0,0,0,0,0,0,7,1,2,0,0,0
flanm001,0.2703,4.0689,167,143,526,404,101,19,4,8310,2806,1199,251,890,1491,41,84,41,12,11684,49,1301,110,76,301
flanr101,0.28,11,0,1,3,1,0,0,0,27,11,11,1,8,2,0,1,0,0,48,0,12,0,0,0
flant101,0.35,4.5,0,0,3,0,0,0,0,8,3,1,1,2,0,0,0,0,0,12,2,1,0,0,0
flany001,0.3447,7.4,3,9,37,20,0,0,0,393,136,75,19,44,77,6,1,3,1,557,4,76,11,5,21
flavj101,0.5,13.5,0,1,5,1,0,0,0,14,11,7,0,3,5,1,1,0,0,27,0,7,0,0,0
flemb101,0.2667,4.5767,16,21,123,40,14,3,3,1326,443,186,27,193,167,0,11,10,0,1946,37,220,0,0,0
flemd001,0.2775,5.3317,38,32,116,97,9,5,0,1831,669,317,67,248,303,17,20,16,1,2691,6,346,14,17,47
flenh001,0.3213,6.1667,3,3,29,12,0,0,0,284,115,58,12,43,55,2,4,1,0,436,4,62,0,5,9
fletp001,0.3183,8.55,1,0,12,0,0,0,0,45,21,11,2,10,10,2,3,1,0,75,1,11,1,1,2
flett101,0.25,0,0,0,1,0,0,0,0,6,2,0,0,2,1,0,1,0,0,10,1,0,0,0,0
fletv101,0.26,3,0,0,9,0,0,0,0,36,13,4,1,2,4,1,0,0,0,54,6,10,0,0,0
flexc001,0.3377,9.0867,3,11,27,11,0,0,0,204,91,61,14,54,49,3,2,3,0,343,7,69,1,3,7
flinj101,0.2625,3.3125,5,2,42,1,0,0,2,207,70,32,7,37,36,6,3,0,0,312,20,41,2,4,7
flith101,0.42,8.1,0,0,3,0,0,0,0,10,6,3,0,2,1,0,1,0,0,17,0,4,0,0,0
flohm101,0.29,5.87,0,2,14,3,0,0,0,92,34,20,3,33,6,0,4,1,0,153,7,21,0,0,0
florb001,0.2675,4.907,20,24,261,29,0,0,2,1481,500,245,46,243,395,30,35,20,4,2187,67,285,19,16,59
flord001,0.34,1.5,3,0,14,0,0,0,0,36,17,2,0,6,5,0,0,0,0,57,3,3,1,0,2
flord002,0.283,3.862,11,7,119,0,0,0,0,406,141,52,9,44,120,12,4,4,2,589,30,57,5,5,12
florj101,0.2414,3.2514,44,59,176,113,46,11,6,2919,904,344,49,306,352,0,5,15,2,4056,39,394,0,0,0
flork002,0.207,2.485,1,2,8,2,0,0,0,47,17,7,0,7,10,1,0,1,0,70,3,8,0,1,2
florp001,0.143,9,0,0,2,0,0,0,0,6,1,2,1,1,0,0,0,0,0,8,2,2,0,0,0
florr001,0.3074,4.767,11,5,350,3,0,0,4,750,290,128,29,106,202,11,11,15,0,1141,55,146,14,12,24
florr002,0.2417,2.65,1,4,53,0,0,0,1,168,52,19,6,22,41,7,2,0,0,237,19,20,0,3,6
flowb101,0.2717,4.355,3,7,76,13,1,1,3,505,190,84,18,54,86,2,4,2,0,735,31,93,0,0,0
floww101,0.31,5.61,2,2,14,3,0,0,0,115,49,23,5,23,11,0,1,4,0,189,3,27,0,0,0
floyg001,0.26,4.7169,74,76,243,196,5,1,0,3750,1239,607,160,415,985,25,64,66,3,5344,17,664,32,36,132
flynb001,0.3243,5.5367,6,12,102,7,0,0,1,563,205,92,16,91,134,5,19,7,1,827,24,99,10,5,39
flyts101,0.3,13.04,0,0,17,3,0,0,0,118,49,57,4,61,14,0,16,3,1,229,9,63,0,0,0
fodgg101,0.29,4.76,1,1,16,4,1,0,0,119,47,21,5,11,15,3,1,0,0,175,7,22,0,0,0
foggj001,0.2706,4.7867,62,69,243,194,2,1,0,3477,1293,648,165,397,627,54,20,58,2,5081,17,702,43,35,122
folet001,0.5,27,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,1,1,0,0,0
folkr101,0.2607,4.3071,19,23,195,28,5,0,7,1269,416,193,40,170,242,30,22,8,5,1832,48,207,26,17,32
foltm001,0.2652,4.5833,44,41,137,117,2,1,0,2048,668,324,98,235,652,9,35,28,4,2935,10,351,25,14,41
fonsl101,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
fontj001,0.32,6.33,0,7,8,8,0,0,0,128,56,30,5,20,24,1,6,5,0,204,0,34,3,1,6
fontr001,0.2952,5.016,25,26,145,62,3,1,2,1481,551,221,42,153,216,11,13,6,5,2112,24,253,25,7,79
fontw001,0.2523,7.6011,6,8,75,22,0,0,0,406,132,80,31,55,135,3,4,4,1,587,18,80,0,2,8
foorj101,0.3463,10.91,1,0,13,0,0,0,0,18,10,8,1,11,5,2,1,0,0,40,2,8,0,0,0
foppj001,0.2653,3.42,8,9,27,23,0,0,0,367,115,68,18,82,109,4,12,4,1,557,0,76,5,11,9
fordb002,0.299,8.4267,1,2,31,2,0,0,0,135,52,39,7,20,23,0,1,7,0,208,7,40,1,1,10
fordd101,0.2562,3.2225,5,6,51,8,1,0,3,464,160,69,15,32,46,4,6,2,0,635,19,74,9,3,16
fordg102,0.3,7.395,0,0,5,0,0,0,0,48,23,17,1,12,2,0,2,0,0,82,4,17,0,0,0
fordm001,0.264,4.33,0,3,25,4,0,0,0,131,46,21,5,21,26,0,0,1,0,197,12,23,0,1,2
fordm002,0.5,22.5,0,0,1,0,0,0,0,6,6,5,2,0,1,0,0,0,0,12,1,5,0,0,0
fordt001,0.2725,6.49,1,3,36,6,0,0,0,196,68,48,9,52,33,2,1,2,0,306,6,49,2,3,5
fordw101,0.2312,2.6725,236,106,498,438,156,45,10,9511,2766,967,228,1086,1956,44,75,28,5,13036,35,1107,0,0,0
fordw102,0.327,5.51,1,2,4,2,1,0,0,49,17,10,3,8,4,0,0,1,1,72,1,10,1,1,2
fordw103,0.3521,7.8612,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,3,0,2,0,0,0
foreh101,0.295,2.965,0,0,6,0,0,0,0,34,10,4,0,9,4,0,0,0,0,49,3,6,0,0,0
forne001,0.282,4.66,0,0,8,0,0,0,0,29,11,5,0,1,3,0,0,1,0,42,6,6,0,1,1
fornm101,0.256,4.0907,63,64,432,76,20,4,55,3470,1165,509,98,421,576,32,34,32,2,4983,195,567,0,0,0
forsb001,0.2681,4.0318,168,136,498,422,67,19,3,8384,2777,1169,216,832,1133,84,93,45,18,11715,19,1319,106,101,270
forsk001,0.2618,3.6644,114,113,521,241,70,18,51,6382,2071,796,155,586,1047,68,43,47,7,8852,177,881,90,56,162
forss001,0.23,7.88,0,1,42,0,0,0,0,96,28,28,5,25,23,1,2,2,0,154,10,31,2,3,0
forst001,0.254,3.2756,54,65,614,39,5,0,127,3317,1034,397,51,457,791,63,46,24,4,4700,318,454,71,34,100
fortb001,0.3423,11.5133,2,0,20,0,0,0,1,87,31,20,5,17,25,0,2,1,0,130,6,20,0,0,6
fortg101,0.28,5.83,0,2,14,3,1,0,0,125,46,27,0,23,10,0,4,0,1,189,9,32,0,0,0
fortt001,0.2457,4.99,3,4,76,5,1,1,1,331,99,62,14,52,84,2,11,3,6,472,25,62,4,4,5
fosnj101,0.245,7.705,3,4,36,0,0,0,2,172,46,36,10,33,44,2,3,1,0,256,15,42,0,0,0
fossc001,0.2793,5.1456,40,53,237,120,0,0,2,2358,873,476,114,319,607,14,28,63,5,3537,35,535,18,27,65
fossl101,0.315,5.25,1,2,8,4,0,0,0,81,32,16,5,18,12,0,0,3,0,127,2,17,0,0,0
fosst001,0.3132,6.5929,17,24,567,0,0,0,7,1247,434,180,39,180,324,36,11,10,4,1842,149,211,27,9,42
fosta101,0.2392,3.431,48,63,217,148,26,6,0,3076,988,426,99,383,501,28,26,21,2,4364,20,481,38,26,43
fostj001,0.28,6.5533,7,2,90,0,0,0,1,182,63,33,11,33,54,2,2,4,0,277,12,34,3,1,3
fostk001,0.3171,7.9843,32,30,100,83,2,0,0,1529,500,275,88,220,417,12,11,14,3,2205,5,294,19,21,24
fostk002,0.231,2.7,0,0,7,0,0,0,0,30,9,3,1,8,8,0,0,0,0,47,0,4,0,0,1
fostl102,0.36,13.5,0,0,1,0,0,0,0,6,4,3,0,1,1,0,0,0,0,12,0,3,0,0,0
fosts001,0.2177,2.1867,3,3,59,1,0,0,2,269,82,24,6,22,61,3,1,1,0,367,19,29,6,2,7
foucs101,0.2803,3.3871,35,36,277,0,0,0,52,1490,458,177,41,190,307,40,10,17,1,2101,198,213,40,22,47
foulk001,0.2334,3.7358,41,37,619,8,0,0,191,2360,652,291,94,194,718,24,14,44,2,3201,406,300,25,18,44
fourj101,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
fowla001,0.2985,7.095,4,2,23,15,1,0,0,276,119,56,16,28,55,3,4,5,3,420,2,62,4,8,1
fowla101,0.2589,4.7467,54,51,362,90,25,4,32,3072,1039,458,99,308,539,31,16,9,1,4325,134,505,0,0,0
fowld101,0.277,4.531,66,79,221,170,75,11,4,3909,1367,595,96,578,382,0,12,19,1,5680,36,685,0,0,0
fowlj101,0.22,4.41,1,1,13,3,0,0,0,98,28,16,0,18,5,0,1,2,0,147,6,21,0,0,0
fox-c001,0.2877,16.9318,10,12,219,0,0,0,6,684,197,96,22,134,262,12,24,9,2,1015,50,103,15,7,14
fox-h101,0.2856,5.3722,43,72,248,132,42,5,6,3325,1174,533,71,435,342,0,17,17,2,4810,63,611,0,0,0
fox-m001,0.3555,6.99,0,0,4,1,0,0,0,22,8,4,0,2,0,0,1,0,0,31,1,4,0,2,1
fox-t101,0.245,3.4962,29,19,248,0,0,0,59,1191,379,132,34,124,185,23,6,12,1,1664,145,149,0,0,0
foxxj101,0.085,0.795,1,0,10,2,0,0,0,71,13,4,0,14,11,0,0,1,0,97,8,4,0,0,0
foytp101,0.2642,6.125,86,87,312,193,63,7,7,4494,1381,689,176,662,827,35,34,15,8,6406,55,757,0,0,0
fraik101,0.2734,3.336,10,16,116,19,1,0,2,655,252,96,19,82,136,12,10,4,0,972,24,116,9,7,17
frane001,0.211,3.38,0,0,5,0,0,0,0,16,4,2,1,1,4,0,0,0,0,20,2,2,0,0,1
frane101,0.2617,4.5667,16,23,103,52,5,1,0,1217,398,170,21,181,263,30,16,9,1,1757,13,203,0,0,0
franf001,0.2449,4.912,20,22,391,0,0,0,73,1159,344,172,41,172,426,14,28,8,3,1667,185,181,12,7,15
franf101,0.2721,4.0707,106,97,402,216,81,10,12,5664,2033,822,111,701,622,0,32,43,6,8287,115,969,0,0,0
franj001,0.254,3.1338,90,87,1119,0,0,0,424,3737,1166,400,81,495,975,78,54,22,9,5312,774,466,82,31,116
franj003,0.2836,5.3008,72,82,254,217,3,2,1,3873,1477,713,161,384,869,48,21,50,2,5645,18,746,56,46,116
franj004,0.167,9,0,0,1,0,0,0,0,6,1,2,1,3,1,0,0,1,0,11,1,2,0,1,0
franj101,0.25,6.35,0,1,3,1,0,0,0,17,5,4,3,4,4,0,0,0,0,27,1,5,3,0,0
franj102,0.25,13.5,0,0,1,0,0,0,0,6,2,3,1,4,0,0,0,2,0,14,1,3,0,0,0
franm001,0.429,13.5,0,0,2,0,0,0,0,4,3,2,1,3,2,0,0,0,0,10,2,2,0,0,0
frann001,0.5,18,0,0,1,0,0,0,0,3,3,2,1,0,0,0,0,1,0,7,1,2,0,0,0
franr001,0.2665,4.2585,62,76,532,106,6,3,84,3603,1230,552,173,353,668,34,20,52,6,5113,206,588,30,36,98
franr101,0.31,6.03,12,28,82,36,15,2,3,1011,409,174,12,110,96,0,8,12,0,1502,25,220,0,0,0
frans001,0.444,9,0,1,1,0,0,0,0,6,4,2,1,0,2,0,0,0,0,9,0,2,0,0,0
frant001,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0
frant002,0.25,4.5,0,0,2,0,0,0,0,6,2,1,1,0,0,0,0,0,0,8,2,1,0,0,0
franw001,0.2696,5.74,14,16,143,40,1,1,0,969,332,199,57,168,216,8,3,18,5,1455,21,215,18,10,29
frarc001,0.2155,7.635,0,1,16,0,0,0,0,29,8,7,1,8,12,0,3,1,0,45,2,7,0,0,0
frasj001,0.2918,5.2938,20,17,274,5,0,0,1,1113,391,165,50,145,206,20,15,20,0,1633,76,185,18,14,37
frasj002,0.2351,3.184,35,35,679,0,0,0,36,1940,568,251,56,283,615,32,38,23,4,2747,205,267,13,27,52
frasv101,0.3257,6.8629,23,38,126,68,21,2,4,1737,686,371,37,291,170,0,12,11,5,2693,25,437,0,0,0
frasw001,0.2777,5.1656,38,40,239,57,7,1,7,1971,640,326,89,238,328,26,40,29,7,2825,79,354,18,24,49
frazg001,0.2587,4.06,35,43,415,0,0,0,29,2027,653,315,54,313,449,48,26,16,3,2942,193,349,34,39,71
fredk001,0.283,8.31,0,2,30,0,0,0,0,121,45,34,7,26,27,1,2,1,0,189,7,34,0,3,4
freds001,0.287,6.21,0,1,25,0,0,0,0,87,33,20,3,17,20,2,4,1,1,137,4,25,2,2,3
freeb101,0.345,6.44,9,11,49,21,6,0,4,609,236,106,12,80,52,0,3,10,0,902,17,124,0,0,0
freeh101,0.26,3.8425,30,16,204,3,1,0,37,1077,387,149,25,109,158,22,9,7,4,1539,111,176,0,0,0
freeh102,0.34,7.69,1,4,18,4,2,0,0,144,65,41,2,35,5,0,3,5,0,235,9,50,0,0,0
freej001,0.4,18,0,0,1,0,0,0,0,3,2,2,1,0,0,0,0,0,0,5,0,2,0,0,0
freej102,0.33,2.45,0,0,2,0,0,0,0,11,5,1,1,3,1,0,1,0,0,19,1,7,0,0,0
freej104,0.3025,6.855,2,4,19,11,1,0,1,220,90,56,12,47,38,2,6,0,0,349,1,59,3,2,5
freek001,0.2733,4.56,31,29,88,83,0,0,0,1388,477,213,59,172,359,9,7,16,2,2005,0,227,21,17,53
freem001,0.2447,5.1808,35,28,221,78,0,0,5,1781,616,306,63,249,383,18,41,23,4,2604,32,333,30,11,60
freem002,0.425,9,0,0,2,0,0,0,0,9,5,3,1,0,0,0,0,0,0,14,2,3,0,1,0
freem101,0.2833,6.0067,3,3,34,9,1,0,1,262,82,54,10,38,55,3,2,6,0,383,9,59,0,0,0
frees001,0.2548,4.6875,8,7,264,0,0,0,0,686,195,92,17,129,226,4,12,13,0,1001,41,99,5,7,26
freid101,0.2859,4.8857,34,60,202,121,17,6,4,2596,897,413,67,430,430,41,45,25,6,3851,37,477,39,25,76
freit101,0.286,4.194,25,33,107,63,22,1,4,1554,614,258,31,137,135,0,5,11,1,2259,25,301,0,0,0
frenl001,0.2937,4.9467,9,12,31,25,0,0,0,465,175,86,24,57,79,3,7,6,0,683,4,92,0,7,10
frenl101,0.266,3.4973,197,171,570,384,198,40,17,9456,3375,1206,164,819,1187,0,34,42,4,13465,109,1440,0,0,0
freyb101,0.3311,5.39,57,82,256,127,49,7,8,3480,1415,580,54,263,179,0,17,12,3,5047,87,671,0,0,0
freys001,0.2642,3.864,18,15,314,0,0,0,28,912,297,127,30,154,157,23,9,11,2,1335,116,149,20,18,37
friac001,0.2313,3.3933,6,6,33,15,0,0,0,342,123,57,11,34,75,2,5,3,0,485,9,60,4,4,11
fribb101,0.28,4.5,0,0,1,0,0,0,0,12,4,2,0,3,1,0,0,0,0,17,1,2,0,0,0
fricm101,0.25,3.4975,15,23,88,43,14,0,1,1163,393,186,40,164,115,0,8,10,2,1688,26,213,0,0,0
frids101,0.31,6.9,0,1,7,2,1,0,0,90,35,23,2,22,9,0,1,2,0,141,3,27,0,0,0
frieb102,0.27,3.7565,197,230,602,497,163,36,11,10833,3772,1438,286,894,1734,115,50,46,13,15214,56,1652,0,0,0
frieb104,0.25,11.25,0,0,2,0,0,0,0,12,4,5,0,7,2,0,1,1,0,24,2,5,0,0,0
friec001,0.2865,5.535,10,28,124,42,0,0,0,890,333,177,35,117,246,5,23,7,0,1324,16,193,14,15,22
friec101,0.5,16.2,0,0,2,0,0,0,0,5,3,3,0,4,0,0,0,0,0,10,0,4,0,0,0
friee001,0.2006,3.914,11,14,304,0,0,0,73,910,232,121,42,143,387,13,6,22,1,1287,174,127,5,6,15
friem001,0.26,3.59,19,11,56,39,1,0,0,676,230,96,27,79,239,4,13,11,1,965,10,107,5,4,23
