retroID,GS,InnOuts,PO,A,E,DP
cromw101,1001,26442,3820,211,59,177
cronc001,6,174,42,8,1,2
cronc002,326,8577,2575,179,19,243
cronj101,0,0,4303,6052,510,1241
cronj103,0,0,29,53,4,11
cronr101,61,1638,38,95,1,11
crosb001,49,2020,185,3,2,1
crosb002,672,18087,1212,1904,88,443
crosc001,3,37,1,1,0,1
crose101,162,4961,293,559,38,96
crosf103,0,0,3202,4696,421,968
crosj101,0,0,68,108,12,20
crosk101,1,61,1,5,0,0
crotm001,0,32,0,1,0,0
croub103,0,0,7,33,1,1
crouf101,0,0,472,715,83,147
crour001,0,426,4,18,2,0
crouz001,0,4,0,0,0,0
crowa001,0,701,18,22,1,2
crowd001,0,137,2,7,0,0
crowe101,0,0,0,0,1,0
crowg101,319,8541,3144,283,36,280
crowg102,0,0,56,387,7,22
crowj001,1,38,2,2,0,0
crowt001,205,5732,522,16,12,2
crowt101,165,4281,634,46,9,45
croww101,0,0,0,2,0,0
croze001,4,104,33,2,1,2
crucf001,3,78,1,3,0,0
crudm001,1,220,9,4,1,0
cruiw101,0,0,766,33,33,12
crumb101,0,0,2,0,2,0
crumr101,0,0,0,5,1,0
cruzd001,1109,29226,1632,3319,109,770
cruze001,7,311,11,29,2,3
cruzf001,24,657,39,77,9,10
cruzh101,405,11094,601,352,46,28
cruzh102,54,1792,147,5,4,3
cruzi001,2,138,39,2,0,3
cruzj001,2057,54925,4413,126,120,31
cruzj002,1069,28351,2405,3452,105,783
cruzj003,122,3477,295,11,6,8
cruzj004,1239,33113,2800,80,40,17
cruzj005,38,1965,28,69,9,5
cruzl001,159,4375,222,428,13,67
cruzn001,18,1045,31,56,3,3
cruzn002,937,24660,1962,51,34,11
cruzr001,0,239,6,7,1,0
cruzt001,432,11893,595,1376,91,243
cruzt002,3,146,14,7,0,8
cruzt101,0,18,1,0,0,0
cruzv101,0,813,5,21,4,2
cubbm101,488,12864,902,1060,70,181
cubid001,0,209,3,6,2,1
cucca101,0,0,114,140,13,26
cuccc101,0,0,12,37,4,4
cucct101,0,0,3292,4737,264,899
cuddm001,1398,36915,4090,679,69,282
cuelb101,0,20,0,0,0,0
cuelc101,0,0,0,0,0,0
cuelm101,379,8422,108,453,30,33
cuetd101,5,64,2,4,1,0
cuetj001,292,5521,154,240,23,13
cuetm101,0,0,49,8,2,3
cuevn001,34,848,48,1,0,1
cuevw001,1,67,4,4,0,0
culbc001,159,4504,265,288,14,57
culbl101,0,0,753,47,24,13
cullb101,0,0,0,5,0,0
culld101,0,0,822,1285,103,225
cullj101,9,220,3,16,3,0
culln101,0,0,3,4,0,0
culln102,0,0,269,13,7,3
cullr101,0,0,3508,362,91,195
cullt101,506,14022,1160,1603,80,344
culmw101,4,81,2,0,0,0
culpr101,268,5694,135,237,22,15
culvg101,57,2365,67,156,13,13
cumbj101,36,1004,11,33,6,1
cummj001,16,649,11,26,2,2
cummm001,195,5301,441,9,6,3
cumms001,4,100,1,5,1,0
cumpb001,15,307,6,9,0,1
cunna001,105,3154,226,6,5,1
cunnb001,0,156,1,5,2,0
cunnb102,0,0,560,40,11,8
cunnb104,0,0,16,124,2,12
cunng101,0,0,3,16,3,1
cunnj101,882,23636,5256,316,60,429
cunnr101,0,0,11,20,0,1
cunnt001,25,842,66,3,1,2
cunnw001,12,822,24,30,2,3
currb101,0,13,0,2,0,0
currl101,1,56,0,1,0,0
currp101,0,0,2,2,0,2
currs001,3,33,0,3,0,0
currt101,63,1586,104,4,10,0
curtc001,1011,27481,2484,74,48,18
curtc002,11,343,22,0,0,0
curtg102,0,0,628,25,18,5
curtj001,199,4921,66,260,12,21
curtj002,0,6,0,0,0,0
curtj003,0,45,2,3,0,1
curtj102,35,837,11,55,4,2
curtv101,0,0,6,3,0,0
curtz001,0,114,1,8,0,0
cusij101,0,0,123,199,14,29
custj001,219,5176,351,9,12,1
cuthc001,186,5138,201,339,26,37
cutsg101,0,0,1313,1609,87,244
cuylk101,0,0,4034,191,121,44
cuylm001,396,10737,1129,18,27,5
cvenm101,0,0,19,138,6,8
cyr-e001,0,18,0,0,0,0
czajj001,0,26,1,3,0,0
daalo001,164,3596,72,224,13,17
dacqj101,92,2339,29,69,9,8
dadep101,300,8113,510,248,34,19
dagej101,0,0,1,4,0,2
daglp101,0,0,4,5,0,1
dagra101,4,93,9,0,2,0
dahlb101,0,0,9721,712,122,863
dahld001,111,3018,188,6,2,1
dahlj101,0,7,0,1,0,0
dahlj102,1,8,0,0,0,0
daigc001,10,215,6,7,0,0
dailb101,0,557,10,47,5,1
dails101,0,0,4,3,0,0
dalcb101,83,2793,58,128,8,8
daleb102,116,2901,69,172,16,13
dalec001,0,12,0,0,0,0
dalem001,5,223,12,10,2,1
dalem002,0,302,6,11,1,0
dalep101,0,3,0,0,0,0
dallb001,8,271,12,32,2,6
dalld101,0,0,1018,24,21,4
daltm001,0,24,0,1,0,1
damaj101,0,9,0,0,0,0
damij001,131,2352,40,75,1,4
damij002,1,41,1,1,0,0
damoj001,1988,52152,4732,79,57,21
danea101,0,0,0,1,0,0
danep001,2,45,0,3,0,0
danfd101,0,0,22,136,4,6
danib102,139,2993,86,224,19,9
danic102,0,7,0,0,0,0
danij101,0,0,51,3,0,3
danij102,0,0,119,6,3,2
danik001,632,15556,1156,50,24,9
danit001,1,39,1,1,0,0
danit101,0,0,171,215,20,41
dankj001,247,4510,55,216,10,11
dankj002,86,2695,237,2,2,1
dannh101,0,0,2,0,0,0
dantj001,1,21,7,2,0,2
darcp101,28,560,9,28,3,0
darev001,0,909,19,46,4,3
darka101,877,23315,3174,4854,342,1012
darlr001,364,7081,177,391,37,37
darnb101,1,47,0,5,0,0
darnc001,119,3353,182,265,14,52
darnj001,15,416,13,14,3,2
darnl001,4,72,1,2,1,0
darnt001,1,27,1,0,0,0
darrg101,0,0,2,12,2,1
darrm001,134,3770,335,13,2,3
darrm101,1,4,0,0,0,0
darvy001,139,2617,49,73,2,8
darwb101,511,13560,964,39,26,4
darwd001,371,9050,184,364,27,26
darwj001,0,145,3,3,0,0
dascd001,260,8351,774,10,8,3
dashw101,0,0,1,1,1,0
dassf101,0,0,6,19,0,1
daubb001,414,10871,2878,231,32,229
daubj101,0,0,8089,451,74,569
dauer001,1041,27485,2115,2823,75,664
daugj001,118,3631,580,50,7,40
dauld001,118,2652,418,24,8,25
daush101,0,0,51,566,10,14
davaj001,262,7751,682,9,10,3
davaj101,120,3793,275,435,38,74
davav101,857,24659,2389,82,36,45
davay101,0,0,39,47,6,10
davec101,0,0,0,0,0,0
daved101,0,0,5,36,1,2
davej001,0,36,0,3,0,0
davej101,1097,30865,1240,2433,135,251
davel101,0,0,0,16,4,1
davem101,0,56,3,1,0,0
davet001,0,410,7,17,2,1
davia001,7,224,14,0,0,0
davia002,878,22917,7803,572,67,789
davia003,0,104,1,0,2,0
davib001,111,2954,274,7,9,4
davib002,0,3,0,0,0,0
davib003,1,48,17,1,0,0
davib005,16,456,26,39,4,9
davib102,4,190,7,14,1,2
davib103,0,0,74,2,5,0
davib105,126,3504,311,8,9,1
davib106,21,501,161,10,2,17
davic001,1151,30659,2566,77,80,15
davic002,7,186,18,28,1,8
davic003,1145,30390,8617,644,64,922
davic101,0,0,367,332,30,63
davic102,0,0,3,4,0,0
davic103,0,0,146,616,21,39
davic104,0,0,7,29,2,2
david001,2,57,0,0,1,0
david002,286,5147,68,239,16,9
david003,0,9,0,0,0,0
david004,0,5,0,0,0,0
david101,148,4061,303,7,6,2
david102,0,0,65,256,15,20
davie001,1331,34831,3104,60,50,13
davie002,0,26,0,3,0,0
davig001,868,22825,7448,617,69,584
davig002,13,397,26,3,1,0
davih103,0,0,2825,142,36,264
davii001,565,15031,4971,352,40,461
davii102,0,0,337,507,58,101
davij001,6,155,57,5,0,7
davij002,41,743,17,23,4,3
davij003,1,368,10,16,2,2
davij004,26,670,48,3,2,0
davij005,56,1383,38,66,12,9
davij006,39,1191,96,78,3,11
davij007,6,198,19,1,1,1
davij102,0,0,19,45,2,4
davij103,39,1219,20,75,3,4
davij104,14,412,25,0,2,0
davij105,5,110,4,9,0,0
davik001,2,376,3,20,1,1
davik002,144,2311,46,83,9,6
davik003,486,12504,858,10,15,6
davik101,0,0,1210,42,26,12
davil001,20,319,6,23,1,2
davim001,85,3435,29,151,16,10
davim002,732,19847,1794,55,62,26
davim003,165,4987,463,8,8,1
davim004,0,18,1,0,1,0
davim005,121,3254,516,120,12,49
davim101,0,114,4,9,0,1
davio101,1,105,7,15,3,3
davip101,0,0,38,88,9,4
davir001,0,2240,35,83,4,7
davir002,530,13763,289,902,89,89
davir003,1011,28228,2390,59,36,13
davir004,6,72,6,1,1,0
davir101,3,243,9,6,0,0
davir102,205,5793,423,24,12,4
davis001,239,5342,121,196,13,15
davis002,7,172,1,7,0,0
davis003,0,40,3,1,0,0
davis101,0,0,49,4,0,4
davis102,1,36,0,3,0,0
davit001,6,167,12,1,2,0
davit002,6,368,6,22,1,1
davit003,0,6,2,0,0,0
davit004,1,72,10,2,0,1
davit101,0,0,33,48,6,15
davit102,1,586,4,39,2,1
davit103,1323,34044,2429,326,102,72
daviw001,88,2702,74,80,6,12
daviw101,0,0,1,0,1,0
daviw102,2219,59615,5449,143,127,23
daviz001,80,1364,25,74,3,4
dawkt001,22,782,44,75,6,20
dawlb001,0,1412,32,56,3,5
dawlj001,2,47,2,2,0,1
dawsa001,2303,60159,5158,157,93,30
dawsj101,0,0,8,43,2,0
day-b102,270,7431,672,21,12,4
day-c101,0,0,0,18,2,0
day-d001,0,36,1,0,1,0
day-z001,60,1118,32,56,1,5
dayeb001,97,2928,213,7,1,0
daylk001,33,1721,23,63,2,2
daytg001,0,150,2,1,0,0
deagr001,2,31,0,4,0,0
dealc101,0,215,6,15,1,1
dealc102,0,0,408,740,32,55
deall101,0,0,3,0,0,0
deana001,31,737,57,1,1,0
deanc101,0,0,1417,210,21,125
deand102,0,0,76,283,15,15
deanh102,0,0,0,0,1,0
deanp001,9,202,1,8,0,0
deanp101,0,0,16,82,10,2
deant101,166,4333,282,502,21,94
deanw101,0,0,28,123,12,7
dearb101,0,0,0,0,0,0
deaza001,627,17201,1477,26,23,5
debad101,0,64,1,3,0,0
debej101,0,0,8,17,1,0
debud101,10,307,9,16,1,2
decaa101,0,0,12,84,6,4
decid001,1543,40737,1483,3344,206,370
deckc001,1,30,5,2,0,1
deckj001,38,1110,84,9,4,2
deckj101,105,2133,58,87,8,3
deckm101,0,26,0,2,1,0
decks001,8,184,53,9,0,3
deder101,0,0,2,4,1,1
dedmj001,3,1182,35,98,6,9
dedrj001,0,23,1,2,0,0
dedus001,44,943,41,49,6,8
deerr001,1040,27505,2537,94,60,45
deesc101,64,1799,591,37,9,53
deetd001,0,10,0,0,0,0
defra101,11,244,78,3,1,10
defrj001,0,582,12,14,6,2
degem101,0,8,0,2,0,0
degrj001,139,2693,64,121,4,12
dehak001,16,725,56,3,0,1
dehar001,0,189,8,14,0,0
deitb101,0,0,54,21,4,4
dejam101,0,0,4,0,0,0
dejed001,1246,32828,2903,67,24,11
dejei001,1231,32942,1854,4087,230,703
dejei002,96,3025,217,249,11,54
dejej001,57,1047,15,34,3,1
dejem001,1,1870,50,92,3,10
dejoc001,8,138,4,4,1,1
dejoj001,0,27,0,1,0,0
dejom101,8,252,20,31,2,10
dejop001,215,5732,294,575,24,135
delaa101,0,0,17,68,4,3
delad001,0,261,6,16,1,2
delae001,1,96,2,5,0,2
delae002,0,154,0,8,1,1
delaf001,0,12,0,0,0,0
delaj001,241,4568,56,191,17,9
delaj002,0,34,1,0,0,0
delaj003,9,188,2,9,1,0
delam101,215,6592,410,626,51,94
delar001,0,6,0,0,0,0
delar002,0,18,1,0,0,0
delar003,70,1264,50,43,4,5
delas001,0,584,9,15,0,0
delat001,19,634,47,67,3,8
delat102,0,0,6,37,1,0
delcm001,0,878,19,27,1,0
delej001,264,5704,80,161,16,4
delej002,0,52,1,2,0,0
delej003,4,59,3,4,1,0
delel001,1,1003,22,38,5,3
delga001,1,79,6,3,0,0
delgb101,443,12363,1460,52,29,6
delgc001,1813,47937,15233,1067,131,1496
delgj001,0,6,0,1,0,0
delgp101,5,168,14,1,0,0
delgr001,53,1628,33,69,2,3
delgw001,124,3842,224,425,22,90
delij101,29,737,25,45,6,6
delke101,0,0,119,152,18,21
delld001,567,15055,1132,18,15,7
dellj001,10,258,16,28,4,5
delmb101,0,0,14,17,3,3
delmn001,102,2642,262,9,6,11
deloa001,0,22,0,1,0,0
deloe001,2,57,4,7,0,0
delof001,0,109,3,2,0,0
deloi101,139,3286,72,160,12,10
delol001,26,754,242,18,4,26
delol002,3,42,2,2,1,0
delor101,0,37,1,1,0,1
delov001,4,768,8,32,2,3
delre001,0,246,11,15,2,1
delsg101,0,0,6,12,3,1
delsj101,203,5509,1606,41,19,13
deltm001,1,123,1,6,0,2
delur001,49,1872,30,71,4,5
demaa101,0,0,5,27,0,2
demab101,0,0,137,158,22,41
demac001,0,68,1,2,1,1
demaf102,0,0,2124,97,51,21
demaj101,761,20097,1728,2887,159,621
demed101,836,23155,2326,337,53,101
demej101,31,925,74,2,0,0
demel101,46,1336,27,58,6,3
demes001,0,191,5,7,0,1
demes101,2,88,7,7,1,2
demmr101,0,0,60,6,10,0
demod101,1,466,3,8,1,1
dempc101,0,0,0,2,0,0
dempm101,1,17,0,1,0,0
dempr001,10,372,35,3,1,3
dempr002,351,7161,169,337,24,37
dendm001,86,2540,185,4,2,0
deneb101,9,314,8,13,1,0
denkt001,8,213,19,16,1,3
denmb101,9,147,6,5,0,0
dennd101,1,344,11,40,1,1
dennj001,322,6446,179,451,32,46
dennk001,4,48,0,2,0,0
denno101,0,0,330,18,12,39
dennr001,0,14,0,1,0,0
dennt101,0,0,16,0,0,0
denoc001,493,14060,1107,42,14,9
densd001,9,274,75,11,2,4
dentb001,1344,35338,2122,4335,156,840
dents101,77,2331,1175,1815,124,403
depaj002,2,81,3,3,0,0
depaj003,0,60,2,2,1,0
depaj004,0,10,0,0,0,0
depas001,0,104,6,4,0,0
dermm001,0,76,3,0,0,0
dernb001,592,16161,1596,25,30,6
derom001,899,24420,1512,1657,79,303
derrj101,6,129,3,1,1,0
derrm101,3,69,11,0,0,0
derrp101,0,0,153,656,26,30
derrr101,0,0,351,9,9,4
desaj001,7,219,73,7,0,4
desam001,6,89,1,4,0,1
desca001,77,1368,23,53,5,1
descd001,560,15812,1056,1379,76,321
deshd001,1440,38277,2815,3832,162,745
deshd002,351,9132,837,25,18,7
deshj001,253,4575,45,205,14,7
deshj101,0,0,36,179,10,12
desij001,2,45,0,2,0,1
desmi001,1285,34238,3110,2563,171,652
despo001,47,1049,21,68,3,1
desse001,140,3523,66,174,4,14
desto001,196,4937,1668,112,24,143
dethb101,9,261,16,0,0,0
detog101,0,0,29,46,9,10
dettj001,9,163,5,6,0,0
dettt101,15,539,20,23,2,3
detwd101,0,0,10,16,2,2
detwr001,83,1752,37,76,2,5
deutm101,0,0,0,1,1,0
devec001,6,709,17,26,1,4
devec101,0,0,3,13,1,2
devem001,885,24474,2410,44,29,13
dever001,169,4573,85,352,38,26
devia101,12,1162,31,59,7,3
devib101,0,0,8,14,4,4
devih101,0,0,0,0,0,0
devij001,0,265,2,2,0,0
devim101,0,0,0,0,0,0
devoa101,0,0,54,2,0,4
devod001,22,628,53,2,0,1
devrc001,18,308,6,9,1,1
dewem001,0,747,20,37,2,5
dewib001,275,7340,454,645,32,114
dewim001,0,120,5,5,0,1
diams001,58,1032,18,40,2,1
diamt001,3,87,1,4,0,1
diaza001,172,5324,484,23,8,2
diaza002,8,246,5,19,2,3
diaza003,292,7790,352,703,31,171
diazc001,0,774,17,33,1,2
diazd001,1,59,1,2,0,0
diaze001,71,1894,131,205,19,45
diaze002,0,42,9,1,0,2
diaze003,12,327,27,35,0,10
diaze004,4,114,11,13,1,2
diaze006,0,573,5,11,1,0
diazf001,7,148,2,4,0,0
diazj001,1,18,8,0,0,0
diazj002,0,23,1,0,0,1
diazj003,4,108,8,9,1,4
diazj004,15,502,28,40,0,9
diazj005,0,504,8,8,2,1
diazj006,0,89,2,2,0,2
diazm001,167,3923,892,58,14,58
diazm002,195,5558,322,535,22,115
diazm003,419,11148,823,22,17,7
diazm004,3,181,4,6,1,0
diazv001,111,2932,224,3,7,1
diazy001,51,1214,72,67,4,10
dibbr001,0,1431,23,32,3,2
dibup101,0,0,2,12,0,0
dicka001,65,1642,105,0,3,0
dickb001,1,44,0,1,0,0
dickc001,157,4656,378,9,7,3
dickc002,473,12277,924,16,8,7
dicke101,0,0,14,81,6,10
dickj001,63,1191,23,37,4,1
dickj101,1,427,2,22,2,0
dickj102,0,0,463,22,16,7
dickl001,3,41,1,6,0,1
dickl101,0,0,13,133,6,8
dickm101,113,2779,236,668,30,54
dicko001,1,36,3,0,0,0
dickr001,300,6221,119,386,16,27
diehg101,0,0,0,6,0,0
diekj001,0,936,9,40,8,1
dierc101,237,6607,1315,119,23,18
dierl101,329,7002,152,287,23,16
dietb101,0,0,95,369,24,22
dietd001,484,12380,915,696,36,150
dietd101,35,755,258,24,3,19
dietd102,0,0,25,51,3,3
dietr101,5,164,10,16,1,4
difaj101,0,0,0,1,0,0
difem001,0,3,1,0,0,0
difem002,0,221,2,8,1,0
difow001,192,5383,288,491,14,83
diggb001,5,72,0,2,0,0
diggr101,0,0,0,4,0,0
dilaj101,4,293,8,14,2,0
dillb101,15,465,10,21,0,1
dillb102,0,0,812,1239,112,125
dilld101,75,2266,156,6,4,0
dillg001,1,21,0,2,0,0
dillj001,24,759,96,44,2,19
dills101,258,7232,535,793,53,154
dills102,0,14,1,0,0,0
dillt001,0,253,6,14,0,1
dilom001,437,11979,1048,25,29,5
dimad101,0,0,3859,147,89,32
dimaj101,0,0,4529,153,105,30
dimav101,0,0,2846,131,58,35
dimif001,0,14,0,0,0,0
dimmm101,0,177,19,1,1,0
dinal001,34,771,8,30,7,2
dinek101,9,240,29,0,1,0
dingc001,0,239,3,4,1,0
dingv101,0,0,711,51,11,57
dinkb001,18,455,44,32,0,8
diorm101,0,61,0,3,0,1
dipib101,0,0,4,1,1,1
dipif001,6,2100,33,109,3,5
dipoj001,0,1486,28,69,7,5
dirka001,226,6143,466,12,7,0
disag001,1066,28179,1648,3197,131,675
dishg001,21,406,8,20,0,2
dista101,0,14,0,2,0,0
distb001,62,1895,484,31,9,32
ditma101,156,3802,103,172,13,13
dittj101,93,2641,749,875,43,210
dixob001,21,736,110,24,0,17
dixok001,68,1447,44,47,7,2
dixos001,0,15,0,1,0,0
dixos101,6,432,18,72,1,1
dixot101,24,599,17,28,3,2
dlugb001,0,21,1,3,0,0
doakb101,0,0,54,452,21,25
dobbd101,93,2800,234,7,5,1
dobbg001,413,10686,1009,487,43,94
dobbj102,0,0,0,0,0,0
dobej101,0,0,8,10,2,0
dober101,0,0,2,2,1,0
dobsc101,190,3775,70,184,5,16
dobsj101,0,8,126,341,11,24
dobsp101,279,6359,142,289,19,14
dobyl101,619,16141,3640,93,64,30
dockg101,0,0,5,26,1,0
doddr001,0,15,0,0,0,0
doddt001,0,13,0,0,0,0
dodgs101,0,0,0,3,0,0
dodsp001,24,755,211,17,0,25
doerb101,0,0,4928,5710,214,1507
dohej001,61,1564,43,85,6,10
dohej101,86,2234,754,44,9,75
dohms001,0,518,14,8,1,1
dolir001,0,133,1,4,1,1
doljf101,0,0,327,20,24,5
dolla101,0,0,0,3,0,1
dolsf001,0,175,1,4,1,0
domia001,1,57,25,1,1,2
domic001,8,213,25,0,0,0
domij001,17,329,4,7,0,0
domij002,0,168,3,11,0,2
domim001,339,9035,241,685,30,61
domis001,0,174,5,7,1,0
donaa101,0,0,29,133,11,9
donad101,0,0,0,4,0,1
donaj001,802,21308,672,1520,103,161
donaj002,149,4005,209,404,23,78
donaj101,314,8487,664,840,36,162
donaj102,0,0,21,4,0,1
dondl101,0,0,8,10,2,1
donnb001,0,1156,19,22,4,0
donnb101,0,0,15,99,8,2
donnc001,168,4660,519,280,25,66
donne101,0,43,0,3,0,0
donob102,0,0,5,41,2,0
donod101,266,5883,144,336,20,25
donoj103,9,466,8,18,1,1
donol101,9,290,6,19,2,1
donop102,0,0,71,499,29,23
dools001,0,984,7,26,2,2
dopsj001,119,2176,70,107,4,3
dorab001,1337,35231,2814,3687,113,759
dorab101,0,0,0,0,0,0
dorif101,7,702,56,168,6,9
dormr101,0,0,53,1,5,1
dornd001,3,99,10,0,0,0
dorsb001,1,54,13,1,0,0
dorsc101,0,0,0,2,0,0
dorsj001,5,71,1,3,1,0
dortm001,2,99,1,12,1,0
dostd001,31,1378,130,145,4,37
doteo001,34,2853,43,77,10,5
dotsr001,295,5572,116,269,11,25
dottg101,0,37,1,2,0,0
doubf001,85,1541,23,62,6,5
dougj001,0,284,6,22,0,6
dougj101,0,0,33,0,1,1
dougp101,0,0,36,248,12,9
dougs001,31,623,14,18,0,4
dougw101,8,138,4,6,1,0
doumr001,152,3959,486,25,12,28
doutt101,0,0,3109,70,91,21
doved001,0,9,0,0,0,0
dowds101,0,0,8,13,2,2
dowek001,13,311,17,36,0,7
dowld101,1,30,1,0,0,0
downa101,317,6807,72,368,18,23
downb001,754,19122,1498,48,11,2
downd001,0,272,4,10,0,1
downd101,4,69,0,5,0,0
downk001,135,2891,66,105,9,6
downm001,107,3115,303,216,13,57
downs001,50,2254,64,131,8,15
doylb101,61,1779,120,208,8,39
doylc102,0,0,12,38,1,6
doyld102,847,22584,1893,2424,102,547
doylj101,9,266,29,28,2,11
doylj105,0,0,4,31,1,1
doyll101,0,0,492,700,47,109
doylp101,0,270,3,27,0,2
doync001,0,11,0,0,0,0
dozib001,977,25880,1710,2845,69,695
dozib101,0,0,0,1,0,0
dozid001,14,362,33,0,1,0
dozih001,92,2436,438,73,7,51
dozit001,0,19,1,0,0,0
drabd001,387,7605,266,342,29,20
drabk001,30,539,13,29,4,4
drabm101,154,4921,100,222,13,14
dragd101,189,5623,83,268,13,33
drahb001,0,168,3,8,2,1
drakl101,0,0,0,2,1,0
drakl102,0,0,5,0,0,0
drako001,0,412,19,16,0,0
draks101,63,1832,179,3,2,1
draks102,15,442,28,29,2,6
drakt101,0,0,5,7,1,0
drank001,27,799,50,101,4,22
drapm001,1,127,2,8,1,0
dravd001,146,3188,58,176,10,11
dreeb101,0,0,28,83,11,1
dreet001,0,22,2,0,0,0
dreic101,0,0,3,26,2,1
dreid001,113,2618,78,174,13,11
dresc101,0,0,526,1221,89,89
dresk001,7,104,2,3,0,0
dresr001,96,1697,44,81,8,11
dresr101,48,1171,27,71,7,5
drewc001,4,110,10,0,0,0
drewf101,0,0,221,273,17,54
drewj001,1384,36132,2845,70,49,17
drewk101,9,228,46,162,6,10
drews001,1125,30299,1611,3048,100,687
drewt001,11,254,8,14,2,2
dreys001,9,175,4,4,0,0
dried001,1467,38687,11058,1076,96,1017
drisj101,14,399,36,37,7,10
drist001,19,588,11,20,0,2
dropw101,500,13540,9173,674,84,969
drotd101,101,2063,24,96,6,2
drumk101,31,831,65,91,5,16
drumt001,4,340,6,10,1,1
drurb001,256,6801,363,403,22,83
drysd101,465,10296,188,686,59,55
dubim101,0,0,64,157,9,11
dubob001,16,283,3,8,1,1
duboe001,27,565,5,35,2,3
duboj001,44,1094,68,2,1,0
dubuj101,0,0,8,46,2,1
duceb001,285,8402,661,18,17,4
duchj001,32,1364,18,70,3,6
duckb001,84,1533,32,50,5,5
duckj101,29,801,10,33,7,2
dudal001,748,19686,4637,310,30,383
dudlc101,0,0,22,112,5,5
dudrj101,0,0,20,13,1,5
duenb001,61,2289,56,120,5,11
duesh101,17,403,7,25,2,0
duffc001,165,4550,439,9,5,2
duffd001,158,2773,19,96,11,4
dufff101,778,21060,1323,2492,88,503
duffj101,2,29,1,2,2,0
duffj102,14,893,19,46,3,2
duffl101,0,0,0,1,0,0
duffm001,0,17,0,1,0,0
duffm002,353,9442,261,737,34,71
duffm003,0,36,3,7,0,0
dufft001,37,861,20,31,4,1
dugad101,0,0,2,6,0,0
dugag101,0,0,174,9,7,7
dugaj101,0,0,1541,2499,212,256
duggs001,37,1037,93,1,2,0
dukee001,205,5543,454,24,14,3
dukej101,0,60,1,2,0,0
duket101,0,650,5,28,3,1
dukez001,169,4010,78,240,9,19
dulib101,0,774,17,46,2,3
dullr001,0,476,5,10,3,0
dumap001,17,453,9,18,0,1
dumod101,0,31,1,3,0,0
dumog101,0,0,4,11,2,0
dumon101,0,0,4,27,0,0
dunbm001,0,21,0,3,0,1
dunbt001,36,939,52,0,4,0
duncc001,0,135,2,2,3,0
duncc002,281,7004,670,31,15,24
duncd101,0,18,7,1,0,3
duncj001,43,1170,143,0,0,0
duncm001,1140,29735,2163,2927,197,552
duncp101,0,0,1465,70,47,13
duncs001,164,4092,431,30,7,23
dunct101,83,2040,73,130,9,6
dunej101,0,39,1,4,0,0
dunhl101,0,0,2,0,0,0
dunlb101,0,0,31,0,2,0
dunlg102,0,0,0,0,0,0
dunna001,1574,40500,6002,331,120,412
dunnj001,0,78,1,5,1,0
dunnj103,0,0,2,0,0,0
dunnm001,76,1423,48,83,3,7
dunnm002,0,1255,14,38,5,2
dunnr101,27,750,37,63,8,6
dunns001,9,261,96,8,1,13
dunns002,0,32,0,0,0,0
dunns101,84,1840,41,105,12,3
dunnt001,20,548,45,1,4,0
dunss001,1487,38688,2722,3808,215,729
dunwt001,200,5525,518,13,10,4
duprm101,0,47,1,4,0,0
durad101,3,111,7,1,0,0
durae001,217,5700,1730,97,22,142
durag001,38,1080,50,73,5,6
dural001,12,332,23,3,1,0
durar001,0,78,1,3,0,0
durbc001,75,2509,57,96,6,10
durbj001,11,218,8,9,0,0
durer101,32,1768,17,68,6,4
durhd101,12,265,5,6,0,1
durhe101,0,0,24,120,6,6
durhj101,51,1430,94,1,2,0
durhl001,949,25021,6072,408,62,452
durhr001,1800,47137,3506,4926,181,1189
durnb101,0,15,0,1,1,0
durng101,0,0,11,2,0,1
duroj001,0,166,1,7,0,0
durol101,0,0,3275,4680,325,941
durrr101,0,0,35,1,2,1
durrt001,49,1349,91,130,13,20
dursc101,0,0,689,25,17,9
dusae101,0,0,574,154,16,25
dusec101,2,24,0,2,0,0
dustb101,0,18,1,4,0,0
duvaa001,417,10989,1003,54,17,27
duvam001,0,153,7,6,1,2
dwyec001,0,9,0,3,0,1
dwyej001,490,13478,1360,73,28,49
dybzj001,273,8082,515,1000,57,177
dyckj101,63,1549,484,306,32,30
dye-j001,1649,43394,3273,97,65,30
dyerb101,0,0,36,62,6,3
dyerd101,0,18,0,0,1,0
dyere101,0,0,31,69,7,2
dyerm001,13,710,16,31,0,5
dykej101,0,0,4762,4949,408,698
dykhr001,0,3,0,0,0,0
dyksa001,11,261,92,1,2,9
dyksl001,1110,29749,3108,58,41,18
dysoj001,524,14677,1421,51,26,20
dysos001,1,973,22,43,5,4
eaddd101,0,12,0,1,1,0
earla101,10,1144,24,62,11,3
earlb001,0,9,0,0,0,0
earls001,8,234,23,24,2,9
earlt101,0,0,13,76,3,7
earng101,0,0,71,371,30,17
easld001,1413,37586,2673,4003,131,894
easll001,0,116,2,10,1,1
easlm001,526,13587,1182,67,33,29
eastc101,0,0,4,0,1,0
easth103,0,0,2,10,1,0
eastj001,36,1834,43,84,2,3
eastl101,0,0,3548,270,52,363
eastp101,0,0,100,5,7,2
eastr101,1,1576,28,46,2,1
eatoa001,201,3536,93,146,11,12
eatoa002,593,15591,1409,47,22,9
eatoc101,0,30,1,1,0,1
eatoz101,0,0,5,13,2,0
eaveg001,8,167,2,5,0,1
eavev101,0,0,0,10,1,0
eayre101,0,0,109,18,6,2
eberd001,0,24,0,2,0,0
echea001,89,2724,350,21,5,33
