retroID,GS,InnOuts,PO,A,E,DP
jeths101,0,6,1125,45,35,13
jewej001,0,6,0,0,0,0
jimec001,0,60,7,0,0,0
jimec002,3,313,4,14,1,1
jimed001,542,14383,1025,1514,65,334
jimee101,1,39,4,0,0,0
jimeg001,9,167,0,6,0,0
jimeh001,133,3463,204,392,23,85
jimej001,38,1564,39,94,7,7
jimej002,0,22,0,0,0,0
jimej003,0,245,5,2,1,0
jimej101,0,12,0,0,0,0
jimek001,0,198,5,11,0,0
jimel002,41,1157,48,94,5,19
jimem001,11,183,2,6,1,1
jimem101,226,5384,329,17,12,1
jimeu001,315,5610,115,226,19,19
joaqw001,0,65,0,2,0,0
jodib001,3,76,0,1,0,0
johna001,4,79,1,3,0,0
johna002,1,12,1,1,0,0
johna101,0,0,4,17,0,0
johna102,0,0,7,44,4,4
johna103,0,0,0,1,1,0
johna104,956,24340,1641,61,84,9
johnb001,0,53,1,7,0,0
johnb002,1,71,27,0,1,2
johnb003,55,1639,158,1,2,0
johnb004,19,392,2,9,0,0
johnb101,13,326,125,4,2,11
johnb102,0,0,4416,352,163,102
johnb103,76,2079,37,63,5,4
johnb104,537,14493,1537,1252,87,269
johnb105,97,2430,58,94,6,3
johnb107,2,138,4,9,0,1
johnb108,0,0,1004,1738,114,174
johnc001,214,5608,1641,84,17,134
johnc003,699,18385,1002,1033,79,164
johnc101,0,0,0,0,0,0
johnc103,90,1966,26,66,2,0
johnd001,57,1104,28,23,3,3
johnd002,0,201,2,6,2,0
johnd003,47,1158,37,77,4,9
johnd004,322,8729,2827,199,18,306
johnd005,0,19,1,0,0,0
johnd101,0,0,1181,1470,96,272
johnd102,21,705,22,103,7,10
johnd103,1280,33881,7038,974,104,629
johnd104,7,326,9,14,0,2
johnd105,1308,35051,3862,3339,142,860
johnd107,0,0,3985,241,47,246
johne001,3,100,9,8,0,4
johne002,196,5718,319,554,25,109
johne003,22,353,10,8,1,1
johne101,7,1143,38,119,9,6
johne102,0,0,744,1209,103,201
johne104,0,0,5,0,3,0
johne105,0,0,24,126,4,13
johnf101,0,0,1,26,3,2
johnf103,94,2854,330,98,16,25
johnf104,0,0,1,2,1,0
johng001,2,57,6,0,0,0
johng101,21,676,63,2,1,1
johnh001,1307,34790,1276,2147,217,252
johnh101,0,0,29,184,7,9
johnj001,61,1808,18,67,6,5
johnj002,1134,30296,2743,130,61,56
johnj003,58,982,22,44,3,2
johnj004,33,547,6,32,4,3
johnj005,0,257,5,8,2,0
johnj006,0,835,21,27,0,1
johnj007,221,4071,57,133,17,9
johnj008,4,232,6,10,1,0
johnj009,160,2994,97,133,7,12
johnj010,2,2114,39,106,7,9
johnj102,0,0,14,97,5,5
johnj103,0,0,3,11,2,1
johnj104,39,2309,44,111,11,8
johnj105,0,21,0,2,0,0
johnj107,0,0,1594,2240,243,291
johnk001,0,6,1,1,0,1
johnk002,1,56,7,9,0,0
johnk003,1116,29840,2278,2565,101,609
johnk004,4,71,1,4,0,0
johnk101,0,0,7,54,3,5
johnk102,231,5213,93,322,16,19
johnl001,1271,34572,3509,68,62,21
johnl101,381,9686,3317,263,41,306
johnl102,0,0,0,0,0,0
johnl104,515,14133,945,30,19,6
johnm001,240,6349,2065,168,21,185
johnm002,32,654,10,27,2,2
johnm004,3,72,1,5,0,0
johnm005,0,71,0,7,1,0
johnm006,33,882,62,76,3,14
johnm101,0,64,0,2,0,1
johnn001,634,16733,5320,423,49,487
johnp001,0,134,1,5,1,0
johnp102,0,0,88,3,4,1
johnr001,117,3314,109,290,18,34
johnr002,11,334,107,5,3,12
johnr003,17,457,33,0,1,0
johnr004,8,219,14,32,0,5
johnr005,603,12409,90,448,57,18
johnr006,186,5390,244,454,22,73
johnr007,0,27,0,0,1,0
johnr008,776,22265,1644,53,18,10
johnr009,0,4,0,0,0,0
johnr101,2,63,4,0,0,0
johnr102,0,0,2231,128,157,22
johnr105,0,0,1,3,0,0
johnr107,1,56,2,0,0,0
johns001,5,228,1,4,0,0
johns002,2,102,11,6,0,3
johns101,0,0,63,291,13,13
johns102,1,42,1,0,0,0
johns103,0,0,56,404,14,21
johnt001,700,14129,237,1028,49,69
johnt002,0,231,4,5,1,0
johnt101,21,479,45,2,1,0
johnt102,345,9892,743,1093,58,235
johnt103,1,820,15,45,3,0
johnv101,0,0,6,37,4,4
johnw001,66,1747,574,60,12,46
johnw102,0,0,86,421,6,23
joinr101,0,0,5,21,3,0
jok-s101,4,114,5,11,1,1
jokie001,1,43,1,3,0,0
jolld101,1,758,9,54,4,6
jolls101,0,0,701,43,44,11
jonea001,0,86,1,4,0,0
jonea002,1924,51235,4986,125,50,35
jonea003,1611,42613,4063,100,58,26
jonea101,0,0,0,1,0,0
joneb001,112,3322,365,18,3,11
joneb002,0,1299,28,86,9,11
joneb003,241,4556,93,235,11,13
joneb004,47,974,16,37,5,1
joneb005,39,997,63,2,0,0
joneb103,0,0,839,1479,112,91
joneb104,0,0,17,27,5,6
joneb105,0,0,0,1,0,0
jonec001,0,110,15,0,0,0
jonec002,195,6065,510,15,16,6
jonec003,1,324,4,15,3,2
jonec004,2371,61848,1771,3581,243,308
jonec101,0,0,28,30,5,6
jonec102,1080,28717,2280,83,51,22
jonec103,37,965,135,5,3,7
joned001,4,3385,60,152,21,14
joned002,12,416,46,1,0,0
joned101,7,186,52,5,2,7
joned102,494,13444,1805,883,75,247
joned103,0,0,1,6,0,0
joned105,0,12,1,0,0,0
joned106,0,0,0,0,1,0
jonee102,0,0,0,3,0,1
joneg001,0,143,1,3,0,0
joneg002,737,18849,4262,379,47,362
joneg101,21,1136,22,50,2,4
joneg102,0,48,1,1,1,0
joneh001,0,43,0,1,0,0
joneh101,0,0,0,0,0,0
joneh103,13,354,101,6,3,13
jonej001,3,615,13,26,0,2
jonej002,118,2265,57,128,3,10
jonej003,1116,29606,2585,67,40,9
jonej004,25,567,44,3,1,0
jonej005,78,2390,179,1,2,0
jonej006,166,4308,425,14,2,2
jonej101,13,353,33,1,0,0
jonej103,0,0,5,0,0,0
jonej104,0,0,2,6,1,0
jonej106,0,0,2010,133,23,209
jonek101,0,0,0,6,2,0
jonel001,208,6972,572,15,10,6
jonem001,25,676,11,29,0,0
jonem002,1,7,0,0,0,0
jonem003,1,21,2,0,0,0
jonem102,789,21166,1529,27,38,5
jonen001,0,843,12,34,2,1
jonen101,16,425,3029,215,49,295
joneo001,45,1648,26,57,5,1
jonep101,0,0,35,243,17,8
joner001,40,1120,55,129,5,19
joner002,1097,29614,3070,78,44,23
joner003,12,321,19,38,0,9
joner004,56,1440,122,3,0,1
joner005,43,1128,214,41,4,16
joner101,285,5799,114,465,18,30
joner102,26,477,10,21,0,3
joner103,0,0,1,0,0,0
jones001,1,39,2,1,0,0
jones101,7,243,7,10,3,0
jones102,5,331,8,17,1,0
jones103,0,0,47,149,8,8
jones104,0,0,173,775,46,39
jones105,217,4796,84,209,21,12
jonet001,258,7183,555,8,7,0
jonet002,109,3576,217,386,16,70
jonet003,1,3216,70,112,8,6
jonet004,119,3433,348,12,6,4
jonet101,1,30,1,0,0,0
jonew101,811,21562,2050,2934,192,273
jonnc101,0,0,5,77,6,1
joose101,37,1052,3276,4502,357,1042
jordb001,1289,33816,2852,96,35,32
jordb101,0,0,6266,521,73,530
jordj101,0,0,705,1013,62,151
jordk001,274,7653,992,534,33,154
jordm101,0,0,0,6,2,0
jordn101,0,0,3,5,0,1
jordr001,485,12729,4317,217,34,342
jordr002,0,211,2,10,0,1
jordr101,0,0,0,0,0,0
jords001,3,91,10,0,0,0
jordt001,15,283,6,10,0,0
jorgf001,2,23,0,2,0,1
jorgm001,815,24330,6983,546,54,602
jorgo101,0,0,22,134,5,5
jorgp101,0,0,6,1,1,0
jorgs101,0,0,187,343,33,35
jorgt001,66,1818,172,139,5,30
josec001,4,117,26,6,0,1
josec002,0,60,15,2,0,3
josed001,0,19,0,2,0,0
josed101,15,408,137,9,3,8
josef001,624,16881,1300,48,27,9
josek001,0,33,0,1,0,0
joser101,141,3961,682,179,26,71
joset001,199,5187,1560,94,15,168
joshv101,485,13139,1162,37,30,10
jourj001,0,40,0,1,1,0
jourt101,0,0,369,18,7,35
joycb102,0,0,7,38,0,4
joycd101,3,39,0,2,0,0
joycm001,783,21078,1513,32,25,7
joycm101,1,162,2,10,0,1
joynw001,1798,48180,16081,1470,99,1611
juddm001,8,225,3,9,0,1
juddo101,0,0,38,186,7,12
juddr101,0,0,2,14,1,1
judej001,76,1599,20,55,11,4
judga001,254,6757,471,16,9,4
judgj101,0,0,16023,1075,94,1310
judnw101,0,0,2850,116,34,146
judsh101,8,280,17,109,10,7
judyj001,0,42,0,1,0,0
judyl101,0,0,9,7,0,2
juelr101,0,0,21,24,3,5
julij001,0,1401,17,22,2,0
jumog101,0,0,21,25,2,3
junge001,1,61,2,2,0,0
jungk101,0,0,3,7,0,0
jungt001,27,440,14,20,1,1
junij001,46,826,14,19,2,1
juraa001,8,164,3,8,0,0
jurae001,69,2349,321,201,23,49
jurem101,0,7,0,0,0,0
jurgb101,0,0,3369,5446,333,982
juria101,0,0,14,47,2,4
jurrj001,128,2302,40,135,7,6
justd001,1171,30772,2684,110,62,55
kaaik001,73,1968,630,49,6,58
kaatj101,625,13587,262,744,56,65
kaczk001,1,18,2,0,0,0
kahdi101,0,0,1,2,0,0
kahnt001,0,646,21,13,3,1
kaind101,3,59,1,9,0,1
kaisb101,0,18,0,1,0,0
kaisd101,35,722,12,48,5,5
kaisj001,0,156,8,8,0,1
kalfb101,0,0,0,1,0,0
kalia101,2482,65480,5938,235,82,126
kalif101,0,0,2,0,1,0
kalir001,97,2649,225,3,7,1
kallr101,0,0,2,8,0,1
kamis001,138,2927,83,152,5,13
kammb101,0,65,0,7,0,0
kammw101,0,0,2151,3345,185,299
kampa101,0,0,1605,1996,143,384
kampi101,0,0,4,17,1,1
kanej102,0,0,22,49,3,6
kaner101,178,5324,524,390,50,90
kanet101,0,0,2,2,0,0
kangj001,187,5093,154,477,31,71
kaplg001,770,21378,1873,52,34,12
karcm001,0,724,18,27,2,5
kardp101,0,0,0,0,0,0
karkr001,0,9,3,0,0,0
karla101,0,0,28,109,3,5
karlb101,0,0,1,0,0,0
karls001,161,3006,49,171,16,19
karnj001,0,20,0,0,0,0
karnn001,54,932,16,26,4,0
karom101,0,0,2,6,0,3
karph101,0,0,0,0,0,0
karpr001,1,51,1,1,1,0
karrb101,0,0,40,213,17,8
karre001,1661,43608,14056,1359,111,1257
karsj001,91,1777,42,67,6,5
karss001,40,1810,49,80,10,4
kasht001,0,94,4,5,1,0
kaske101,891,24188,1413,2349,129,409
katam001,140,4071,297,384,10,84
katzb101,0,0,1,6,0,1
kaufb101,0,0,417,28,22,3
kaufc001,1,259,2,13,0,2
kauft101,0,0,83,220,9,15
kawak001,41,731,15,39,4,3
kawam001,179,4866,267,484,14,102
kayej001,0,9,1,0,0,0
kazae101,0,0,133,312,37,32
kazat101,257,7069,683,856,54,202
kazms001,297,5069,60,159,25,5
kazms002,11,305,28,26,1,6
keagg001,23,515,14,16,0,1
keals101,4,642,10,20,6,0
keara001,946,25095,2233,51,31,14
keart102,0,0,32,2,0,4
keatc101,0,0,1,2,1,0
keatr101,0,0,7,44,1,4
keckc101,0,0,7,42,7,3
keedp001,15,425,22,39,3,6
keefd101,0,0,11,87,11,5
keegb101,76,1638,25,117,3,6
keege101,3,69,1,1,0,0
keenj101,0,80,4,3,0,0
keenj102,2,13,0,1,0,0
keenj103,0,0,0,7,0,0
keenv101,0,0,20,155,7,6
keesj101,0,0,12,0,1,2
keetr101,5,191,6,9,0,3
kehnc101,0,0,2,2,0,0
keisr001,20,452,3,20,2,0
kekim101,112,2581,22,127,5,5
kelak001,0,555,5,16,2,0
kella101,0,0,1,6,0,0
kella103,106,2139,83,280,17,27
kellb001,4,92,2,4,1,0
kellb002,1202,31882,2896,57,44,12
kellb003,20,421,7,19,0,3
kellb102,0,0,227,15,2,19
kellb103,4,89,24,71,5,5
kellc001,12,257,7,14,1,2
kellc101,0,0,2235,46,46,6
kelld001,257,8200,820,212,17,72
kelld102,61,1561,27,91,4,7
kellf102,51,1376,450,38,5,37
kellf103,0,0,69,1,1,1
kellg101,0,0,14451,1366,146,1187
kellg102,394,9842,2390,3326,168,360
kellh101,0,0,29,114,8,8
kellh104,0,0,7,31,4,2
kellj001,79,1876,57,78,13,6
kellj101,0,0,163,9,6,8
kellj102,0,0,30,3,2,0
kellj107,0,0,514,390,49,65
kellk001,1,52,4,0,0,0
kellk002,0,3,0,0,0,0
kellm001,153,4697,347,7,8,2
kellm101,313,9687,637,1148,48,190
kellm102,0,0,0,0,0,0
kellp001,580,15481,1077,1700,77,365
kellp101,902,23899,1770,61,42,15
kellr001,0,50,1,2,0,0
kellr101,1,64,2,3,0,0
kellr102,0,0,0,0,0,0
kellr104,0,0,5,8,2,1
kells001,0,1252,26,23,3,2
kells102,0,0,143,169,12,35
kellt001,25,856,39,40,0,8
kellt101,37,1000,360,28,6,27
kellt102,45,1223,26,39,3,4
kellv101,71,1878,70,150,8,13
kellw101,0,0,0,1,0,1
kelsb101,2,604,7,32,2,1
keltd001,3,74,6,0,0,0
keltk101,0,0,1577,3070,171,306
kemmr101,109,3200,72,181,15,12
kemnd101,0,0,0,4,1,0
kempm001,1531,40167,2972,91,51,27
kemps001,978,25797,1963,55,37,12
kempt001,110,2990,190,14,2,4
kendf101,8,317,106,11,0,7
kendh001,1379,36599,2856,3228,88,746
kendj001,27,650,48,1,5,0
kendk001,213,3868,86,219,13,14
kenna001,1421,38047,2888,3905,131,821
kenna101,0,0,0,1,0,0
kennb001,6,80,1,1,0,0
kennb102,0,0,3,15,2,1
kennb103,0,44,17,72,8,4
kennb104,192,5455,2016,1139,138,113
kenni001,289,5112,90,148,9,10
kennj001,139,2726,48,128,22,8
kennj101,259,7804,586,897,31,158
kennj103,368,10284,429,986,49,108
kennj104,0,12,0,0,0,0
kennj105,560,16169,886,1456,115,239
kennj106,6,195,19,20,4,5
kennm101,0,0,39,160,10,15
kennt001,41,1093,199,15,2,11
kennv101,0,0,98,439,22,28
kensl001,3,545,4,17,2,2
kentj001,2215,57179,4816,5918,236,1362
kents001,0,172,2,7,2,2
kenwd102,57,1562,38,132,9,6
keouj101,209,5716,486,22,9,16
keoum001,175,3570,98,141,16,16
keoum101,379,11333,1376,79,20,58
keplm001,372,10121,849,23,10,9
keppb001,6,277,6,14,0,2
keppj001,686,18123,1267,1611,43,358
kepsk001,46,811,10,31,4,1
kerfc001,6,605,19,16,5,2
kerig101,4,214,7,8,0,1
kerkb101,0,0,1,11,0,1
kernb101,3,71,3,2,0,0
kerng101,22,558,179,13,4,23
kernj001,14,2380,43,115,16,7
kerrb101,0,0,2074,3329,187,553
kerrd101,0,0,26,239,13,9
kerrj101,2,660,14,46,4,8
kerrj102,0,0,970,1314,81,239
kersc001,316,6289,62,307,9,14
kersj001,2,301,11,11,1,2
kessd101,1955,52117,3292,6453,350,1215
kessk001,7,217,7,22,2,5
kestr101,0,121,0,3,2,0
ketcg101,0,0,0,1,0,0
keucd001,183,3568,77,231,9,15
key-j001,389,7775,172,452,22,35
keysb001,10,456,15,33,2,4
khals001,151,3996,255,490,27,71
kibbh101,0,0,23,40,5,5
kickm001,3,91,2,6,1,0
kidam001,2,287,6,9,0,2
kiebs001,0,16,4,0,0,0
kiecd001,30,577,22,38,3,2
kiefj101,0,0,1,17,2,1
kiefm001,0,239,1,5,0,1
kiefs001,62,1793,58,139,15,18
kiekd001,0,72,3,3,0,0
kielb001,404,11159,863,24,11,10
kielj001,0,220,8,20,0,5
kiell101,23,1229,33,113,8,8
kierk001,503,13391,1387,37,19,8
kiesb001,36,1118,69,14,6,2
kiesr001,28,762,49,1,1,0
kilbb001,1,76,0,1,0,0
kildp101,0,0,616,949,69,140
kiled001,331,6496,136,287,27,22
kilgp001,68,1636,47,87,10,8
kilkm101,54,1228,19,65,4,3
kille102,0,18,0,0,0,0
killh102,2120,54141,8849,1963,215,767
kim-b001,87,2523,49,124,12,6
kim-h001,128,3262,199,9,0,3
kim-s001,37,1011,26,32,5,1
kimbc001,0,1598,23,36,2,2
kimbc002,0,42,2,0,0,1
kimbd101,0,0,19,38,3,5
kimbh101,0,0,2,13,2,0
kimbn101,0,0,13,27,4,2
kimeh101,0,0,0,3,0,0
kimmw101,0,0,173,272,22,33
kimsc101,0,0,24,164,9,7
kinde101,2,690,52,174,9,11
kindj101,557,15531,1364,1681,116,366
kinei001,59,1603,69,157,8,26
kiner101,226,5928,3431,109,91,73
kingb101,82,1655,22,48,8,2
kingc001,0,244,12,14,0,1
kingc101,0,0,34,88,4,11
kingc102,18,555,53,1,3,1
kingd001,1296,33418,5835,693,174,408
kinge001,113,2590,75,99,10,8
kingg001,125,3668,322,7,7,0
kingj001,1082,28905,4604,1841,107,570
kingj101,700,19341,1505,70,26,13
kingk001,0,92,1,4,2,0
kingl102,0,0,138,2,2,1
kingl103,0,0,438,26,29,4
kingm001,474,13619,1225,48,22,11
kingn001,15,228,6,4,4,0
kingn101,4,520,19,20,0,2
kingr001,0,1233,37,75,8,3
kings001,116,3111,117,270,13,49
kingw101,0,0,8,15,1,2
kinkm001,82,2350,224,28,6,10
kinlt001,0,33,0,2,0,0
kinnd101,0,463,7,20,2,1
kinnj001,0,291,9,13,1,2
kinnm001,0,155,7,7,0,0
kinnm002,58,1169,25,39,2,5
kinnw101,0,0,19,79,7,3
kinsb101,0,0,2,0,2,0
kinsi001,1741,45879,3301,5064,163,1255
kintb001,0,1102,32,75,0,7
kinzh101,0,0,1,6,1,0
kinzm001,1,45,0,0,0,0
kipnj001,949,24855,1435,2494,65,512
kippb001,45,1686,18,82,6,4
kippf101,9,340,7,22,0,0
kippt101,0,160,7,14,0,1
kirbc101,239,4645,79,172,29,12
kirbw001,265,7634,654,28,13,8
kircm101,0,0,3,6,1,0
kirkb101,1,9,0,0,0,0
kirkd101,37,1124,30,64,9,5
kirke102,597,16528,2085,105,23,105
kirkm001,0,327,6,8,0,0
kirkw101,851,23544,1740,83,48,19
kirrj101,6,177,8,12,1,2
kiseg001,0,14,0,0,0,0
kishe101,0,0,52,3,4,0
kisob001,246,5428,140,297,16,27
kitsc101,0,3,0,2,0,0
kitta001,3,161,1,3,0,0
kittr001,407,10029,1087,51,25,58
kivlp001,36,1122,98,19,4,4
klaeh101,0,0,0,8,0,0
klagf101,12,181,5,6,0,0
klasd001,67,1807,106,165,10,27
klaub101,594,16569,899,1756,123,252
klaub102,156,4290,306,440,21,76
klawt001,2,28,0,2,0,0
kleeo101,0,0,0,0,0,0
kleic101,0,0,3250,194,135,39
kleih101,0,0,1,7,1,0
kleil101,0,0,570,719,49,182
klein101,0,0,2,8,0,0
kleip001,4,167,3,3,1,1
kleit101,0,0,8,34,2,1
klepe101,0,0,0,2,0,0
klesr001,1533,37739,6660,489,78,503
kliee101,0,0,46,124,5,10
kliml101,138,3419,353,208,25,49
klimr101,6,564,17,32,3,2
klinb101,0,0,54,241,6,13
klinb103,0,0,23,136,4,10
klinb104,47,1271,107,164,16,38
klinj001,0,494,8,13,0,2
klinj102,0,0,15,0,0,2
klinr102,192,5997,147,319,20,24
klins001,17,414,19,16,1,0
klins002,1,2047,37,111,7,7
klins101,105,2248,64,144,9,10
klipj101,95,4108,106,324,15,23
klops101,0,0,1,6,1,0
klozn101,0,0,3,1,0,0
klubc001,196,3918,104,111,3,7
klugj101,0,0,133,152,18,26
klust101,668,17252,12652,799,97,1269
klutm101,141,3804,160,282,26,25
kmakj001,0,6,0,1,0,0
knacb001,2,142,4,8,2,1
knapa001,0,12,2,0,0,0
knapc101,99,1813,24,72,9,4
knebc001,0,669,12,20,2,0
kneir101,0,0,2,5,0,1
knepb001,413,8124,103,451,30,32
knerl101,0,0,14,53,2,3
knica001,55,1341,279,23,3,28
knica101,0,0,32,1,2,0
knicb101,0,0,1696,2621,189,533
knigb001,2,94,3,2,0,0
knigj103,0,0,18,80,4,6
knigr001,1220,32782,3669,1858,131,421
knobc001,1546,40041,2852,3844,125,840
knodm101,0,0,22,17,5,0
knodr101,0,0,555,39,6,49
knoob101,1050,27908,2566,3218,119,779
knorr001,0,36,7,2,0,1
knote001,2,72,0,2,1,0
knotf101,0,0,179,333,25,25
knotg001,38,802,24,29,0,2
knotg101,0,0,4,8,1,2
knotj001,5,108,8,0,0,0
knotj102,0,0,45,286,18,17
knowb101,0,0,0,3,1,0
knowd101,8,3276,51,276,29,16
knoxj101,45,1418,113,143,10,36
knudg001,0,15,0,0,0,0
knudk001,1,341,10,10,0,2
knudm001,59,1446,39,43,4,4
kobam001,0,196,9,5,0,1
kobej001,10,234,14,9,0,4
kobek101,64,1428,25,77,5,6
kocha101,15,384,2,14,2,0
kochb001,0,1222,35,43,2,7
kochb102,0,0,65,65,6,10
kochm001,15,314,7,8,0,1
koecd101,0,0,0,6,0,0
koegp101,9,258,43,4,0,3
koehp101,0,0,3,0,0,0
koeht001,133,2353,58,64,9,7
koelb001,4,102,6,12,1,1
koenl101,0,0,593,9,15,0
koenm101,0,0,1983,2934,352,517
koenw101,0,0,0,0,0,0
kohlj101,0,0,2,4,0,1
kohlr001,1,201,2,4,0,0
kohnm001,0,345,6,10,2,0
kokod101,1,24,913,37,28,10
kolaa001,0,128,6,7,1,1
kolbb001,0,71,0,2,1,0
kolbd001,0,860,9,36,3,1
kolbg101,85,2720,173,31,12,7
kolld101,0,0,4381,2177,181,745
kolpr101,0,0,86,353,12,22
kolsh101,2,217,7,11,1,1
komae001,10,322,26,1,1,0
komis001,0,130,3,1,0,0
komis002,2,50,0,0,0,0
kommb001,252,7110,592,13,10,1
konee101,0,0,3955,251,43,211
konep001,1906,49677,15965,1151,85,1662
konia101,0,36,4,9,0,1
konid101,38,663,14,27,4,1
konob101,0,0,165,18,1,15
konsj101,1,578,61,185,10,14
kontg001,0,1071,27,40,2,3
konud001,0,1,0,0,0,0
koo-d001,0,69,1,6,0,0
koobe101,0,0,2,21,1,2
koonc101,90,2912,81,195,5,16
koong001,1,60,22,3,0,3
koosj001,527,11519,116,582,42,36
kopag101,3,105,27,0,1,2
kopem001,4,43,1,1,0,0
kopfl101,0,0,1076,1615,187,215
kopfw101,0,0,0,6,0,1
koplh101,19,526,12,35,0,3
koplm001,0,764,10,56,2,6
koppj101,433,12057,830,1387,111,257
koppm101,0,0,127,7,11,0
koreb001,0,84,1,7,0,1
korig101,0,51,1,2,0,0
koroj001,30,475,5,16,2,1
kosca101,477,12406,1220,73,23,48
koshc101,0,0,149,232,18,47
koshj001,8,241,80,6,1,8
koskb101,0,0,0,2,0,0
koskc001,890,23550,648,1704,82,130
kosld101,1,95,75,307,14,23
koslk001,54,1614,164,8,3,2
kostf101,80,2354,176,117,14,19
kostf102,0,0,80,4,7,1
kotcc001,781,21173,6768,545,18,649
kotsm001,1488,39505,4112,181,49,109
kottg001,0,48,11,2,0,2
koufs101,314,6973,64,228,14,13
koupl101,0,0,9,67,3,3
kouzk001,636,16899,453,1122,64,113
kowaf101,0,0,13,34,8,2
kowib001,5,159,6,0,0,0
koy-e101,0,0,1034,20,25,7
kozaa101,0,0,619,730,41,157
kozlb001,2,30,0,2,0,0
kozmp001,194,5788,305,667,19,156
kraej001,1,86,2,4,1,1
krakj101,0,0,16,97,10,5
kralj101,169,3654,75,211,8,18
krals101,0,0,2,6,0,0
kramj101,0,0,73,298,17,23
kramk001,7,198,11,15,1,4
kramr001,24,551,21,15,0,1
kramt001,16,377,10,13,1,0
krane101,1379,36668,10840,789,81,901
krate001,2,58,17,1,0,3
krauj101,0,0,9,75,3,5
kraul101,0,0,4,20,1,2
kraul102,167,3851,84,153,9,9
kraum001,88,2186,445,45,7,41
kravd101,0,21,0,2,0,1
kravk101,128,2576,32,129,7,4
krawr001,1,157,4,8,2,1
kreem101,0,0,3318,105,65,21
krehj001,0,9,0,0,0,0
kremj101,4,120,1,5,1,1
kremr101,0,0,37,331,10,12
krenw001,255,7124,529,534,35,80
kresc101,5,168,1114,83,12,121
kresr101,0,0,3987,2945,343,748
kretl101,45,974,24,133,11,9
kreuc001,0,36,10,2,1,1
kreuf101,32,632,16,28,4,0
kreur101,4,133,3,11,0,1
kriek101,0,0,0,1,0,0
krish101,0,0,9,55,4,3
krivr001,36,775,10,28,1,1
kroej001,13,352,33,0,0,0
kroez001,1,32,0,1,0,0
krolg101,13,478,6,29,3,3
kroli001,0,570,13,29,4,5
kronj101,0,0,410,506,39,107
kroom001,0,80,0,6,0,1
krsnm101,3,84,7,1,0,1
krsnr101,0,0,94,212,19,17
krueb001,164,3583,33,144,4,8
krugm101,0,0,174,255,32,30
krukj001,1000,26195,6022,401,42,415
krukm001,355,6572,146,284,23,27
kryhd101,75,2122,3768,312,40,394
krynd001,10,259,31,1,1,1
kubej001,0,51,0,6,1,0
kubej002,585,15093,1038,44,17,13
kubet101,996,26894,1808,2850,162,583
kubij101,26,729,47,76,3,17
kubik001,10,282,4,14,2,1
kubit001,0,75,2,5,0,1
kubit101,620,18132,1373,1834,90,366
kubsg101,15,422,36,2,0,0
kucaj101,0,0,6,18,3,2
kucej101,27,617,16,31,5,1
kuckj101,123,2813,45,194,14,17
kuczb101,0,0,0,5,0,0
kuenh101,1474,38544,3028,2345,191,468
kuhaf101,5,107,0,2,0,0
kuhej101,0,0,19386,1163,173,1769
kuhlc001,61,939,21,42,1,3
kuhnb101,0,0,0,1,0,0
kuhnk101,11,495,40,32,3,6
kuipd001,867,23053,2024,2468,78,554
kumem101,4,71,1,4,0,0
kunkb101,2,428,12,18,3,2
kunkj001,242,6567,446,631,65,117
kuntr001,110,3505,312,8,5,4
kunze001,0,8,0,2,1,0
kunze101,0,0,1,8,4,0
kuo-h001,14,877,7,26,4,1
kuroh001,211,3957,90,183,7,13
kuror101,0,39,0,1,0,0
kurow101,0,0,1032,1583,117,138
kurth101,0,114,0,5,1,1
kushe101,0,0,26,85,4,5
kusic101,185,5078,1619,142,22,156
kutcr001,103,3268,297,55,5,6
kutym101,6,870,23,69,3,5
kutzj001,7,94,2,2,0,0
kuwam001,0,63,1,4,0,1
kuzab101,12,337,33,112,9,9
kvasa101,0,0,5,0,0,0
laabc101,0,0,1780,62,44,15
labaj001,2,75,2,3,1,0
labic101,16,2475,97,207,14,15
laboc101,328,8889,293,628,54,56
laboj001,0,18,0,2,0,1
laceb001,2,1352,20,98,6,2
lacha101,1,24,1,1,0,0
lachm101,0,304,3,26,2,2
lackj001,446,8521,222,299,28,29
lacof001,32,1470,13,45,8,1
lacom001,243,5219,126,308,20,24
lacop101,389,10933,3117,239,33,281
lacyg101,0,0,18,24,2,3
lacyk001,0,169,5,3,2,1
lacyl001,1037,29194,2361,702,80,139
laddp001,1,861,15,21,3,0
laded101,0,0,41,128,2,5
ladet001,17,537,44,56,1,9
lafaj101,0,0,342,13,6,27
laffa001,68,1483,28,80,3,6
lafop001,1,36,6,2,1,1
lafot101,0,0,51,97,5,11
lafrb001,0,67,0,2,0,0
lagaj001,410,11676,1152,34,16,3
lagam001,79,2353,832,62,4,84
lagge101,0,0,2,9,1,1
lagrl101,67,2335,37,136,13,9
lahab001,135,3366,819,36,8,84
lahoj101,406,10984,819,25,18,6
lahtj001,1,858,24,53,3,6
lairb001,25,696,114,32,3,14
lairg001,1,48,2,3,0,1
lajed101,0,0,7,20,1,1
lakea101,0,0,225,15,1,17
lakee101,0,0,1260,2015,175,447
lakej001,152,4145,307,7,14,4
laket001,4,90,33,1,0,4
lallb001,4,150,59,0,2,7
lamaa101,0,0,1,3,0,0
lamab101,0,0,898,58,45,12
lamaf101,0,0,1,1,0,0
lamah101,0,0,11,23,2,2
lamaj101,49,2132,49,113,5,4
lamar001,55,1584,121,5,3,1
