retroID,GS,InnOuts,PO,A,E,DP,weight,height,debutYear,finalYear,pos_1B,pos_2B,pos_3B,pos_C,pos_OF,pos_P,pos_SS,bats_L,bats_R,throws_L,throws_R,G,AB,PA,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,NL
andel002,12,414,113,12,1,10,0.569672,0.65,2010,2012,1,0,0,0,0,0,0,1,0,1,0,30,48,56,7,8,7,1,0,0,4,0,0,7,14,0,0,0,1,1,0
andem003,752,19437,1619,1754,83,434,0.467213,0.35,1998,2009,0,1,0,0,0,0,0,1,0,0,1,1151,3204,3508,392,849,592,174,20,63,371,71,24,227,471,28,15,31,31,60,1
andes101,145,3734,343,403,12,70,0.385246,0.3,1959,1959,0,1,0,0,0,0,0,0,1,0,1,152,477,527,42,104,92,9,3,0,34,6,9,42,53,1,1,5,2,15,1
andet001,516,13509,709,1323,88,282,0.446721,0.5,2016,2019,0,0,0,0,0,0,1,0,1,0,1,521,2062,2161,287,570,385,108,13,64,206,68,16,71,537,2,11,10,7,55,0
andir001,361,10049,605,1033,39,238,0.446721,0.4,2005,2016,0,0,0,0,0,0,1,0,1,0,1,481,1344,1491,159,313,236,58,1,18,97,24,12,113,313,2,6,21,7,42,1
andrb101,0,0,1,2,1,1,0.446721,0.45,1931,1937,0,0,1,0,0,0,0,0,1,0,1,6,9,9,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1
andre001,1577,41693,2496,4426,191,1054,0.508197,0.45,2009,2019,0,0,0,0,0,0,1,0,1,0,1,1623,6263,6967,882,1723,1304,298,48,73,629,302,104,508,947,5,44,100,52,156,0
andre103,0,0,8,25,0,1,0.508197,0.5,1946,1946,0,0,1,0,0,0,0,0,1,0,1,15,41,44,0,4,2,2,0,0,1,0,0,3,5,0,0,0,0,1,0
andrf101,7,210,23,21,0,7,0.356557,0.25,1976,1977,0,1,0,0,0,0,0,0,1,0,1,16,29,34,4,8,7,0,1,0,2,2,1,3,5,0,1,0,1,1,1
andrj001,18,464,37,0,0,0,0.569672,0.5,2018,2018,0,0,0,0,1,0,0,0,1,0,1,26,61,67,4,14,12,2,0,0,4,2,0,5,19,0,0,0,1,1,0
andrk101,0,12,1,1,0,0,0.344262,0.35,1975,1975,0,1,0,0,0,0,0,0,1,0,1,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andrm101,805,21107,2147,1978,113,464,0.487705,0.6,1966,1973,0,1,0,0,0,0,0,0,1,0,1,893,3116,3685,441,803,593,140,4,66,316,18,25,458,390,12,16,72,23,50,0
andrr101,369,10117,866,1156,59,243,0.446721,0.45,1975,1979,0,1,0,0,0,0,0,0,1,0,1,493,1454,1641,174,365,317,30,15,3,91,33,16,148,121,6,0,27,12,35,1
andrs001,465,12466,587,991,76,102,0.569672,0.5,1995,2002,0,0,1,0,0,0,0,0,1,0,1,569,1704,1924,196,375,209,76,4,86,263,7,10,191,515,17,7,3,19,35,1
andum001,136,3634,94,186,18,6,0.569672,0.45,2017,2019,0,0,1,0,0,0,0,0,1,0,1,166,627,663,84,180,102,49,2,27,97,3,1,27,108,2,4,0,5,13,0
anglm001,20,596,62,0,2,0,0.446721,0.3,2011,2011,0,0,0,0,1,0,0,1,0,0,1,31,79,95,12,14,9,4,0,1,7,11,1,12,13,0,1,3,0,0,0
ankep101,0,0,15,26,3,3,0.20082,0.05,1936,1944,0,0,0,0,0,0,1,0,1,0,1,15,29,31,2,7,6,1,0,0,3,0,0,0,5,0,0,2,0,1,1
anthe001,517,13082,976,45,22,14,0.487705,0.55,1989,1997,0,0,0,0,1,0,0,1,0,1,0,682,1999,2243,249,462,295,81,8,78,269,24,14,217,491,22,5,3,19,34,1
antob101,0,0,27,0,1,0,0.446721,0.4,1953,1953,0,0,0,0,1,0,0,0,1,0,1,40,43,45,9,7,4,1,1,1,4,0,0,2,11,0,0,0,0,1,1
antoj101,0,0,209,261,20,34,0.364754,0.35,1944,1945,0,0,1,0,0,0,0,0,1,0,1,135,528,560,50,133,102,28,2,1,29,1,0.5,24,29,0,2,6,0,14,1
antom001,15,412,38,34,2,7,0.487705,0.5,2008,2008,0,1,0,0,0,0,0,0,1,0,1,21,57,65,6,11,8,2,0,1,3,0,0,5,11,1,3,0,0,1,1
aparl101,2539,67221,4548,8016,366,1553,0.344262,0.3,1956,1973,0,0,0,0,0,0,1,0,1,0,1,2601,10230,11230,1335,2677,2108,394,92,83,791,506,136,736,742,22,27,161,76,184,0
appll101,0,0,4674,7543,672,1475,0.438525,0.35,1930,1950,0,0,0,0,0,0,1,0,1,0,1,2422,8856,10243,1319,2749,2162,440,102,45,1116,179,108,1302,528,0,11,74,0,129,0
aquia001,53,1403,97,3,2,0,0.590164,0.65,2018,2019,0,0,0,0,1,0,0,0,1,0,1,57,206,226,31,53,26,8,0,19,47,7,0,16,61,2,2,0,2,5,1
archg101,0,0,375,180,19,42,0.385246,0.45,1938,1946,1,0,0,0,0,0,0,0,1,0,1,121,421,461,50,115,84,24,4,3,53,10,4,37,47,0,1,2,0,12,0
archm101,0,0,219,9,12,2,0.315574,0.25,1923,1925,0,0,0,0,1,0,0,1,0,1,0,127,384,449,84,128,110,14,4,0,29,13,10,48,39,0,4,13,0,0,0
arcij101,158,4441,380,460,32,94,0.385246,0.6,1968,1970,0,1,0,0,0,0,0,0,1,0,1,293,615,662,78,132,101,24,6,1,35,17,13,29,107,1,9,9,0,10,1
arcio001,247,6413,500,16,10,2,0.610656,0.45,2013,2016,0,0,0,0,1,0,0,1,0,0,1,288,983,1075,103,231,141,40,6,44,131,3,5,76,339,8,13,0,3,13,1
arcio002,421,11396,713,1168,54,270,0.364754,0.45,2016,2019,0,0,0,0,0,0,1,0,1,0,1,479,1549,1676,160,376,274,59,6,37,159,37,16,109,343,14,3,5,10,40,1
arded101,1,27,13,0,0,1,0.467213,0.55,1961,1961,1,0,0,0,0,0,0,1,0,1,0,7,4,6,1,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0
arenn001,1013,26423,682,2312,88,265,0.569672,0.55,2013,2019,0,0,1,0,0,0,0,0,1,0,1,1031,3936,4356,626,1160,653,253,27,227,734,16,15,347,664,55,22,5,46,114,1
arfth101,0,0,2182,184,18,251,0.467213,0.35,1948,1952,1,0,0,0,0,0,0,1,0,1,0,300,906,1056,116,229,157,46,13,13,118,8,10,137,133,0,2,11,0,16,0
ariaa001,399,11343,645,1022,47,184,0.446721,0.6,1992,2002,0,0,0,0,0,0,1,0,1,0,1,775,1773,2010,203,470,362,84,6,18,196,10,5,181,211,14,23,17,16,47,1
ariag001,134,3548,98,321,21,26,0.467213,0.4,1996,1999,0,0,1,0,0,0,0,0,1,0,1,173,480,513,46,114,80,18,2,14,55,2,0,25,121,2,2,6,0,14,1
ariaj001,232,6856,477,583,27,132,0.446721,0.5,2006,2015,0,1,0,0,0,0,0,0,1,0,1,474,1052,1118,112,279,215,46,11,7,95,13,3,37,150,7,8,12,9,24,1
arleb101,0,0,303,21,13,11,0.610656,0.6,1931,1931,1,0,0,0,0,0,0,0,0,0,1,121,418,469,65,131,80,26,7,18,72,3,1.5,45,39,0,5,1,0,0,1
armam001,7,228,77,4,0,4,0.467213,0.7,1993,1993,1,0,0,0,0,0,0,0,1,0,1,15,31,33,7,6,3,2,0,1,1,1,0,1,12,0,1,0,0,0,0
armat001,1239,32666,3095,79,61,19,0.434426,0.4,1976,1989,0,0,0,0,1,0,0,0,1,0,1,1432,5164,5502,614,1302,808,204,39,251,815,18,20,260,1201,37,15,11,52,149,1
armbe101,44,1362,91,8,8,2,0.344262,0.4,1973,1977,0,0,0,0,1,0,0,0,1,0,1,224,265,302,46,65,44,11,6,4,19,15,10,24,71,0,1,9,3,4,1
arndl001,2,48,8,2,0,3,0.487705,0.5,1989,1989,1,0,0,0,0,0,0,0,1,0,1,2,6,7,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
arnoc101,66,1865,124,189,10,33,0.344262,0.35,1971,1976,0,1,0,0,0,0,0,0,1,0,1,273,435,483,47,103,82,12,5,4,51,1,2,42,76,5,1,1,4,13,1
arnom101,0,0,1260,52,25,5,0.377049,0.35,1936,1946,0,0,0,0,1,0,0,0,1,0,1,590,2013,2229,234,577,439,104,12,22,261,17,8.5,185,139,0,10,21,0,61,1
arozr001,4,131,11,1,0,0,0.385246,0.4,2019,2019,0,0,0,0,1,0,0,0,1,0,1,19,20,23,4,6,4,1,0,1,2,2,1,2,4,0,1,0,0,0,1
arral001,78,2148,101,121,5,31,0.413934,0.35,2019,2019,0,1,0,0,0,0,0,1,0,0,1,92,326,366,54,109,84,20,1,4,28,2,2,36,29,1,1,0,3,2,0
arroc001,61,1604,54,122,6,20,0.590164,0.5,2017,2019,0,1,0,0,0,0,0,0,1,0,1,70,228,251,22,49,33,9,1,6,27,1,2,19,66,1,2,1,1,4,1
arrue001,9,348,14,26,3,6,0.631148,0.5,2014,2014,0,0,0,0,0,0,1,0,1,0,1,22,41,45,4,8,7,1,0,0,4,0,0,3,17,0,0,0,1,1,1
asadr001,15,395,12,31,5,1,0.446721,0.5,1986,1986,0,1,0,0,0,0,0,0,1,0,1,15,55,60,9,20,15,5,0,0,7,1,2,3,13,1,0,2,0,0,1
asbej101,0,0,14,1,0,1,0.487705,0.45,1938,1938,0,0,0,0,1,0,0,0,1,0,1,17,33,36,6,6,4,2,0,0,3,0,0,3,9,0,0,0,0,0,1
aschc001,317,8182,345,396,32,36,0.528689,0.5,2013,2017,0,0,1,0,0,0,0,1,0,0,1,390,1238,1349,129,290,183,71,4,32,129,5,4,95,331,11,9,3,4,13,1
ashbr101,1204,31872,6094,182,111,44,0.385246,0.35,1948,1962,0,0,0,0,1,0,0,1,0,0,1,2189,8365,9736,1322,2574,2119,317,109,29,586,234,119.5,1198,571,25,43,112,18,83,1
ashft001,131,3690,183,278,25,46,0.487705,0.5,1976,1984,0,0,1,0,0,0,0,0,1,0,1,222,510,569,42,111,73,31,1,6,55,5,3,47,75,6,1,5,6,11,1
ashlb001,163,3775,233,12,16,3,0.590164,0.8,1992,1998,0,0,0,0,1,0,0,0,1,0,1,281,618,688,56,144,92,23,1,28,84,0,0,63,236,5,4,0,3,15,1
asprb101,1147,30453,1219,1966,135,136,0.385246,0.55,1956,1971,0,0,1,0,0,0,0,0,1,0,1,1324,4369,4799,386,1103,882,135,26,60,457,19,24,333,459,52,29,36,32,131,1
asprk101,376,10095,820,1025,70,245,0.42623,0.45,1957,1963,0,1,0,0,0,0,0,0,1,0,1,475,1483,1691,171,369,278,69,3,19,124,7,5,179,149,4,6,13,10,49,1
asseb101,122,3340,261,3,8,1,0.405738,0.5,1976,1981,0,0,0,0,1,0,0,1,0,0,1,284,574,629,52,146,103,27,4,12,68,5,4,38,74,6,3,5,9,17,1
asuac001,128,3486,232,367,6,94,0.336066,0.3,2016,2018,0,1,0,0,0,0,0,1,0,0,1,175,520,586,45,125,93,24,2,6,42,1,2,53,126,1,3,6,4,11,1
atkig001,739,19161,1338,1216,82,227,0.467213,0.55,2003,2010,0,0,1,0,0,0,0,0,1,0,1,817,2928,3273,399,835,560,169,7,99,488,8,4,291,449,12,20,0,34,94,1
attrd101,0,0,347,14,4,25,0.344262,0.45,1926,1927,1,0,0,0,0,0,0,1,0,1,0,61,144,169,26,31,26,2,2,1,16,1,0.5,20,23,0,0,5,0,0,1
aubrm001,32,856,288,23,0,37,0.467213,0.45,2008,2009,1,0,0,0,0,0,0,1,0,1,0,46,135,145,14,35,22,7,0,6,17,0,0,10,15,0,0,0,0,4,0
auder001,35,911,298,17,3,37,0.42623,0.7,1993,1996,1,0,0,0,0,0,0,0,1,0,1,62,151,158,11,34,23,9,0,2,24,1,2,7,35,0,0,0,0,4,1
auerr101,377,10699,686,1158,84,208,0.364754,0.45,1971,1981,0,0,0,0,0,0,1,0,1,0,1,624,1407,1567,167,309,239,56,5,9,86,36,21,127,198,10,6,22,5,36,1
augud101,4,228,24,3,0,1,0.401639,0.55,1973,1974,0,0,0,0,1,0,0,0,1,0,1,29,29,29,4,6,5,1,0,0,0,0,1,0,6,0,0,0,0,2,1
aultd101,166,4424,1526,133,22,126,0.508197,0.6,1976,1980,1,0,0,0,0,0,0,0,1,1,0,256,713,800,66,168,117,29,5,17,86,4,5,71,108,6,7,5,4,29,0
aurir001,1416,37603,3079,3516,159,933,0.385246,0.45,1995,2009,0,0,0,0,0,0,1,0,1,0,1,1652,5721,6278,745,1576,1067,301,22,186,756,23,18,450,861,22,24,36,47,140,1
austj101,0,0,327,436,46,33,0.32377,0.2,1909,1929,0,0,1,0,0,0,0,0,0,0,1,235,777,893,107,198,156,26,14,2,57,13,9,80,56,0,7,29,0,0,0
austt001,100,2619,629,41,3,52,0.590164,0.55,2016,2019,1,0,0,0,0,0,0,0,1,0,1,209,521,583,75,114,60,20,1,33,91,4,2,54,215,1,2,0,6,7,1
avela001,5,113,9,11,1,2,0.487705,0.4,2018,2019,0,0,0,0,0,0,1,0,1,0,1,10,18,19,1,5,5,0,0,0,1,0,0,1,6,0,0,0,0,0,1
avenb001,126,3498,274,5,4,1,0.42623,0.3,1997,2002,0,0,0,0,1,0,0,0,1,0,1,259,609,683,85,166,111,33,2,20,103,6,4,57,135,1,11,0,6,12,1
avere101,0,0,3969,115,126,29,0.393443,0.3,1929,1941,0,0,0,0,1,0,0,1,0,0,1,1668,6353,7215,1224,2019,1252,401,128,238,1164,70,57,774,518,0,33,55,0,7,1
averx001,23,651,49,1,2,0,0.467213,0.45,2012,2012,0,0,0,0,1,0,0,1,0,1,0,32,94,107,14,21,13,6,1,1,6,6,3,11,23,0,0,2,0,2,0
avilb101,687,18326,2872,3197,138,796,0.405738,0.35,1949,1959,0,1,0,0,0,0,0,0,1,0,1,1300,4620,5343,725,1296,996,185,35,80,467,78,52,561,399,3,14,134,14,121,1
avilm001,743,20417,1123,1798,87,364,0.528689,0.35,2008,2017,0,0,1,0,0,0,0,0,1,0,1,915,3009,3234,380,786,574,139,13,60,306,78,31,141,424,6,16,38,30,89,1
avilr101,41,1554,116,149,11,33,0.32377,0.3,1977,1981,0,1,0,0,0,0,0,0,1,0,1,117,190,223,21,51,40,9,0,2,24,0,0,21,22,3,1,9,2,4,1
ayalb001,133,2788,242,8,10,5,0.446721,0.5,1974,1985,0,0,0,0,1,0,0,0,1,0,1,425,865,951,114,217,136,42,1,38,145,2,4,71,136,7,2,1,12,22,1
aybaw001,205,5601,484,395,25,80,0.528689,0.4,2005,2010,0,0,1,0,0,0,0,0,0,0,1,405,1219,1390,137,315,212,68,2,33,157,7,5,142,206,6,14,7,8,22,1
azoco001,87,2321,188,5,7,1,0.385246,0.5,1990,1992,0,0,0,0,1,0,0,1,0,1,0,202,439,460,38,99,78,16,0,5,36,10,0,12,36,2,2,4,3,5,1
babel101,0,0,126,223,20,30,0.42623,0.35,1952,1953,0,0,1,0,0,0,0,1,0,0,1,120,382,426,37,85,63,18,2,2,26,1,1,39,26,0,2,3,0,9,0
babis101,44,1224,84,125,6,12,0.401639,0.25,1981,1981,0,1,0,0,0,0,0,0,1,0,1,54,156,171,10,40,36,1,3,0,14,5,4,13,13,1,0,2,0,6,0
backw001,806,20957,1476,2132,91,394,0.344262,0.3,1980,1993,0,1,0,0,0,0,0,0,0,0,1,1102,3245,3708,482,893,726,138,19,10,240,117,52,371,480,9,5,68,19,55,1
badeh001,211,6039,545,17,9,5,0.487705,0.45,2017,2019,0,0,0,0,1,0,0,0,1,0,1,298,811,925,125,191,122,37,5,27,86,28,7,82,266,8,22,3,7,5,1
badgr101,0,0,170,9,7,4,0.467213,0.45,1929,1930,0,0,0,0,1,0,0,1,0,0,1,143,382,422,57,98,63,30,3,2,45,4,5,24,42,0,4,12,0,0,0
baerc001,1235,32810,2634,3501,169,820,0.364754,0.4,1990,2005,0,1,0,0,0,0,0,0,0,0,1,1630,5439,5895,731,1583,1153,279,17,134,774,59,24,291,580,41,73,26,66,158,1
baezj001,566,15479,917,1544,74,351,0.467213,0.45,2014,2019,0,0,0,0,0,0,1,0,1,0,1,665,2316,2473,344,626,367,133,16,110,354,60,25,121,694,30,18,8,10,49,1
baezj101,86,2261,191,308,13,71,0.344262,0.25,1977,1978,0,1,0,0,0,0,0,0,1,0,1,114,355,391,47,87,70,14,2,1,19,7,1,25,27,2,1,10,0,6,0
baezk001,45,1216,67,135,8,27,0.344262,0.45,1990,1993,0,0,0,0,0,0,1,0,1,0,1,63,151,168,10,27,17,10,0,0,7,0,0,13,17,1,0,4,0,4,1
bagwb101,0,0,35,1,1,1,0.405738,0.5,1923,1925,0,0,0,0,1,0,0,1,0,1,0,92,143,155,12,42,31,6,3,2,20,0,0,8,14,0,0,4,0,0,1
bagwj001,2092,55585,17546,1705,129,1618,0.487705,0.45,1991,2005,1,0,0,0,0,0,0,0,1,0,1,2150,7797,9431,1517,2314,1345,488,32,449,1529,202,78,1401,1558,155,128,3,102,221,1
bailb103,1607,41282,2258,2397,210,314,0.42623,0.5,1962,1978,0,0,1,0,0,0,0,0,1,0,1,1931,6082,7043,772,1564,1098,234,43,189,773,85,83,852,1126,67,17,40,52,195,1
bailg101,0,0,414,20,14,3,0.344262,0.25,1917,1924,0,0,0,0,1,0,0,0,1,0,1,208,622,713,94,155,130,16,7,2,52,13,15.5,62,60,0,7,22,0,0,1
bailj001,32,929,258,16,2,24,0.508197,0.55,2007,2009,1,0,0,0,0,0,0,0,1,0,1,56,136,159,25,31,18,4,3,6,16,0,0,19,39,1,4,0,0,7,0
bainh001,1014,26867,2031,69,47,17,0.405738,0.55,1980,2001,0,0,0,0,1,0,0,1,0,1,0,2830,9908,11092,1299,2866,1945,488,49,384,1628,34,34,1062,1441,187,14,9,99,298,0
baira101,0,0,42,94,13,11,0.344262,0.3,1917,1919,0,1,0,0,0,0,0,0,1,0,1,38,83,89,8,20,19,1,0,0,5,3,1.5,5,9,0,0,1,0,0,1
baird101,0,0,127,203,20,20,0.295082,0.3,1915,1920,0,0,1,0,0,0,0,0,1,0,1,115,349,396,44,82,62,13,5,2,43,18,9,28,45,0,2,17,0,0,1
baisj001,14,336,43,15,1,4,0.610656,0.6,2008,2008,1,0,0,0,0,0,0,0,1,0,1,14,43,47,1,11,10,1,0,0,5,0,0,4,7,0,0,0,0,2,0
bakec101,34,1172,80,165,11,32,0.42623,0.4,1978,1981,0,0,0,0,0,0,1,0,1,0,1,93,146,158,14,27,22,2,3,0,9,0,0,3,27,0,0,9,0,4,1
baked001,68,2077,135,199,9,40,0.364754,0.3,1984,1990,0,1,0,0,0,0,0,0,0,0,1,136,246,276,38,51,38,11,2,0,22,3,0,18,62,0,3,8,1,1,0
baked002,1832,48088,4073,136,59,54,0.438525,0.55,1968,1986,0,0,0,0,1,0,0,0,1,0,1,2039,7117,8021,964,1981,1396,320,23,242,1013,137,73,762,926,52,30,27,85,158,1
baked101,5,168,5,16,5,2,0.446721,0.45,1982,1982,0,0,1,0,0,0,0,1,0,0,1,9,20,26,3,5,4,1,0,0,2,0,0,3,3,0,2,1,0,0,0
bakef101,85,2478,175,311,27,72,0.418033,0.55,1970,1974,0,0,0,0,0,0,1,1,0,0,1,146,288,334,28,55,43,8,3,1,24,4,2,40,60,3,2,2,2,4,0
bakef102,0,0,328,567,40,51,0.397541,0.4,1908,1922,0,0,1,0,0,0,0,1,0,0,1,304,1131,1249,146,328,246,50,6,26,190,22,14.5,85,44,0,8,25,0,0,0
bakef103,4,218,802,1475,62,201,0.344262,0.3,1943,1955,0,0,1,0,0,0,0,1,0,0,1,874,2280,2694,285,573,483,76,13,1,196,23,25,382,165,0,6,26,0,33,1
bakef104,86,2284,136,7,5,1,0.42623,0.35,1969,1971,0,0,0,0,1,0,0,1,0,0,1,125,353,384,39,82,57,17,4,4,38,3,4,26,68,3,2,0,3,8,0
bakeg101,546,14737,1326,1543,106,358,0.385246,0.5,1953,1961,0,1,0,0,0,0,0,0,1,0,1,630,2230,2491,265,590,421,109,21,39,227,21,17,184,219,9,9,50,18,55,1
bakej001,400,10369,1471,587,29,191,0.590164,0.55,2005,2015,1,0,0,0,0,0,0,0,1,0,1,748,1793,1958,244,474,297,108,15,54,235,14,1,139,472,6,9,1,16,55,1
bakej103,5,165,53,4,2,6,0.610656,0.7,1976,1977,1,0,0,0,0,0,0,0,1,0,1,14,26,28,1,3,2,0,0,1,2,0,0,1,6,0,0,0,1,1,0
bakej104,0,0,0,1,0,0,0.262295,0.05,1919,1919,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
balaj101,34,882,57,3,0,1,0.42623,0.6,1974,1975,0,0,0,0,1,0,0,0,1,0,1,59,162,173,14,39,28,8,1,2,15,0,0,7,35,0,1,2,1,1,0
balbs001,606,15845,5579,386,64,521,0.610656,0.6,1981,1993,1,0,0,0,0,0,0,0,1,0,1,960,3120,3440,351,714,395,127,11,181,495,1,2,273,856,21,19,1,27,67,0
balcb101,0,9,1,0,0,0,0.344262,0.2,1956,1956,0,0,0,0,1,0,0,0,1,1,0,7,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
baldb101,28,756,65,5,2,2,0.405738,0.45,1975,1976,0,0,0,0,1,0,0,1,0,1,0,39,117,125,12,27,17,4,1,5,13,2,1,6,16,0,0,1,1,0,1
baldh102,0,0,4,6,1,1,0.42623,0.4,1927,1927,0,0,1,0,0,0,0,0,1,0,1,6,16,17,1,5,5,0,0,0,1,0,0,1,2,0,0,0,0,0,1
baldj001,0,19,1,0,0,0,0.42623,0.5,1990,1990,0,0,0,0,1,0,0,1,0,1,0,7,8,9,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
baldr001,413,10900,1147,37,22,11,0.467213,0.65,2003,2010,0,0,0,0,1,0,0,0,1,0,1,519,1910,2065,281,531,354,99,18,60,262,60,16,102,388,8,31,7,15,33,0
balel101,9,276,21,30,1,4,0.364754,0.35,1966,1967,0,1,0,0,0,0,0,0,0,0,1,31,43,53,8,4,4,0,0,0,2,1,1,8,12,0,0,1,1,1,1
balew001,127,3569,304,12,4,0,0.590164,0.55,2007,2009,0,0,0,0,1,0,0,0,1,0,1,170,511,559,54,113,66,31,1,15,52,2,2,44,149,2,0,0,4,15,1
ballj003,1,21,10,0,0,1,0.446721,0.35,1998,1998,1,0,0,0,0,0,0,0,1,0,1,2,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ballp101,0,0,1,8,0,1,0.344262,0.4,1928,1928,0,0,1,0,0,0,0,0,1,0,1,3,9,9,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bambh101,0,0,6,0,0,0,0.397541,0.45,1948,1948,0,0,0,0,1,0,0,1,0,0,1,7,12,13,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1
bancd101,0,0,3351,4700,426,788,0.344262,0.3,1915,1930,0,0,0,0,0,0,1,0,0,0,1,1366,5165,5907,785,1512,1177,251,66,18,459,90,63,578,290,0,16,148,0,0,1
bankb001,72,2181,396,33,7,30,0.508197,0.6,1996,2003,1,0,0,0,0,0,0,0,0,0,1,273,495,569,65,122,87,19,3,13,64,8,3,62,129,6,2,5,5,7,1
banke101,2425,64280,14206,4355,261,1742,0.42623,0.5,1953,1971,1,0,0,0,0,0,0,0,1,0,1,2528,9421,10395,1305,2583,1574,407,90,512,1636,50,53,763,1236,198,70,45,96,229,1
bankg101,43,1182,55,54,8,6,0.446721,0.4,1962,1966,0,0,1,0,0,0,0,0,1,0,1,106,201,245,33,44,27,6,2,9,27,0,1,37,59,1,2,1,4,8,0
bankw002,12,324,104,6,1,10,0.569672,0.65,2008,2008,1,0,0,0,0,0,0,0,1,0,1,17,59,63,4,12,8,3,0,1,4,0,0,2,15,0,1,0,1,0,0
banna001,694,18860,1533,1049,110,185,0.385246,0.4,1974,1985,0,0,0,0,1,0,0,0,1,0,1,972,3007,3373,430,811,621,143,28,19,288,108,37,292,318,13,13,33,28,45,1
barbb001,370,9883,662,1109,48,206,0.446721,0.4,1991,1996,0,1,0,0,0,0,0,0,0,0,1,479,1434,1659,163,388,293,73,6,16,133,16,13,164,268,10,32,18,11,25,1
barbd101,0,0,208,6,5,2,0.418033,0.4,1926,1932,0,0,0,0,1,0,0,0,1,0,1,116,374,401,44,92,56,23,7,6,60,1,0.5,20,42,0,3,4,0,0,1
barbj102,17,424,29,2,2,1,0.32377,0.2,1966,1966,0,0,0,0,1,0,0,1,0,0,1,39,82,92,9,23,18,5,0,0,3,2,0,9,7,1,0,1,0,0,1
barbt101,0,0,1386,71,29,58,0.385246,0.4,1915,1923,0,0,0,0,1,0,0,1,0,0,1,394,1294,1448,164,384,324,42,17,1,162,24,23.5,96,78,0,10,48,0,0,1
barbw101,0,0,742,957,69,139,0.352459,0.45,1914,1922,0,1,0,0,0,0,0,0,1,0,1,382,1402,1535,147,383,321,43,18,1,135,29,12.5,72,79,0,1,60,0,0,1
bardb001,33,1213,35,109,6,13,0.467213,0.4,2007,2010,0,0,1,0,0,0,0,0,1,0,1,119,175,193,21,37,29,4,0,4,14,0,2,11,44,0,3,3,1,5,1
barfj001,1263,34326,2951,162,62,48,0.508197,0.5,1981,1992,0,0,0,0,1,0,0,0,1,0,1,1428,4759,5394,715,1219,732,216,30,241,716,66,47,551,1234,49,34,16,34,100,0
barfj003,264,7206,574,755,24,170,0.467213,0.45,2006,2009,0,1,0,0,0,0,0,0,1,0,1,309,1012,1075,133,267,192,53,6,16,112,35,11,44,188,7,5,5,9,11,1
barka001,11,287,50,4,0,2,0.528689,0.5,2001,2001,1,0,0,0,0,0,0,1,0,1,0,17,46,51,5,14,11,2,0,1,3,1,0,4,7,1,1,0,0,2,1
barkg001,25,1556,150,3,2,1,0.42623,0.35,1999,2001,0,0,0,0,1,0,0,0,0,0,1,235,164,197,53,38,30,4,1,3,18,30,18,21,48,0,4,6,2,0,1
barkk001,66,1762,599,35,4,53,0.487705,0.55,1999,2009,1,0,0,0,0,0,0,1,0,1,0,126,285,323,32,71,53,12,0,6,36,3,0,34,65,2,1,0,3,4,1
barkr101,0,0,101,136,15,31,0.344262,0.4,1937,1943,0,0,0,0,0,0,1,0,1,0,1,63,163,186,16,43,34,9,0,0,21,2,0.5,19,26,0,0,4,0,0,1
barkr102,62,2096,662,82,10,57,0.47541,0.45,1960,1967,1,0,0,0,0,0,0,1,0,0,1,192,318,356,34,68,42,16,0,10,44,1,0,29,76,6,3,3,3,4,0
barks001,0,9,1,0,0,0,0.590164,0.6,2007,2007,0,0,0,0,1,0,0,0,1,0,1,3,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
barmb101,0,0,2,0,0,0,0.364754,0.25,1953,1953,0,0,0,0,1,0,0,1,0,0,1,5,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barmc001,995,26794,1571,3119,125,664,0.508197,0.5,2003,2015,0,0,0,0,0,0,1,0,1,0,1,1186,3805,4167,434,932,618,208,17,89,415,43,30,216,734,32,60,60,26,54,1
barna001,14,529,27,48,2,11,0.454918,0.35,2015,2019,0,1,0,0,0,0,0,0,1,0,1,318,691,816,102,158,103,35,3,17,80,12,4,104,181,8,17,2,2,23,1
barnb002,283,8111,702,22,8,9,0.54918,0.55,2012,2018,0,0,0,0,1,0,0,0,1,0,1,484,1172,1274,133,284,199,56,9,20,102,22,20,67,358,3,13,19,3,24,1
barnb102,0,0,314,14,10,5,0.54918,0.55,1937,1943,0,0,0,0,1,0,0,1,0,0,1,207,664,743,88,154,111,22,9,12,96,9,4,76,98,0,0,3,0,6,1
