,retroID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,NL
3170,davej001,10,1,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
3171,davej101,1501,4427,552,1142,177,37,77,456,16,25.0,382,673,23.0,23,111,38.0,104.0,1
3172,davel101,30,21,3,8,1,0,0,2,0,0.0,1,11,0.0,0,1,0.0,0.0,0
3173,davem101,19,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
3174,davet001,114,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0,0,0.0,0.0,1
3175,davia001,38,53,5,13,2,0,1,5,0,0.0,7,13,2.0,2,0,1.0,2.0,0
3176,davia002,1206,4240,568,1189,220,10,160,683,7,16.0,685,558,88.0,28,2,55.0,97.0,0
3177,davia003,32,3,0,0,0,0,0,0,0,0.0,0,3,0.0,0,0,0.0,0.0,1
3178,davib001,166,453,56,110,21,10,7,50,13,7.0,20,83,1.0,1,7,4.0,7.0,1
3179,davib002,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3180,davib003,486,1512,168,358,77,2,38,204,9,8.0,153,385,12.0,7,7,19.0,40.0,1
3181,davib004,33,109,8,23,7,1,3,16,2,0.0,9,37,2.0,1,1,3.0,1.0,1
3182,davib005,25,59,6,15,3,1,1,6,1,1.0,6,13,0.0,0,0,0.0,1.0,0
3183,davib101,290,665,50,131,19,3,6,51,0,1.0,40,118,7.0,7,19,3.0,24.0,1
3184,davib102,29,10,0,2,0,0,0,0,0,0.0,0,0,0.0,0,1,0.0,1.0,0
3185,davib103,67,134,19,25,3,1,0,3,9,4.0,11,31,0.0,0,2,0.0,0.0,1
3186,davib105,242,543,48,141,12,5,1,43,7,10.0,57,73,1.0,2,6,3.0,6.0,1
3187,davib106,64,105,3,19,3,0,1,5,0,0.0,14,28,0.0,1,0,1.0,3.0,1
3188,davic001,2436,8673,1240,2380,424,30,350,1372,142,98.0,1194,1698,188.0,15,20,94.0,232.0,1
3189,davic002,12,22,3,3,0,0,0,3,2,0.0,0,4,0.0,0,2,0.0,2.0,0
3190,davic003,1296,4619,678,1099,216,5,283,743,19,11.0,513,1696,49.0,55,1,35.0,56.0,0
3191,davic101,148,444,43,102,12,2,2,43,2,0.0,35,56,0.0,2,12,0.0,11.0,0
3192,davic102,2,7,1,3,0,0,0,0,0,0.0,1,1,0.0,0,1,0.0,0.0,0
3193,davic103,449,813,70,165,17,0,11,81,1,0.5,28,176,0.0,0,63,0.0,19.0,1
3194,davic104,42,24,5,4,0,0,0,1,0,0.0,3,6,0.0,0,0,0.0,0.0,1
3195,david001,7,13,1,1,0,0,0,0,0,0.0,0,3,0.0,1,0,0.0,0.0,0
3196,david002,306,412,12,34,4,2,0,13,0,0.0,4,175,0.0,1,48,1.0,5.0,1
3197,david003,3,1,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
3198,david004,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3199,david101,403,1217,160,323,62,7,27,141,13,13.0,50,152,0.0,6,6,15.0,31.0,1
3200,david102,213,422,31,85,10,1,0,30,0,1.0,24,36,0.0,0,30,0.0,0.0,0
3201,davie001,1626,5321,938,1430,239,26,282,934,349,66.0,740,1398,59.0,33,3,50.0,112.0,1
3202,davie002,10,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
3203,davig001,1015,3719,510,965,177,13,190,603,28,11.0,370,613,78.0,55,6,39.0,80.0,1
3204,davig002,49,73,13,22,5,1,0,3,1,0.0,8,11,0.0,0,1,0.0,3.0,1
3205,davih103,327,1213,205,320,65,18,7,123,21,16.0,153,87,0.0,2,30,0.0,0.0,0
3206,davii001,667,2076,260,496,117,2,81,291,7,8.0,294,538,20.0,4,0,18.0,51.0,1
3207,davii102,164,609,110,143,32,10,0,65,19,14.0,73,69,0.0,7,42,0.0,0.0,0
3208,davij001,1082,3585,364,877,164,11,127,490,7,16.0,333,712,44.0,9,18,39.0,106.0,1
3209,davij002,49,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3210,davij003,71,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
3211,davij004,67,106,6,19,1,0,1,9,3,2.0,9,34,0.0,1,0,1.0,3.0,1
3212,davij005,145,17,1,1,0,0,1,1,0,0.0,0,9,0.0,0,2,0.0,0.0,1
3213,davij006,67,165,17,32,6,0,5,12,1,1.0,14,49,0.0,1,0,1.0,6.0,0
3214,davij007,20,25,3,5,1,0,0,0,3,0.0,1,6,0.0,1,0,0.0,2.0,0
3215,davij102,21,70,8,15,3,0,0,5,0,0.0,8,12,0.0,0,0,0.0,0.0,1
3216,davij103,154,99,7,9,0,0,0,1,0,0.0,11,54,0.0,0,6,0.0,1.0,1
3217,davij104,48,75,9,16,0,1,1,6,1,0.0,4,20,0.0,0,1,0.0,2.0,1
3218,davij105,11,10,1,4,0,0,0,2,0,0.0,2,3,0.0,0,0,0.0,0.0,0
3219,davik001,107,6,0,0,0,0,0,0,0,0.0,0,6,0.0,0,0,0.0,0.0,1
3220,davik002,153,69,4,9,1,0,2,9,0,0.0,4,25,0.0,0,16,1.0,0.0,1
3221,davik003,775,2726,425,676,143,8,193,497,18,5.0,261,814,7.0,42,0,29.0,81.0,1
3222,davik101,575,1824,281,515,112,16,19,171,32,16.0,142,141,0.0,4,26,0.0,29.0,1
3223,davil001,21,33,3,4,1,0,0,2,0,0.0,0,15,0.0,0,4,0.0,0.0,1
3224,davim001,625,167,16,26,3,4,1,9,1,1.0,8,54,0.0,0,24,0.0,0.0,1
3225,davim002,963,2999,419,778,161,16,91,371,134,56.0,236,537,19.0,10,24,29.0,55.0,1
3226,davim003,413,661,88,149,27,3,6,57,15,11.0,58,128,2.0,3,10,4.0,12.0,1
3227,davim004,3,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3228,davim005,276,926,103,209,45,1,49,143,0,2.0,81,355,1.0,13,0,8.0,21.0,1
3229,davim101,32,1,1,0,0,0,0,0,0,0.0,1,1,0.0,0,0,0.0,0.0,1
3230,davio101,17,8,0,1,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,0
3231,davio102,1,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
3232,davip101,117,185,10,33,2,0,0,8,0,0.0,3,21,0.0,0,7,0.0,3.0,1
3233,davir001,481,6,0,0,0,0,0,0,0,0.0,0,4,0.0,0,0,0.0,0.0,1
3234,davir002,612,1980,261,508,108,6,84,276,16,11.0,146,503,7.0,16,18,16.0,42.0,1
3235,davir003,1419,4219,633,1106,224,43,61,379,415,107.0,266,839,5.0,46,22,28.0,79.0,1
3236,davir004,7,6,0,1,1,0,0,0,0,0.0,0,5,0.0,1,1,0.0,0.0,1
3237,davir101,36,15,0,1,0,0,0,0,0,0.0,1,8,0.0,0,0,0.0,0.0,1
3238,davir102,295,853,96,199,44,6,10,79,9,9.0,56,160,4.0,10,9,3.0,12.0,1
3239,davis001,442,16,1,1,0,0,0,0,0,0.0,0,10,0.0,0,1,0.0,0.0,1
3240,davis002,25,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3241,davis003,8,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3242,davis101,1458,4255,388,1312,244,22,77,647,6,3.0,386,326,0.0,22,50,0.0,100.0,1
3243,davis102,3,4,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0.0,0.0,1
3244,davit001,23,33,3,4,0,0,0,1,1,0.0,0,5,0.0,0,0,1.0,2.0,1
3245,davit002,89,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3246,davit003,5,6,0,1,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,1.0,0
3247,davit004,13,18,1,5,1,0,0,3,0,0.0,0,5,0.0,0,0,1.0,0.0,1
3248,davit101,42,90,7,21,0,1,1,6,0,0.0,10,19,0.0,0,3,0.0,2.0,0
3249,davit102,114,31,1,0,0,0,0,0,0,0.0,1,19,0.0,0,2,0.0,0.0,1
3250,davit103,1999,7223,811,2121,272,35,153,1052,136,59.0,381,754,66.0,32,35,68.0,219.0,1
3251,daviw001,463,8,0,2,0,0,0,0,0,0.0,0,4,0.0,0,3,0.0,0.0,1
3252,daviw101,2,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0
3253,daviw102,2429,9174,1217,2561,395,138,182,1053,398,131.0,418,977,75.0,51,83,96.0,128.0,1
3254,daviz001,80,129,10,13,2,0,0,4,0,0.0,8,48,0.0,0,26,0.0,1.0,1
3255,dawkt001,55,98,8,16,4,0,0,3,2,1.0,9,34,1.0,1,2,0.0,4.0,1
3256,dawlb001,275,42,4,9,0,1,0,5,0,0.0,3,11,0.0,0,3,0.0,0.0,1
3257,dawlj001,8,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
3258,dawsa001,2627,9927,1373,2774,503,98,438,1591,314,109.0,589,1509,143.0,111,24,118.0,217.0,1
3259,dawsj101,59,77,7,20,2,1,0,4,0,0.0,5,9,0.0,0,3,0.0,0.0,1
3260,day-b102,471,1151,146,295,28,6,8,98,15,15.0,95,141,11.0,2,39,2.0,18.0,1
3261,day-c101,46,41,1,7,1,0,0,1,0,0.0,0,11,0.0,0,0,0.0,0.0,1
3262,day-d001,13,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3263,day-z001,86,105,5,6,0,0,1,3,0,0.0,2,51,0.0,0,9,0.0,1.0,1
3264,dayeb001,218,426,45,110,26,2,14,68,0,1.0,37,71,0.0,2,1,6.0,9.0,1
3265,daylk001,388,81,4,17,0,0,0,2,0,1.0,7,32,0.0,0,7,0.0,0.0,1
3266,daytg001,54,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
3267,deagr001,2,4,0,0,0,0,0,0,0,0.0,0,3,0.0,0,0,0.0,0.0,1
3268,dealc101,46,24,5,4,1,0,1,4,0,0.0,1,7,0.0,1,0,0.0,0.0,1
3269,dealc102,360,1277,137,347,52,18,8,157,19,18.5,45,35,0.0,12,75,0.0,0.0,1
3270,deall101,4,7,0,0,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,1
3271,deana001,34,113,16,25,4,0,4,14,1,0.0,7,22,0.0,2,0,0.0,1.0,1
3272,deanc101,533,1047,106,287,47,7,3,128,5,3.0,115,65,0.0,2,22,0.0,14.0,0
3273,deand102,325,717,76,161,23,4,8,76,5,2.5,9,104,0.0,1,39,0.0,12.0,1
3274,deanh102,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3275,deanp001,19,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3276,deanp101,159,256,10,40,5,0,0,7,0,0.0,2,43,0.0,0,16,0.0,4.0,1
3277,deant101,215,529,35,95,15,3,4,25,3,3.0,42,105,7.0,1,19,3.0,10.0,1
3278,deanw101,127,196,24,49,6,2,6,31,0,0.0,9,47,0.0,1,4,0.0,0.0,1
3279,dearb101,2,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3280,deaza001,838,2575,367,669,131,33,51,258,91,44.0,225,622,13.0,33,27,18.0,32.0,1
3281,debad101,14,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3282,debeh101,608,1784,160,476,75,16,11,229,13,7.5,140,103,0.0,5,47,0.0,0.0,1
3283,debej101,20,20,1,3,1,0,0,0,0,0.0,1,5,0.0,0,2,0.0,0.0,0
3284,debud101,36,22,1,1,0,0,0,0,0,0.0,1,9,0.0,0,2,0.0,0.0,0
3285,decaa101,153,159,9,15,3,0,0,2,1,0.0,5,62,0.0,0,9,0.0,0.0,1
3286,decay001,3,2,0,0,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,1
3287,decid001,1649,5809,778,1505,312,29,237,879,58,48.0,618,904,57.0,21,22,64.0,176.0,1
3288,deckc001,8,11,0,0,0,0,0,1,0,0.0,0,5,0.0,0,0,1.0,1.0,1
3289,deckj001,77,161,16,28,3,2,1,5,2,2.0,22,47,0.0,1,5,2.0,2.0,1
3290,deckj101,153,46,5,8,2,0,1,3,0,0.0,3,22,0.0,0,6,0.0,0.0,1
3291,deckm101,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
3292,decks001,263,688,60,152,21,2,13,72,2,1.0,76,124,6.0,5,8,10.0,18.0,1
3293,deder101,2,4,0,1,0,0,0,1,0,0.0,0,0,0.0,0,0,0.0,0.0,1
3294,dedmj001,250,47,4,7,1,0,0,2,0,0.0,2,14,0.0,0,6,0.0,0.0,1
3295,dedrj001,6,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3296,dedus001,83,6,0,1,1,0,0,0,0,0.0,0,5,0.0,0,1,0.0,0.0,1
3297,deerr001,1155,3881,578,853,148,13,230,600,43,31.0,575,1409,27.0,32,2,22.0,38.0,1
3298,deesc101,98,260,27,69,12,1,3,29,5,7.0,13,43,2.0,9,3,3.0,6.0,0
3299,deetd001,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3300,defra101,32,53,3,11,3,0,1,6,0,0.0,1,20,0.0,0,0,2.0,1.0,1
3301,defrj001,191,4,0,1,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,1
3302,degem101,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3303,degrj001,150,285,19,53,6,0,1,17,1,0.0,13,88,0.0,0,22,0.0,8.0,1
3304,dehak001,102,114,20,22,7,0,2,13,4,2.0,5,45,0.0,0,1,1.0,2.0,1
3305,dehar001,56,3,0,0,0,0,0,0,0,0.0,0,3,0.0,0,0,0.0,0.0,1
3306,deidj101,2,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1.0,0
3307,deitb101,57,106,14,21,6,0,0,7,1,0.5,17,10,0.0,1,2,0.0,0.0,1
3308,dejam101,12,16,1,3,0,1,0,2,0,0.0,3,3,0.0,0,0,0.0,1.0,1
3309,dejed001,1472,5220,740,1434,288,65,99,573,66,62.0,510,838,21.0,108,43,35.0,103.0,1
3310,dejei001,1371,4602,595,1167,175,48,21,324,194,88.0,466,664,48.0,16,87,22.0,65.0,1
3311,dejei002,228,495,43,120,23,2,5,53,4,4.0,41,130,1.0,3,3,3.0,11.0,1
3312,dejej001,63,100,4,11,1,0,0,6,0,0.0,6,60,0.0,0,8,0.0,0.0,1
3313,dejem001,568,17,0,1,1,0,0,0,0,0.0,0,10,0.0,0,1,0.0,1.0,1
3314,dejoc001,11,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3315,dejoj001,6,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3316,dejom101,24,21,1,4,2,0,0,1,1,0.0,4,4,0.0,0,3,0.0,0.0,0
3317,dejop001,223,853,123,224,51,2,44,133,2,1.0,57,247,3.0,16,0,6.0,14.0,1
3318,dekob101,3,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
3319,delaa101,67,91,8,14,0,0,1,2,0,0.0,5,13,0.0,0,3,0.0,0.0,1
3320,delab102,219,598,79,173,32,10,19,85,1,0.5,85,74,0.0,2,1,0.0,11.0,1
3321,delad001,90,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3322,delae001,26,2,0,0,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,1
3323,delae002,44,3,0,0,0,0,0,0,0,0.0,0,2,0.0,0,1,0.0,0.0,1
3324,delaf001,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3325,delaj001,432,379,22,48,4,0,0,27,0,0.0,7,160,0.0,1,31,1.0,3.0,1
3326,delaj002,7,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3327,delaj003,22,16,0,3,0,0,0,1,0,0.0,0,8,0.0,0,2,0.0,1.0,1
3328,delaj101,3,3,1,1,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
3329,delam101,494,1114,116,280,42,5,25,115,2,3.0,56,130,9.0,8,5,10.0,30.0,1
3330,delar001,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3331,delar002,5,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3332,delar003,98,94,4,10,0,0,0,3,0,0.0,1,29,0.0,0,8,0.0,1.0,1
3333,delas001,190,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
3334,delat001,49,83,8,24,3,1,2,10,2,1.0,8,14,0.0,1,3,0.0,2.0,1
3335,delat102,36,58,3,9,3,0,0,5,0,0.0,3,13,0.0,0,4,0.0,2.0,1
3336,delcm001,298,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
3337,delej001,416,419,12,38,1,1,0,9,0,0.0,16,171,0.0,2,52,1.0,6.0,1
3338,delej002,19,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3339,delej003,5,4,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
3340,delel001,209,35,4,4,1,0,0,0,0,0.0,2,19,0.0,0,5,0.0,0.0,1
3341,delga001,26,20,5,5,0,0,0,1,0,0.0,3,3,0.0,0,1,0.0,0.0,0
3342,delgb101,731,1982,271,454,95,11,42,169,16,15.0,271,372,7.0,32,29,9.0,35.0,1
3343,delgc001,2035,7283,1241,2038,483,18,473,1512,14,8.0,1109,1745,186.0,172,0,93.0,152.0,1
3344,delgj001,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
3345,delgp101,13,22,4,4,0,0,0,2,0,0.0,1,8,0.0,0,0,0.0,0.0,0
3346,delgr001,272,87,5,14,0,0,0,2,0,0.0,1,36,0.0,0,12,0.0,2.0,1
3347,delgw001,253,542,59,136,15,2,5,43,5,1.0,47,108,3.0,4,5,3.0,11.0,1
3348,delij101,54,132,12,25,3,1,0,11,1,2.0,3,15,0.0,2,2,0.0,2.0,0
3349,delke101,98,187,19,29,9,3,1,15,0,0.0,16,45,0.0,2,12,0.0,0.0,1
3350,delld001,1099,2873,431,736,141,35,101,398,41,25.0,322,714,20.0,46,3,22.0,58.0,1
3351,dellj001,11,33,1,3,0,0,0,2,0,0.0,1,13,0.0,0,0,1.0,0.0,0
3352,delmb101,12,28,4,7,0,0,0,0,0,0.0,1,7,0.0,0,0,0.0,0.0,1
3353,delmn001,131,425,56,98,15,5,17,48,3,2.0,50,111,1.0,8,0,1.0,12.0,0
3354,deloa001,7,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
3355,deloe001,7,3,0,0,0,0,0,0,0,0.0,0,2,0.0,0,2,0.0,0.0,1
3356,delof001,40,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3357,deloi101,329,361,18,31,3,0,1,8,0,0.0,29,154,0.0,0,35,0.0,8.0,0
3358,delol001,55,139,8,29,6,2,0,7,0,0.0,11,22,0.0,0,0,0.0,7.0,0
3359,delol002,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3360,delor101,12,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
3361,delov001,235,12,0,0,0,0,0,0,0,0.0,1,8,0.0,0,3,0.0,0.0,1
3362,delre001,84,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
3363,delsg101,4,11,0,1,0,0,0,0,0,0.0,1,0,0.0,0,0,0.0,0.0,1
3364,delsj101,822,2461,322,627,112,21,40,286,15,23.0,299,251,2.0,19,17,6.0,53.0,0
3365,deltm001,23,6,1,1,0,0,0,2,0,0.0,0,3,0.0,0,1,0.0,1.0,1
3366,delur001,320,14,2,3,0,0,0,0,0,0.0,2,3,0.0,0,1,0.0,1.0,1
3367,demaa101,25,42,1,2,0,0,0,1,1,0.5,1,11,0.0,0,0,0.0,0.0,1
3368,demab101,80,211,29,50,5,1,0,14,0,1.0,28,16,0.0,0,5,0.0,6.0,0
3369,demac001,18,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
3370,demaf102,1155,4144,578,1241,190,36,72,591,33,16.5,359,269,0.0,14,99,0.0,132.0,1
3371,demaj101,1121,3441,322,813,114,23,49,281,15,19.0,168,511,13.0,17,30,22.0,91.0,0
3372,demed101,1109,3443,467,912,147,17,163,563,22,25.0,180,658,31.0,42,33,32.0,65.0,1
3373,demej101,93,132,21,23,3,0,3,7,1,0.0,8,33,0.0,1,0,0.0,2.0,1
3374,demel101,157,117,11,16,1,3,0,4,0,0.0,8,49,0.0,0,9,1.0,1.0,1
3375,demes001,72,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
3376,demes101,15,23,1,2,1,0,0,1,0,0.0,0,2,0.0,0,0,0.0,1.0,0
3377,demmr101,79,202,19,48,11,2,1,19,3,1.5,14,27,0.0,1,4,0.0,0.0,0
3378,demod101,85,12,0,0,0,0,0,0,0,0.0,0,6,0.0,0,0,0.0,0.0,1
3379,dempc101,3,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
3380,dempm101,3,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
3381,dempr001,1766,4692,525,1093,223,12,96,471,20,19.0,592,736,13.0,18,63,42.0,131.0,1
3382,dempr002,586,588,23,58,9,2,0,17,0,0.0,13,221,0.0,0,85,0.0,3.0,1
3383,dendm001,166,368,46,82,19,1,7,30,12,6.0,41,100,0.0,3,2,1.0,1.0,1
3384,deneb101,49,11,1,0,0,0,0,0,0,0.0,4,5,0.0,0,3,0.0,0.0,1
3385,denkt001,24,37,6,9,4,1,1,3,0,0.0,5,10,0.0,0,0,0.0,0.0,1
3386,denmb101,9,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3387,dennd101,79,17,0,3,0,0,0,0,0,0.0,0,4,0.0,0,0,0.0,0.0,1
3388,dennj001,326,570,44,97,9,2,0,29,9,5.0,19,164,0.0,1,63,3.0,4.0,1
3389,dennk001,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3390,denno101,129,343,23,76,20,0,1,32,3,1.0,23,15,0.0,1,4,0.0,9.0,0
3391,dennr001,8,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
3392,dennt101,9,24,4,7,2,0,0,2,0,0.0,1,3,0.0,0,0,0.0,0.0,1
3393,denoc001,808,2162,289,587,103,17,41,196,56,20.0,187,408,8.0,9,13,14.0,55.0,1
3394,densd001,16,41,1,10,1,0,0,5,1,0.0,3,11,0.0,0,0,0.0,0.0,1
3395,dentb001,1392,4512,451,1114,169,23,40,423,17,29.0,328,349,9.0,15,121,49.0,79.0,0
3396,dents101,745,2320,205,585,78,16,4,214,9,9.0,167,96,1.0,4,41,3.0,78.0,0
3397,depaj001,2,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
3398,depaj002,10,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3399,depaj003,16,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3400,depaj004,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3401,depas001,29,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3402,depht101,35,20,0,2,1,0,0,2,0,0.0,1,5,0.0,0,1,0.0,0.0,1
3403,dermm001,28,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3404,dernb001,904,2483,374,634,92,16,23,152,218,63.0,222,301,2.0,8,36,8.0,34.0,1
3405,derom001,1241,3633,538,975,196,12,100,494,23,18.0,358,707,17.0,52,15,36.0,96.0,1
3406,derrj101,21,6,1,1,0,0,0,0,0,0.0,1,3,0.0,0,2,0.0,0.0,0
3407,derrm101,24,33,3,7,1,0,0,5,0,1.0,0,11,0.0,0,0,1.0,1.0,0
3408,derrp101,579,1260,70,220,30,3,2,102,0,0.0,16,219,0.0,2,77,0.0,27.0,1
3409,derrr101,187,553,68,124,17,7,17,73,2,0.0,78,124,0.0,2,4,0.0,9.0,1
3410,desag101,712,2012,211,469,73,11,3,187,12,6.0,232,168,0.0,9,57,0.0,20.0,0
3411,desaj001,35,55,5,11,2,0,2,7,0,0.0,3,8,1.0,0,1,0.0,1.0,1
3412,desam001,9,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
3413,desca001,85,151,5,21,2,0,1,10,0,0.0,5,83,0.0,0,7,1.0,2.0,1
3414,descd001,998,2351,306,564,121,24,46,279,24,14.0,280,543,28.0,21,25,21.0,30.0,1
3415,deshd001,1615,5779,872,1548,244,74,80,561,463,147.0,754,1061,31.0,20,57,42.0,99.0,1
3416,deshd002,421,1317,246,322,58,13,14,94,82,23.0,155,347,1.0,11,35,10.0,5.0,0
3417,deshj001,258,373,13,33,0,0,0,12,0,1.0,23,186,0.0,0,44,0.0,3.0,1
3418,deshj101,176,293,35,58,2,4,0,25,1,0.0,32,41,0.0,1,19,0.0,1.0,0
3419,desij001,6,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
3420,desmi001,1338,4999,660,1319,246,33,161,646,178,53.0,353,1283,12.0,41,32,37.0,120.0,1
3421,despo001,106,78,0,5,1,0,0,1,0,0.0,2,27,0.0,0,7,0.0,1.0,1
3422,desse001,445,240,14,39,4,1,0,16,0,0.0,22,65,0.0,0,38,0.0,1.0,1
3423,desto001,237,765,80,184,25,3,26,106,1,2.0,87,184,9.0,5,1,8.0,20.0,1
3424,dethb101,20,26,2,8,2,0,1,7,1,1.0,1,4,0.0,0,0,0.0,0.0,0
3425,detog101,33,68,3,17,7,0,0,9,0,2.0,8,4,0.0,0,1,0.0,0.0,0
3426,dettj001,12,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3427,dettt101,68,48,3,11,1,0,0,7,0,0.0,4,13,0.0,0,2,0.0,1.0,1
3428,detwd101,13,45,3,14,2,1,0,5,0,0.0,2,7,0.0,0,0,0.0,1.0,1
3429,detwr001,190,116,3,7,0,0,0,3,0,0.0,3,60,0.0,0,10,0.0,0.0,1
3430,deutm101,3,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3431,devac001,16,22,3,2,0,1,0,0,0,0.0,1,3,0.0,0,1,0.0,0.0,0
3432,devec001,160,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0
3433,devec101,16,25,1,3,0,0,0,1,1,0.0,6,9,0.0,0,2,0.0,0.0,0
3434,devem001,1086,3740,491,949,170,33,105,480,85,56.0,296,635,6.0,12,20,34.0,84.0,1
3435,dever001,179,672,93,171,38,0,31,96,8,3.0,56,178,9.0,0,0,2.0,14.0,0
3436,devia101,217,41,0,2,0,0,0,1,0,0.0,1,15,0.0,0,3,0.0,0.0,1
3437,devib101,25,23,4,5,1,0,0,2,1,0.0,2,8,0.0,0,2,0.0,0.0,0
