retroID,POS,GS,InnOuts,PO,A,E,DP
aardd001,P,0,32,0,0,0,0
aardd001,P,0,119,1,5,0,0
aardd001,P,0,3,0,0,0,0
aardd001,P,0,149,2,3,1,0
aardd001,P,0,92,0,1,1,0
aardd001,P,0,214,2,5,0,1
aardd001,P,0,159,1,5,0,1
aardd001,P,0,146,3,6,0,0
aardd001,P,0,97,2,4,1,0
aaroh101,OF,153,4129,320,13,6,6
aaroh101,3B,0,27,2,2,0,0
aaroh101,OF,154,4101,377,13,7,3
aaroh101,1B,0,3,1,0,0,0
aaroh101,OF,153,4019,340,11,7,1
aaroh101,OF,125,3180,246,6,6,1
aaroh101,OF,161,4338,267,10,6,1
aaroh101,2B,8,186,14,15,1,2
aaroh101,OF,134,3514,270,13,5,5
aaroh101,2B,0,6,1,0,0,0
aaroh101,OF,0,6,1,0,0,0
aaroh101,2B,0,9,0,0,0,0
aaroh101,OF,142,3743,267,11,5,3
aaroh101,1B,3,78,32,2,0,3
aaroh101,1B,70,1845,629,38,3,56
aaroh101,OF,59,1548,104,2,2,0
aaroh101,1B,106,2796,968,66,14,79
aaroh101,OF,143,3874,330,13,3,2
aaroh101,OF,148,3928,298,9,4,2
aaroh101,1B,14,309,88,7,2,8
aaroh101,OF,105,2573,206,5,5,0
aaroh101,OF,89,1992,142,3,2,0
aaroh101,OF,152,4044,321,12,7,3
aaroh101,2B,0,3,1,0,0,0
aaroh101,OF,3,63,2,0,0,0
aaroh101,OF,157,4066,315,12,4,5
aaroh101,OF,15,354,28,4,3,0
aaroh101,OF,149,3980,261,12,5,3
aaroh101,1B,10,243,73,4,1,6
aaroh101,3B,5,126,2,10,0,0
aaroh101,OF,113,3093,223,5,7,0
aaroh101,2B,26,709,86,84,6,23
aaroh101,OF,125,3329,254,9,9,2
aaroh101,OF,153,4083,305,12,5,0
aaroh101,OF,150,4069,346,9,6,0
aaroh101,OF,152,4048,316,17,13,4
aarot101,2B,3,93,12,8,0,2
aarot101,3B,1,15,1,1,0,0
aarot101,OF,10,232,11,0,1,0
aarot101,1B,4,117,45,4,2,3
aarot101,1B,6,219,70,6,2,16
aarot101,OF,51,1376,78,3,5,1
aarot101,3B,0,3,0,0,0,0
aarot101,1B,19,575,209,17,0,12
aarot101,3B,4,129,4,13,0,2
aarot101,OF,35,880,65,1,4,0
aarot101,1B,14,620,197,9,0,26
aarot101,2B,0,3,0,1,0,0
aarot101,1B,3,153,40,2,2,1
aarot101,OF,9,213,13,0,0,0
aarot101,1B,39,1507,507,45,6,55
aarot101,OF,6,172,17,0,0,0
aarot101,1B,2,162,48,2,0,5
aarot101,3B,0,3,0,1,0,1
aased001,P,0,264,8,10,0,0
aased001,P,0,117,1,5,1,0
aased001,P,0,245,5,12,1,1
aased001,P,0,24,0,1,0,0
aased001,P,13,277,5,13,1,0
aased001,P,0,140,2,3,0,1
aased001,P,0,178,6,8,0,0
aased001,P,29,536,16,26,3,2
aased001,P,0,114,1,3,0,0
aased001,P,0,156,3,5,0,0
aased001,P,0,196,2,10,1,1
aased001,P,21,525,10,22,4,2
aased001,P,28,556,8,17,2,3
abada001,1B,0,3,2,0,0,1
abada001,1B,3,114,35,1,1,2
abada001,OF,1,21,0,0,0,0
abadf001,P,0,57,0,3,0,0
abadf001,P,0,143,2,4,0,0
abadf001,P,6,138,3,6,0,0
abadf001,P,0,172,0,8,0,0
abadf001,P,0,131,0,6,0,1
abadf001,P,0,102,0,3,0,1
abadf001,P,0,59,1,2,2,0
abadf001,P,0,113,1,4,0,0
abadf001,P,0,38,0,1,0,0
abbog001,P,3,56,1,2,0,0
abbog001,P,8,132,4,8,2,1
abbog001,P,17,288,6,13,3,2
abbog001,P,15,343,9,15,2,0
abbog001,P,7,140,7,2,0,1
abbog001,P,14,247,10,7,3,1
abbog001,P,20,391,11,21,1,1
abbog001,P,31,645,25,39,1,1
abbog001,P,10,187,3,12,0,0
abbog001,P,34,613,16,28,2,2
abbog001,P,28,466,15,22,3,1
abbog001,P,19,350,6,18,0,2
abboj002,OF,4,140,15,0,0,0
abboj002,OF,17,408,25,0,1,0
abboj002,OF,50,1357,101,2,2,0
abboj002,OF,61,1526,132,0,4,0
abboj002,OF,8,257,26,0,1,0
abboj001,P,34,729,19,46,2,3
abboj001,P,23,426,3,27,0,1
abboj001,P,29,544,6,26,3,1
abboj001,P,29,633,11,35,0,1
abboj001,P,13,254,3,16,0,0
abboj001,P,24,481,8,23,1,1
abboj001,P,15,246,3,23,1,1
abboj001,P,33,635,8,36,1,4
abboj001,P,5,95,2,10,0,1
abboj001,P,17,337,5,16,0,0
abboj001,P,32,642,4,42,1,3
abbok002,2B,58,1469,124,145,3,34
abbok002,OF,1,63,6,0,0,0
abbok002,3B,0,3,0,0,0,0
abbok002,2B,1,24,1,6,0,0
abbok002,SS,0,6,1,2,0,0
abbok002,SS,6,172,10,19,0,6
abbok002,1B,7,146,57,3,0,6
abbok002,OF,6,135,13,0,0,0
abbok002,3B,2,62,2,1,1,0
abbok002,2B,43,1122,101,116,7,21
abbok002,SS,41,1080,66,123,6,34
abbok002,3B,27,655,22,43,6,3
abbok002,2B,15,421,35,39,0,6
abbok002,SS,109,2925,149,290,19,66
abbok002,SS,93,2476,162,260,15,61
abbok002,SS,3,98,3,12,1,2
abbok002,OF,11,307,33,1,1,0
abbok002,2B,0,9,0,0,0,0
abbok002,SS,28,696,40,70,11,16
abbok002,2B,5,129,13,17,0,3
abbok002,3B,2,51,4,1,0,0
abbok002,3B,0,18,2,1,0,0
abbok002,OF,6,144,13,0,1,0
abbok002,OF,0,9,0,0,0,0
abbok002,OF,3,75,4,0,0,0
abbok002,SS,25,750,47,75,6,10
abbok002,2B,8,312,23,29,1,3
abbok002,SS,1,42,3,3,1,2
abbok002,SS,3,75,4,6,0,2
abbok001,P,19,400,3,15,0,0
abbok001,P,3,59,0,5,0,0
abbok001,P,0,85,3,4,1,0
abbok001,P,0,12,0,1,0,0
abbop001,P,27,537,12,19,1,3
abbop001,P,10,147,3,2,0,0
abbop001,P,7,104,2,2,1,1
abbop001,P,9,141,3,7,2,0
abbop001,P,5,55,2,3,1,0
abbop001,P,3,142,3,4,0,0
abbop001,P,7,218,7,8,0,1
abbop001,P,4,74,1,3,0,0
abbop001,P,0,33,2,3,0,0
abbop001,P,8,143,8,6,1,0
abbop001,P,27,489,16,13,0,3
abbop001,P,5,79,2,6,0,0
abera101,P,0,0,0,15,0,1
abera101,P,1,241,4,17,3,2
abera101,P,0,0,0,2,0,0
abera101,P,0,0,1,1,0,0
abera101,P,0,189,1,12,1,1
abera101,P,0,111,3,10,0,0
abera101,P,0,9,1,1,0,0
abera101,P,18,374,13,21,2,2
aberr001,OF,67,1862,176,3,5,1
aberr001,OF,17,434,60,2,1,0
aberr001,OF,12,328,36,2,0,1
aberb101,P,0,0,0,0,0,0
aberb001,2B,78,2042,150,209,7,56
aberb001,2B,1,45,1,8,1,0
aberb001,2B,115,3045,253,316,12,85
aberb001,OF,3,94,5,0,0,0
aberb001,2B,14,372,24,37,2,9
aberb001,2B,6,184,12,20,0,4
abert102,P,0,0,0,0,0,0
abert102,P,0,0,1,1,0,0
abert102,P,0,0,2,3,1,0
abert101,P,0,54,1,9,1,1
abert101,P,0,27,0,3,0,0
abert101,P,0,174,6,12,3,2
abert101,P,0,196,9,13,2,0
abert101,P,0,406,14,39,3,0
abert101,P,0,319,8,25,4,0
abert101,P,4,91,2,13,0,1
abert101,P,0,256,9,23,2,0
abert101,P,14,358,8,22,1,2
abert101,P,0,83,2,12,0,0
abert101,P,0,409,11,41,0,3
abert101,P,16,249,4,19,0,3
abert101,P,0,243,8,20,2,0
abert101,P,0,9,0,2,0,0
abert101,P,0,218,3,24,1,2
abert101,P,0,178,4,18,2,2
abert101,P,0,168,3,9,0,0
aberw101,P,0,0,0,0,0,0
aberw101,P,0,0,1,6,0,0
aberc101,OF,0,0,2,0,0,0
aberc101,OF,0,0,12,1,2,1
aberc101,OF,0,0,62,7,6,1
abnes001,OF,10,300,23,2,2,1
abnes001,OF,48,1544,155,2,0,0
abnes001,OF,27,747,72,3,0,1
abnes001,OF,27,798,86,1,0,0
abnes001,OF,40,1177,108,1,1,0
abnes001,OF,23,734,67,0,0,0
abnes001,OF,24,679,55,1,1,1
abrac101,OF,87,2245,191,7,3,1
abrac101,OF,110,2938,248,6,6,1
abrac101,OF,11,293,23,2,0,0
abrac101,OF,0,9,2,0,0,0
abrac101,1B,0,15,4,0,0,0
abrac101,OF,0,0,9,1,2,0
abrac101,OF,0,0,205,13,6,3
abrac101,OF,0,0,87,1,0,1
abrac101,OF,0,0,17,0,0,0
abrac101,OF,0,0,0,0,0,0
abrac101,OF,0,0,64,3,4,1
abrag101,P,0,0,0,1,0,0
abrej001,P,5,72,1,6,1,0
abreb001,OF,156,4120,304,6,6,0
abreb001,OF,139,3781,272,17,8,0
abreb001,OF,28,674,29,2,1,0
abreb001,OF,157,4184,311,13,6,4
abreb001,OF,145,3803,260,8,3,0
abreb001,OF,95,2544,178,4,1,0
abreb001,OF,136,3498,269,10,8,4
abreb001,OF,148,3930,270,10,2,3
abreb001,OF,150,3999,313,6,4,1
abreb001,OF,158,4092,266,7,4,0
abreb001,OF,54,1353,114,6,2,0
abreb001,OF,150,3992,337,13,4,2
abreb001,OF,134,3464,242,7,6,2
abreb001,OF,7,159,11,0,0,0
abreb001,OF,159,4234,308,11,8,4
abreb001,OF,153,4062,282,10,5,2
abreb001,OF,46,1284,84,4,2,1
abreb001,OF,4,105,6,0,0,0
abreb001,OF,43,974,59,2,1,1
abreb001,OF,26,618,37,0,2,0
abrej101,2B,0,0,3,5,0,0
abrej101,3B,0,0,6,10,1,1
abrej003,1B,138,3591,1135,78,8,130
abrej003,1B,152,4067,1243,84,10,131
abrej003,1B,115,3051,952,60,11,100
abrej003,1B,114,2999,903,73,8,81
abrej003,1B,109,2872,970,69,6,105
abrej002,P,0,20,1,0,0,0
abret001,3B,0,6,0,0,0,0
abret001,2B,0,14,2,1,0,0
abret001,2B,10,347,19,48,0,10
abret001,2B,10,297,19,32,1,10
abret001,SS,2,54,2,7,1,0
abret001,2B,1,27,4,3,0,1
abret001,3B,1,30,1,3,0,0
abret001,2B,22,660,45,57,2,15
abret001,2B,11,265,16,18,3,3
abret001,3B,14,387,11,33,1,1
abret001,SS,13,336,16,33,6,12
abret001,SS,3,83,5,5,0,3
abret001,3B,4,102,3,10,0,2
abret001,SS,5,132,7,18,1,3
abret001,3B,1,40,0,2,0,0
abret001,3B,23,595,14,57,4,6
abrew001,P,0,11,0,0,0,0
abrew001,P,0,24,1,0,0,0
abrew001,P,0,91,2,1,0,0
abrew001,P,0,7,0,1,0,0
accaj001,P,0,6,0,0,0,0
accaj001,P,0,106,2,7,0,2
accaj001,P,0,113,1,5,0,1
accaj001,P,0,37,1,0,0,1
accaj001,P,0,86,0,6,0,0
accaj001,P,0,121,2,6,0,0
accaj001,P,0,89,1,4,1,1
accaj001,P,0,74,0,3,0,0
accaj001,P,0,202,6,3,0,0
accaj001,P,0,20,0,1,0,0
aceva001,P,1,252,2,9,2,1
aceva001,P,0,58,2,1,0,0
aceva001,P,4,90,3,2,0,2
aceva001,P,6,111,2,7,2,0
aceva001,P,0,252,9,12,2,1
aceva001,P,0,36,0,2,0,0
aceva001,P,4,342,6,5,0,1
acevj002,P,5,192,8,7,0,1
acevj002,P,27,473,4,18,0,0
acevj002,P,18,288,4,10,0,1
acevj002,P,4,81,1,3,0,1
acevj002,P,5,71,2,1,0,0
acevj001,P,0,38,2,0,0,0
acevj001,P,12,307,5,7,2,0
acevj001,P,0,224,4,11,1,0
acevj001,P,0,77,4,2,1,0
acevj001,P,0,96,4,3,0,1
acevj001,P,0,248,8,8,0,0
acevj001,P,11,197,6,7,1,0
acevj001,P,0,85,0,3,1,0
acevj001,P,2,143,3,9,1,0
acevj001,P,9,295,6,18,1,0
achta001,P,0,33,0,1,0,0
achta001,P,0,113,2,4,0,0
achta001,P,0,40,1,0,1,0
ackej001,P,5,293,12,15,0,4
ackej001,P,0,275,5,19,0,0
ackej001,P,0,92,0,5,0,0
ackej001,P,3,216,7,8,1,0
ackej001,P,0,259,10,16,0,1
ackej001,P,4,265,1,16,0,0
ackej001,P,5,180,9,11,0,2
ackej001,P,0,293,12,14,0,0
ackej001,P,1,126,3,7,0,0
ackej001,P,0,85,1,10,1,0
ackej001,P,0,344,6,23,0,2
ackej001,P,14,285,7,17,0,2
acket101,P,7,251,9,15,0,0
acket101,P,10,374,2,13,1,0
acket101,P,0,190,1,5,0,0
acket101,P,6,326,7,16,0,1
ackld001,2B,142,3778,238,394,7,91
ackld001,2B,0,3,0,0,0,0
ackld001,OF,2,57,3,0,0,0
ackld001,1B,0,20,8,0,0,0
ackld001,2B,9,189,10,10,1,3
ackld001,2B,85,2223,144,225,6,49
ackld001,1B,3,81,28,2,0,0
ackld001,OF,52,1498,99,2,0,1
ackld001,OF,6,163,9,1,0,1
ackld001,OF,127,3390,245,4,2,2
ackld001,OF,54,1485,134,1,1,1
ackld001,1B,5,175,51,4,1,5
ackld001,1B,0,43,11,1,0,0
ackld001,2B,49,1322,81,150,0,30
ackld001,1B,10,255,80,7,0,7
ackld001,2B,1,27,3,4,0,0
acklf101,P,2,39,0,4,0,0
acklf101,P,2,19,0,2,0,0
acosc101,P,0,291,2,10,2,2
acosc101,P,0,137,2,8,1,1
acosc101,P,0,105,2,3,1,0
acosc101,P,0,26,0,0,0,0
acose101,P,0,9,0,0,0,0
acose101,P,6,138,7,3,0,0
acose101,P,2,267,3,10,1,1
acosj101,P,0,0,0,2,0,0
acosj101,P,0,0,2,10,1,0
acosj101,P,0,0,3,26,0,0
acosm001,P,0,112,2,9,1,1
acosm001,P,0,159,7,13,2,3
acosm001,P,0,119,2,3,0,1
acosm001,P,0,71,2,7,0,1
acosm001,P,0,141,3,3,0,0
acosm001,P,0,142,3,2,1,0
acrem001,P,0,47,1,1,0,0
acrem001,P,0,75,1,2,0,0
acrem001,P,0,156,3,3,0,0
acrem001,P,0,103,0,3,1,0
acunr001,OF,107,2808,184,3,5,0
adaij101,2B,105,2749,223,261,8,41
adaij101,2B,157,4253,395,446,12,99
adaij101,2B,150,4004,395,422,5,107
adaij101,2B,13,346,30,33,2,7
adaij101,2B,100,2680,242,268,8,67
adaij101,SS,103,2754,216,285,16,72
adaij101,3B,0,6,0,0,0,0
adaij101,2B,39,1009,89,92,3,19
adaij101,2B,29,797,79,77,4,17
adaij101,SS,18,541,26,61,5,5
adaij101,3B,1,23,0,1,0,0
adaij101,SS,63,1738,109,236,9,35
adaij101,2B,96,2460,233,237,6,57
adaij101,2B,0,30,3,4,0,2
adaij101,2B,24,685,70,61,2,21
adaij101,2B,8,210,24,17,3,4
adaij101,SS,2,51,2,2,1,1
adaij101,SS,33,997,62,104,4,15
adaij101,3B,33,807,34,66,5,8
adaij101,SS,25,672,38,68,0,12
adaij101,1B,1,12,5,1,0,0
adaij101,2B,8,225,19,25,1,6
adaij101,SS,4,135,10,19,1,3
adaij101,2B,1,24,1,4,1,2
adaij101,3B,5,152,4,9,3,1
adaij101,2B,20,549,33,41,3,10
adaij101,2B,7,216,24,20,0,6
adaij101,3B,0,11,0,0,0,0
adaij101,SS,8,180,14,18,1,1
adaij102,SS,0,0,37,55,5,9
adamc001,3B,1,66,1,3,0,1
adamc001,SS,37,1018,52,121,5,20
adamc001,1B,0,3,2,0,0,0
adamc001,2B,5,161,15,14,1,3
adamc001,SS,1,21,1,1,0,0
adamc001,SS,11,279,15,30,2,8
adamc001,2B,2,51,4,7,0,1
adamc001,SS,1,67,6,10,0,2
adamc001,2B,1,30,2,6,0,2
adamc001,2B,0,3,0,0,0,0
adamw002,SS,72,1886,72,161,13,38
adamw002,2B,8,231,20,31,1,6
adamj002,P,0,97,0,2,0,0
adama101,P,0,0,0,1,0,0
adama101,P,0,0,3,20,0,1
adama101,P,0,0,3,28,1,1
adama101,P,0,0,1,21,1,3
adama101,P,0,0,0,11,0,0
adama101,P,0,0,7,27,3,2
adama001,P,0,55,0,0,1,0
adama001,P,0,21,1,2,0,0
adama001,P,0,100,0,4,0,0
adama002,P,0,3,0,0,0,0
adama002,P,0,15,1,0,0,0
adamb104,P,0,0,3,66,2,1
adamb104,P,0,0,1,34,0,1
adamb104,P,0,0,5,43,1,2
adamb104,P,0,0,0,29,1,0
adamb104,P,0,0,1,5,0,0
adamb104,P,0,0,0,17,0,1
adamb104,P,0,0,0,7,1,0
adamb104,P,0,0,4,55,0,1
adamb106,1B,0,0,0,0,0,0
adamb107,P,0,0,0,5,0,0
adamb102,P,0,0,1,2,0,0
adamb102,P,0,0,1,0,0,0
adamb103,2B,0,12,1,0,0,0
adamb103,3B,0,0,159,324,25,39
adamb103,3B,0,0,7,12,0,1
adamb103,2B,0,0,160,143,11,33
adamb103,2B,1,24,3,4,0,1
adamb103,2B,0,0,112,93,9,25
adamb103,3B,0,0,72,122,9,8
adamb103,OF,0,0,0,0,0,0
adamb103,OF,0,0,2,0,0,0
adamb103,2B,0,0,124,138,5,30
adamb103,3B,0,0,46,62,9,4
adamb103,2B,2,45,7,3,0,1
adamb103,3B,0,0,0,1,0,0
adamb103,3B,93,2387,127,186,16,24
adamb103,3B,22,476,23,40,1,5
adamb103,2B,0,0,190,251,15,67
adamb103,2B,14,388,39,25,4,7
adamb103,3B,40,956,35,88,4,11
adamb103,2B,0,23,4,4,0,1
adamb103,3B,3,100,4,6,0,0
adamb103,2B,5,129,15,13,1,5
adamb103,1B,4,145,44,5,2,1
adamb103,3B,0,0,176,328,20,28
adamb103,1B,0,6,2,0,1,0
adamb103,3B,4,109,5,9,1,0
adamb103,3B,46,1222,43,68,6,5
adamb103,3B,0,0,14,22,2,0
adamb103,2B,0,0,172,177,12,46
adamb103,2B,0,0,162,138,5,29
adamb105,1B,2,54,20,1,0,1
adamb101,OF,0,0,449,14,10,1
adamb101,OF,0,0,11,0,0,0
adamb101,OF,0,0,382,9,9,3
adamb101,OF,0,0,298,6,5,1
adamb101,OF,0,0,26,0,0,0
adamb101,OF,0,0,95,1,1,1
adamb101,OF,0,0,78,5,4,2
adamc002,P,1,23,1,0,0,0
adamd001,2B,6,180,16,19,0,4
adamd001,1B,3,81,26,4,0,2
adamd001,3B,29,759,14,53,1,6
adamd102,1B,0,0,170,17,1,19
adamd102,OF,0,0,1,0,0,0
adamg101,OF,11,258,18,0,1,0
adamg101,OF,38,813,60,3,2,1
adamg101,OF,14,458,31,1,2,0
adamg101,OF,0,21,5,0,0,0
adamg101,OF,49,1024,66,2,3,0
adamg101,OF,3,87,3,0,0,0
adamh101,OF,0,0,10,2,0,0
adamh101,OF,0,0,90,1,2,0
adamh101,OF,0,0,112,4,3,1
adamj001,P,6,229,6,9,2,0
adamj001,P,5,69,0,4,1,0
adamj001,P,0,33,3,2,0,0
adaml001,OF,13,516,48,1,2,0
adaml001,OF,2,88,9,0,0,0
adaml001,OF,0,21,3,0,0,0
adamm002,1B,63,1793,598,50,2,70
adamm002,OF,13,285,18,0,2,0
adamm002,1B,2,39,11,3,0,1
adamm002,OF,12,297,21,1,0,0
adamm002,1B,44,1133,298,22,1,21
adamm002,1B,56,1506,488,29,5,42
adamm002,OF,4,103,7,0,0,0
adamm002,1B,132,3489,1115,80,9,111
adamm002,1B,42,1056,321,32,3,30
adamm002,1B,23,584,210,12,3,13
adamm002,1B,69,1805,617,71,7,62
adamm002,1B,12,314,92,10,2,12
adamm101,P,0,24,2,3,0,0
adamm101,P,2,23,0,0,0,0
adamm101,P,2,29,0,0,0,0
adamm102,2B,1,57,7,4,0,2
adamm102,3B,0,12,0,2,0,0
adamm102,OF,1,30,1,0,0,0
adamm102,OF,21,550,45,0,1,0
adamm102,2B,0,3,1,1,0,0
adamm102,3B,1,39,0,1,0,0
adamm102,OF,1,6,0,0,0,0
adamm102,OF,2,66,3,0,0,0
adamm001,P,0,7,0,0,0,0
adamm001,P,0,111,4,2,0,0
adamm001,P,0,75,5,3,1,0
adamm001,P,0,40,1,0,0,0
adamm001,P,0,56,0,5,0,1
adamm001,P,0,200,4,6,0,0
adamm001,P,0,157,5,12,0,2
adamm001,P,0,159,0,5,0,0
adamm001,P,0,77,3,2,0,0
adamm001,P,0,196,9,5,0,1
adamm001,P,0,144,1,3,0,0
adamr101,P,0,0,0,5,1,1
adamr001,2B,4,111,8,18,0,5
adamr001,3B,5,188,3,25,2,2
adamr001,SS,19,476,24,57,3,9
adamr001,SS,22,656,47,98,6,22
adamr001,SS,4,126,6,12,1,4
adamr001,2B,3,84,9,13,1,1
adamr001,3B,10,337,2,31,1,3
adamr002,OF,3,93,1,0,0,0
adamr002,2B,35,974,59,98,2,18
adamr002,SS,31,813,41,88,10,18
adamr002,SS,122,3300,194,326,26,68
adamr002,SS,18,478,26,47,5,9
adamr002,2B,2,51,4,3,0,0
adamr002,3B,14,369,6,11,3,0
adamr003,2B,24,639,47,62,2,16
adams101,SS,0,0,6,17,0,1
adams101,2B,0,0,324,485,29,93
adams101,2B,0,0,18,35,5,5
adams101,SS,0,0,82,142,10,23
adams101,3B,0,0,12,35,2,4
adams101,SS,0,0,2,3,0,0
adams101,3B,0,0,45,107,6,12
adams101,2B,0,0,265,343,18,54
adams101,OF,0,0,0,0,0,0
adams101,SS,0,0,52,97,1,14
adams101,3B,0,0,118,223,13,29
adams101,SS,0,0,9,16,5,1
adams101,2B,0,0,149,194,2,34
adams101,SS,0,0,153,248,28,44
adams101,OF,0,0,3,1,0,1
adams101,SS,0,0,13,22,0,5
adams101,2B,0,0,354,551,16,90
adams101,SS,0,0,5,16,1,2
adams101,3B,0,0,0,6,2,1
adams101,3B,0,0,121,272,15,15
adams101,3B,0,0,25,42,5,11
adams101,2B,0,0,62,85,4,25
adams101,2B,0,0,61,81,3,11
adams101,SS,0,0,12,20,4,3
adams101,SS,0,0,33,58,10,8
adams101,OF,0,0,2,0,0,0
adams101,3B,0,0,66,159,8,18
adams101,3B,0,0,7,24,2,1
adams101,2B,0,0,33,48,5,5
adams101,SS,0,0,169,277,28,62
adams101,3B,0,0,31,75,5,10
adams101,2B,0,0,55,66,3,15
adams102,2B,0,0,10,8,0,2
adams102,SS,0,0,3,6,2,0
adams102,2B,0,0,129,147,15,30
adams102,3B,0,0,30,43,6,5
adams102,3B,0,0,2,1,1,0
adams102,3B,0,0,1,2,0,0
adams102,SS,0,0,14,15,3,1
adams102,2B,0,0,11,18,4,4
adams102,2B,0,0,25,23,3,4
adamt001,P,19,410,11,24,4,1
adamt001,P,0,40,0,2,0,0
adamt001,P,22,499,13,31,1,2
adamt001,P,0,253,14,21,2,0
adamt001,P,0,218,4,13,3,0
adamt001,P,0,81,3,1,1,0
adamt001,P,0,129,6,3,1,1
adamt001,P,0,204,10,9,1,1
adamt001,P,0,195,8,6,1,0
adamt001,P,0,54,2,1,0,0
adamt001,P,0,222,7,8,0,0
adamt001,P,0,303,9,11,0,1
adamw101,P,0,0,0,1,0,0
adamw001,P,12,175,2,10,0,0
adamw001,P,12,229,5,6,0,0
adcoj101,1B,132,3536,1229,67,6,125
adcoj101,1B,57,1572,565,39,2,60
adcoj101,1B,60,1471,525,36,6,55
adcoj101,1B,69,1858,608,36,3,46
adcoj101,OF,23,567,39,1,1,0
adcoj101,1B,148,3945,1471,102,11,133
adcoj101,1B,94,2134,789,45,3,68
adcoj101,1B,77,2071,725,44,8,68
adcoj101,OF,0,0,189,5,3,1
adcoj101,1B,0,0,117,3,0,7
adcoj101,OF,20,481,46,1,5,0
adcoj101,1B,85,2142,761,80,2,67
adcoj101,1B,0,0,1389,96,13,146
adcoj101,1B,55,1296,477,30,2,60
adcoj101,OF,0,0,221,8,4,2
adcoj101,1B,102,2469,959,54,7,94
adcoj101,1B,136,3617,1229,104,9,105
adcoj101,1B,0,0,169,11,2,13
adcoj101,OF,0,0,177,6,6,3
adcoj101,1B,112,2512,907,57,3,72
adcoj101,1B,129,3013,1086,75,6,109
adcon001,P,2,104,1,5,2,0
adcon001,P,0,54,2,3,1,0
adcon001,P,3,181,7,8,0,0
adcon001,P,0,30,0,0,0,0
addib101,OF,0,0,7,0,0,0
addib101,OF,0,0,7,1,0,1
addib101,OF,0,0,160,8,2,2
addib101,OF,0,0,107,1,2,1
adduj001,OF,0,3,0,0,0,0
adduj001,OF,9,365,30,1,1,0
adduj001,1B,1,30,10,2,0,1
adduj001,1B,3,72,25,3,0,1
adduj001,1B,3,74,25,3,0,1
adduj001,1B,5,135,47,4,0,3
adduj001,OF,0,3,0,0,0,0
adduj002,1B,2,40,13,1,0,0
adduj002,1B,1,36,12,0,1,3
adduj002,OF,22,582,50,2,0,0
adduj002,OF,6,150,10,0,0,0
adduj002,OF,22,619,60,1,0,0
adduj002,1B,43,1094,351,14,7,22
adenn001,P,3,36,0,1,0,0
adenn001,P,1,18,0,0,0,0
aderm101,OF,0,0,26,1,4,0
aderm101,2B,0,0,22,19,6,3
aderm101,2B,0,0,7,2,2,1
aderm101,OF,0,0,7,0,0,0
aderm101,OF,0,0,60,0,1,0
aderm101,3B,0,0,1,2,1,0
aderm101,2B,0,0,2,1,0,1
aderm101,2B,0,0,0,1,0,0
adkid103,P,0,0,0,0,0,0
adkid103,P,0,0,0,0,0,0
adkid103,P,0,0,9,18,2,1
adkid101,SS,0,0,2,5,1,1
adkig101,P,0,0,11,37,1,0
adkig101,P,0,0,8,51,4,2
adkij001,P,0,163,1,12,1,2
adkij001,P,0,11,0,0,0,0
adkij001,P,0,28,2,1,0,0
adkij001,P,0,25,0,2,0,0
adkij001,P,0,3,0,0,0,0
adkij001,P,0,186,4,8,1,1
adkis001,P,5,72,0,3,0,0
adlet001,P,13,209,6,7,0,0
adlet001,P,20,367,15,12,0,1
adrie001,3B,6,169,4,21,0,1
adrie001,SS,5,126,5,16,0,2
adrie001,3B,0,15,0,2,0,0
adrie001,SS,4,135,4,12,1,4
adrie001,2B,15,453,27,52,2,10
adrie001,SS,60,1602,61,138,7,30
adrie001,OF,2,53,3,0,0,0
adrie001,3B,26,670,21,48,2,5
adrie001,2B,4,111,6,10,0,1
adrie001,SS,16,455,24,54,1,13
adrie001,1B,1,36,13,1,0,1
adrie001,1B,3,116,35,4,0,7
adrie001,2B,13,389,27,42,2,11
adrie001,SS,6,205,8,24,2,2
adrie001,3B,1,57,0,1,0,0
adrie001,2B,3,72,3,8,0,2
adrie001,2B,3,111,9,6,1,0
adrie001,3B,1,21,1,2,0,0
adrie001,SS,23,637,26,74,2,13
adrie001,OF,9,278,28,1,0,0
adrie001,1B,1,27,5,0,0,0
affej001,P,0,106,3,6,0,0
affej001,P,9,210,0,6,1,0
affej001,P,8,229,3,12,2,2
affej001,P,0,101,1,9,0,0
affej001,P,0,177,2,12,0,0
affej001,P,0,82,1,7,0,1
affej001,P,0,190,5,13,1,1
affej001,P,0,150,3,15,3,0
affej001,P,0,166,0,20,0,2
affej001,P,18,378,4,19,1,2
affej001,P,0,185,7,11,0,0
affej001,P,0,187,4,12,1,2
affej001,P,0,149,1,6,1,0
affej001,P,7,233,4,14,2,1
affej001,P,0,235,7,22,1,2
agbab001,OF,82,1895,123,1,6,0
agbab001,OF,94,2326,155,3,4,0
agbab001,OF,70,1791,121,2,2,0
agbab001,OF,9,291,24,1,1,0
agbab001,OF,31,710,53,1,0,0
agbab001,OF,3,96,6,0,0,0
ageet101,OF,94,2691,216,6,5,2
ageet101,OF,3,128,5,0,0,0
ageet101,OF,3,78,4,0,0,0
ageet101,OF,5,147,13,0,0,0
ageet101,OF,108,2874,273,6,11,1
ageet101,OF,141,3795,334,7,5,0
ageet101,OF,14,373,50,1,1,0
ageet101,OF,40,1290,114,2,2,2
ageet101,OF,6,211,10,2,0,1
