retroID,POS,GS,InnOuts,PO,A,E,DP
whitj104,OF,0,0,55,4,0,0
whitj104,SS,0,0,0,0,0,0
whitj104,OF,0,0,162,5,9,2
whitj104,OF,0,0,141,4,5,0
whitj104,OF,0,0,335,8,12,2
whitj101,P,0,0,4,15,0,2
whitj101,P,0,0,3,5,0,0
whitj101,P,0,0,6,27,1,1
whitj101,P,0,0,1,6,1,0
whitj101,P,0,0,0,2,0,0
whitj101,P,0,0,4,35,1,3
whitj101,P,0,0,10,60,5,4
whitj101,P,0,0,7,56,1,6
whitj002,1B,1,21,7,0,0,0
whitj002,1B,28,751,246,12,1,16
whitl002,P,0,21,1,1,0,0
whitl002,P,1,36,1,1,1,0
whitl003,P,0,221,3,6,0,0
whitl003,P,0,22,1,0,0,0
whitl003,P,0,94,2,3,0,0
whitl003,P,1,10,0,0,0,0
whitm001,OF,89,2341,234,9,9,2
whitm001,OF,48,1401,102,2,5,0
whitm001,OF,20,648,60,3,0,0
whitm001,OF,39,1069,90,2,0,0
whitm001,OF,67,1723,166,11,7,2
whitm001,OF,1,51,3,0,0,0
whitm001,OF,53,1461,105,4,4,0
whitm001,OF,27,731,52,4,0,1
whitm001,OF,7,177,11,1,0,0
whitm001,OF,142,3835,321,14,7,1
whitm001,OF,146,3898,329,9,10,1
whitm001,OF,23,629,41,1,3,0
whitm001,P,0,3,0,0,0,0
whitm001,OF,37,1002,90,4,3,0
whitm001,OF,52,1504,124,7,4,1
whitm001,OF,44,1216,97,6,6,1
whitm002,P,0,11,0,0,0,0
whitm002,P,0,183,4,6,1,0
whitm002,P,0,54,2,2,0,0
whitm002,P,0,33,0,3,0,0
whitm002,P,0,111,4,7,1,0
whitm002,P,0,97,1,4,0,0
whitm002,P,0,219,5,7,2,3
whitm002,P,0,49,2,1,2,0
whitm002,P,0,159,0,5,0,0
whitm002,P,1,218,9,16,1,1
whitm002,P,0,84,3,2,1,0
whitm003,P,0,6,0,1,0,0
whitm003,P,0,11,0,0,0,0
whitm003,P,1,12,0,0,0,0
whitm103,2B,5,171,22,32,1,11
whitm103,3B,3,69,2,5,1,0
whitm103,OF,62,1622,127,4,3,1
whitm103,3B,0,17,0,1,0,0
whitm103,2B,2,51,10,3,0,0
whitm101,OF,0,36,2,0,0,0
whitr002,P,0,82,1,8,0,2
whitr002,P,0,209,3,7,1,1
whitr002,P,5,226,3,10,2,1
whitr002,P,1,324,6,16,2,1
whitr002,P,0,112,0,8,0,0
whitr002,P,0,225,2,16,1,0
whitr002,P,0,58,0,1,1,1
whitr002,P,0,143,3,8,0,2
whitr002,P,0,214,1,7,0,1
whitr002,P,0,235,6,14,0,1
whitr002,P,0,122,1,6,0,2
whitr002,P,9,165,2,9,1,1
whitr002,P,3,206,5,11,2,1
whitr002,P,0,88,1,8,0,0
whitr002,P,0,66,1,3,0,0
whitr002,P,0,16,0,1,0,0
whitr002,P,0,85,1,3,0,0
whitr101,OF,134,3554,303,11,5,0
whitr101,OF,153,4104,283,14,1,4
whitr101,OF,156,4269,380,9,5,1
whitr101,OF,9,225,13,0,0,0
whitr101,OF,161,4356,315,6,2,0
whitr101,OF,71,1836,128,1,1,0
whitr101,OF,34,903,59,1,2,0
whitr101,3B,17,438,20,28,8,1
whitr101,OF,162,4259,339,4,8,0
whitr101,OF,145,3852,306,8,0,1
whitr101,1B,7,164,58,1,1,3
whitr101,2B,1,27,3,4,0,0
whitr101,OF,155,4110,323,8,2,1
whitr101,OF,66,1709,141,2,1,1
whitr101,OF,125,3319,267,9,3,1
whitr101,OF,135,3579,301,7,6,4
whitr101,OF,25,666,45,3,0,0
whitr101,2B,2,45,6,3,0,2
whitr101,OF,74,2043,153,3,7,0
whitr001,OF,18,431,41,0,0,0
whitr001,OF,151,4017,376,6,3,3
whitr001,OF,88,2064,133,4,3,0
whitr001,OF,16,375,24,0,0,0
whitr001,OF,106,2855,246,3,0,0
whitr001,OF,17,396,45,0,1,0
whitr001,OF,18,484,33,0,0,0
whitr001,OF,102,2512,173,6,4,2
whitr001,OF,118,3108,269,5,4,2
whitr001,OF,37,858,57,0,0,0
whitr001,OF,134,3396,286,7,11,2
whitr001,OF,20,583,34,1,2,0
whitr001,OF,65,1604,119,0,0,0
whitr001,OF,74,1844,158,4,1,1
whitr001,OF,96,2494,261,7,1,3
whitr001,OF,83,2203,185,5,2,1
whitr001,OF,73,1844,127,2,3,0
whits001,P,0,11,0,0,0,0
whits002,P,0,106,1,6,0,0
whits002,P,0,103,2,4,0,0
whits002,P,0,193,9,8,1,1
whitt002,P,0,3,0,0,0,0
whitt002,3B,0,14,0,0,0,0
whitt002,P,0,3,0,0,0,0
whitt002,OF,1,33,2,0,0,0
whitt002,2B,1,33,1,1,0,0
whitt002,1B,50,1357,410,25,4,32
whitt002,1B,12,363,110,4,3,11
whitt002,2B,0,30,1,2,0,0
whitt002,1B,33,940,258,15,0,29
whitw001,P,13,192,4,10,1,0
whitw001,P,1,42,1,1,0,0
whitw001,P,11,291,6,17,1,1
whitw001,P,19,317,3,18,2,2
whitw001,P,2,24,1,1,0,0
whitw001,P,20,400,11,24,2,2
whitw001,P,0,197,4,9,0,1
whitf103,1B,30,786,282,25,4,32
whitf103,1B,6,187,57,8,1,5
whitf103,1B,110,3019,932,80,7,79
whitf103,1B,61,1595,494,49,4,51
whitf103,1B,33,818,285,21,6,28
whitf103,1B,71,1792,596,36,5,63
whitf103,1B,85,2304,690,51,10,64
whitf103,1B,4,99,34,7,1,3
whitf103,1B,129,3478,1104,76,11,96
whitt001,OF,93,2540,167,10,8,3
whitt001,OF,77,2062,140,11,2,1
whitt001,OF,17,403,23,2,2,0
whitt001,OF,1,9,1,0,0,0
whitt001,OF,0,6,0,0,0,0
whitt001,OF,42,1160,76,4,1,0
whitt001,OF,121,3316,249,7,3,2
whitt001,OF,1,27,0,0,0,0
whitt001,OF,74,1979,167,4,5,0
whitt001,OF,20,554,42,3,1,0
whitc001,P,12,227,7,6,0,0
whitc001,P,1,43,1,2,0,0
whitc001,P,4,58,3,3,1,0
whitc001,P,0,3,0,0,0,0
whitc001,P,0,172,4,4,0,0
whitd002,OF,67,1711,140,3,3,1
whitd002,OF,11,324,24,0,1,0
whitd002,OF,5,150,14,0,0,0
whitd103,OF,0,0,7,0,0,0
whitd103,OF,0,0,178,5,0,0
whitd103,OF,0,0,0,0,0,0
whitd103,OF,0,0,93,3,1,0
whitd103,OF,0,0,56,2,1,0
whitd103,OF,0,0,20,0,1,0
whitf101,SS,0,0,8,12,0,0
whitf101,2B,0,0,4,2,2,0
whitf101,1B,0,0,8,0,0,2
whitf101,SS,0,0,1,2,3,1
whitp103,3B,0,0,30,48,3,6
whitp103,2B,0,0,39,53,0,8
whitp103,3B,0,0,68,131,14,8
whitp103,2B,0,0,4,1,0,0
whitp103,3B,0,0,77,187,8,15
whitp103,SS,0,0,2,2,0,1
whitp103,3B,0,0,168,333,17,29
whitp103,3B,0,0,171,293,22,27
whitp103,1B,0,0,29,2,0,6
whitp103,3B,0,0,15,18,1,2
whitp103,2B,0,0,0,0,0,0
whitp103,3B,0,0,106,212,15,15
whitp103,3B,0,0,136,238,7,17
whitp103,2B,0,0,65,116,6,19
whitp103,3B,0,0,177,276,19,31
whitp103,2B,0,0,113,161,7,17
whitp103,3B,0,0,83,144,10,8
whitp103,3B,0,0,105,227,11,11
whitp103,3B,0,0,131,217,19,21
whitp103,3B,0,0,2,3,0,0
whitp103,3B,0,0,186,313,18,29
whitp103,2B,0,0,8,17,0,2
whitp103,1B,0,0,96,10,1,11
whitp103,2B,0,0,17,17,2,5
white001,P,12,227,6,13,2,1
white001,P,7,173,2,6,0,1
white001,P,17,301,2,15,2,1
white001,P,33,616,10,30,4,2
white001,P,4,111,1,5,0,0
white001,P,9,323,4,8,0,0
white001,P,12,236,5,9,0,0
white001,P,30,476,8,16,3,3
white001,P,31,567,11,35,0,3
white001,P,34,617,14,19,1,0
white001,P,21,433,4,6,0,0
white001,P,22,369,10,11,3,1
white001,P,33,681,17,22,2,1
white001,P,0,222,3,8,1,0
white001,P,34,635,8,27,3,0
white001,P,32,686,18,42,0,3
white001,P,1,47,0,2,0,0
whitp102,3B,0,0,1,1,0,0
whitp102,1B,0,0,97,5,0,8
whitp102,OF,0,0,1,0,0,0
whitp102,OF,0,0,97,9,5,0
whitp102,2B,0,0,72,65,4,8
whitp102,1B,0,0,9,0,0,0
whitp102,OF,0,0,247,9,3,6
whitp102,OF,0,0,0,0,0,0
whitp102,3B,0,0,166,229,16,16
whitp102,1B,0,0,311,27,4,21
whitp102,1B,0,0,29,4,0,4
wickk001,P,0,76,0,3,0,0
wickk001,P,0,26,0,0,0,0
wickk001,P,0,76,1,4,0,0
wickk001,P,0,37,0,1,0,0
wickk001,P,0,8,0,0,0,0
wickk001,P,0,52,1,4,0,0
wickk001,P,0,18,0,0,0,0
wickk001,P,0,123,0,5,0,1
wickd101,P,0,25,0,2,0,0
wickd101,P,4,256,8,18,2,1
wickd101,P,34,713,15,43,2,2
wickd101,P,14,423,11,24,0,2
wickd101,P,36,762,22,35,2,2
wickd101,P,0,150,2,10,1,0
wickd101,P,9,330,7,22,0,2
wickd101,P,0,63,0,5,1,0
wickd101,P,27,586,15,37,2,0
wickd101,P,0,62,0,4,0,0
wickf101,OF,1,92,11,0,0,0
wickf101,OF,6,156,12,1,0,0
wickf101,OF,9,225,16,0,0,0
wickk101,P,0,0,0,9,1,0
wickk101,P,0,0,0,7,0,0
wickk101,P,0,0,0,0,0,0
wickk101,P,0,0,0,5,0,0
wicka101,OF,0,0,14,0,0,0
wickb001,P,0,223,6,15,4,2
wickb001,P,0,203,8,8,0,0
wickb001,P,0,247,10,13,2,1
wickb001,P,19,420,7,19,2,1
wickb001,P,8,151,4,6,0,3
wickb001,P,0,89,3,3,0,1
wickb001,P,0,186,7,5,2,1
wickb001,P,0,237,5,23,0,2
wickb001,P,0,20,1,2,1,0
wickb001,P,0,131,3,3,2,0
wickb001,P,0,84,3,2,1,0
wickb001,P,0,78,0,4,1,1
wickb001,P,0,50,1,1,0,0
wickb001,P,0,210,3,7,0,0
wickb001,P,0,103,1,3,1,0
wickb001,P,0,287,6,14,0,4
wickb001,P,0,80,1,5,0,0
wickb001,P,0,138,3,9,0,2
wickb001,P,1,240,4,13,1,1
wickr001,P,0,25,1,0,0,0
widgc001,1B,0,3,2,1,0,0
widgc001,OF,0,3,1,0,0,0
widgc001,1B,1,27,9,0,0,2
widgc001,OF,1,21,0,0,0,0
widgc001,OF,2,48,3,0,0,0
widgc001,1B,0,3,0,0,0,0
widgc001,3B,1,25,1,1,0,0
widma101,P,0,0,0,0,0,0
widma101,P,0,0,10,22,1,3
widma101,P,0,0,4,22,0,0
widma101,P,0,0,0,0,0,0
widma101,P,0,0,17,32,0,3
wieat101,P,0,6,0,0,0,0
wieat101,P,0,13,0,1,0,1
wiecb001,P,0,21,0,1,0,0
wiedc101,P,0,0,0,2,0,1
wiedt101,OF,1,39,3,0,0,0
wielj001,P,5,83,2,2,0,0
wielj001,P,1,15,0,0,0,0
wielj001,P,2,34,0,1,1,0
wielj001,P,2,26,1,1,0,0
wienj101,P,0,0,0,8,0,0
wiesb101,P,2,49,2,3,0,0
wiesb101,P,0,28,0,4,0,1
wiesb101,P,0,0,0,3,0,1
wiesb101,P,5,91,1,2,0,0
wiesb101,P,7,159,2,13,0,1
wiesb101,P,21,369,12,24,3,5
wietm001,1B,2,54,22,1,0,2
wietm001,1B,1,24,4,0,0,2
wietw101,2B,0,0,54,62,6,14
wietw101,3B,0,0,2,2,0,0
wietw101,P,0,0,0,0,0,0
wietw101,SS,0,0,79,104,8,18
wietw101,P,0,0,2,0,1,0
wietw101,SS,0,0,28,26,5,5
wietw101,SS,0,0,19,29,3,6
wietw101,2B,0,0,0,0,0,0
wietw101,1B,0,0,7,1,0,0
wietw101,2B,0,0,30,24,3,8
wietw101,3B,0,0,1,5,1,0
wietw101,SS,0,0,31,38,9,6
wietw101,2B,0,0,14,16,0,0
wietw101,3B,0,0,1,2,0,0
wietw101,SS,0,0,11,11,0,3
wietw101,2B,0,0,14,11,1,5
wietw101,3B,0,0,2,10,1,2
wietw101,SS,0,0,4,6,0,2
wietw101,SS,0,0,307,581,40,91
wietw101,3B,0,0,5,10,1,1
wietw101,SS,0,0,36,66,5,10
wietw101,2B,0,0,2,3,0,2
wietw101,2B,0,0,5,3,0,0
wietw101,SS,0,0,215,287,24,60
wietw101,3B,0,0,0,2,0,1
wietw101,2B,0,0,222,232,13,58
wigga001,OF,1,69,6,0,2,0
wigga001,2B,74,1941,148,186,14,58
wigga001,OF,2,71,8,0,1,0
wigga001,2B,59,1536,121,151,6,40
wigga001,1B,44,1081,330,29,6,30
wigga001,OF,86,2430,242,6,2,1
wigga001,2B,155,4040,391,410,32,95
wigga001,OF,59,1617,140,8,5,2
wigga001,2B,0,3,0,0,0,0
wigga001,2B,9,246,22,21,0,4
wigga001,2B,33,872,78,98,3,21
wiggs001,P,0,8,0,1,0,0
wiggt001,OF,0,6,0,0,0,0
wiggt001,3B,62,1561,33,96,4,15
wiggt001,OF,21,557,24,1,2,0
wiggt001,1B,15,396,116,15,0,14
wiggt001,2B,37,963,74,89,3,24
wiggt001,3B,30,764,23,52,5,3
wiggt001,1B,7,192,56,5,0,4
wiggt001,2B,9,252,22,34,2,4
wiggt001,3B,11,302,7,20,3,3
wiggt001,1B,17,573,181,12,0,10
wiggt001,3B,54,1466,29,116,12,8
wiggt001,2B,22,551,30,68,3,12
wiggt001,1B,5,123,48,7,1,9
wiggt001,1B,0,6,3,0,0,0
wiggt001,3B,46,1178,34,88,3,3
wiggt001,3B,50,1328,34,92,6,8
wiggt001,OF,0,12,0,0,0,0
wiggt001,OF,0,33,1,0,0,0
wiggt001,2B,4,118,8,11,0,2
wiggt001,3B,35,953,24,54,4,4
wiggt001,OF,10,254,19,2,2,0
wiggt001,3B,32,823,16,63,5,7
wiggt001,2B,37,985,66,116,0,31
wiggt001,1B,37,989,302,28,1,26
wiggt001,3B,21,527,10,30,8,3
wiggt001,OF,31,741,46,2,0,0
wiggt001,3B,74,1956,46,144,6,11
wiggt001,1B,38,999,315,30,4,30
wiggt001,3B,36,915,19,57,9,5
wiggt001,1B,4,119,36,3,0,6
wiggt001,2B,1,25,3,2,0,0
wiggt001,SS,0,39,3,8,0,1
wiggt001,1B,49,1414,421,38,4,34
wiggt001,1B,90,2361,748,73,10,75
wiggt001,2B,35,918,66,97,6,13
wiggt001,OF,7,144,13,0,0,0
wiggt001,3B,19,498,13,33,5,3
wiggt001,1B,3,69,22,2,0,1
wiggt001,3B,153,3987,117,293,16,27
wiggt001,OF,0,18,1,0,0,0
wiggt001,3B,3,81,0,9,1,0
wighb101,P,0,20,3,1,1,2
wighb101,P,0,0,5,49,6,2
wighb101,P,0,0,4,47,3,2
wighb101,P,14,352,2,34,3,1
wighb101,P,0,0,1,11,3,0
wighb101,P,0,72,1,15,0,0
wighb101,1B,0,2,0,0,0,0
wighb101,P,0,0,10,50,5,3
wighb101,P,1,172,0,15,1,0
wighb101,P,0,0,3,4,1,1
wighb101,P,0,0,1,29,3,2
wighb101,P,0,0,0,4,4,0
wighb101,P,0,0,1,5,0,1
wighb101,P,0,0,4,40,3,0
wighb101,P,17,363,3,21,3,1
wighb101,P,0,0,1,3,0,0
wighb101,P,26,524,6,27,4,1
wigif101,P,0,0,0,5,2,0
wihts101,P,0,32,2,2,0,0
wihts101,P,0,35,0,1,0,0
wihts101,P,0,106,1,2,0,0
wilbd101,1B,0,0,18,0,0,2
wilbc101,OF,0,0,1,0,1,0
wilbt101,OF,1,51,6,1,0,1
wilbt101,OF,2,109,7,0,1,0
wilcm001,P,31,596,14,36,4,1
wilcm001,P,19,403,6,26,1,0
wilcm001,P,30,581,11,38,2,5
wilcm001,P,24,499,5,33,2,1
wilcm001,P,27,646,10,36,1,2
wilcm001,P,3,129,1,9,0,0
wilcm001,P,13,319,4,14,2,2
wilcm001,P,33,581,20,28,3,4
wilcm001,P,8,117,3,12,2,2
wilcm001,P,0,115,0,8,1,0
wilcm001,P,10,167,4,9,0,1
wilcm001,P,2,66,1,5,0,0
wilcm001,P,27,468,9,14,5,1
wilcm001,P,2,214,5,14,3,1
wilcm001,P,29,589,10,41,0,7
wilcm001,P,26,558,19,34,1,3
wiler101,P,0,8,0,1,0,0
wilem101,P,3,116,3,3,1,1
wilem101,P,1,23,0,1,0,0
wilem101,P,0,8,0,0,0,0
wilfr001,OF,1,18,1,1,0,0
wilfr001,2B,81,2172,183,268,9,52
wilfr001,2B,53,1509,124,216,5,45
wilfr001,2B,79,2060,135,257,7,48
wilfr001,OF,0,9,0,0,0,0
wilfr001,2B,115,3003,287,379,14,92
wilfr001,2B,2,48,2,3,1,2
wilfr001,2B,69,1751,152,196,5,37
wilfr001,2B,71,2050,161,266,11,48
wilfr001,SS,0,39,4,1,0,1
wilfr001,SS,0,21,1,2,0,0
wilfr001,3B,9,258,11,33,1,6
wilfr001,2B,30,897,92,110,1,26
wilfr001,OF,6,138,7,1,1,0
wilfr001,2B,59,1377,114,164,12,40
wilfr001,2B,21,554,31,67,2,19
wilfr001,2B,13,479,35,72,2,13
wilfr001,3B,4,120,1,13,1,0
wilfr001,SS,0,19,1,2,1,0
wilfr001,2B,101,2789,238,337,3,85
wilhh101,P,0,54,1,1,0,0
wilhh101,P,0,310,6,28,1,2
wilhh101,P,0,165,3,8,0,0
wilhh101,P,0,11,0,0,0,0
wilhh101,P,0,6,0,2,0,0
wilhh101,P,0,334,5,25,0,0
wilhh101,P,0,0,11,19,1,1
wilhh101,P,0,268,4,20,0,2
wilhh101,P,1,329,6,22,2,1
wilhh101,P,0,75,3,5,0,0
wilhh101,P,4,122,1,6,0,0
wilhh101,P,11,441,4,28,1,2
wilhh101,P,0,279,10,12,0,0
wilhh101,P,3,409,4,24,1,1
wilhh101,P,0,394,5,16,0,2
wilhh101,P,0,0,9,32,2,0
wilhh101,P,27,678,13,32,0,1
wilhh101,P,0,435,7,20,0,2
wilhh101,P,6,271,8,16,0,0
wilhh101,P,0,267,2,11,1,1
wilhh101,P,0,281,3,10,0,1
wilhh101,P,0,197,3,8,1,0
wilhh101,P,0,37,0,2,0,0
wilhh101,P,0,234,4,13,1,0
wilhh101,P,0,12,0,3,0,0
wilhh101,P,0,244,2,10,0,1
wilhj102,OF,5,153,9,0,0,0
wilhj102,OF,24,692,61,4,1,0
wilhk101,P,0,0,1,1,0,0
wilhs101,SS,0,0,2,5,1,0
wilht001,P,0,238,4,8,2,0
wilht001,P,0,75,0,1,0,0
wilht001,P,0,64,2,2,0,0
wilht001,P,2,238,8,8,1,0
wilht001,P,0,177,3,6,1,0
wilht001,P,0,79,3,4,1,0
wilht001,P,0,186,6,9,0,2
wilht001,P,0,98,1,6,1,1
wilhj101,OF,0,0,8,0,0,0
wilka001,P,1,31,3,2,0,0
wilka001,P,1,11,2,0,0,0
wilka001,P,3,33,0,2,0,0
wilka001,P,0,6,0,0,0,0
wilka001,P,0,40,1,0,0,0
wilka003,P,1,27,0,1,0,0
wilka003,P,2,31,1,0,0,0
wilkb002,1B,78,2105,694,67,4,68
wilkb002,OF,124,3278,312,6,5,1
wilkb002,OF,78,2059,143,7,1,3
wilkb002,1B,11,394,148,9,0,8
wilkb002,1B,2,60,22,0,0,0
wilkb002,OF,76,1966,159,8,3,3
wilkb002,OF,53,1509,108,3,1,0
wilkb002,OF,114,3096,226,13,7,3
wilkb002,OF,45,1165,101,2,2,0
wilkb002,1B,21,566,179,15,0,25
wilkb002,1B,47,1368,497,19,3,51
wilkb002,OF,129,3302,257,11,5,1
wilkb002,OF,18,446,18,1,0,0
wilkb002,OF,34,902,62,2,2,0
wilkb002,1B,19,556,172,14,1,20
wilkc001,2B,35,1028,66,114,6,30
wilkc001,SS,93,2441,125,274,18,50
wilkc001,SS,28,879,59,85,7,26
wilkc001,2B,77,2013,153,240,12,52
wilkc001,SS,15,489,41,47,5,8
wilkc001,3B,0,12,0,0,1,0
wilkc001,2B,2,51,7,6,0,2
wilkc001,2B,23,633,50,80,1,15
wilkc001,3B,2,128,7,5,1,1
wilkc001,2B,42,1103,76,106,4,23
wilkc001,SS,102,2706,151,285,26,50
wilkc001,SS,6,201,9,20,0,5
wilkc001,3B,8,253,14,24,1,4
wilkc001,2B,15,439,31,46,0,9
wilkc001,2B,18,474,40,54,3,15
wilkc001,3B,4,127,4,13,1,0
wilkc001,SS,46,1348,73,142,7,27
wilkc001,SS,0,9,0,2,0,0
wilkc001,2B,31,887,71,107,2,28
wilkc001,3B,3,96,4,8,1,1
wilkc001,SS,7,195,11,25,0,3
wilkc001,OF,0,1,0,0,0,0
wilkc001,3B,35,939,25,62,11,4
wilkc001,2B,7,249,24,29,3,3
wilkc001,2B,8,318,26,50,1,7
wilkc001,OF,1,27,0,0,0,0
wilkc001,SS,0,36,2,3,0,1
wilkc001,2B,4,118,5,16,0,3
wilkc001,SS,14,430,29,46,2,6
wilkc001,SS,4,88,3,9,0,0
wilkc001,3B,16,515,14,38,7,2
wilkh101,3B,0,0,2,5,0,0
wilks001,SS,0,6,1,1,0,1
wilks001,2B,8,210,12,24,0,4
wilks001,3B,4,135,2,9,2,0
wilka002,1B,8,240,75,4,0,7
wilka002,1B,1,31,11,0,1,1
wilka002,OF,0,6,0,0,0,0
wilkb001,P,0,93,1,1,0,1
wilkb001,P,0,229,1,6,1,0
wilkb001,P,2,18,0,2,0,0
wilkb101,SS,0,0,12,21,2,3
wilkb101,OF,0,0,5,0,0,0
wilkb101,SS,0,0,74,118,16,23
wilkd001,P,0,22,0,0,0,0
wilkd001,P,0,24,1,0,0,0
wilkd001,P,0,47,1,3,0,0
wilke102,P,14,209,4,12,6,2
wilkl101,P,0,0,2,22,0,1
wilkl101,P,0,0,3,36,1,0
wilkl101,P,0,0,0,1,0,0
wilkm001,P,0,46,0,1,0,0
wilkm001,P,0,227,1,4,0,1
wilkm001,P,0,153,2,11,0,0
wilkm001,P,0,181,2,9,0,2
wilkm001,P,2,225,1,10,0,3
wilkm001,P,0,52,1,3,0,0
wilkr001,1B,0,18,6,2,0,1
wilkr001,1B,6,156,52,5,0,4
wilkr001,1B,4,109,42,2,0,2
wilkr001,1B,0,12,4,0,0,0
wilkr001,1B,0,3,1,0,0,0
wilkr101,P,0,0,1,3,0,0
wilkr101,P,0,0,3,27,1,1
wilkr101,P,0,0,12,76,1,1
wilkr101,P,0,0,0,11,0,1
wilkt101,P,0,0,1,1,0,0
wilkt101,P,0,0,6,20,0,3
wilkt101,P,0,0,0,3,0,0
wilkt101,P,0,0,1,12,1,2
wilkt101,P,0,0,2,9,1,0
wilkt101,P,0,0,3,9,1,1
wilkt101,P,0,0,0,0,0,0
wilkt101,P,0,0,6,19,0,1
wilkt101,P,0,0,2,16,1,3
wilkt101,P,0,0,1,4,0,0
wilkt101,P,0,0,4,10,4,0
wilkt101,P,0,0,4,17,0,1
willj001,1B,3,75,17,3,1,0
willj001,3B,0,6,0,0,0,0
willj001,1B,0,0,1,0,0,0
willb106,OF,0,6,0,0,0,0
willb106,1B,1,18,3,0,1,1
willb106,OF,17,516,51,1,2,0
willb106,OF,13,428,33,0,0,0
willb106,OF,6,195,14,0,0,0
willb106,1B,1,21,10,0,0,1
willb106,OF,112,3083,224,10,2,2
willc104,P,28,549,20,29,2,0
willc104,P,3,90,3,0,1,0
willc104,P,15,351,5,17,1,0
willc104,P,6,220,3,12,1,0
willc104,P,19,420,6,15,0,1
willc104,P,21,434,8,18,2,0
willc104,P,3,84,1,5,2,1
willc104,P,22,479,9,42,0,3
willn101,P,0,19,0,1,0,0
willn101,P,6,126,0,8,0,0
willn101,P,7,131,3,12,0,1
willn101,P,1,25,0,3,0,0
willn101,P,0,13,0,2,0,0
willn101,P,8,114,1,3,1,0
willn101,P,7,118,1,6,0,1
willa103,P,0,0,0,0,0,0
willa103,P,0,0,0,4,0,0
willa102,P,0,0,1,0,0,0
willa101,P,0,0,4,18,2,0
willa101,P,0,0,2,14,1,5
willa001,P,9,231,5,9,2,1
willa001,P,22,450,9,13,3,2
willa001,P,26,461,14,23,3,0
willa001,P,11,206,4,10,0,1
willa001,P,29,580,11,22,3,1
willa002,1B,12,279,82,4,2,6
willa003,P,0,29,0,1,0,0
willb105,OF,2,45,2,0,0,0
willb105,OF,4,111,9,1,0,1
willb105,OF,13,378,34,1,0,0
willb105,OF,17,522,28,0,2,0
willb002,OF,144,3800,348,3,2,1
willb002,OF,104,2816,277,7,3,2
willb002,OF,77,1999,154,1,1,0
willb002,OF,147,3952,350,2,5,1
willb002,OF,99,2588,226,6,2,1
willb002,OF,93,2491,214,2,1,1
willb002,OF,113,3004,290,3,1,1
willb002,OF,140,3693,334,10,5,3
willb002,OF,127,3368,270,2,2,1
willb002,OF,139,3676,366,5,4,0
willb002,OF,143,3824,432,1,8,0
willb002,OF,61,1654,187,5,1,2
willb002,OF,123,3286,298,4,3,1
willb002,OF,136,3510,353,2,0,1
willb002,OF,153,4064,381,9,5,3
willb002,OF,85,2263,230,3,5,0
willb104,1B,5,129,42,4,0,5
willb104,OF,142,3765,233,9,4,0
willb104,OF,162,4353,319,9,8,3
willb104,OF,41,1030,69,4,2,2
willb104,OF,132,3408,253,14,4,1
willb104,OF,7,195,18,0,0,0
willb104,OF,160,4317,298,13,4,2
willb104,1B,5,108,30,3,1,5
willb104,OF,12,329,25,0,1,0
willb104,OF,0,6,0,0,0,0
willb104,1B,64,1671,566,49,9,48
willb104,OF,161,4308,233,14,13,0
willb104,OF,152,4029,284,8,7,3
willb104,OF,162,4332,271,3,3,1
willb104,OF,163,4342,261,4,9,0
willb104,1B,19,478,167,20,2,14
willb104,OF,133,3538,220,9,11,3
willb104,OF,164,4416,296,10,10,2
willb104,OF,159,4209,250,15,12,2
willb104,OF,159,4237,273,18,10,4
willb104,OF,159,4146,259,13,3,1
willb102,OF,3,78,1,2,0,0
willb001,P,5,246,7,20,1,0
willb001,P,2,36,1,2,0,0
willb001,P,0,72,1,2,0,0
willb001,P,13,235,8,9,4,0
willb001,P,6,216,6,9,0,0
willb001,P,16,289,8,15,2,0
willb001,P,0,73,1,2,0,0
willb001,P,0,202,4,11,0,1
willb001,P,0,54,2,2,0,0
willb001,P,17,363,6,16,2,3
willc001,P,0,174,2,6,0,0
willc001,P,2,48,1,2,0,1
willc001,P,0,36,3,0,0,0
willc001,P,0,238,6,6,1,1
willc001,P,0,41,0,1,1,0
willc001,P,0,267,4,8,1,0
willc001,P,0,29,0,3,0,0
willc001,P,0,157,4,10,0,3
willc001,P,0,2,0,0,0,0
willc001,P,0,178,2,5,0,0
willc101,P,2,255,1,19,3,2
willc101,P,9,270,6,7,2,1
willc101,P,7,301,5,27,0,2
willc101,P,1,144,2,8,0,0
willc101,P,2,294,12,18,1,5
willc101,P,2,69,2,5,0,0
willc101,P,2,27,0,0,1,0
willc101,P,8,358,6,18,1,2
willc103,OF,0,0,278,13,9,2
willc103,OF,0,0,241,22,8,8
willc103,OF,0,0,118,9,0,0
willc103,OF,0,0,350,9,7,3
willc103,OF,0,0,382,29,9,5
willc103,OF,0,0,1,0,0,0
willc103,OF,0,0,368,13,15,0
willc103,OF,0,0,388,22,12,4
willc103,OF,0,0,376,19,11,2
willc103,OF,0,0,27,1,1,0
willc103,OF,0,0,143,14,6,3
willc103,OF,0,0,173,12,2,3
willd102,2B,0,0,19,22,2,5
willd102,2B,0,0,279,375,18,102
willd102,2B,0,0,38,43,0,7
willd102,2B,58,1579,139,162,10,39
willd102,2B,141,3756,353,396,14,112
willd102,2B,0,0,191,254,8,54
willd111,P,0,134,4,8,1,0
willd101,OF,0,3,1,0,0,0
willd101,OF,7,202,18,0,0,0
