retroID,weight,height,debutYear,finalYear,pos_1B,pos_2B,pos_3B,pos_C,pos_OF,pos_P,pos_SS,bats_L,bats_R,throws_L,throws_R,G,AB,PA,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,NL
boesb001,0.610656,0.65,2010,2015,0,0,0,0,1,0,0,1,0,1,0,481,1577,1713,192,394,260,79,7,48,195,22,7,109,344,9,16,0,11,25,1
boevj001,0.508197,0.5,1985,1996,0,0,0,0,0,1,0,0,1,0,1,516,17,17,0,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1
bogaj101,0.487705,0.55,1920,1920,0,0,0,0,0,1,0,0,1,0,1,4,8,8,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bogat001,0.5,0.55,1993,2001,0,0,1,0,0,0,0,0,1,0,1,701,1516,1710,180,345,243,69,9,24,161,13,12,143,272,18,17,17,17,39,1
bogax001,0.54918,0.5,2013,2019,0,0,0,0,0,0,1,0,1,0,1,914,3545,3930,542,1022,673,228,14,107,503,53,14,321,715,14,31,5,28,84,0
boget101,0.479508,0.45,1982,1982,0,0,0,0,1,0,0,1,0,1,0,24,60,67,6,13,9,2,1,1,4,2,0,4,8,0,2,1,0,3,0
boggb001,0.54918,0.45,2008,2011,0,0,0,0,1,0,0,0,0,0,1,130,326,382,34,68,36,18,4,10,43,4,2,49,113,3,3,1,3,3,1
boggm001,0.651639,0.65,2008,2013,0,0,0,0,0,1,0,0,1,0,1,241,27,30,1,1,0,1,0,0,0,0,0,0,14,0,0,3,0,0,1
boggr101,0.385246,0.45,1928,1928,0,0,0,0,0,1,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
boggt001,0.487705,0.55,1976,1985,0,0,0,0,0,1,0,0,1,0,1,114,148,159,7,25,23,1,0,1,8,0,0,1,37,0,0,9,1,4,1
boggw001,0.467213,0.55,1982,1999,0,0,1,0,0,0,0,1,0,0,1,2440,9180,10740,1513,3010,2253,578,61,118,1014,24,35,1412,745,180,23,29,96,236,0
boglw101,0.590164,0.65,1968,1968,0,0,0,0,0,1,0,1,0,1,0,16,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
bogub001,0.569672,0.6,2010,2015,0,0,0,0,1,0,0,1,0,1,0,321,748,833,93,178,119,36,4,19,67,24,7,72,204,3,9,1,3,21,1
bohab001,0.54918,0.55,1990,2001,0,0,0,0,0,1,0,1,0,1,0,309,231,265,16,53,38,11,1,3,30,0,0,10,69,0,0,22,2,5,1
bohnj101,0.405738,0.45,1982,1982,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bohns101,0.405738,0.25,1916,1926,0,1,0,0,0,0,0,0,1,0,1,649,2277,2551,306,596,448,87,45,16,228,72,60,189,148,0,9,76,0,0,1
bohnt001,0.508197,0.7,2006,2008,0,0,0,0,1,0,0,0,1,0,1,32,19,21,3,4,2,1,0,1,5,0,0,2,9,0,0,0,0,0,1
boisb101,0.446721,0.55,1974,1979,0,0,0,0,1,0,0,1,0,1,0,410,917,1030,114,241,178,47,6,10,77,18,14,86,183,8,2,16,9,15,1
boitd101,0.446721,0.45,1978,1982,0,0,0,0,0,1,0,0,1,0,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bokeb101,0.364754,0.55,1933,1934,0,1,0,0,0,0,0,0,1,0,1,147,457,493,54,113,88,15,4,6,72,4,1,27,49,0,1,8,0,0,0
boked101,0.42623,0.45,1951,1953,0,0,0,0,0,1,0,0,1,0,1,34,14,16,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,1
bokij101,0.442623,0.45,1936,1936,0,0,0,0,0,1,0,0,1,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bolab101,0.377049,0.25,1915,1921,0,0,0,0,0,1,0,0,1,0,1,46,91,103,3,10,7,2,1,0,4,0,0,9,21,0,0,3,0,0,0
bolae101,0.364754,0.35,1934,1944,0,0,0,0,1,0,0,1,0,1,0,57,136,140,11,35,29,5,1,0,23,2,1,4,14,0,0,0,0,1,1
bolar001,0.590164,0.6,2019,2019,0,0,0,0,0,1,0,0,1,0,1,5,5,5,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1
boldb101,0.508197,0.65,1919,1919,0,0,0,0,0,1,0,0,1,0,1,3,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bolec101,0.446721,0.4,1962,1962,0,0,0,0,1,0,0,0,1,0,1,19,24,25,4,9,9,0,0,0,1,0,0,0,6,0,0,1,0,2,1
bolej101,0.385246,0.4,1927,1932,0,0,0,0,0,0,1,0,1,0,1,540,1780,1979,203,478,361,88,22,7,227,15,8,130,84,0,13,56,0,0,0
boles101,0.42623,0.4,1926,1932,0,0,0,0,0,1,0,1,0,1,0,41,46,49,3,9,8,1,0,0,2,0,0,3,4,0,0,0,0,0,1
bolgj101,0.42623,0.55,1950,1959,0,0,0,0,1,0,0,0,1,0,1,312,612,659,65,140,114,14,6,6,48,3,4,32,83,3,6,4,5,20,1
bolib101,0.446721,0.65,1961,1973,0,0,0,0,0,1,0,0,1,0,1,496,423,482,39,69,53,9,1,6,35,1,0,35,166,0,3,21,0,6,1
bolif001,0.467213,0.35,1993,1998,1,0,0,0,0,0,0,0,0,0,1,116,258,298,28,52,32,15,0,5,26,1,0,34,45,2,4,0,2,5,1
bolld101,0.467213,0.5,1950,1955,1,0,0,0,0,0,0,1,0,1,0,195,452,518,62,110,70,22,7,11,53,2,0,60,68,2,4,1,1,5,1
bollf101,0.405738,0.5,1954,1966,0,1,0,0,0,0,0,0,1,0,1,1540,5562,6189,692,1415,1048,221,40,106,556,40,38,462,558,28,30,97,38,114,1
bollg101,0.438525,0.65,1965,1966,0,0,0,0,0,1,0,0,1,0,1,18,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bollj101,0.377049,0.4,1939,1944,1,0,0,0,0,0,0,1,0,1,0,125,342,369,48,107,77,25,1,4,38,6,3,25,14,0,1,1,0,9,1
bollm101,0.413934,0.5,1952,1958,0,0,0,0,0,0,1,0,1,0,1,400,1161,1328,127,280,204,50,7,19,94,5,12,114,188,1,10,36,7,23,0
bolsm001,0.569672,0.5,2014,2017,0,0,0,0,0,1,0,0,1,0,1,48,66,69,2,3,2,1,0,0,1,0,0,0,37,0,0,3,0,0,1
boltc101,0.344262,0.3,1931,1941,0,0,0,1,0,0,0,1,0,0,1,335,962,1078,113,280,207,49,18,6,143,3,3,110,50,0,3,3,0,0,0
boltc102,0.487705,0.65,1928,1928,1,0,0,0,0,0,0,1,0,1,0,4,13,15,1,2,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0
boltr001,0.467213,0.55,1993,1995,0,0,0,0,0,1,0,0,1,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bolts001,0.454918,0.55,2019,2019,0,0,0,0,1,0,0,0,0,0,1,5,10,11,1,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0
boltt001,0.393443,0.55,1987,1994,0,0,0,0,0,1,0,1,0,1,0,209,14,15,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1
bombm101,0.385246,0.4,1978,1982,0,0,0,0,0,1,0,0,1,0,1,75,43,53,5,10,7,3,0,0,5,0,0,3,15,0,2,5,0,0,1
bondb001,0.446721,0.5,1986,2007,0,0,0,0,1,0,0,1,0,1,0,2986,9847,12606,2227,2935,1495,601,77,762,1996,514,141,2558,1539,688,106,4,91,165,1
bondb101,0.467213,0.5,1968,1981,0,0,0,0,1,0,0,0,1,0,1,1849,7043,8090,1258,1886,1186,302,66,332,1024,461,169,914,1757,75,53,16,64,107,1
bondj001,0.54918,0.45,2003,2013,0,0,0,0,0,1,0,0,1,0,1,225,30,31,1,1,1,0,0,0,0,0,0,0,18,0,0,1,0,0,0
bondw101,0.622951,0.8,1960,1967,0,0,0,0,1,0,0,1,0,0,1,365,1199,1338,149,307,215,40,11,41,179,10,4,106,175,19,17,5,11,21,1
boneh101,0.409836,0.4,1927,1927,0,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bonej101,0.42623,0.45,1937,1940,0,0,0,0,0,1,0,0,1,0,1,46,55,61,4,7,6,1,0,0,2,0,0,4,13,0,0,2,0,0,1
boner001,0.508197,0.35,1991,2001,0,0,0,0,0,1,0,0,1,0,1,379,20,29,3,2,2,0,0,0,3,0,0,3,6,0,0,4,2,0,1
bongj001,0.405738,0.6,2002,2004,0,0,0,0,0,1,0,1,0,1,0,49,11,13,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,1
bongn101,0.405738,0.35,1938,1939,0,0,0,0,1,0,0,1,0,1,0,68,166,179,17,43,36,7,0,0,16,0,0,9,8,0,0,4,0,1,1
bonhb101,0.467213,0.6,1971,1980,0,0,0,0,0,1,0,0,1,0,1,307,471,540,37,81,65,15,1,0,24,0,0,13,125,0,1,54,1,9,1
bonht101,0.569672,0.55,1940,1949,0,0,0,0,0,1,0,0,1,0,1,231,522,592,34,84,75,9,0,0,26,1,0,31,89,0,2,37,0,12,1
bonib001,0.54918,0.6,1986,2001,0,0,1,0,0,0,0,0,0,0,1,2113,7213,8255,1084,2010,1254,408,61,287,1173,45,57,912,1204,128,28,5,97,169,1
bonie001,0.508197,0.35,2007,2017,0,0,0,0,1,0,0,0,0,0,1,831,2610,2894,355,669,528,95,33,13,165,166,48,215,603,4,7,43,19,23,1
bonie002,0.590164,0.7,2008,2010,0,0,0,0,0,1,0,0,1,0,1,62,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bonij001,0.385246,0.3,1981,1987,0,1,0,0,0,0,0,0,1,0,1,429,1462,1616,145,375,309,50,9,7,101,7,10,116,108,16,9,22,7,44,1
bonij002,0.610656,0.5,2017,2019,0,0,0,0,1,0,0,0,1,0,1,187,640,713,89,158,100,34,3,21,66,1,2,65,196,1,4,1,3,11,0
bonij101,0.405738,0.45,1962,1962,0,0,0,0,0,1,0,0,1,0,1,30,27,30,3,4,4,0,0,0,0,0,0,1,15,0,0,2,0,0,0
bonil001,0.610656,0.45,2014,2017,0,0,0,0,0,1,0,0,0,0,1,15,6,8,0,1,1,0,0,0,0,0,0,1,3,0,1,0,0,0,1
bonnb001,0.467213,0.6,1977,1986,0,0,0,0,1,0,0,0,1,0,1,976,3068,3353,363,833,610,143,24,56,355,64,39,229,387,26,13,27,16,83,1
bonnb101,0.446721,0.45,1980,1983,0,0,0,0,0,0,1,0,1,0,1,61,108,117,15,21,15,5,1,0,8,1,0,4,16,0,0,3,2,3,0
bonnb102,0.508197,0.65,1944,1944,0,0,0,0,0,1,0,0,1,1,0,2,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
bonog101,0.405738,0.4,1920,1920,0,0,0,0,0,1,0,0,1,0,1,4,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bonsb001,0.692623,0.65,2006,2010,0,0,0,0,0,1,0,0,1,0,1,111,6,9,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0
bonuz101,0.54918,0.45,1934,1940,1,0,0,0,0,0,0,0,1,0,1,917,3582,4026,600,1099,719,232,29,119,704,19,8,404,180,0,17,23,0,40,1
bookb101,0.385246,0.35,1966,1968,0,0,0,1,0,0,0,1,0,0,1,23,33,36,6,6,3,1,0,2,5,0,0,3,8,0,0,0,0,2,0
bookc001,0.631148,0.6,2005,2007,0,0,0,0,0,1,0,0,1,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bookg001,0.631148,0.75,1983,1990,0,0,0,0,0,1,0,0,1,0,1,161,23,23,2,4,2,2,0,0,1,0,0,0,9,0,0,0,0,0,1
bookr001,0.405738,0.45,1987,1991,0,0,1,0,0,0,0,1,0,0,1,173,274,307,38,68,55,10,3,0,28,7,3,27,44,9,0,5,1,8,1
boola101,0.42623,0.4,1928,1931,0,0,0,1,0,0,0,0,1,0,1,129,308,348,35,73,49,13,4,7,53,0,0,34,42,0,0,6,0,0,1
boona001,0.467213,0.55,1997,2009,0,0,1,0,0,0,0,0,1,0,1,1152,3871,4329,519,1017,658,216,17,126,555,107,30,303,707,20,80,39,36,74,1
boonb001,0.487705,0.55,1972,1990,0,0,0,1,0,0,0,0,1,0,1,2264,7245,8148,679,1838,1404,303,26,105,826,38,50,663,608,90,20,142,78,191,1
boonb002,0.42623,0.35,1992,2005,0,1,0,0,0,0,0,0,1,0,1,1780,6683,7432,927,1775,1129,366,28,252,1021,94,53,552,1295,32,69,55,73,168,1
boond101,0.303279,0.25,1981,1990,0,0,0,0,0,1,0,1,0,1,0,61,10,11,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1
boond102,0.467213,0.55,1919,1923,0,0,0,0,0,1,0,0,1,0,1,42,50,53,3,9,7,2,0,0,2,0,0,2,3,0,0,1,0,0,0
booni101,0.487705,0.45,1922,1932,0,0,0,0,1,0,0,1,0,0,1,356,1160,1313,177,372,256,79,11,26,194,3,7,138,67,0,2,13,0,0,1
boonr101,0.393443,0.45,1948,1960,1,0,0,0,0,0,0,0,1,0,1,1373,4589,5297,645,1260,901,162,46,151,737,21,19,608,463,20,27,45,28,133,1
bootc001,0.54918,0.7,2003,2013,0,0,0,0,0,1,0,0,1,0,1,91,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
bootj001,0.54918,0.6,1996,1998,0,0,1,0,0,0,0,0,1,0,1,13,26,30,3,7,6,1,0,0,4,0,0,4,9,0,0,0,0,1,1
boozj101,0.528689,0.6,1962,1969,0,0,0,0,0,1,0,0,1,0,1,172,74,80,2,12,12,0,0,0,2,0,0,2,24,0,0,4,0,0,1
borbj001,0.487705,0.45,2009,2016,0,0,0,0,1,0,0,1,0,1,0,294,802,878,112,219,184,19,8,8,76,47,15,49,121,0,5,20,2,10,1
borbp001,0.528689,0.5,1992,2003,0,0,0,0,0,1,0,0,1,1,0,368,7,8,0,1,1,0,0,0,0,0,0,0,4,0,0,1,0,0,1
borbp101,0.446721,0.55,1969,1980,0,0,0,0,0,1,0,0,1,0,1,593,156,167,14,32,30,2,0,0,7,1,0,1,44,0,1,9,0,2,1
borcj001,0.631148,0.65,2002,2007,0,0,0,0,1,0,0,0,0,0,1,301,716,800,89,147,96,23,2,26,77,5,5,74,222,7,6,1,3,13,1
bordb101,0.446721,0.6,1980,1980,0,0,0,0,0,1,0,0,1,1,0,8,6,9,0,1,1,0,0,0,0,0,0,1,1,0,0,2,0,0,1
bordf101,0.405738,0.2,1934,1945,0,0,0,0,1,0,0,0,1,0,1,930,2632,2869,410,745,583,120,28,14,270,66,34,173,186,0,16,48,0,37,1
bordm001,0.385246,0.4,1990,2003,0,0,0,0,0,0,1,0,1,0,1,1720,5770,6484,676,1500,1122,257,30,91,626,96,58,500,800,10,63,97,54,145,1
bordp001,0.467213,0.55,1988,2005,0,0,0,1,0,0,0,0,1,0,1,1099,3282,3499,289,831,582,168,12,69,346,9,14,155,557,13,12,31,19,94,1
bordr001,0.54918,0.8,1980,1988,0,0,0,0,0,1,0,0,1,0,1,173,23,24,0,1,1,0,0,0,0,0,0,1,10,0,0,0,0,1,1
borgg101,0.54918,0.65,1972,1980,0,0,0,1,0,0,0,0,1,0,1,474,1294,1526,137,296,234,42,4,16,151,4,3,191,191,9,3,20,18,30,0
borip101,0.508197,0.55,1982,1982,0,0,0,0,0,1,0,0,1,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
borkb101,0.434426,0.45,1950,1955,0,0,0,0,1,0,0,0,1,0,1,470,1170,1260,126,294,225,43,10,16,112,2,6.5,76,166,0,3,8,3,32,1
borkd001,0.508197,0.5,1999,2008,0,0,0,0,0,1,0,0,1,0,1,181,10,10,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1
borkf101,0.405738,0.55,1964,1964,0,0,0,0,0,1,0,0,1,1,0,33,5,7,1,1,1,0,0,0,2,0,0,1,4,0,0,1,0,0,1
borlt001,0.45082,0.75,1994,2004,0,0,0,0,0,1,0,0,1,0,1,207,12,14,1,1,1,0,0,0,2,0,0,0,3,0,0,1,1,0,1
borlt101,0.393443,0.6,1960,1961,0,0,0,0,0,1,0,1,0,1,0,27,13,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
boroh101,0.405738,0.45,1942,1951,0,0,0,0,0,1,0,0,1,0,1,316,571,646,43,99,71,22,6,0,48,0,0,28,138,0,1,46,0,12,1
boroj001,0.610656,0.55,1995,2008,0,0,0,0,0,1,0,0,1,0,1,423,9,10,1,2,2,0,0,0,0,0,0,0,7,0,0,1,0,0,1
boror101,0.42623,0.4,1944,1945,0,1,0,0,0,0,0,1,0,0,1,62,144,161,20,36,32,4,0,0,10,4,2,9,10,0,0,8,0,3,0
boros101,0.446721,0.45,1957,1965,0,0,1,0,0,0,0,0,1,0,1,422,1255,1473,141,308,225,50,7,26,149,11,6,181,174,19,13,13,11,30,1
borur001,0.569672,0.65,2018,2019,0,0,0,0,0,1,0,1,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boscd101,0.344262,0.35,1966,1969,0,0,0,0,1,0,0,0,0,0,1,146,318,346,34,52,41,6,1,4,13,4,3,22,77,1,0,5,1,6,1
boscj001,0.569672,0.55,2010,2013,0,0,0,1,0,0,0,0,1,0,1,17,28,30,2,7,6,1,0,0,2,0,0,1,8,0,1,0,0,0,1
boscw001,0.622951,0.55,2016,2016,0,0,0,0,0,1,0,0,1,0,1,6,3,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
boser101,0.446721,0.4,1976,1982,0,0,0,0,1,0,0,0,1,0,1,445,1543,1656,172,385,290,70,8,17,133,30,34,79,188,1,9,15,10,28,1
boshb001,0.598361,0.6,2013,2019,0,0,0,0,0,1,0,1,0,1,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bosic001,0.590164,0.6,1986,1996,0,0,0,0,0,1,0,0,1,0,1,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bosks001,0.528689,0.6,1990,1998,0,0,0,0,0,1,0,0,1,0,1,222,145,163,10,26,18,5,2,1,8,0,0,9,45,0,0,9,0,0,1
boslt001,0.405738,0.6,1977,1990,0,0,0,0,1,0,0,1,0,1,0,784,1581,1755,183,430,348,50,12,20,158,47,24,143,275,15,1,14,16,33,1
bosmd101,0.528689,0.55,1966,1976,0,0,0,0,0,1,0,0,1,0,1,308,329,382,14,41,36,5,0,0,14,0,0,19,124,0,0,34,0,3,0
bossh101,0.446721,0.4,1928,1933,1,0,0,0,0,0,0,1,0,1,0,155,519,556,64,139,111,19,8,1,61,2,5,30,34,0,1,6,0,0,0
bossm101,0.397541,0.45,1945,1945,0,0,0,0,0,1,0,0,1,0,1,7,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
bostc001,0.508197,0.35,2017,2018,0,0,0,0,1,0,0,0,1,0,1,35,43,50,6,11,8,3,0,0,3,0,1,6,16,0,1,0,0,0,1
bostd001,0.446721,0.6,1984,1994,0,0,0,0,1,0,0,1,0,1,0,1058,2629,2901,378,655,419,131,22,83,278,98,50,237,469,23,8,14,13,37,1
bostl101,0.42623,0.5,1975,1978,0,0,0,0,1,0,0,1,0,0,1,526,2004,2214,305,624,469,102,30,23,250,45,28,171,174,20,9,10,20,64,0
boswd101,0.446721,0.6,1964,1971,0,0,0,0,0,1,0,0,1,0,1,231,367,395,41,74,56,10,4,4,22,0,0,6,119,0,4,17,1,9,0
boswk101,0.385246,0.45,1967,1977,0,1,0,0,0,0,0,1,0,0,1,930,2517,2816,266,625,484,91,19,31,244,27,17,240,239,29,9,25,25,90,1
boted001,0.42623,0.55,1982,1985,0,0,0,0,0,1,0,0,1,0,1,19,14,15,2,2,2,0,0,0,0,0,0,1,5,0,0,0,0,0,1
boted002,0.54918,0.5,2018,2019,0,1,0,0,0,0,0,0,1,0,1,201,487,566,70,122,77,26,2,17,74,8,5,63,153,5,11,0,5,14,1
bottj001,0.713115,0.7,2005,2008,0,0,0,0,1,0,0,0,0,0,1,93,282,326,33,65,44,15,1,5,28,1,0,38,108,1,3,0,3,9,0
bottj101,0.42623,0.45,1922,1937,1,0,0,0,0,0,0,1,0,1,0,1991,7471,8355,1177,2313,1478,465,151,219,1422,58,36,664,591,0,43,177,0,33,1
bottj102,0.467213,0.45,1937,1937,0,0,0,1,0,0,0,0,1,0,1,26,40,46,3,11,7,3,0,1,7,0,0,5,10,0,1,0,0,0,1
bottk001,0.610656,0.6,1992,2001,0,0,0,0,0,1,0,0,1,0,1,292,191,220,13,31,28,3,0,0,10,1,0,2,66,0,1,26,0,0,1
bottr001,0.508197,0.5,1994,2005,0,0,0,0,0,1,0,1,0,0,1,562,17,18,1,2,0,2,0,0,1,0,0,0,8,0,0,1,0,1,1
bottr101,0.487705,0.45,1979,1980,0,0,0,0,0,1,0,1,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
botzb101,0.385246,0.4,1962,1962,0,0,0,0,0,1,0,0,1,0,1,35,9,10,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
boucd001,0.487705,0.5,1991,1994,0,0,0,0,0,1,0,0,1,1,0,35,9,12,1,2,0,2,0,0,0,0,0,0,4,0,0,3,0,0,1
bouce101,0.508197,0.45,1956,1962,1,0,0,0,0,0,0,1,0,1,0,670,2199,2593,298,583,387,114,21,61,290,5,8,340,401,29,27,9,18,47,1
boudl101,0.446721,0.4,1938,1952,0,0,0,0,0,0,1,0,1,0,1,1646,6029,7023,861,1779,1260,385,66,68,789,51,50,796,309,0,34,164,0,155,0
boulc101,0.42623,0.55,1961,1964,0,0,0,0,0,1,0,0,0,0,1,29,21,23,0,0,0,0,0,0,0,0,1,2,15,0,0,0,0,0,0
bourc101,0.446721,0.45,1980,1980,0,0,0,0,1,0,0,0,1,0,1,13,22,24,4,5,3,1,0,1,2,0,0,2,7,0,0,0,0,1,1
bourj001,0.487705,0.3,2008,2015,0,0,0,0,1,0,0,0,1,0,1,317,708,761,97,179,146,20,7,6,44,54,15,47,94,0,1,5,0,16,1
bourj002,0.795082,0.65,2014,2019,1,0,0,0,0,0,0,1,0,0,1,559,1714,1950,206,433,268,71,2,92,303,3,0,218,447,26,6,0,12,54,1
bourj003,0.569672,0.65,2019,2019,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bourm001,0.467213,0.4,2006,2016,0,0,0,0,1,0,0,1,0,0,1,1361,4784,5323,678,1272,976,191,69,36,361,341,94,445,1124,13,19,52,23,34,1
bourp001,0.467213,0.5,2010,2019,0,0,0,0,1,0,0,0,1,0,1,875,2116,2334,284,502,331,91,37,43,170,68,32,134,562,7,36,37,11,35,1
bourp101,0.54918,0.45,1971,1974,1,0,0,0,0,0,0,1,0,1,0,201,405,471,36,87,56,17,2,12,61,1,3,58,73,4,2,1,5,5,1
bourr001,0.344262,0.4,1992,1999,0,0,0,0,0,0,1,0,1,0,1,365,932,1035,104,234,183,44,3,4,85,12,5,59,64,3,10,30,4,32,1
bours001,0.528689,0.5,1996,1996,0,0,0,0,0,1,0,0,1,0,1,15,11,14,1,3,1,2,0,0,1,0,0,2,2,0,0,1,0,0,1
boutj101,0.385246,0.45,1962,1978,0,0,0,0,0,1,0,0,1,0,1,307,347,394,8,35,32,3,0,0,21,0,0,14,160,0,3,29,1,2,1
bovem001,0.508197,0.35,1997,1997,0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bowal001,0.32377,0.35,1970,1985,0,0,0,0,0,0,1,0,0,0,1,2247,8418,9103,987,2191,1815,262,99,15,525,318,105,474,569,45,17,151,43,121,1
bowdm001,0.569672,0.6,2008,2013,0,0,0,0,0,1,0,0,1,0,1,103,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
boweb001,0.508197,0.6,1996,1996,0,0,0,0,1,0,0,1,0,0,1,21,39,39,6,12,10,2,0,0,3,0,0,0,7,0,0,0,0,1,0
boweb101,0.409836,0.3,1949,1949,0,0,0,0,1,0,0,1,0,0,1,26,78,83,5,15,12,2,1,0,6,1,1,4,5,0,0,1,0,4,0
bowec001,0.590164,0.55,2008,2010,0,0,0,0,0,1,0,0,0,1,0,19,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
bowec102,0.364754,0.2,1919,1919,0,0,0,0,1,0,0,0,1,0,1,3,5,6,0,1,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1
bower001,0.446721,0.45,1991,1995,0,0,0,0,0,1,0,0,1,0,1,71,102,112,9,18,13,4,1,0,3,0,1,5,36,0,0,5,0,0,1
bower002,0.54918,0.55,2003,2008,0,0,0,1,0,0,0,0,0,0,1,216,378,439,50,79,49,20,1,9,43,1,3,48,139,3,3,6,4,7,1
bowes001,0.569672,0.65,1997,1997,0,0,0,0,0,1,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bowes101,0.385246,0.3,1977,1980,0,0,0,0,1,0,0,0,1,0,1,16,22,25,3,3,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0
bowes102,0.385246,0.45,1935,1937,0,0,0,0,0,1,0,0,0,0,1,18,5,6,3,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0
bowes103,0.459016,0.5,1963,1969,0,0,0,0,1,0,0,0,1,0,1,479,1287,1418,141,287,188,48,6,45,143,25,13,100,293,4,10,14,7,33,0
bowij001,0.528689,0.45,1994,1994,1,0,0,0,0,0,0,1,0,1,0,6,14,15,0,3,3,0,0,0,0,0,0,0,2,0,0,1,0,1,0
bowim001,0.446721,0.65,1999,2008,0,0,0,0,0,1,0,1,0,1,0,88,26,29,0,4,4,0,0,0,4,0,0,1,7,0,0,2,0,0,1
bowkj001,0.528689,0.5,2008,2011,0,0,0,0,1,0,0,1,0,1,0,240,574,622,54,133,86,25,5,17,73,2,3,39,136,4,4,0,5,11,1
bowlb001,0.590164,0.7,2001,2003,0,0,0,0,0,1,0,0,1,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bowlc101,0.42623,0.6,1943,1945,0,0,0,0,0,1,0,0,1,0,1,16,29,29,0,6,5,1,0,0,3,0,0,0,4,0,0,0,0,1,0
bowle101,0.42623,0.45,1922,1922,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bowlg101,0.467213,0.45,1931,1932,0,0,0,0,0,1,0,0,1,0,1,17,12,13,2,1,0,1,0,0,2,0,0,1,6,0,0,0,0,0,0
bowls101,0.446721,0.45,1976,1977,0,0,0,0,1,0,0,0,1,0,1,103,236,280,23,47,35,10,1,1,15,2,3,39,47,1,0,3,2,8,0
bowlw101,0.32377,0.3,1967,1967,0,0,1,0,0,0,0,0,1,0,1,2,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bowmb102,0.487705,0.5,1955,1959,0,0,0,0,1,0,0,0,1,0,1,256,519,584,71,129,88,19,5,17,54,0,1,48,109,3,6,6,5,11,1
bowmb103,0.344262,0.35,1939,1942,0,0,0,0,0,1,0,0,1,0,1,109,101,121,5,7,5,1,0,1,4,0,0,10,61,0,0,10,0,1,1
