retroID,weight,height,debutYear,finalYear,pos_1B,pos_2B,pos_3B,pos_C,pos_OF,pos_P,pos_SS,bats_L,bats_R,throws_L,throws_R,G,AB,PA,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,NL
aardd001,0.569672,0.6,2004,2015,0,0,0,0,0,1,0,0,1,0,1,331,4,5,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1
aaroh101,0.42623,0.45,1954,1976,0,0,0,0,1,0,0,0,1,0,1,3298,12364,13940,2174,3771,2294,624,98,755,2297,240,73,1402,1383,293,32,21,121,328,1
aarot101,0.467213,0.6,1962,1971,1,0,0,0,0,0,0,0,1,0,1,437,944,1045,102,216,155,42,6,13,94,9,8,86,145,3,0,9,6,36,1
aased001,0.467213,0.6,1977,1990,0,0,0,0,0,1,0,0,1,0,1,448,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
abada001,0.442623,0.5,2001,2006,1,0,0,0,0,0,0,1,0,1,0,15,21,25,1,2,2,0,0,0,0,0,1,4,5,0,0,0,0,1,1
abadf001,0.590164,0.5,2010,2019,0,0,0,0,0,1,0,1,0,1,0,384,9,9,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,1,1
abbog001,0.508197,0.75,1973,1984,0,0,0,0,0,1,0,0,1,0,1,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abboj001,0.508197,0.6,1989,1999,0,0,0,0,0,1,0,1,0,1,0,263,21,24,0,2,2,0,0,0,3,0,0,0,10,0,0,3,0,0,1
abboj002,0.467213,0.55,1997,2001,0,0,0,0,1,0,0,0,1,1,0,233,596,649,82,157,104,33,2,18,83,6,5,38,91,2,3,5,7,12,1
abbok001,0.508197,0.65,1991,1996,0,0,0,0,0,1,0,1,0,1,0,57,31,38,2,3,2,1,0,0,2,0,0,1,19,0,0,6,0,0,1
abbok002,0.42623,0.4,1993,2001,0,0,0,0,0,0,1,0,1,0,1,702,2044,2227,273,523,329,109,23,62,242,22,11,133,571,11,17,21,12,37,1
abbop001,0.446721,0.6,1990,2004,0,0,0,0,0,1,0,0,1,0,1,162,20,25,2,5,4,1,0,0,2,0,0,0,6,0,0,5,0,0,1
abera101,0.487705,0.55,1950,1957,0,0,0,0,0,1,0,1,0,1,0,168,100,117,5,14,14,0,0,0,6,0,0,8,41,0,0,8,1,2,0
aberb001,0.446721,0.5,2001,2005,0,1,0,0,0,0,0,0,1,0,1,232,868,955,97,212,163,36,5,8,79,21,7,60,93,1,7,16,4,15,0
aberb101,0.467213,0.35,1952,1952,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aberc101,0.508197,0.45,1947,1949,0,0,0,0,1,0,0,0,1,0,1,63,179,204,25,45,30,7,3,5,26,0,0,25,44,0,0,0,0,6,1
aberr001,0.569672,0.6,2006,2008,0,0,0,0,1,0,0,0,1,0,1,180,386,421,65,86,55,20,2,9,34,18,8,21,123,2,7,5,2,3,1
abert101,0.569672,0.65,1955,1972,0,0,0,0,0,1,0,0,1,0,1,681,181,204,12,25,22,3,0,0,9,0,0,6,74,0,2,15,0,4,1
abert102,0.54918,0.55,1942,1944,0,0,0,0,0,1,0,0,1,1,0,7,5,6,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0
aberw101,0.385246,0.45,1946,1947,0,0,0,0,0,1,0,1,0,1,0,16,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
abnes001,0.467213,0.5,1987,1992,0,0,0,0,1,0,0,0,1,0,1,392,840,902,89,191,137,39,4,11,71,6,8,43,153,10,7,5,7,14,1
abrac101,0.446721,0.45,1949,1956,0,0,0,0,1,0,0,1,0,1,0,567,1611,1942,257,433,318,64,19,32,138,12,18.5,304,290,2,7,16,4,22,1
abrag101,0.385246,0.3,1923,1923,0,0,0,0,0,1,0,0,1,0,1,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
abreb001,0.590164,0.45,1996,2014,0,0,0,0,1,0,0,1,0,0,1,2425,8480,10081,1453,2470,1549,574,59,288,1363,400,128,1476,1840,115,33,7,85,165,1
abreb002,0.52459,0.5,2019,2019,0,0,0,0,0,1,0,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abrej001,0.446721,0.45,1985,1985,0,0,0,0,0,1,0,0,1,0,1,6,9,9,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1
abrej002,0.446721,0.45,2011,2011,0,0,0,0,0,1,0,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
abrej003,0.733607,0.6,2014,2019,1,0,0,0,0,0,0,0,1,0,1,901,3547,3906,483,1038,627,218,14,179,611,10,5,245,776,50,80,0,34,110,0
abrej101,0.344262,0.25,1942,1942,0,1,0,0,0,0,0,0,1,0,1,9,28,32,4,6,4,1,0,1,3,0,0,4,4,0,0,0,0,1,1
abret001,0.508197,0.35,2007,2014,0,1,0,0,0,0,0,0,0,0,1,224,579,615,61,147,96,39,6,6,60,2,4,22,116,2,5,1,8,20,1
abrew001,0.385246,0.55,2006,2009,0,0,0,0,0,1,0,0,1,0,1,38,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
accaj001,0.487705,0.45,2005,2012,0,0,0,0,0,1,0,0,1,0,1,262,7,7,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
aceva001,0.528689,0.55,2008,2014,0,0,0,0,0,1,0,0,1,0,1,204,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
acevj001,0.692623,0.55,1995,2003,0,0,0,0,0,1,0,0,1,0,1,367,65,74,4,6,4,2,0,0,0,0,0,3,33,0,0,6,0,2,1
acevj002,0.446721,0.45,2001,2005,0,0,0,0,0,1,0,0,1,0,1,104,101,120,2,8,6,2,0,0,4,0,0,5,61,0,1,12,1,2,1
achta001,0.569672,0.7,2014,2016,0,0,0,0,0,1,0,0,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ackej001,0.54918,0.55,1983,1992,0,0,0,0,0,1,0,0,1,0,1,467,54,56,2,9,8,1,0,0,1,0,0,2,32,0,0,0,0,1,1
acket101,0.569672,0.65,1956,1959,0,0,0,0,0,1,0,0,1,0,1,153,77,96,10,5,5,0,0,0,2,0,0,12,46,0,1,6,0,1,1
ackld001,0.528689,0.5,2011,2016,0,1,0,0,0,0,0,1,0,0,1,635,2125,2347,261,512,354,94,18,46,216,31,12,194,419,10,5,11,12,25,0
acklf101,0.516393,0.5,1963,1964,0,0,0,0,0,1,0,1,0,0,1,5,6,7,0,2,1,1,0,0,1,0,0,1,4,0,0,0,0,0,0
acosc101,0.364754,0.35,1972,1975,0,0,0,0,0,1,0,0,1,0,1,107,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1
acose101,0.569672,0.7,1970,1972,0,0,0,0,0,1,0,0,0,0,1,57,29,30,1,1,1,0,0,0,0,0,0,1,15,0,0,0,0,0,1
acosj101,0.237705,0.15,1920,1922,0,0,0,0,0,1,0,0,1,0,1,55,60,74,4,9,8,1,0,0,1,1,0,11,22,0,0,3,0,0,0
acosm001,0.569672,0.65,2007,2012,0,0,0,0,0,1,0,0,1,0,1,233,6,7,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1
acrem001,0.651639,0.85,1994,1997,0,0,0,0,0,1,0,0,1,0,1,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acunr001,0.42623,0.45,2018,2019,0,0,0,0,1,0,0,0,1,0,1,267,1059,1199,205,302,181,48,6,67,165,53,14,121,311,6,15,0,4,12,1
adaij101,0.405738,0.45,1958,1970,0,1,0,0,0,0,0,0,1,0,1,1165,4019,4315,378,1022,783,163,19,57,366,29,29,208,499,31,17,41,30,149,0
adaij102,0.319672,0.35,1931,1931,0,0,0,0,0,0,1,0,1,0,1,18,76,79,9,21,17,3,1,0,3,1,0.5,1,8,0,0,2,0,0,1
adama001,0.528689,0.4,2014,2019,0,0,0,0,0,1,0,0,1,0,1,68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
adama002,0.610656,0.6,2017,2019,0,0,0,0,0,1,0,0,1,0,1,38,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
adama101,0.434426,0.35,1941,1946,0,0,0,0,0,1,0,0,1,0,1,302,99,113,9,12,12,0,0,0,2,0,0,6,14,0,0,8,0,2,1
adamb101,0.42623,0.45,1939,1947,0,0,0,0,1,0,0,0,1,0,1,576,2003,2292,282,532,374,96,12,50,249,12,6,234,281,0,13,42,0,35,1
adamb102,0.364754,0.45,1931,1932,0,0,0,0,0,1,0,0,1,0,1,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
adamb103,0.344262,0.35,1946,1959,0,0,1,0,0,0,0,0,1,0,1,1281,4019,4533,591,1082,808,188,49,37,303,67,51,414,447,1,17,78,5,62,1
adamb104,0.446721,0.4,1906,1926,0,0,0,0,0,1,0,1,0,0,1,208,406,442,29,88,67,13,6,2,29,1,1,21,65,0,0,15,0,0,1
adamb105,0.508197,0.55,1977,1977,1,0,0,0,0,0,0,0,1,0,1,15,24,24,2,6,3,1,0,2,2,0,0,0,5,0,0,0,0,0,0
adamb106,0.446721,0.5,1910,1919,1,0,0,0,0,0,0,0,0,0,1,78,232,241,14,54,44,7,2,1,17,4,2,6,27,0,0,3,0,0,1
adamb107,0.377049,0.4,1925,1925,0,0,0,0,0,1,0,0,1,0,1,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adamc001,0.446721,0.45,2014,2019,0,1,0,0,0,0,0,0,0,0,1,176,328,367,32,70,55,9,4,2,22,2,4,30,77,1,5,4,0,6,1
adamc002,0.610656,0.5,2018,2019,0,0,0,0,0,1,0,0,1,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adamd001,0.528689,0.55,2013,2013,1,0,0,0,0,0,0,0,1,0,1,43,140,152,10,27,19,5,1,2,13,0,0,9,43,0,2,1,0,4,0
adamd101,0.446721,0.6,1969,1969,0,0,0,1,0,0,0,1,0,0,1,8,14,15,1,3,3,0,0,0,1,0,0,1,3,0,0,0,0,1,0
adamd102,0.446721,0.45,1947,1947,1,0,0,0,0,0,0,0,1,1,0,37,89,93,9,18,11,2,3,2,11,0,0,2,18,0,0,2,0,0,0
adamg101,0.42623,0.5,1975,1982,0,0,0,0,1,0,0,1,0,0,1,661,1617,1760,152,452,334,79,5,34,225,6,10,111,183,8,4,9,19,47,1
adamh101,0.344262,0.3,1948,1950,0,0,0,0,1,0,0,1,0,1,0,95,337,364,39,88,74,8,6,0,18,4,2,22,24,0,2,3,0,5,0
adamj001,0.446721,0.65,1996,1998,0,0,0,0,0,1,0,1,0,1,0,44,10,11,0,3,2,1,0,0,1,0,0,0,0,0,0,1,0,1,1
adamj002,0.610656,0.65,2018,2019,0,0,0,0,0,1,0,0,1,0,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adaml001,0.590164,0.65,2014,2018,0,0,0,0,1,0,0,0,1,0,1,117,137,154,30,36,23,5,1,7,26,11,0,14,47,0,1,1,1,4,1
adamm001,0.54918,0.7,2004,2014,0,0,0,0,0,1,0,0,1,0,1,410,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
adamm002,0.692623,0.6,2012,2019,1,0,0,0,0,0,0,1,0,0,1,818,2336,2523,290,609,360,127,6,116,388,4,4,159,616,16,12,0,16,45,1
adamm101,0.446721,0.55,1967,1969,0,0,0,0,0,1,0,0,1,0,1,11,6,7,1,2,1,0,1,0,1,0,0,0,4,0,0,1,0,0,0
adamm102,0.42623,0.3,1972,1978,0,0,0,0,1,0,0,0,1,0,1,100,118,152,27,23,15,5,0,3,9,2,1,32,29,0,2,0,0,2,1
adamr001,0.42623,0.55,1982,1985,0,0,0,0,0,0,1,0,1,0,1,120,247,269,35,53,43,5,1,4,16,3,2,10,37,3,5,7,0,5,1
adamr002,0.528689,0.45,2004,2009,0,0,0,0,0,0,1,1,0,0,1,286,884,993,125,218,148,46,7,17,113,15,5,85,118,2,5,8,11,14,0
adamr003,0.446721,0.4,2011,2011,0,1,0,0,0,0,0,0,1,0,1,29,89,96,9,25,21,4,0,0,7,0,0,6,25,0,1,0,0,7,0
adamr101,0.446721,0.45,1946,1946,0,0,0,0,0,1,0,0,1,0,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
adams101,0.307377,0.1,1922,1934,0,0,0,0,0,0,1,0,1,0,1,1424,5557,6174,844,1588,1282,249,48,9,394,154,96,453,223,0,28,136,0,14,1
adams102,0.336066,0.3,1923,1927,0,1,0,0,0,0,0,1,0,0,1,180,395,447,61,101,80,16,5,0,38,5,10,38,50,0,2,12,0,0,1
adamt001,0.42623,0.6,1995,2005,0,0,0,0,0,1,0,0,1,0,1,574,78,98,2,4,3,1,0,0,2,0,0,7,41,0,0,12,1,1,1
adamw001,0.569672,0.8,1996,1997,0,0,0,0,0,1,0,0,1,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adamw002,0.528689,0.45,2018,2019,0,0,0,0,0,0,1,0,1,0,1,237,819,907,112,215,152,32,1,30,86,10,7,77,248,4,4,4,3,15,0
adamw101,0.42623,0.65,1912,1919,0,0,0,0,0,1,0,0,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
adcoj101,0.54918,0.65,1950,1966,1,0,0,0,0,0,0,0,1,0,1,1959,6606,7304,823,1832,1166,295,35,336,1122,20,26,594,1059,55,17,52,35,223,1
adcon001,0.651639,0.65,2011,2015,0,0,0,0,0,1,0,0,1,0,1,56,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
addib101,0.405738,0.45,1950,1953,0,0,0,0,1,0,0,1,0,0,1,208,534,576,70,150,124,22,2,2,47,8,6.5,37,47,0,0,5,0,9,1
adduj001,0.508197,0.7,1983,1989,1,0,0,0,0,0,0,1,0,1,0,70,144,150,11,34,24,8,1,1,15,0,1,2,27,0,0,1,3,1,1
adduj002,0.54918,0.55,2013,2019,0,0,0,0,1,0,0,1,0,1,0,151,396,431,48,92,65,18,4,5,39,7,2,29,111,0,0,3,3,5,1
adenn001,0.446721,0.6,2008,2009,0,0,0,0,0,1,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aderm101,0.459016,0.5,1939,1945,0,1,0,0,0,0,0,1,0,0,1,106,262,281,36,70,57,7,3,3,32,3,2.5,19,29,0,0,0,0,1,1
adkid101,0.364754,0.35,1942,1942,0,0,0,0,0,0,1,0,1,0,1,3,7,9,2,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
adkid103,0.487705,0.55,1942,1949,0,0,0,0,0,1,0,0,1,0,1,38,22,23,2,5,3,1,0,1,3,0,0,0,10,0,0,1,0,0,1
adkig101,0.405738,0.4,1928,1929,0,0,0,0,0,1,0,0,1,0,1,76,116,133,9,21,15,3,3,0,6,1,0,6,26,0,1,10,0,0,0
adkij001,0.508197,0.45,2003,2008,0,0,0,0,0,1,0,1,0,0,1,119,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
adkis001,0.54918,0.75,1990,1990,0,0,0,0,0,1,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adled101,0.454918,0.45,1963,1968,0,0,0,1,0,0,0,0,1,0,1,106,256,279,9,43,38,3,1,1,11,0,0,18,80,5,2,2,1,9,1
adlet001,0.610656,0.7,2016,2017,0,0,0,0,0,1,0,0,1,0,1,43,50,55,2,7,4,3,0,0,5,0,0,0,21,0,0,5,0,0,1
adrie001,0.487705,0.5,2013,2019,0,0,0,0,0,0,1,0,0,0,1,422,990,1117,133,246,167,56,7,16,111,17,8,83,207,5,15,16,13,11,1
afent001,0.446721,0.65,1987,1992,0,0,0,1,0,0,0,0,1,0,1,45,79,86,4,15,11,2,2,0,7,0,0,5,32,0,0,1,1,1,1
affej001,0.610656,0.65,2002,2015,0,0,0,0,0,1,0,1,0,1,0,774,17,19,0,3,3,0,0,0,2,0,0,2,6,0,0,0,0,0,1
agbab001,0.610656,0.45,1998,2002,0,0,0,0,1,0,0,0,1,0,1,383,1091,1254,145,299,197,57,6,39,156,16,16,139,246,7,15,1,8,31,1
ageet101,0.487705,0.4,1962,1973,0,0,0,0,1,0,0,0,1,0,1,1129,3912,4324,558,999,672,170,27,130,433,167,81,342,918,26,34,21,15,99,1
aggah101,0.508197,0.55,1954,1955,1,0,0,0,0,0,0,1,0,1,0,157,517,587,65,135,92,23,9,11,67,8,3,57,67,0,0,7,6,9,0
agnes101,0.446721,0.4,1913,1919,0,0,0,1,0,0,0,0,1,0,1,42,98,118,6,23,16,7,0,0,10,1,0.5,10,8,0,1,9,0,0,0
agosj001,0.467213,0.55,1981,1993,0,0,0,0,0,1,0,1,0,1,0,543,20,22,0,2,2,0,0,0,0,0,0,1,7,0,0,1,0,0,1
agrad001,0.672131,0.55,2019,2019,0,0,0,0,0,1,0,0,1,0,1,15,22,24,0,2,2,0,0,0,2,0,0,0,9,0,0,1,1,0,1
agual001,0.397541,0.3,1980,1989,0,0,0,0,0,0,1,0,1,0,1,568,1104,1244,142,260,170,43,10,37,109,7,5,94,220,12,20,14,12,27,1
aguic001,0.508197,0.4,2004,2008,0,0,0,0,1,0,0,0,1,0,1,149,230,248,26,53,35,13,2,3,16,2,2,16,61,1,0,2,0,3,1
aguih101,0.528689,0.65,1955,1970,0,0,0,0,0,1,0,0,1,1,0,447,388,427,14,33,25,7,1,0,21,1,0,14,236,0,0,24,1,4,1
aguij001,0.713115,0.6,2014,2019,1,0,0,0,0,0,0,0,1,0,1,448,1143,1307,161,293,175,53,2,63,215,0,0,130,339,4,13,0,21,40,1
aguir001,0.487705,0.65,1985,2000,0,0,0,0,0,1,0,0,1,0,1,737,139,161,12,28,22,3,0,3,11,0,0,6,37,0,0,16,0,1,1
aheap001,0.487705,0.6,1995,1995,0,0,0,0,0,1,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ahmen001,0.487705,0.55,2014,2019,0,0,0,0,0,0,1,0,1,0,1,613,2014,2209,248,475,299,102,19,55,231,25,18,149,410,11,12,11,23,51,1
aikew001,0.590164,0.6,1977,1985,1,0,0,0,0,0,0,1,0,0,1,774,2492,2856,301,675,438,125,2,110,415,3,6,319,444,42,18,0,27,87,0
aingd101,0.405738,0.65,1979,1981,0,1,0,0,0,0,0,0,1,0,1,211,665,721,57,146,121,19,4,2,37,12,5,37,128,2,4,12,3,16,0
ainse101,0.42623,0.4,1910,1924,0,0,0,1,0,0,0,0,1,0,1,458,1367,1539,140,359,259,52,28,20,163,20,11.5,125,122,0,3,44,0,0,1
ainsk001,0.47541,0.6,2001,2004,0,0,0,0,0,1,0,0,1,0,1,30,28,33,1,2,1,1,0,0,0,0,0,0,8,0,0,5,0,0,1
akerb101,0.418033,0.4,1929,1932,0,0,0,0,0,0,1,0,1,0,1,174,475,553,64,124,87,17,9,11,69,7,6,63,64,0,1,14,0,0,1
akerd001,0.54918,0.55,1986,1991,0,0,0,0,0,1,0,0,1,0,1,125,9,9,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1
akerj102,0.467213,0.55,1964,1974,0,0,0,0,0,1,0,0,1,0,1,496,92,104,3,7,5,2,0,0,4,0,0,1,51,0,1,10,0,1,1
alanr001,0.586066,0.65,2019,2019,0,0,0,0,0,1,0,0,1,0,1,12,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
albag001,0.344262,0.55,1988,1988,0,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
albaj001,0.795082,0.7,2007,2012,0,0,0,0,0,1,0,0,1,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
albaj101,0.569672,0.6,1958,1958,0,0,0,0,0,1,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
albea001,0.508197,0.5,2013,2017,0,0,0,0,0,1,0,0,1,1,0,26,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0
albeh001,0.569672,0.4,2015,2019,0,1,0,0,0,0,0,0,1,0,1,228,706,742,76,195,154,26,3,12,60,6,5,20,88,1,4,9,3,12,0
albej001,0.467213,0.55,1995,1997,0,0,0,0,0,1,0,0,1,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
albem001,0.610656,0.5,2006,2019,0,0,0,0,0,1,0,1,0,0,1,616,35,38,1,3,2,1,0,0,0,0,0,0,21,0,0,3,0,0,1
albio001,0.364754,0.25,2017,2019,0,1,0,0,0,0,0,0,0,0,1,375,1496,1630,241,418,254,92,18,54,186,37,8,111,264,6,12,2,9,14,1
alboe101,0.405738,0.5,1941,1946,0,0,0,0,0,1,0,0,1,0,1,19,12,12,0,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,1
albre101,0.364754,0.35,1949,1950,0,0,0,0,0,1,0,0,1,0,1,3,3,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
albrj101,0.405738,0.3,1947,1947,0,0,0,0,0,0,1,0,1,0,1,41,99,112,9,23,17,4,0,2,5,1,0.5,10,11,0,0,3,0,2,1
albua001,0.487705,0.45,2011,2017,0,0,0,0,0,1,0,0,1,0,1,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
albuv101,0.467213,0.45,1973,1976,0,0,0,0,0,1,0,1,0,1,0,102,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
alcaa001,0.385246,0.35,2014,2017,0,1,0,0,0,0,0,0,0,0,1,167,428,459,51,81,52,15,3,11,39,14,8,24,150,0,2,3,2,6,1
alcai001,0.42623,0.55,2000,2002,1,0,0,0,0,0,0,0,1,0,1,51,115,121,15,31,22,3,0,6,15,1,1,6,26,0,0,0,0,3,1
alcaj001,0.528689,0.6,2019,2019,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alcal101,0.364754,0.3,1967,1970,0,1,0,0,0,0,0,0,1,0,1,115,365,390,30,70,55,9,2,4,29,2,2,21,58,2,0,2,2,7,1
alcar001,0.590164,0.65,2016,2017,0,0,0,0,0,1,0,0,1,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alcas001,0.385246,0.65,2017,2019,0,0,0,0,0,1,0,0,1,0,1,46,70,76,2,5,4,1,0,0,4,0,0,2,54,0,1,3,0,0,1
alcas101,0.487705,0.7,1976,1977,0,0,0,0,0,1,0,0,1,0,1,68,71,80,6,8,6,1,0,1,4,0,0,2,41,0,0,7,0,0,1
alcav001,0.467213,0.55,2017,2019,0,0,0,0,0,1,0,0,1,0,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alded101,0.467213,0.35,1943,1944,0,0,0,0,0,1,0,0,1,0,1,16,7,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
aldrc001,0.54918,0.45,2001,2010,0,0,0,0,1,0,0,1,0,0,1,13,18,18,1,1,0,0,1,0,1,0,0,0,9,0,0,0,0,0,1
aldrj001,0.54918,0.6,1987,1990,0,0,0,0,0,1,0,0,1,0,1,62,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
aldrm001,0.42623,0.4,1986,1996,0,0,0,0,1,0,0,1,0,1,0,930,2147,2498,277,565,411,104,9,41,271,19,18,314,381,29,5,14,18,43,1
aldrs001,0.487705,0.65,1990,2000,0,0,0,0,0,1,0,1,0,1,0,229,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
aldrv101,0.405738,0.3,1917,1928,0,0,0,0,0,1,0,0,1,0,1,215,549,589,42,128,109,13,4,2,58,2,0.5,10,38,0,0,30,0,0,1
alenc101,0.569672,0.5,1941,1944,0,0,1,0,0,0,0,0,1,0,1,118,320,356,34,67,51,11,3,2,34,3,1.5,31,35,0,1,4,0,7,1
alexb101,0.528689,0.55,1955,1957,0,0,0,0,0,1,0,0,1,0,1,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
alexd001,0.467213,0.6,1971,1989,0,0,0,0,0,1,0,0,1,0,1,562,265,300,19,44,36,8,0,0,17,0,0,9,77,0,1,23,2,7,1
alexd101,0.54918,0.6,1929,1933,1,0,0,0,0,0,0,0,1,0,1,662,2450,2736,369,811,556,164,30,61,459,20,28,248,197,0,6,32,0,0,0
alexg001,0.467213,0.4,1990,1992,0,0,0,0,0,1,0,0,1,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alexg101,0.487705,0.55,1975,1981,0,0,0,1,0,0,0,0,1,0,1,432,1276,1458,169,293,182,45,11,55,202,8,12,154,381,12,5,4,19,34,1
alexg102,0.446721,0.5,1911,1930,0,0,0,0,0,1,0,0,1,0,1,364,913,1022,71,204,166,26,5,7,100,0,4,49,139,0,1,59,0,0,1
alexh101,0.467213,0.45,1937,1937,0,0,0,0,1,0,0,0,1,0,1,7,11,11,0,1,1,0,0,0,0,1,0,0,5,0,0,0,0,0,0
alexm001,0.303279,0.35,1992,2006,0,0,0,0,0,0,1,0,1,0,1,594,1271,1387,166,293,216,50,12,15,115,37,10,86,276,7,7,19,4,17,1
alexm101,0.377049,0.4,1973,1981,0,0,0,0,1,0,0,0,0,0,1,374,168,195,111,36,30,4,2,0,4,103,42,18,26,1,1,8,0,2,1
alexs001,0.487705,0.55,2015,2019,0,0,0,0,0,1,0,1,0,1,0,180,8,9,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1
alext001,0.508197,0.55,2019,2019,0,0,0,0,0,1,0,0,1,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alfaj001,0.446721,0.35,2004,2004,0,0,0,0,0,0,1,0,1,0,1,7,11,12,1,2,2,0,0,0,0,0,0,0,5,0,0,1,0,1,1
alfaj002,0.610656,0.55,2016,2019,0,0,0,1,0,0,0,0,1,0,1,273,898,973,91,239,167,36,3,33,108,7,4,44,333,9,28,0,3,16,1
alfoa001,0.713115,0.7,1997,2007,0,0,0,0,0,1,0,0,1,0,1,592,14,15,0,2,2,0,0,0,2,0,0,0,8,0,0,1,0,0,1
alfoa002,0.569672,0.5,2017,2019,0,0,0,0,1,0,0,0,1,0,1,33,55,59,6,8,6,1,0,1,2,3,0,3,23,0,1,0,0,0,0
alfoe001,0.54918,0.4,1995,2006,0,1,0,0,0,0,0,0,1,0,1,1506,5385,6108,777,1532,1086,282,18,146,744,53,17,596,617,22,41,31,55,110,1
alfoe002,0.590164,0.4,2006,2011,0,0,0,1,0,0,0,0,1,0,1,193,591,624,44,142,98,24,3,17,67,1,2,17,158,9,9,4,3,17,1
alicl001,0.364754,0.3,1988,2002,0,1,0,0,0,0,0,0,0,0,1,1341,3971,4613,551,1031,742,189,53,47,422,81,50,500,624,26,48,49,45,74,1
allaa001,0.590164,0.7,1986,1995,0,0,0,1,0,0,0,0,1,0,1,512,1486,1633,145,357,289,48,4,16,140,23,18,87,223,4,9,35,16,27,1
