retroID,G,AB,PA,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,NL
aardd001,331,4,5,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1
aaroh101,3298,12364,13940,2174,3771,2294,624,98,755,2297,240,73,1402,1383,293,32,21,121,328,1
aarot101,437,944,1045,102,216,155,42,6,13,94,9,8,86,145,3,0,9,6,36,1
aased001,448,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
abada001,15,21,25,1,2,2,0,0,0,0,0,1,4,5,0,0,0,0,1,1
abadf001,384,9,9,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,1,1
abbog001,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abboj001,263,21,24,0,2,2,0,0,0,3,0,0,0,10,0,0,3,0,0,1
abboj002,233,596,649,82,157,104,33,2,18,83,6,5,38,91,2,3,5,7,12,1
abbok001,57,31,38,2,3,2,1,0,0,2,0,0,1,19,0,0,6,0,0,1
abbok002,702,2044,2227,273,523,329,109,23,62,242,22,11,133,571,11,17,21,12,37,1
abbop001,162,20,25,2,5,4,1,0,0,2,0,0,0,6,0,0,5,0,0,1
abera101,168,100,117,5,14,14,0,0,0,6,0,0,8,41,0,0,8,1,2,0
aberb001,232,868,955,97,212,163,36,5,8,79,21,7,60,93,1,7,16,4,15,0
aberb101,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aberc101,63,179,204,25,45,30,7,3,5,26,0,0,25,44,0,0,0,0,6,1
aberr001,180,386,421,65,86,55,20,2,9,34,18,8,21,123,2,7,5,2,3,1
abert101,681,181,204,12,25,22,3,0,0,9,0,0,6,74,0,2,15,0,4,1
abert102,7,5,6,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0
aberw101,16,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
abnes001,392,840,902,89,191,137,39,4,11,71,6,8,43,153,10,7,5,7,14,1
abrac101,567,1611,1942,257,433,318,64,19,32,138,12,18.5,304,290,2,7,16,4,22,1
abrag101,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
abreb001,2425,8480,10081,1453,2470,1549,574,59,288,1363,400,128,1476,1840,115,33,7,85,165,1
abreb002,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abrej001,6,9,9,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1
abrej002,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
abrej003,901,3547,3906,483,1038,627,218,14,179,611,10,5,245,776,50,80,0,34,110,0
abrej101,9,28,32,4,6,4,1,0,1,3,0,0,4,4,0,0,0,0,1,1
abret001,224,579,615,61,147,96,39,6,6,60,2,4,22,116,2,5,1,8,20,1
abrew001,38,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
accaj001,262,7,7,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
aceva001,204,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
acevj001,367,65,74,4,6,4,2,0,0,0,0,0,3,33,0,0,6,0,2,1
acevj002,104,101,120,2,8,6,2,0,0,4,0,0,5,61,0,1,12,1,2,1
achta001,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ackej001,467,54,56,2,9,8,1,0,0,1,0,0,2,32,0,0,0,0,1,1
acket101,153,77,96,10,5,5,0,0,0,2,0,0,12,46,0,1,6,0,1,1
ackld001,635,2125,2347,261,512,354,94,18,46,216,31,12,194,419,10,5,11,12,25,0
acklf101,5,6,7,0,2,1,1,0,0,1,0,0,1,4,0,0,0,0,0,0
acosc101,107,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1
acose101,57,29,30,1,1,1,0,0,0,0,0,0,1,15,0,0,0,0,0,1
acosj101,55,60,74,4,9,8,1,0,0,1,1,0,11,22,0,0,3,0,0,0
acosm001,233,6,7,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1
acrem001,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acunr001,267,1059,1199,205,302,181,48,6,67,165,53,14,121,311,6,15,0,4,12,1
adaij101,1165,4019,4315,378,1022,783,163,19,57,366,29,29,208,499,31,17,41,30,149,0
adaij102,18,76,79,9,21,17,3,1,0,3,1,0.5,1,8,0,0,2,0,0,1
adama001,68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
adama002,38,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
adama101,302,99,113,9,12,12,0,0,0,2,0,0,6,14,0,0,8,0,2,1
adamb101,576,2003,2292,282,532,374,96,12,50,249,12,6,234,281,0,13,42,0,35,1
adamb102,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
adamb103,1281,4019,4533,591,1082,808,188,49,37,303,67,51,414,447,1,17,78,5,62,1
adamb104,208,406,442,29,88,67,13,6,2,29,1,1,21,65,0,0,15,0,0,1
adamb105,15,24,24,2,6,3,1,0,2,2,0,0,0,5,0,0,0,0,0,0
adamb106,78,232,241,14,54,44,7,2,1,17,4,2,6,27,0,0,3,0,0,1
adamb107,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adamc001,176,328,367,32,70,55,9,4,2,22,2,4,30,77,1,5,4,0,6,1
adamc002,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adamd001,43,140,152,10,27,19,5,1,2,13,0,0,9,43,0,2,1,0,4,0
adamd101,8,14,15,1,3,3,0,0,0,1,0,0,1,3,0,0,0,0,1,0
adamd102,37,89,93,9,18,11,2,3,2,11,0,0,2,18,0,0,2,0,0,0
adamg101,661,1617,1760,152,452,334,79,5,34,225,6,10,111,183,8,4,9,19,47,1
adamh101,95,337,364,39,88,74,8,6,0,18,4,2,22,24,0,2,3,0,5,0
adamj001,44,10,11,0,3,2,1,0,0,1,0,0,0,0,0,0,1,0,1,1
adamj002,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adaml001,117,137,154,30,36,23,5,1,7,26,11,0,14,47,0,1,1,1,4,1
adamm001,410,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
adamm002,818,2336,2523,290,609,360,127,6,116,388,4,4,159,616,16,12,0,16,45,1
adamm101,11,6,7,1,2,1,0,1,0,1,0,0,0,4,0,0,1,0,0,0
adamm102,100,118,152,27,23,15,5,0,3,9,2,1,32,29,0,2,0,0,2,1
adamr001,120,247,269,35,53,43,5,1,4,16,3,2,10,37,3,5,7,0,5,1
adamr002,286,884,993,125,218,148,46,7,17,113,15,5,85,118,2,5,8,11,14,0
adamr003,29,89,96,9,25,21,4,0,0,7,0,0,6,25,0,1,0,0,7,0
adamr101,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
adams101,1424,5557,6174,844,1588,1282,249,48,9,394,154,96,453,223,0,28,136,0,14,1
adams102,180,395,447,61,101,80,16,5,0,38,5,10,38,50,0,2,12,0,0,1
adamt001,574,78,98,2,4,3,1,0,0,2,0,0,7,41,0,0,12,1,1,1
adamw001,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adamw002,237,819,907,112,215,152,32,1,30,86,10,7,77,248,4,4,4,3,15,0
adamw101,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
adcoj101,1959,6606,7304,823,1832,1166,295,35,336,1122,20,26,594,1059,55,17,52,35,223,1
adcon001,56,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
addib101,208,534,576,70,150,124,22,2,2,47,8,6.5,37,47,0,0,5,0,9,1
adduj001,70,144,150,11,34,24,8,1,1,15,0,1,2,27,0,0,1,3,1,1
adduj002,151,396,431,48,92,65,18,4,5,39,7,2,29,111,0,0,3,3,5,1
adenn001,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aderm101,106,262,281,36,70,57,7,3,3,32,3,2.5,19,29,0,0,0,0,1,1
adkid101,3,7,9,2,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
adkid103,38,22,23,2,5,3,1,0,1,3,0,0,0,10,0,0,1,0,0,1
adkig101,76,116,133,9,21,15,3,3,0,6,1,0,6,26,0,1,10,0,0,0
adkij001,119,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
adkis001,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adled101,106,256,279,9,43,38,3,1,1,11,0,0,18,80,5,2,2,1,9,1
adlet001,43,50,55,2,7,4,3,0,0,5,0,0,0,21,0,0,5,0,0,1
adrie001,422,990,1117,133,246,167,56,7,16,111,17,8,83,207,5,15,16,13,11,1
afent001,45,79,86,4,15,11,2,2,0,7,0,0,5,32,0,0,1,1,1,1
affej001,774,17,19,0,3,3,0,0,0,2,0,0,2,6,0,0,0,0,0,1
agbab001,383,1091,1254,145,299,197,57,6,39,156,16,16,139,246,7,15,1,8,31,1
ageet101,1129,3912,4324,558,999,672,170,27,130,433,167,81,342,918,26,34,21,15,99,1
aggah101,157,517,587,65,135,92,23,9,11,67,8,3,57,67,0,0,7,6,9,0
agnes101,42,98,118,6,23,16,7,0,0,10,1,0.5,10,8,0,1,9,0,0,0
agosj001,543,20,22,0,2,2,0,0,0,0,0,0,1,7,0,0,1,0,0,1
agrad001,15,22,24,0,2,2,0,0,0,2,0,0,0,9,0,0,1,1,0,1
agual001,568,1104,1244,142,260,170,43,10,37,109,7,5,94,220,12,20,14,12,27,1
aguic001,149,230,248,26,53,35,13,2,3,16,2,2,16,61,1,0,2,0,3,1
aguih101,447,388,427,14,33,25,7,1,0,21,1,0,14,236,0,0,24,1,4,1
aguij001,448,1143,1307,161,293,175,53,2,63,215,0,0,130,339,4,13,0,21,40,1
aguir001,737,139,161,12,28,22,3,0,3,11,0,0,6,37,0,0,16,0,1,1
aheap001,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ahmen001,613,2014,2209,248,475,299,102,19,55,231,25,18,149,410,11,12,11,23,51,1
aikew001,774,2492,2856,301,675,438,125,2,110,415,3,6,319,444,42,18,0,27,87,0
aingd101,211,665,721,57,146,121,19,4,2,37,12,5,37,128,2,4,12,3,16,0
ainse101,458,1367,1539,140,359,259,52,28,20,163,20,11.5,125,122,0,3,44,0,0,1
ainsk001,30,28,33,1,2,1,1,0,0,0,0,0,0,8,0,0,5,0,0,1
akerb101,174,475,553,64,124,87,17,9,11,69,7,6,63,64,0,1,14,0,0,1
akerd001,125,9,9,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1
akerj102,496,92,104,3,7,5,2,0,0,4,0,0,1,51,0,1,10,0,1,1
alanr001,12,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
albag001,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
albaj001,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
albaj101,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
albea001,26,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0
albeb101,6,18,18,1,5,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0
albeh001,228,706,742,76,195,154,26,3,12,60,6,5,20,88,1,4,9,3,12,0
albej001,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
albem001,616,35,38,1,3,2,1,0,0,0,0,0,0,21,0,0,3,0,0,1
albio001,375,1496,1630,241,418,254,92,18,54,186,37,8,111,264,6,12,2,9,14,1
alboe101,19,12,12,0,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,1
albre101,3,3,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
albrj101,41,99,112,9,23,17,4,0,2,5,1,0.5,10,11,0,0,3,0,2,1
albua001,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
albuv101,102,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
alcaa001,167,428,459,51,81,52,15,3,11,39,14,8,24,150,0,2,3,2,6,1
alcai001,51,115,121,15,31,22,3,0,6,15,1,1,6,26,0,0,0,0,3,1
alcaj001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alcal101,115,365,390,30,70,55,9,2,4,29,2,2,21,58,2,0,2,2,7,1
alcar001,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alcas001,46,70,76,2,5,4,1,0,0,4,0,0,2,54,0,1,3,0,0,1
alcas101,68,71,80,6,8,6,1,0,1,4,0,0,2,41,0,0,7,0,0,1
alcav001,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alded101,16,7,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
aldrc001,13,18,18,1,1,0,0,1,0,1,0,0,0,9,0,0,0,0,0,1
aldrj001,62,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
aldrm001,930,2147,2498,277,565,411,104,9,41,271,19,18,314,381,29,5,14,18,43,1
aldrs001,229,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
aldrv101,215,549,589,42,128,109,13,4,2,58,2,0.5,10,38,0,0,30,0,0,1
alenc101,118,320,356,34,67,51,11,3,2,34,3,1.5,31,35,0,1,4,0,7,1
alexb101,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
alexd001,562,265,300,19,44,36,8,0,0,17,0,0,9,77,0,1,23,2,7,1
alexd101,662,2450,2736,369,811,556,164,30,61,459,20,28,248,197,0,6,32,0,0,0
alexg001,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alexg101,432,1276,1458,169,293,182,45,11,55,202,8,12,154,381,12,5,4,19,34,1
alexg102,364,913,1022,71,204,166,26,5,7,100,0,4,49,139,0,1,59,0,0,1
alexh101,7,11,11,0,1,1,0,0,0,0,1,0,0,5,0,0,0,0,0,0
alexm001,594,1271,1387,166,293,216,50,12,15,115,37,10,86,276,7,7,19,4,17,1
alexm101,374,168,195,111,36,30,4,2,0,4,103,42,18,26,1,1,8,0,2,1
alexs001,180,8,9,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1
alext001,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alfaj001,7,11,12,1,2,2,0,0,0,0,0,0,0,5,0,0,1,0,1,1
alfaj002,273,898,973,91,239,167,36,3,33,108,7,4,44,333,9,28,0,3,16,1
alfoa001,592,14,15,0,2,2,0,0,0,2,0,0,0,8,0,0,1,0,0,1
alfoa002,33,55,59,6,8,6,1,0,1,2,3,0,3,23,0,1,0,0,0,0
alfoe001,1506,5385,6108,777,1532,1086,282,18,146,744,53,17,596,617,22,41,31,55,110,1
alfoe002,193,591,624,44,142,98,24,3,17,67,1,2,17,158,9,9,4,3,17,1
alicl001,1341,3971,4613,551,1031,742,189,53,47,422,81,50,500,624,26,48,49,45,74,1
allaa001,512,1486,1633,145,357,289,48,4,16,140,23,18,87,223,4,9,35,16,27,1
allab101,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allak001,12,3,5,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1
allea001,34,65,71,4,14,10,4,0,0,3,0,0,6,21,3,0,0,0,2,1
alleb001,116,344,389,44,70,37,19,2,12,41,3,0,42,137,6,1,0,2,4,1
alleb101,204,31,34,0,4,3,1,0,0,0,0,0,1,16,0,0,2,0,0,0
alleb102,3,3,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
alleb104,9,22,26,3,3,2,1,0,0,0,0,0,3,7,0,1,0,0,0,0
alleb105,1139,3404,3823,357,815,581,140,21,73,352,13,16,370,424,52,8,24,17,60,1
allec001,267,851,928,102,229,163,44,8,14,84,15,13,63,173,2,4,5,5,23,1
allec002,481,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
alled001,27,28,32,5,7,3,2,0,2,2,0,0,4,12,0,0,0,0,1,1
alled101,1749,6332,7314,1099,1848,1098,320,79,351,1119,133,52,894,1556,138,16,19,53,164,1
allee101,1281,4418,4765,623,1325,978,255,45,47,501,84,44.5,223,310,0,14,110,0,38,1
alleg001,416,1061,1222,114,235,165,49,2,19,131,3,7,130,192,3,5,15,11,35,0
alleg002,205,531,586,73,129,95,21,6,7,53,30,6,27,119,2,17,8,3,8,0
alleg101,1195,3927,4332,442,999,760,140,44,55,342,63,30,300,622,62,27,56,22,95,1
alleh101,4,7,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
alleh104,389,881,938,104,212,170,27,9,6,57,15,9,49,128,5,2,2,4,30,0
allej001,342,1031,1190,155,268,196,49,8,15,114,42,20,104,228,1,24,21,10,9,1
allej101,86,273,313,23,61,47,10,0,4,21,6,5,33,52,0,1,6,0,8,0
allej102,365,716,785,82,124,105,12,3,4,64,1,0,33,155,0,0,36,0,8,1
allek101,42,54,65,10,12,9,3,0,0,3,12,4,8,5,2,1,2,0,1,0
allel001,8,9,11,2,1,0,1,0,0,0,0,0,2,3,0,0,0,0,1,1
allel002,9,4,5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
allel101,159,40,43,2,8,6,1,0,1,1,0,0,0,14,0,0,3,0,1,0
allen001,434,115,129,3,15,11,2,2,0,7,0,0,3,51,0,0,11,0,0,1
allen101,58,110,127,17,31,26,3,2,0,9,0,0,8,17,0,4,5,0,0,1
aller001,31,50,54,8,11,9,2,0,0,3,1,0,2,11,0,1,1,0,0,0
aller101,7,11,14,2,1,0,0,0,1,1,0,0,3,5,0,0,0,0,1,1
allib101,21,45,47,4,8,6,1,0,1,2,0,0,1,6,1,0,1,0,1,0
allib103,1541,5032,5921,811,1281,756,216,53,256,796,84,50,795,1033,30,34,25,35,115,0
allid001,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allig101,121,418,482,38,83,66,8,6,3,30,1,1,56,84,0,2,3,3,3,1
allrb001,65,165,200,19,38,27,7,0,4,15,2,2,29,48,2,1,3,2,1,0
almaa001,254,4,6,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,1
almac001,210,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1
almam101,646,2483,2737,363,706,557,107,27,15,197,56,28,214,150,0,5,35,0,4,1
almoa001,369,1027,1138,141,245,156,58,13,18,97,24,7,89,265,1,3,9,10,26,1
almoa002,461,1194,1282,156,327,233,62,4,28,133,4,4,64,218,6,4,10,10,33,1
almob001,1236,3330,3659,390,846,647,138,25,36,296,128,60,250,636,24,6,44,29,53,1
almoe001,55,133,144,18,31,22,7,0,2,14,3,0,8,29,0,1,2,0,5,1
almoe002,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
almoh001,50,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
almom001,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almoy001,42,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
almoz001,47,142,149,11,30,24,4,0,2,12,4,1,6,33,0,0,0,1,3,0
aloml101,116,48,51,2,8,7,1,0,0,3,0,0,1,17,0,0,2,0,1,0
alomr001,2379,9073,10400,1508,2724,1930,504,80,210,1134,474,114,1032,1140,62,50,148,97,206,1
aloms001,1377,4530,4865,520,1236,865,249,10,112,588,25,24,212,499,15,41,48,34,132,1
aloms101,1481,4760,5160,558,1168,1010,126,19,13,282,227,80,302,482,17,3,77,18,58,1
alonp001,161,597,693,103,155,70,30,2,53,120,1,0,72,183,6,21,0,3,13,1
alony001,1072,3362,3773,391,872,589,181,2,100,426,22,8,366,648,29,16,1,28,94,1
alouf101,2082,7339,7908,985,2101,1487,359,49,206,852,107,67,423,706,67,57,33,56,135,1
alouj101,1380,4345,4577,448,1216,988,170,26,32,377,31,46,138,267,32,30,44,20,143,1
aloum001,1942,7037,7913,1109,2134,1342,421,39,332,1287,106,37,737,894,91,48,9,82,195,1
aloum101,1667,5789,6220,780,1777,1460,236,50,31,427,156,80,311,377,38,36,55,29,101,1
alstd101,189,332,374,48,79,65,7,4,3,35,20,21,28,44,3,2,7,5,4,0
alstg001,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
alstt101,91,271,299,30,66,45,15,2,4,36,3,5,25,46,0,2,0,1,6,1
alstw101,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
altad001,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
altap001,65,8,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
altee101,14,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
altha001,359,1016,1156,142,222,121,54,10,37,150,21,10,110,332,4,23,1,6,33,1
altmg101,991,3091,3419,409,832,565,132,34,101,403,52,22,268,572,38,20,19,21,43,1
altoj101,166,257,290,27,54,38,8,3,5,28,3,3,23,42,0,2,5,3,3,0
altrn101,5,3,4,1,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
altuj001,1243,4985,5458,734,1568,1113,299,28,128,538,254,74,360,623,38,49,25,39,144,1
alusg101,298,652,737,75,167,111,31,2,23,93,1,2,73,103,3,4,4,4,16,0
alvaa001,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
alvac001,2,5,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
alvad001,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
alvad002,14,32,35,3,8,5,2,0,1,1,0,0,3,8,0,0,0,0,0,0
alvag001,92,266,294,22,59,37,15,0,7,33,1,4,24,76,1,2,0,2,2,1
alvah001,95,100,115,5,22,17,4,0,1,9,0,0,1,36,0,0,12,2,0,1
alvaj001,99,11,15,0,3,3,0,0,0,0,0,0,1,2,0,0,3,0,0,1
alvaj002,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
alvaj003,351,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
alvaj004,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alval101,463,1160,1231,116,248,196,43,4,5,84,11,10,49,160,10,3,14,5,27,1
alvao101,95,198,219,20,42,39,3,0,0,5,1,1,16,27,0,0,5,0,1,0
alvao102,25,51,51,4,8,4,2,0,2,8,0,0,0,5,0,0,0,0,0,1
alvap001,910,2980,3321,365,704,405,131,6,162,472,15,3,314,952,31,11,1,15,71,1
alvar001,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
alvar101,17,37,38,2,7,7,0,0,0,2,0,0,1,13,0,0,0,0,0,1
alvat001,19,16,19,1,2,2,0,0,0,0,0,0,0,5,0,0,3,0,0,1
alvat002,38,64,75,11,16,10,4,0,2,10,1,0,7,12,0,1,1,2,1,1
alvav001,9,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
alvaw001,355,95,104,6,13,13,0,0,0,1,0,0,4,33,0,0,5,0,4,1
alvay001,87,313,369,58,98,45,26,0,27,78,0,0,52,94,4,2,0,2,9,0
alvim101,1013,3629,3984,421,895,620,142,22,111,373,43,46,262,662,25,35,36,22,70,0
alyeb101,371,866,982,100,214,141,33,2,38,148,5,7,100,210,7,6,0,10,36,1
alzoa001,4,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
amalj101,643,1715,1937,248,418,323,67,19,9,123,19,26,185,224,9,12,17,8,37,1
amara001,702,1750,1901,171,404,300,67,16,21,169,39,10,109,295,13,4,23,15,32,1
amarr001,727,1788,2022,305,493,390,82,10,11,159,112,39,176,277,1,16,29,13,37,0
amarr002,485,927,1050,99,218,150,43,9,16,100,15,10,88,128,2,16,11,8,22,1
amarr101,940,2155,2451,211,505,409,75,13,8,156,11,14,227,280,24,10,47,12,53,1
amblw101,271,782,890,60,175,134,39,2,0,73,4,1,83,64,0,0,25,0,10,0
ambrc001,80,189,218,28,44,31,9,0,4,10,4,2,23,48,1,2,3,1,5,1
ambrh001,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
amele001,42,57,60,7,11,11,0,0,0,4,3,2,2,8,0,0,1,0,2,1
amesr101,26,23,24,0,6,5,1,0,0,2,0,0,0,8,0,0,1,0,0,1
amess001,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ameza001,584,1408,1570,173,348,270,47,19,12,110,49,26,112,223,7,14,28,8,21,1
amors101,517,1311,1558,215,334,213,55,23,43,180,18,15,211,189,16,11,18,7,23,1
amorv101,13,6,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
andea001,150,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
andea101,122,223,248,23,41,30,8,1,2,17,0,1,22,36,0,0,3,0,11,0
andea102,126,390,429,56,93,78,11,3,1,17,6,3,33,49,0,1,5,0,7,1
andeb001,1834,6499,7737,1062,1661,1046,338,67,210,761,315,100,960,1190,59,154,74,50,65,0
andeb002,308,255,288,15,35,26,5,3,1,10,2,0,7,57,0,1,22,3,5,1
andeb003,355,799,883,108,181,111,47,1,22,80,13,14,65,208,2,8,7,4,15,0
andeb004,188,87,103,2,12,9,3,0,0,5,0,0,6,48,0,0,10,0,3,1
andeb005,40,68,77,4,15,11,4,0,0,7,1,0,4,19,0,2,1,2,1,1
andeb006,307,1133,1285,155,303,192,74,6,31,139,7,5,116,271,3,30,0,6,34,1
andeb101,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andeb102,247,246,274,18,33,28,2,1,2,12,0,0,10,107,0,2,15,1,2,1
andeb103,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
andec001,169,264,298,6,25,23,2,0,0,10,0,0,4,140,0,2,28,0,3,1
andec002,39,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
andec101,82,47,51,4,7,6,1,0,0,0,0,0,1,14,0,0,3,0,0,1
anded001,873,2026,2287,244,490,386,73,12,19,143,49,30,206,331,17,5,37,13,49,1
anded002,9,9,10,3,1,1,0,0,0,0,0,0,1,4,0,0,0,0,0,1
anded003,9,4,5,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1
anded101,149,306,342,33,62,53,6,2,1,14,2,2,32,70,2,2,2,0,6,1
andef102,97,234,263,20,61,47,12,0,2,15,1,0.5,18,25,0,4,7,0,6,1
andeg001,2228,8640,9177,1084,2529,1684,522,36,287,1365,80,47,429,1224,104,8,13,87,197,1
andeh101,484,1586,1785,199,419,261,82,16,60,242,3,6,159,291,32,16,9,15,29,1
andeh102,9,32,33,4,8,8,0,0,0,2,0,1,0,1,0,0,1,0,0,0
andej001,419,970,1091,107,211,161,35,2,13,86,9,13,81,130,2,5,29,6,23,0
andej002,122,170,193,11,23,20,3,0,0,6,0,0,8,44,0,0,15,0,1,1
andej003,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
andej004,179,486,519,73,132,106,17,5,4,47,36,7,26,82,2,4,2,1,8,1
andej005,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andej102,24,5,6,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1
andek001,135,366,409,43,95,80,12,2,1,22,1,4,30,61,1,2,10,1,8,0
