retroID,G,AB,PA,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,NL
gazem101,160,352,431,51,85,67,14,4,0,32,8,4,56,50,0,3,20,0,0,0
gearb101,19,18,19,0,7,7,0,0,0,4,0,0,1,3,0,0,0,0,0,1
gearc001,336,3,3,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
geard101,17,16,16,2,5,5,0,0,0,1,0,0,0,1,0,0,0,0,0,1
gearg001,287,17,18,2,2,1,1,0,0,1,0,0,1,10,0,0,0,0,1,1
gearg101,73,179,198,26,44,29,9,0,6,17,1,0.5,17,30,0,1,1,0,4,1
gearh101,55,188,209,20,30,25,4,0,1,15,3,1.5,20,9,0,0,1,0,1,1
gebhb101,31,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
gebrp101,27,13,14,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0
geddj101,12,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
gedej101,273,1043,1247,152,288,232,46,10,0,88,5,5,105,71,0,11,88,0,0,0
gedej102,5,15,17,1,3,3,0,0,0,1,0,0,2,5,0,0,0,0,0,0
gedmr001,1033,3159,3468,331,795,519,176,12,88,382,3,4,236,509,53,16,29,28,80,1
gee-d001,165,194,233,8,21,17,3,1,0,11,0,0,9,89,0,1,28,1,2,1
gee-j101,44,51,57,4,8,7,0,1,0,4,0,0,3,17,0,0,3,0,0,1
geerj001,24,33,41,3,5,4,1,0,0,2,0,0,3,14,0,0,5,0,0,1
gehrc101,2323,8860,10237,1774,2839,1935,574,146,184,1427,181,89,1186,372,0,50,141,0,27,0
gehrl101,2164,8001,9660,1888,2721,1531,534,163,493,1995,102,101,1508,790,0,45,106,0,2,0
gehrp101,2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
geigg101,954,2569,2968,388,633,436,91,29,77,283,62,29,341,466,13,17,27,14,34,1
geisd001,131,7,8,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1
geisv101,11,9,10,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
gelbc101,876,2869,3215,398,766,537,169,43,17,350,34,16,290,245,0,7,49,0,24,1
gelnj101,112,37,42,3,3,3,0,0,0,0,0,0,2,16,0,0,3,0,0,1
gelts001,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genej101,279,464,504,37,96,88,7,1,0,30,1,0.5,13,62,0,2,25,0,0,1
genns001,793,2704,2910,365,773,521,149,16,87,360,24,12,156,571,15,17,17,16,63,1
genog101,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gentc001,602,1242,1400,180,325,257,47,14,7,104,94,20,102,250,6,33,18,5,19,0
gentg101,158,285,324,10,27,23,4,0,0,12,0,1,11,174,0,1,25,2,1,1
genth101,5,4,5,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
gentj101,936,2922,3479,434,759,461,113,6,179,549,3,1,475,663,54,45,5,32,69,1
gentr101,48,87,91,2,16,14,2,0,0,10,0,0,2,16,0,0,2,0,6,0
gents101,8,4,5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
geora101,5,10,11,0,1,1,0,0,0,0,0,0,1,7,0,0,0,0,0,0
georc001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
georc002,47,3,6,0,1,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0
georg101,118,299,332,15,53,42,9,2,0,24,0,0,28,59,0,0,5,0,8,1
georo101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
gerab101,70,146,156,16,29,25,4,0,0,9,4,2,9,18,0,0,1,0,5,1
gerad101,39,8,9,0,3,3,0,0,0,0,0,0,1,2,0,0,0,0,0,1
gerbc001,65,91,97,8,24,21,1,2,0,6,0,3,2,3,0,0,3,1,2,0
gerbg101,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
gerbm001,30,66,73,2,5,3,2,0,0,2,0,0,6,36,0,0,0,1,1,1
gerbw101,1379,4691,5362,533,1215,1000,164,44,7,452,34,46.5,432,320,0,30,209,0,0,0
gereb001,307,765,842,62,178,134,21,1,22,76,0,1,49,179,5,6,19,3,26,1
gerha101,152,211,221,12,44,30,10,3,1,22,0,0,7,55,0,1,2,0,1,1
gerhk001,215,615,676,72,136,87,22,3,24,64,16,6,42,128,0,3,8,8,11,0
gerhr101,23,6,6,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1
gerkg101,44,129,147,17,29,20,7,2,0,11,3,3,13,25,0,1,4,0,0,0
gerks101,21,34,35,2,2,2,0,0,0,0,0,0,0,7,0,0,1,0,0,0
gerlj101,12,27,32,2,9,9,0,0,0,1,0,0,4,2,0,0,1,0,0,0
germd001,55,9,10,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,1,0
germe001,409,1016,1170,159,284,207,54,15,8,111,34,15,117,187,1,13,17,7,26,0
germf001,155,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
germg001,129,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
germj001,96,67,88,4,10,8,2,0,0,3,0,0,4,31,0,0,17,0,0,1
gernd101,835,2493,2896,357,632,417,104,8,103,402,10,11,363,462,12,17,10,13,67,1
gerne101,6,6,6,1,1,0,1,0,0,3,1,0.5,0,2,0,0,0,0,0,1
geroc101,1522,3780,4229,460,977,715,161,50,51,392,82,40,354,746,83,31,39,25,68,1
geruj001,574,1804,1992,246,472,293,107,13,59,226,30,19,159,261,10,15,4,10,36,1
gervs001,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
getta101,189,241,256,23,55,47,7,1,0,14,0,0,4,25,0,1,10,0,8,1
gettb001,21,39,49,7,7,5,1,1,0,1,0,1,8,14,1,1,0,1,0,0
getzc001,459,1409,1574,176,352,288,50,11,3,111,89,18,111,173,5,12,35,7,25,0
geygc101,40,103,114,7,26,19,5,2,0,4,0,2,5,19,0,2,4,0,0,0
gharp101,557,1689,1929,214,441,315,81,25,20,222,23,15,166,194,0,13,61,0,0,0
ghelt101,3,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
gialb101,8,6,9,1,1,1,0,0,0,0,0,0,0,3,0,0,3,0,0,1
giamj001,2260,7267,8908,1227,2010,1156,405,9,440,1441,20,12,1366,1572,97,180,2,93,166,1
giamj002,510,1417,1704,219,372,242,75,3,52,209,1,3,251,356,10,16,9,11,38,1
gianr001,18,35,43,2,5,4,1,0,0,0,1,0,8,13,0,0,0,0,0,1
giarj101,68,89,100,6,13,13,0,0,0,7,0,0,5,32,0,0,6,0,0,0
giart001,15,42,47,4,6,5,0,0,1,4,1,0,5,7,0,0,0,0,1,0
giavj001,360,1246,1344,148,318,228,65,11,14,125,15,7,65,178,0,8,13,12,27,0
gibai001,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gibbj001,18,50,57,5,11,6,4,0,1,2,0,0,6,16,2,1,0,0,1,1
gibbj002,840,2917,3177,364,759,459,166,7,127,427,2,7,224,442,21,16,1,19,73,1
gibbj101,538,1639,1795,157,382,296,53,8,25,146,28,22,120,231,19,15,9,12,32,0
gibbj102,424,263,303,9,38,34,3,1,0,8,0,0,10,99,0,0,29,1,2,1
gibrs001,6,5,5,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
gibsb001,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
gibsb101,596,1328,1489,132,274,201,44,5,24,144,13,10,63,415,0,8,72,18,13,1
gibsc101,12,15,17,1,2,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0
gibsd001,17,49,52,6,14,10,2,0,2,8,0,0,1,11,0,2,0,0,2,1
gibsf101,448,1098,1176,113,309,226,56,19,8,144,10,8,52,118,0,4,22,0,0,1
gibsk001,1635,5798,6656,985,1553,984,260,54,255,870,284,78,718,1285,72,61,23,56,72,1
gibsk002,193,19,23,3,4,4,0,0,0,0,0,0,2,10,0,0,2,0,0,0
gibsp001,319,6,8,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,1
gibsr102,264,794,855,49,181,135,34,4,8,78,2,3,44,123,6,1,8,8,31,1
gibss101,132,202,211,17,50,41,9,0,0,14,0,0,3,14,0,0,6,0,0,1
gickg101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gideb001,34,1,2,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1
gidej101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
giebf101,28,14,17,0,2,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0
gielp101,105,55,63,2,4,3,1,0,0,1,0,0,1,17,0,1,6,0,0,1
giesd001,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
giggb101,30,7,7,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
gigon101,34,70,77,8,12,7,3,1,1,6,0,0,4,14,0,2,0,1,2,1
gil-b001,604,1610,1767,158,381,262,75,12,32,171,24,21,102,448,1,7,34,14,26,0
gil-g001,277,820,887,67,189,140,30,0,19,88,2,2,47,162,2,6,11,3,31,1
gil-g101,221,468,538,46,87,70,16,0,1,37,5,0,56,63,5,1,9,4,10,0
gil-j001,30,86,88,3,15,12,2,1,0,8,2,0,0,33,0,1,0,1,2,1
gilba101,8,12,15,1,1,1,0,0,0,1,0,0,1,3,0,0,2,0,0,0
gilbb101,14,12,12,0,2,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0
gilbb104,7,20,23,4,3,1,0,0,2,2,0,0,3,4,0,0,0,0,0,1
gilbc101,364,852,952,109,195,154,27,9,5,55,7,3.5,86,82,0,3,11,0,12,1
gilbj103,43,5,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
gilbm001,7,22,26,3,6,5,1,0,0,3,0,0,4,5,0,0,0,0,1,0
gilbr101,500,1436,1640,164,356,282,45,15,14,125,25,29,147,212,11,9,39,9,30,1
gilbs001,51,47,51,9,7,4,1,0,2,4,2,0,3,17,0,0,1,0,0,1
gilbt101,183,482,552,52,98,74,15,2,7,48,4,1.5,65,57,0,1,4,0,8,1
gilbw101,591,2317,2558,301,624,488,112,17,7,214,21,10.5,162,131,0,17,62,0,0,1
gileb001,287,709,791,74,162,125,27,0,10,50,27,13,70,151,2,2,5,5,11,1
gileb002,1847,6527,7835,1121,1897,1144,411,55,287,1078,109,45,1183,835,114,51,4,70,160,1
giled101,58,120,131,12,18,12,2,1,3,9,0,0,5,35,0,2,2,2,5,0
gilek001,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
gilem001,792,2934,3340,468,813,534,187,16,76,333,70,25,318,523,6,36,30,22,61,1
gilfj001,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gilhf101,48,112,127,14,27,23,4,0,0,1,2,1,12,8,0,0,3,0,0,0
gilhg101,2,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
gilkb001,1239,4061,4626,606,1115,729,244,24,118,546,115,71,466,708,21,42,9,48,116,1
gillb102,58,51,56,2,2,2,0,0,0,1,0,0,4,24,0,0,1,0,2,0
gillc001,513,1424,1551,147,357,237,73,14,33,158,1,8,107,245,13,7,0,13,20,1
gillc002,221,439,482,52,110,75,25,4,6,46,7,4,34,97,2,2,3,4,13,1
gillc101,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
gillc102,335,1004,1175,129,261,202,41,7,11,114,20,10,153,138,0,3,15,0,30,1
gille101,16,7,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
gillg102,62,196,217,26,48,34,12,2,0,23,0,2,12,13,0,3,6,0,0,0
gillg103,85,135,143,12,17,14,2,1,0,4,0,0,1,34,0,0,7,0,0,0
gillh101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
gillj102,1956,7119,8321,1163,1889,1449,304,71,65,558,203,111,1036,416,30,33,98,35,90,1
gillj103,31,15,16,2,2,1,1,0,0,0,0,0,0,4,0,0,1,0,0,1
gillj105,118,322,354,39,79,51,17,1,10,45,1,2,23,43,0,5,4,0,2,1
gillp102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gillp103,89,205,229,17,58,45,7,0,6,31,2,1,22,14,0,2,0,0,2,1
gillt001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gilml101,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
gilms001,79,7,7,2,3,2,1,0,0,1,0,0,0,3,0,0,0,0,0,1
gilsh101,16,4,5,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1
gimec001,391,927,1067,118,202,134,43,1,24,89,5,3,115,261,1,7,13,5,28,1
gimeh001,37,88,100,9,19,13,4,0,2,11,0,0,7,29,1,2,0,3,1,1
gindc001,65,151,178,17,35,21,7,2,5,14,2,1,24,30,1,0,2,1,0,1
ginkk001,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ginsj101,695,1716,1986,168,414,327,59,8,20,182,7,5,226,135,9,14,17,13,46,1
gintk001,325,971,1118,120,236,142,52,4,38,140,9,2,105,230,3,25,6,11,22,1
gintm001,96,14,19,1,3,2,1,0,0,1,0,0,2,5,0,0,3,0,0,1
gioll001,74,14,16,1,2,2,0,0,0,2,0,0,0,8,0,0,2,0,0,1
giona101,228,580,682,95,154,118,22,12,2,58,15,7.5,91,39,0,1,10,0,6,1
giort101,11,40,45,6,7,3,2,0,2,5,0,1,5,6,0,0,0,0,0,0
giove001,218,301,356,41,65,55,5,4,1,19,4,2,44,49,1,1,8,2,9,1
gipsc001,373,321,366,78,76,54,15,7,0,30,16,11,30,71,1,5,9,1,8,1
giraj001,1277,4127,4535,454,1100,852,186,26,36,422,44,31,279,607,34,25,81,23,137,1
giroc001,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gissc001,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
giult101,243,674,729,58,157,136,18,3,0,69,1,2,38,41,0,0,17,0,8,1
giusd101,686,412,465,29,77,61,10,2,4,46,0,0,23,99,0,3,27,0,5,1
giveb001,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
givem001,284,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
gladd001,1197,4501,4962,663,1215,898,203,40,74,446,222,93,337,625,18,42,49,33,98,1
gladf102,450,63,68,1,1,1,0,0,0,3,0,0,0,40,0,0,4,1,1,1
gladj101,4,11,12,0,1,1,0,0,0,0,0,0,1,4,0,0,0,0,0,1
gladr101,21,66,70,5,16,12,2,1,1,7,0,0,3,8,0,0,1,0,2,1
glaij101,8,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gland001,1115,3964,4282,553,1100,843,166,32,59,333,168,36,208,502,10,21,57,32,55,1
glasn101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glast001,82,29,35,1,6,6,0,0,0,3,0,0,4,15,0,1,1,0,0,1
glast101,2,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
glauk001,7,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
glaut001,1537,5410,6355,889,1375,752,293,10,320,950,56,29,854,1377,40,46,0,45,138,1
glavm001,6,7,7,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
glavt001,709,1323,1645,93,246,218,25,2,1,90,1,0,101,329,0,2,216,3,14,1
glavt101,389,1008,1246,191,259,174,55,6,24,108,11,3,208,173,0,21,9,0,28,1
glazw101,142,260,284,17,47,31,9,5,2,24,0,1,9,71,0,0,15,0,0,1
gleab101,26,74,83,6,19,18,0,1,0,8,0,1,6,6,0,2,1,0,0,0
gleaj001,307,2,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
gleaj101,11,16,21,2,2,2,0,0,0,0,0,0,5,6,0,0,0,0,0,0
glear101,8,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
gleej101,392,1277,1471,195,336,224,77,19,16,154,20,10,158,147,0,13,23,0,21,1
gleif101,29,45,53,6,6,6,0,0,0,4,0,0,7,10,0,0,1,0,0,0
glenb001,6,15,16,0,1,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0
glenb101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
glenj101,248,718,808,77,181,137,34,5,5,89,6,5,81,91,0,2,7,0,10,0
glenj103,32,31,32,4,8,7,0,1,0,5,0,0,0,9,0,0,0,1,0,1
glias101,10,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
gling001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gloar001,795,1673,1817,195,470,334,93,9,34,222,12,9,107,224,14,11,7,19,47,1
glosa101,309,952,1058,99,199,153,29,2,15,86,5,2.5,89,105,0,5,12,0,11,1
glovg001,263,28,34,3,2,2,0,0,0,1,0,0,2,14,0,1,3,0,0,1
glovk001,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
glynb101,310,684,767,94,170,134,22,4,10,56,5,5,61,105,0,5,15,2,12,1
glyne001,175,10,12,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1
glynr001,52,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
gobbj001,247,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
godbd101,13,13,17,2,2,2,0,0,0,1,0,0,3,4,1,0,0,1,0,1
goddj101,12,35,42,0,7,5,2,0,0,2,0,0,5,9,0,0,2,0,2,1
godfg001,10,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
godlz001,129,141,170,6,11,11,0,0,0,5,0,0,9,81,0,0,20,0,0,1
godwt001,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
goebe101,37,59,67,13,16,14,1,0,1,3,1,1,8,16,0,0,0,0,0,0
goebj001,51,101,115,12,22,17,1,3,1,10,2,1,12,32,3,2,0,0,0,1
goede001,141,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
goedt001,92,213,234,17,41,31,3,3,4,16,3,0,17,52,0,2,1,1,4,1
goetj101,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
goffj001,90,214,250,22,46,34,5,0,7,19,0,2,33,73,5,0,3,0,2,1
gofod001,31,3,4,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1
goggc101,72,99,110,19,29,24,5,0,0,7,0,1,10,21,0,0,0,1,2,1
gogob101,144,79,92,2,10,9,1,0,0,7,0,0,5,34,0,0,8,0,2,0
gohal001,14,11,12,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,1,1
gohrg001,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goinr001,542,1536,1680,150,353,248,71,12,22,158,6,6,107,370,1,3,23,11,46,0
goldb001,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goldg101,217,510,599,78,123,90,20,7,6,56,2,4,80,66,0,0,9,0,9,0
goldh101,47,62,66,8,13,10,3,0,0,7,0,0,2,11,0,0,2,0,0,1
goldi101,16,17,17,3,5,4,1,0,0,3,0,0,0,1,0,0,0,0,0,0
goldj101,148,389,446,33,87,66,20,0,1,49,4,6,35,31,0,3,19,0,0,0
goldj102,75,60,65,8,13,8,3,2,0,8,0,0,1,8,0,1,3,0,1,1
goldl101,11,10,13,2,1,1,0,0,0,0,0,0,3,2,0,0,0,0,1,1
goldp001,1253,4572,5379,806,1337,782,292,20,243,807,127,33,733,1225,105,34,0,40,110,1
goldp101,29,78,80,9,18,13,1,1,3,12,0,0,0,16,0,1,0,1,3,0
goles101,5,5,5,0,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
golim101,249,825,919,87,186,135,21,10,20,99,3,2.5,83,127,0,5,6,0,29,1
golsg001,40,41,42,6,8,6,2,0,0,2,2,2,1,10,0,0,0,0,0,1
goltd101,356,94,117,1,10,10,0,0,0,7,0,0,10,49,0,1,12,0,1,1
golvw101,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
gomba001,29,19,21,1,4,3,1,0,0,4,0,0,0,3,0,0,2,0,0,1
gomea001,89,158,170,20,41,32,6,2,1,11,4,0,10,33,0,1,1,0,2,0
gomeb001,174,1,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
gomec001,1515,4604,5143,517,1206,894,234,18,60,487,35,33,408,750,17,41,58,32,134,1
gomec002,1461,4724,5227,675,1189,767,236,41,145,546,268,74,319,1259,9,112,45,27,75,1
gomec101,200,627,688,56,142,130,9,3,0,50,3,1,40,73,0,1,20,0,20,1
gomeh001,83,153,162,18,28,13,12,2,1,8,0,0,5,51,1,2,2,0,1,1
gomej001,1203,3456,4009,495,835,502,157,14,162,526,50,24,417,1088,19,83,2,51,52,1
gomej002,315,19,20,0,3,3,0,0,0,0,0,0,0,11,0,0,1,0,0,1
gomel001,611,1916,2238,241,466,293,92,2,79,259,4,10,255,399,6,25,17,25,42,1
gomel101,609,1251,1391,108,263,232,26,5,0,90,6,22,86,129,3,1,48,5,32,1
gomel102,368,904,1024,59,133,122,11,0,0,58,1,1,50,252,0,2,68,0,5,0
gomem001,37,102,111,14,28,19,5,2,2,17,0,0,8,26,0,0,0,1,4,0
gomem002,31,48,49,6,12,10,2,0,0,3,0,0,0,11,0,0,0,1,1,1
gomep001,72,8,9,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1
gomep101,8,7,7,2,2,1,1,0,0,2,0,0,0,4,0,0,0,0,0,0
gomer001,14,30,38,0,5,4,1,0,0,0,0,0,8,3,0,0,0,0,2,1
gomer002,9,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
gomer101,381,477,519,58,95,80,11,1,3,22,2,2,14,61,0,1,27,0,11,1
gomew001,321,6,8,0,1,1,0,0,0,1,0,0,2,4,0,0,0,0,0,1
gomey001,749,2548,2780,306,623,381,137,6,99,351,4,0,160,694,12,43,2,27,66,1
gondj101,395,876,962,73,220,164,28,2,26,94,1,2,72,184,20,6,2,6,36,1
gonss001,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gonst001,11,13,14,2,4,4,0,0,0,1,0,0,0,4,0,0,1,0,0,1
gonza001,1396,4977,5528,623,1209,771,274,27,137,536,97,48,392,1165,12,45,82,32,128,1
gonza002,1609,5776,6248,667,1418,898,332,31,157,690,30,22,300,1168,48,79,50,43,138,1
gonza003,1929,7139,8043,997,2050,1284,437,12,317,1202,6,7,782,1401,158,45,4,73,207,1
gonza004,91,225,257,21,41,31,6,1,3,13,1,6,31,70,1,0,1,0,5,1
gonza005,426,950,1023,97,227,170,46,7,4,91,2,5,45,130,5,7,9,12,30,1
gonza006,3,9,9,0,1,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0
gonzc001,1377,5033,5551,821,1432,856,302,40,234,785,122,33,448,1240,55,22,7,41,93,1
gonzc002,31,24,24,0,1,1,0,0,0,2,0,0,0,15,0,0,0,0,0,1
gonzd001,98,262,295,29,54,40,9,1,4,18,3,5,27,64,3,1,5,0,6,1
gonzd002,20,20,22,1,2,2,0,0,0,0,0,0,1,4,0,0,1,0,0,1
gonzd101,9,25,25,2,5,4,1,0,0,2,1,0,0,3,0,0,0,0,2,0
gonze001,121,72,83,1,12,11,1,0,0,3,0,0,2,18,0,1,8,0,0,1
gonze002,56,32,35,3,9,8,1,0,0,3,0,0,0,8,0,0,3,0,1,1
gonze003,193,478,522,54,122,86,23,2,11,51,2,5,36,112,1,5,0,3,16,1
gonze004,215,404,431,52,105,77,20,2,6,33,8,4,18,116,3,3,4,2,6,1
gonzf101,404,1038,1114,85,244,180,40,7,17,104,8,7,58,114,20,1,9,8,24,1
gonzg001,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gonzg002,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
gonzg003,332,410,475,16,37,27,7,0,3,17,0,0,9,190,0,4,50,2,3,1
gonzj001,461,676,750,95,144,98,30,7,9,42,33,9,60,186,7,2,7,5,8,1
gonzj002,1689,6556,7155,1061,1936,1089,388,25,434,1404,26,19,457,1273,74,62,2,78,184,0
gonzj003,132,86,108,2,10,9,1,0,0,3,0,0,4,28,0,0,18,0,1,1
gonzj101,370,969,1038,90,228,184,32,8,4,66,13,6,36,132,3,9,22,2,24,1
gonzj102,13,5,7,0,1,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0
gonzj103,8,10,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
gonzl001,2591,9157,10531,1412,2591,1573,596,68,354,1439,128,87,1155,1218,150,111,10,98,212,1
gonzl002,2,2,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
gonzl003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
gonzl004,291,875,950,100,248,171,51,3,23,98,5,10,39,157,1,12,19,5,15,1
gonzm001,509,3,3,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1
gonzm002,909,2891,3169,355,762,505,158,8,91,347,38,26,210,639,10,27,34,7,74,1
gonzm003,155,16,19,1,0,0,0,0,0,0,0,0,1,6,0,0,2,0,1,0
gonzm004,5,9,9,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0
gonzm005,85,19,24,2,5,2,3,0,0,0,0,0,0,9,0,0,5,0,0,1
gonzm006,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
gonzm007,8,4,4,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
gonzm101,554,1584,1755,158,411,315,79,8,9,166,15,13,120,100,0,11,40,0,0,1
gonzo101,79,164,182,16,39,37,2,0,0,5,1,4,15,16,0,0,3,0,2,1
gonzp101,407,1084,1171,99,264,211,39,6,8,70,22,20,52,176,8,8,21,6,20,0
gonzr001,705,1539,1756,185,368,286,59,4,19,136,23,16,161,230,3,13,33,10,54,1
gonzr002,168,348,385,41,81,59,15,2,5,33,7,2,34,65,1,1,0,2,11,1
gonzs001,34,11,13,2,1,1,0,0,0,1,0,0,1,4,0,0,1,0,0,1
gonzt101,1559,5195,5793,690,1485,1087,238,57,103,615,79,61,467,706,63,71,20,40,124,1
gonzv101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gonzw001,295,836,932,75,200,139,41,3,17,103,3,2,78,112,9,10,2,6,27,1
goocc101,39,57,64,6,16,13,2,1,0,5,0,1,7,8,0,0,0,0,0,0
goocj101,805,2363,2613,227,662,528,98,29,7,293,11,7.5,206,141,0,15,29,0,0,1
gooda001,35,21,26,0,2,2,0,0,0,2,0,0,0,7,0,0,4,1,0,1
goodb001,307,865,960,127,221,120,60,5,36,107,17,5,79,269,4,7,2,7,7,1
goodb101,1623,5644,6446,807,1691,1329,299,44,19,591,37,30,669,329,7,29,89,15,121,1
goodc001,431,1014,1138,129,251,206,38,4,3,56,66,28,87,221,1,3,28,6,22,1
goodd001,434,741,849,60,145,117,15,5,8,67,1,1,14,135,0,3,85,6,13,1
goodd101,252,636,707,72,150,97,32,8,13,81,3,1,61,137,4,0,6,4,20,0
